seconds,'uV','uV'.1,'uV'.2,'uV'.3
1900-01-01 00:00:00.398,-81.5,-144.0,-116.5,-104.5
1900-01-01 00:00:00.399,-79.5,-141.5,-114.0,-102.0
1900-01-01 00:00:00.400,-76.5,-138.5,-110.5,-98.5
1900-01-01 00:00:00.401,-73.5,-135.0,-106.5,-94.5
1900-01-01 00:00:00.402,-69.5,-130.5,-102.0,-89.5
1900-01-01 00:00:00.403,-66.0,-126.0,-97.0,-84.0
1900-01-01 00:00:00.404,-62.0,-121.0,-91.5,-78.5
1900-01-01 00:00:00.405,-58.5,-116.5,-86.0,-73.5
1900-01-01 00:00:00.406,-56.0,-113.5,-82.5,-69.5
1900-01-01 00:00:00.407,-54.5,-111.5,-80.5,-67.5
1900-01-01 00:00:00.408,-55.0,-111.5,-80.5,-67.5
1900-01-01 00:00:00.409,-57.0,-113.5,-83.0,-70.5
1900-01-01 00:00:00.410,-60.0,-117.5,-87.5,-75.0
1900-01-01 00:00:00.411,-64.5,-122.0,-93.0,-81.0
1900-01-01 00:00:00.412,-68.5,-127.0,-99.0,-87.0
1900-01-01 00:00:00.413,-72.0,-131.0,-104.0,-92.0
1900-01-01 00:00:00.414,-74.5,-134.5,-107.5,-96.0
1900-01-01 00:00:00.415,-75.5,-136.0,-109.5,-98.0
1900-01-01 00:00:00.416,-76.0,-136.5,-110.0,-98.5
1900-01-01 00:00:00.417,-75.0,-136.0,-109.5,-98.0
1900-01-01 00:00:00.418,-74.0,-135.0,-108.5,-97.0
1900-01-01 00:00:00.419,-72.5,-133.5,-106.5,-95.0
1900-01-01 00:00:00.420,-71.0,-131.5,-104.5,-92.5
1900-01-01 00:00:00.421,-69.0,-128.5,-102.0,-89.5
1900-01-01 00:00:00.422,-67.0,-126.0,-99.0,-86.0
1900-01-01 00:00:00.423,-64.5,-122.5,-95.0,-82.5
1900-01-01 00:00:00.424,-62.0,-119.0,-91.0,-78.0
1900-01-01 00:00:00.425,-59.5,-116.0,-87.0,-74.0
1900-01-01 00:00:00.426,-57.5,-113.5,-84.0,-71.0
1900-01-01 00:00:00.427,-57.0,-112.0,-82.5,-69.5
1900-01-01 00:00:00.428,-57.5,-112.5,-83.0,-70.0
1900-01-01 00:00:00.429,-59.5,-114.5,-85.0,-72.0
1900-01-01 00:00:00.430,-62.0,-117.5,-89.0,-76.0
1900-01-01 00:00:00.431,-65.5,-121.5,-93.5,-81.0
1900-01-01 00:00:00.432,-68.5,-125.5,-98.0,-86.0
1900-01-01 00:00:00.433,-71.0,-128.5,-102.0,-90.0
1900-01-01 00:00:00.434,-72.0,-130.5,-104.5,-92.5
1900-01-01 00:00:00.435,-72.5,-131.0,-105.5,-93.5
1900-01-01 00:00:00.436,-71.5,-130.5,-105.5,-93.5
1900-01-01 00:00:00.437,-70.5,-129.5,-105.0,-92.5
1900-01-01 00:00:00.438,-69.5,-128.0,-103.5,-91.5
1900-01-01 00:00:00.439,-67.5,-126.0,-101.5,-89.5
1900-01-01 00:00:00.440,-66.0,-123.5,-99.0,-87.0
1900-01-01 00:00:00.441,-64.0,-121.0,-96.0,-84.0
1900-01-01 00:00:00.442,-61.5,-118.5,-92.5,-80.5
1900-01-01 00:00:00.443,-59.0,-115.0,-88.5,-76.5
1900-01-01 00:00:00.444,-56.5,-111.5,-84.0,-72.0
1900-01-01 00:00:00.445,-54.0,-108.0,-80.0,-68.0
1900-01-01 00:00:00.446,-52.0,-105.0,-77.0,-64.5
1900-01-01 00:00:00.447,-51.5,-104.0,-75.5,-63.0
1900-01-01 00:00:00.448,-52.5,-105.0,-76.0,-64.0
1900-01-01 00:00:00.449,-55.0,-107.5,-78.5,-67.0
1900-01-01 00:00:00.450,-58.5,-111.5,-83.5,-71.5
1900-01-01 00:00:00.451,-63.0,-116.5,-89.5,-78.0
1900-01-01 00:00:00.452,-67.5,-122.0,-95.5,-84.5
1900-01-01 00:00:00.453,-71.0,-126.5,-101.0,-90.0
1900-01-01 00:00:00.454,-74.0,-130.0,-105.0,-94.5
1900-01-01 00:00:00.455,-75.0,-131.5,-107.5,-97.0
1900-01-01 00:00:00.456,-75.5,-132.5,-108.5,-98.0
1900-01-01 00:00:00.457,-75.5,-132.0,-108.5,-98.0
1900-01-01 00:00:00.458,-74.5,-131.5,-107.5,-97.0
1900-01-01 00:00:00.459,-73.5,-130.5,-106.5,-95.5
1900-01-01 00:00:00.460,-72.5,-129.0,-105.0,-93.5
1900-01-01 00:00:00.461,-71.0,-127.5,-103.0,-91.5
1900-01-01 00:00:00.462,-69.5,-125.0,-100.5,-88.5
1900-01-01 00:00:00.463,-67.5,-122.5,-97.0,-85.0
1900-01-01 00:00:00.464,-65.5,-119.0,-93.0,-81.0
1900-01-01 00:00:00.465,-63.0,-116.0,-89.0,-77.0
1900-01-01 00:00:00.466,-61.5,-113.5,-86.0,-74.0
1900-01-01 00:00:00.467,-61.0,-112.5,-85.0,-73.0
1900-01-01 00:00:00.468,-62.5,-113.5,-86.0,-74.0
1900-01-01 00:00:00.469,-65.0,-116.5,-89.0,-77.0
1900-01-01 00:00:00.470,-68.0,-120.5,-93.5,-81.5
1900-01-01 00:00:00.471,-72.0,-125.0,-99.0,-87.0
1900-01-01 00:00:00.472,-75.5,-129.5,-104.5,-92.5
1900-01-01 00:00:00.473,-78.5,-133.0,-109.0,-97.5
1900-01-01 00:00:00.474,-81.0,-136.0,-112.5,-101.0
1900-01-01 00:00:00.475,-82.5,-138.0,-115.0,-103.5
1900-01-01 00:00:00.476,-83.5,-139.0,-116.0,-104.5
1900-01-01 00:00:00.477,-83.5,-139.5,-116.5,-105.0
1900-01-01 00:00:00.478,-83.5,-139.5,-116.0,-104.5
1900-01-01 00:00:00.479,-82.5,-138.5,-115.0,-103.5
1900-01-01 00:00:00.480,-81.5,-137.0,-113.5,-102.0
1900-01-01 00:00:00.481,-79.5,-135.0,-111.0,-99.5
1900-01-01 00:00:00.482,-77.5,-132.5,-108.0,-96.5
1900-01-01 00:00:00.483,-75.0,-129.0,-104.0,-92.5
1900-01-01 00:00:00.484,-72.0,-125.5,-99.5,-88.0
1900-01-01 00:00:00.485,-69.0,-121.5,-95.0,-83.0
1900-01-01 00:00:00.486,-66.5,-118.5,-91.5,-79.5
1900-01-01 00:00:00.487,-65.5,-117.0,-89.5,-77.0
1900-01-01 00:00:00.488,-65.5,-117.0,-89.0,-77.0
1900-01-01 00:00:00.489,-67.0,-118.5,-91.0,-79.0
1900-01-01 00:00:00.490,-69.5,-121.0,-94.0,-82.5
1900-01-01 00:00:00.491,-72.5,-124.5,-98.5,-87.5
1900-01-01 00:00:00.492,-75.5,-128.5,-103.0,-92.0
1900-01-01 00:00:00.493,-78.0,-131.5,-107.0,-96.0
1900-01-01 00:00:00.494,-79.0,-133.5,-109.5,-98.5
1900-01-01 00:00:00.495,-79.5,-134.5,-110.5,-99.5
1900-01-01 00:00:00.496,-79.0,-134.0,-110.0,-99.5
1900-01-01 00:00:00.497,-78.5,-133.5,-109.5,-99.0
1900-01-01 00:00:00.498,-77.5,-132.5,-108.5,-97.5
1900-01-01 00:00:00.499,-76.5,-131.5,-107.0,-96.5
1900-01-01 00:00:00.500,-76.0,-130.0,-105.5,-94.5
1900-01-01 00:00:00.501,-74.5,-128.5,-104.0,-92.5
1900-01-01 00:00:00.502,-73.0,-126.5,-101.5,-90.0
1900-01-01 00:00:00.503,-71.0,-124.0,-98.5,-87.0
1900-01-01 00:00:00.504,-69.0,-121.5,-95.5,-84.0
1900-01-01 00:00:00.505,-67.5,-119.0,-92.5,-81.0
1900-01-01 00:00:00.506,-66.5,-118.0,-91.0,-79.5
1900-01-01 00:00:00.507,-67.0,-118.0,-91.5,-80.0
1900-01-01 00:00:00.508,-69.5,-120.5,-94.0,-83.0
1900-01-01 00:00:00.509,-72.5,-124.0,-98.0,-88.0
1900-01-01 00:00:00.510,-77.0,-129.0,-103.5,-94.0
1900-01-01 00:00:00.511,-81.5,-134.0,-110.0,-100.5
1900-01-01 00:00:00.512,-85.5,-139.0,-116.0,-107.0
1900-01-01 00:00:00.513,-88.5,-143.0,-120.5,-112.0
1900-01-01 00:00:00.514,-90.5,-145.5,-123.5,-115.0
1900-01-01 00:00:00.515,-91.5,-147.0,-125.0,-116.0
1900-01-01 00:00:00.516,-92.0,-147.0,-125.5,-116.0
1900-01-01 00:00:00.517,-92.0,-146.5,-124.5,-115.0
1900-01-01 00:00:00.518,-91.0,-145.5,-123.5,-113.5
1900-01-01 00:00:00.519,-90.0,-144.0,-121.5,-111.5
1900-01-01 00:00:00.520,-88.5,-142.0,-119.0,-108.5
1900-01-01 00:00:00.521,-86.5,-139.5,-116.0,-105.5
1900-01-01 00:00:00.522,-84.0,-136.5,-112.5,-101.5
1900-01-01 00:00:00.523,-81.0,-132.5,-108.5,-97.0
1900-01-01 00:00:00.524,-78.5,-129.0,-104.0,-92.0
1900-01-01 00:00:00.525,-75.5,-125.0,-99.5,-87.5
1900-01-01 00:00:00.526,-73.5,-122.5,-96.0,-84.0
1900-01-01 00:00:00.527,-73.0,-121.0,-94.0,-82.0
1900-01-01 00:00:00.528,-73.0,-121.0,-94.0,-82.0
1900-01-01 00:00:00.529,-75.0,-123.0,-96.0,-84.5
1900-01-01 00:00:00.530,-77.5,-126.5,-100.0,-88.5
1900-01-01 00:00:00.531,-80.5,-130.5,-104.5,-93.0
1900-01-01 00:00:00.532,-83.0,-134.0,-109.0,-98.0
1900-01-01 00:00:00.533,-85.5,-137.0,-113.0,-102.0
1900-01-01 00:00:00.534,-86.5,-139.0,-115.5,-104.5
1900-01-01 00:00:00.535,-86.5,-139.5,-116.5,-105.5
1900-01-01 00:00:00.536,-86.0,-139.0,-116.5,-105.5
1900-01-01 00:00:00.537,-85.0,-138.0,-116.0,-105.0
1900-01-01 00:00:00.538,-83.5,-136.5,-114.5,-103.5
1900-01-01 00:00:00.539,-82.0,-134.5,-112.5,-101.5
1900-01-01 00:00:00.540,-80.5,-132.5,-110.5,-99.5
1900-01-01 00:00:00.541,-78.5,-130.0,-108.0,-96.5
1900-01-01 00:00:00.542,-76.5,-127.5,-105.0,-93.5
1900-01-01 00:00:00.543,-74.0,-124.0,-101.0,-89.5
1900-01-01 00:00:00.544,-71.5,-121.0,-97.0,-85.0
1900-01-01 00:00:00.545,-69.0,-117.5,-93.5,-81.0
1900-01-01 00:00:00.546,-67.5,-115.0,-90.0,-77.5
1900-01-01 00:00:00.547,-66.5,-113.5,-88.5,-76.0
1900-01-01 00:00:00.548,-67.5,-114.0,-89.0,-76.0
1900-01-01 00:00:00.549,-69.5,-116.0,-91.0,-78.5
1900-01-01 00:00:00.550,-72.5,-119.5,-95.0,-83.0
1900-01-01 00:00:00.551,-76.0,-124.0,-100.0,-88.0
1900-01-01 00:00:00.552,-79.5,-128.5,-105.0,-93.5
1900-01-01 00:00:00.553,-82.0,-132.0,-109.5,-98.0
1900-01-01 00:00:00.554,-84.0,-134.5,-112.5,-101.5
1900-01-01 00:00:00.555,-84.5,-135.5,-114.0,-103.5
1900-01-01 00:00:00.556,-84.5,-135.5,-114.5,-104.0
1900-01-01 00:00:00.557,-84.0,-135.0,-114.0,-103.5
1900-01-01 00:00:00.558,-83.0,-134.0,-113.0,-102.0
1900-01-01 00:00:00.559,-81.5,-132.5,-111.5,-100.5
1900-01-01 00:00:00.560,-80.0,-130.5,-109.0,-98.0
1900-01-01 00:00:00.561,-78.0,-128.0,-106.5,-95.0
1900-01-01 00:00:00.562,-75.5,-125.0,-103.0,-91.5
1900-01-01 00:00:00.563,-72.5,-121.5,-99.0,-87.0
1900-01-01 00:00:00.564,-69.0,-117.0,-94.0,-81.5
1900-01-01 00:00:00.565,-65.5,-113.0,-89.0,-76.5
1900-01-01 00:00:00.566,-63.0,-109.5,-85.0,-72.0
1900-01-01 00:00:00.567,-61.5,-108.0,-83.0,-70.0
1900-01-01 00:00:00.568,-62.0,-108.0,-83.5,-70.0
1900-01-01 00:00:00.569,-63.5,-110.0,-85.5,-72.5
1900-01-01 00:00:00.570,-66.5,-113.5,-90.0,-77.0
1900-01-01 00:00:00.571,-70.0,-118.0,-95.0,-82.5
1900-01-01 00:00:00.572,-73.5,-122.0,-100.0,-87.5
1900-01-01 00:00:00.573,-76.0,-125.5,-104.5,-92.0
1900-01-01 00:00:00.574,-77.5,-127.5,-107.0,-95.0
1900-01-01 00:00:00.575,-78.0,-128.5,-108.5,-96.5
1900-01-01 00:00:00.576,-77.5,-128.0,-108.0,-96.5
1900-01-01 00:00:00.577,-76.0,-126.5,-107.0,-95.0
1900-01-01 00:00:00.578,-74.0,-124.5,-105.0,-93.0
1900-01-01 00:00:00.579,-72.0,-122.0,-102.5,-90.5
1900-01-01 00:00:00.580,-69.0,-119.0,-99.0,-87.0
1900-01-01 00:00:00.581,-66.0,-115.5,-96.0,-83.5
1900-01-01 00:00:00.582,-63.0,-112.0,-92.0,-79.5
1900-01-01 00:00:00.583,-60.0,-108.0,-87.5,-75.0
1900-01-01 00:00:00.584,-57.0,-104.0,-83.0,-70.5
1900-01-01 00:00:00.585,-54.5,-100.0,-78.5,-66.0
1900-01-01 00:00:00.586,-52.5,-97.0,-75.5,-62.5
1900-01-01 00:00:00.587,-51.5,-95.5,-73.5,-60.5
1900-01-01 00:00:00.588,-51.5,-95.5,-73.5,-60.5
1900-01-01 00:00:00.589,-53.0,-97.5,-75.5,-62.5
1900-01-01 00:00:00.590,-56.0,-100.5,-79.5,-66.5
1900-01-01 00:00:00.591,-59.0,-104.5,-84.0,-71.5
1900-01-01 00:00:00.592,-62.5,-109.0,-89.0,-77.0
1900-01-01 00:00:00.593,-65.0,-112.5,-93.5,-81.5
1900-01-01 00:00:00.594,-66.5,-115.0,-96.5,-84.5
1900-01-01 00:00:00.595,-67.0,-116.0,-98.0,-86.5
1900-01-01 00:00:00.596,-66.5,-116.0,-98.0,-86.5
1900-01-01 00:00:00.597,-65.5,-115.0,-97.5,-85.5
1900-01-01 00:00:00.598,-64.0,-113.5,-96.0,-84.0
1900-01-01 00:00:00.599,-62.5,-111.5,-93.5,-81.5
1900-01-01 00:00:00.600,-60.0,-109.0,-91.0,-79.0
1900-01-01 00:00:00.601,-58.0,-106.0,-88.0,-75.5
1900-01-01 00:00:00.602,-55.0,-103.0,-84.0,-72.0
1900-01-01 00:00:00.603,-52.0,-99.0,-79.5,-67.5
1900-01-01 00:00:00.604,-49.0,-95.0,-75.0,-62.5
1900-01-01 00:00:00.605,-46.0,-91.0,-70.5,-57.5
1900-01-01 00:00:00.606,-43.0,-87.5,-66.5,-53.5
1900-01-01 00:00:00.607,-42.0,-85.5,-64.5,-51.0
1900-01-01 00:00:00.608,-42.0,-85.5,-64.5,-51.0
1900-01-01 00:00:00.609,-44.0,-87.5,-66.5,-53.0
1900-01-01 00:00:00.610,-46.5,-90.5,-70.0,-56.5
1900-01-01 00:00:00.611,-49.5,-94.5,-75.0,-62.0
1900-01-01 00:00:00.612,-53.0,-99.0,-80.5,-67.5
1900-01-01 00:00:00.613,-56.0,-103.0,-85.0,-72.5
1900-01-01 00:00:00.614,-58.0,-105.5,-88.5,-76.0
1900-01-01 00:00:00.615,-58.5,-106.5,-90.0,-77.5
1900-01-01 00:00:00.616,-58.5,-106.5,-90.5,-78.5
1900-01-01 00:00:00.617,-58.0,-106.0,-90.0,-78.0
1900-01-01 00:00:00.618,-57.0,-105.0,-88.5,-76.5
1900-01-01 00:00:00.619,-55.5,-103.5,-87.0,-74.5
1900-01-01 00:00:00.620,-54.0,-101.5,-85.0,-72.5
1900-01-01 00:00:00.621,-52.0,-99.0,-82.5,-70.0
1900-01-01 00:00:00.622,-50.0,-96.5,-79.5,-66.5
1900-01-01 00:00:00.623,-47.5,-93.5,-76.0,-63.0
1900-01-01 00:00:00.624,-44.5,-89.5,-72.0,-58.5
1900-01-01 00:00:00.625,-41.5,-86.0,-67.5,-53.5
1900-01-01 00:00:00.626,-39.0,-83.0,-63.5,-49.5
1900-01-01 00:00:00.627,-38.0,-81.0,-61.5,-47.5
1900-01-01 00:00:00.628,-38.0,-81.0,-61.0,-47.5
1900-01-01 00:00:00.629,-40.0,-83.0,-63.0,-50.0
1900-01-01 00:00:00.630,-43.0,-86.5,-67.0,-54.5
1900-01-01 00:00:00.631,-46.5,-91.0,-72.5,-60.0
1900-01-01 00:00:00.632,-50.5,-96.0,-78.0,-65.5
1900-01-01 00:00:00.633,-53.5,-100.0,-82.5,-70.5
1900-01-01 00:00:00.634,-55.5,-102.5,-86.0,-74.0
1900-01-01 00:00:00.635,-57.0,-104.5,-88.0,-76.5
1900-01-01 00:00:00.636,-57.5,-105.0,-89.0,-77.5
1900-01-01 00:00:00.637,-57.0,-105.0,-89.5,-77.5
1900-01-01 00:00:00.638,-56.5,-104.5,-89.0,-76.5
1900-01-01 00:00:00.639,-55.5,-103.5,-88.0,-75.5
1900-01-01 00:00:00.640,-54.5,-102.0,-86.5,-73.5
1900-01-01 00:00:00.641,-53.0,-100.0,-84.5,-71.5
1900-01-01 00:00:00.642,-51.5,-98.0,-81.5,-68.5
1900-01-01 00:00:00.643,-49.0,-95.0,-78.0,-64.5
1900-01-01 00:00:00.644,-47.0,-92.0,-74.0,-60.5
1900-01-01 00:00:00.645,-45.0,-89.0,-70.0,-57.0
1900-01-01 00:00:00.646,-43.5,-87.0,-67.5,-54.0
1900-01-01 00:00:00.647,-44.0,-86.5,-67.0,-53.5
1900-01-01 00:00:00.648,-46.0,-88.5,-68.5,-55.0
1900-01-01 00:00:00.649,-49.0,-92.0,-72.5,-59.0
1900-01-01 00:00:00.650,-53.5,-96.5,-78.5,-64.5
1900-01-01 00:00:00.651,-58.5,-102.5,-85.0,-71.0
1900-01-01 00:00:00.652,-63.0,-108.0,-91.5,-77.5
1900-01-01 00:00:00.653,-67.0,-112.5,-97.0,-83.5
1900-01-01 00:00:00.654,-70.0,-116.5,-101.5,-88.0
1900-01-01 00:00:00.655,-72.0,-118.5,-104.5,-91.0
1900-01-01 00:00:00.656,-73.0,-120.0,-106.0,-92.5
1900-01-01 00:00:00.657,-73.5,-120.5,-106.0,-93.0
1900-01-01 00:00:00.658,-73.5,-120.5,-105.5,-92.5
1900-01-01 00:00:00.659,-72.5,-119.0,-104.5,-91.5
1900-01-01 00:00:00.660,-71.5,-117.5,-103.0,-89.5
1900-01-01 00:00:00.661,-70.0,-115.5,-101.0,-87.0
1900-01-01 00:00:00.662,-68.0,-113.5,-98.0,-84.0
1900-01-01 00:00:00.663,-66.0,-110.5,-94.5,-80.5
1900-01-01 00:00:00.664,-63.5,-107.0,-90.5,-76.5
1900-01-01 00:00:00.665,-61.5,-104.0,-87.0,-72.5
1900-01-01 00:00:00.666,-60.0,-102.0,-84.0,-69.5
1900-01-01 00:00:00.667,-59.5,-101.0,-82.5,-68.0
1900-01-01 00:00:00.668,-60.5,-102.0,-83.0,-68.5
1900-01-01 00:00:00.669,-62.5,-104.5,-86.0,-71.5
1900-01-01 00:00:00.670,-66.0,-108.5,-90.5,-76.0
1900-01-01 00:00:00.671,-70.0,-113.0,-96.0,-82.0
1900-01-01 00:00:00.672,-74.5,-118.0,-102.0,-88.0
1900-01-01 00:00:00.673,-78.0,-122.5,-107.0,-93.5
1900-01-01 00:00:00.674,-81.0,-125.5,-111.0,-97.5
1900-01-01 00:00:00.675,-82.5,-127.5,-113.0,-99.5
1900-01-01 00:00:00.676,-83.0,-128.0,-114.0,-100.5
1900-01-01 00:00:00.677,-82.5,-127.5,-113.5,-100.0
1900-01-01 00:00:00.678,-81.5,-127.0,-112.5,-99.5
1900-01-01 00:00:00.679,-80.5,-125.5,-111.0,-98.0
1900-01-01 00:00:00.680,-78.5,-123.5,-109.5,-96.0
1900-01-01 00:00:00.681,-77.0,-121.5,-107.0,-93.5
1900-01-01 00:00:00.682,-75.0,-119.5,-104.5,-91.0
1900-01-01 00:00:00.683,-73.0,-117.0,-101.5,-87.5
1900-01-01 00:00:00.684,-71.5,-114.0,-98.0,-84.0
1900-01-01 00:00:00.685,-69.5,-111.5,-94.5,-80.5
1900-01-01 00:00:00.686,-69.0,-109.5,-92.5,-78.0
1900-01-01 00:00:00.687,-69.0,-109.5,-91.5,-77.0
1900-01-01 00:00:00.688,-70.5,-110.5,-92.5,-78.5
1900-01-01 00:00:00.689,-73.0,-113.0,-95.5,-81.5
1900-01-01 00:00:00.690,-76.0,-117.0,-100.0,-86.0
1900-01-01 00:00:00.691,-80.0,-121.5,-105.0,-91.5
1900-01-01 00:00:00.692,-83.5,-126.5,-110.5,-97.0
1900-01-01 00:00:00.693,-86.5,-130.0,-115.5,-102.0
1900-01-01 00:00:00.694,-88.5,-133.0,-118.5,-105.5
1900-01-01 00:00:00.695,-89.5,-134.5,-120.5,-107.5
1900-01-01 00:00:00.696,-89.0,-134.5,-121.0,-108.0
1900-01-01 00:00:00.697,-88.5,-134.5,-120.5,-107.5
1900-01-01 00:00:00.698,-87.5,-133.5,-120.0,-106.5
1900-01-01 00:00:00.699,-86.5,-132.0,-118.5,-105.5
1900-01-01 00:00:00.700,-85.5,-130.5,-117.0,-103.5
1900-01-01 00:00:00.701,-84.0,-129.0,-115.0,-101.5
1900-01-01 00:00:00.702,-82.5,-126.5,-112.5,-99.0
1900-01-01 00:00:00.703,-80.5,-123.5,-109.5,-95.5
1900-01-01 00:00:00.704,-78.0,-120.5,-106.0,-91.5
1900-01-01 00:00:00.705,-75.5,-117.0,-102.0,-87.5
1900-01-01 00:00:00.706,-73.5,-114.5,-98.5,-84.0
1900-01-01 00:00:00.707,-73.0,-113.0,-97.0,-82.5
1900-01-01 00:00:00.708,-74.0,-113.5,-97.0,-83.0
1900-01-01 00:00:00.709,-76.0,-116.0,-99.5,-85.5
1900-01-01 00:00:00.710,-79.5,-119.5,-103.5,-90.5
1900-01-01 00:00:00.711,-83.5,-124.0,-109.0,-96.0
1900-01-01 00:00:00.712,-87.5,-129.0,-114.5,-102.0
1900-01-01 00:00:00.713,-90.5,-133.0,-119.5,-107.0
1900-01-01 00:00:00.714,-92.0,-135.5,-122.5,-110.5
1900-01-01 00:00:00.715,-93.0,-137.0,-124.5,-112.5
1900-01-01 00:00:00.716,-93.0,-137.0,-125.5,-113.0
1900-01-01 00:00:00.717,-92.0,-136.5,-125.0,-112.5
1900-01-01 00:00:00.718,-91.0,-135.5,-124.0,-111.5
1900-01-01 00:00:00.719,-89.5,-134.0,-122.0,-109.5
1900-01-01 00:00:00.720,-87.5,-131.5,-120.0,-107.0
1900-01-01 00:00:00.721,-85.0,-128.5,-116.5,-103.5
1900-01-01 00:00:00.722,-82.0,-125.0,-112.5,-99.0
1900-01-01 00:00:00.723,-78.0,-121.0,-108.0,-94.0
1900-01-01 00:00:00.724,-74.5,-116.0,-102.5,-88.5
1900-01-01 00:00:00.725,-70.5,-111.5,-97.0,-83.0
1900-01-01 00:00:00.726,-67.5,-107.5,-93.0,-78.5
1900-01-01 00:00:00.727,-66.0,-105.5,-90.5,-76.0
1900-01-01 00:00:00.728,-65.5,-105.5,-90.0,-75.5
1900-01-01 00:00:00.729,-67.5,-107.5,-92.0,-77.5
1900-01-01 00:00:00.730,-70.5,-111.0,-96.0,-82.0
1900-01-01 00:00:00.731,-74.0,-115.0,-101.0,-87.0
1900-01-01 00:00:00.732,-77.5,-119.5,-106.0,-93.0
1900-01-01 00:00:00.733,-80.5,-123.5,-111.0,-97.5
1900-01-01 00:00:00.734,-82.5,-126.0,-114.0,-101.0
1900-01-01 00:00:00.735,-83.0,-127.0,-115.5,-103.0
1900-01-01 00:00:00.736,-83.0,-127.5,-116.0,-103.5
1900-01-01 00:00:00.737,-82.0,-126.5,-115.5,-103.0
1900-01-01 00:00:00.738,-81.0,-125.0,-114.0,-101.5
1900-01-01 00:00:00.739,-79.0,-123.0,-112.0,-99.5
1900-01-01 00:00:00.740,-76.5,-120.5,-109.0,-96.5
1900-01-01 00:00:00.741,-74.0,-117.5,-106.0,-93.5
1900-01-01 00:00:00.742,-71.5,-114.0,-102.5,-90.0
1900-01-01 00:00:00.743,-69.0,-110.5,-98.5,-85.5
1900-01-01 00:00:00.744,-66.0,-107.0,-94.5,-81.5
1900-01-01 00:00:00.745,-63.0,-103.5,-90.5,-77.0
1900-01-01 00:00:00.746,-61.0,-101.0,-87.0,-73.5
1900-01-01 00:00:00.747,-60.5,-100.0,-85.5,-72.0
1900-01-01 00:00:00.748,-61.5,-100.5,-86.0,-72.5
1900-01-01 00:00:00.749,-63.5,-103.0,-89.0,-75.0
1900-01-01 00:00:00.750,-67.5,-107.0,-93.5,-79.5
1900-01-01 00:00:00.751,-71.5,-112.0,-99.0,-85.5
1900-01-01 00:00:00.752,-75.5,-117.0,-105.0,-91.5
1900-01-01 00:00:00.753,-79.0,-121.5,-110.0,-96.5
1900-01-01 00:00:00.754,-81.5,-124.5,-113.5,-100.5
1900-01-01 00:00:00.755,-83.0,-126.5,-115.5,-103.0
1900-01-01 00:00:00.756,-83.5,-127.5,-116.5,-104.5
1900-01-01 00:00:00.757,-83.5,-127.5,-117.0,-105.0
1900-01-01 00:00:00.758,-83.0,-127.0,-116.5,-104.5
1900-01-01 00:00:00.759,-82.5,-126.5,-115.5,-104.0
1900-01-01 00:00:00.760,-81.5,-125.5,-114.5,-102.5
1900-01-01 00:00:00.761,-81.0,-124.5,-113.0,-101.0
1900-01-01 00:00:00.762,-80.0,-123.0,-111.0,-99.0
1900-01-01 00:00:00.763,-79.0,-120.5,-108.5,-96.0
1900-01-01 00:00:00.764,-77.0,-118.0,-105.5,-93.0
1900-01-01 00:00:00.765,-75.5,-115.5,-102.5,-89.5
1900-01-01 00:00:00.766,-74.5,-113.5,-100.5,-87.0
1900-01-01 00:00:00.767,-75.0,-113.5,-99.5,-86.5
1900-01-01 00:00:00.768,-76.5,-114.5,-100.5,-87.5
1900-01-01 00:00:00.769,-79.0,-117.5,-103.5,-90.5
1900-01-01 00:00:00.770,-82.5,-121.5,-108.0,-95.0
1900-01-01 00:00:00.771,-87.0,-126.5,-113.5,-101.0
1900-01-01 00:00:00.772,-91.5,-132.0,-119.5,-107.0
1900-01-01 00:00:00.773,-95.5,-136.5,-125.0,-112.5
1900-01-01 00:00:00.774,-98.5,-140.5,-129.0,-116.5
1900-01-01 00:00:00.775,-101.5,-143.5,-132.0,-119.5
1900-01-01 00:00:00.776,-103.0,-145.0,-134.0,-121.0
1900-01-01 00:00:00.777,-104.0,-146.0,-135.0,-122.0
1900-01-01 00:00:00.778,-105.0,-146.5,-135.5,-121.5
1900-01-01 00:00:00.779,-105.0,-146.5,-135.5,-121.0
1900-01-01 00:00:00.780,-105.5,-146.0,-134.5,-120.0
1900-01-01 00:00:00.781,-105.0,-145.0,-133.0,-118.0
1900-01-01 00:00:00.782,-104.0,-143.0,-131.0,-115.5
1900-01-01 00:00:00.783,-102.5,-140.5,-127.5,-111.5
1900-01-01 00:00:00.784,-100.5,-137.0,-123.5,-106.5
1900-01-01 00:00:00.785,-98.0,-133.5,-119.0,-101.5
1900-01-01 00:00:00.786,-96.5,-130.5,-115.5,-97.0
1900-01-01 00:00:00.787,-95.5,-129.0,-113.0,-94.0
1900-01-01 00:00:00.788,-95.5,-129.0,-112.0,-93.0
1900-01-01 00:00:00.789,-96.5,-129.5,-112.5,-93.0
1900-01-01 00:00:00.790,-97.5,-131.0,-114.0,-94.5
1900-01-01 00:00:00.791,-99.0,-132.5,-116.0,-96.5
1900-01-01 00:00:00.792,-100.0,-134.0,-118.5,-98.5
1900-01-01 00:00:00.793,-100.5,-135.0,-120.0,-100.0
1900-01-01 00:00:00.794,-100.0,-135.5,-121.0,-100.5
1900-01-01 00:00:00.795,-99.0,-134.5,-120.5,-100.5
1900-01-01 00:00:00.796,-98.0,-133.5,-119.5,-99.5
