From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm)
2018-05-07 11:00:00,2018-05-07 12:00:00,19.66,18.67,,14.26,,8.76,0.3,,,,,,
2018-05-07 12:00:00,2018-05-07 13:00:00,12.92,15.33,,13.9,,9.19,0.52,,,,,,
2018-05-07 13:00:00,2018-05-07 14:00:00,12.72,13.67,,13.46,,8.66,0.48,,,,,,
2018-05-07 14:00:00,2018-05-07 15:00:00,17.89,12.83,,14.09,,8.44,0.53,,,,,,
2018-05-07 15:00:00,2018-05-07 16:00:00,22.42,12.41,,12.96,,8.64,0.5,,,,,,
2018-05-07 16:00:00,2018-05-07 17:00:00,17.77,29.44,,12.67,,7.62,0.55,,,,,,
2018-05-07 17:00:00,2018-05-07 18:00:00,25.08,83.69,,13.3,,8.03,0.67,,,,,,
2018-05-07 18:00:00,2018-05-07 19:00:00,29.02,109.98,,13.31,,6.98,0.51,,,,,,
2018-05-07 19:00:00,2018-05-07 20:00:00,41.72,122.87,,14.68,,8.34,0.58,,,,,,
2018-05-07 20:00:00,2018-05-07 21:00:00,44.5,144.82,,13.27,,7.12,0.52,,,,,,
2018-05-07 21:00:00,2018-05-07 22:00:00,39.23,138.34,,13.23,,7.61,0.48,,,,,,
2018-05-07 22:00:00,2018-05-07 23:00:00,34.96,119.72,,13.23,,6.55,0.51,,,,,,
2018-05-07 23:00:00,2018-05-08 00:00:00,24.31,77.25,,13.59,,7.93,0.51,,,,,,
2018-05-08 00:00:00,2018-05-08 01:00:00,19.54,37.54,,,,6.49,0.57,,,,,,
2018-05-08 01:00:00,2018-05-08 02:00:00,21.84,33.92,,,,6.86,0.62,,,,,,
2018-05-08 02:00:00,2018-05-08 03:00:00,28.75,32.43,,,,5.72,0.58,,,,,,
2018-05-08 03:00:00,2018-05-08 04:00:00,35.06,60.98,,12.23,,8.22,0.6,,,,,,
2018-05-08 04:00:00,2018-05-08 05:00:00,41.83,73.92,,13.52,,6.95,0.55,,,,,,
2018-05-08 05:00:00,2018-05-08 06:00:00,36.17,47.26,,13.48,,8.26,0.56,,,,,,
2018-05-08 06:00:00,2018-05-08 07:00:00,33.81,34.61,,14.14,,7.31,0.53,,,,,,
2018-05-08 07:00:00,2018-05-08 08:00:00,35.11,56.54,,14.04,,8.3,0.57,,,,,,
2018-05-08 08:00:00,2018-05-08 09:00:00,35.51,72.7,,13.8,,8.37,0.41,,,,,,
2018-05-08 09:00:00,2018-05-08 10:00:00,26.8,42.35,,12.95,,8.15,0.26,,,,,,
2018-05-08 10:00:00,2018-05-08 11:00:00,23.75,27.18,,14.26,,8.17,0.5,,,,,,
2018-05-08 11:00:00,2018-05-08 12:00:00,22.7,19.59,,14.19,,8.03,0.45,,,,,,
2018-05-08 12:00:00,2018-05-08 13:00:00,15.36,15.79,,14.11,,7.35,0.53,,,,,,
2018-05-08 13:00:00,2018-05-08 14:00:00,12.1,13.9,,13.1,,7.98,0.57,,,,,,
2018-05-08 14:00:00,2018-05-08 15:00:00,17.71,16.61,,13.2,,7.72,0.53,,,,,,
2018-05-08 15:00:00,2018-05-08 16:00:00,30.38,88.48,,12.49,,7.6,0.5,,,,,,
2018-05-08 16:00:00,2018-05-08 17:00:00,39.53,167.64,,13.09,,5.93,0.61,,,,,,
2018-05-08 17:00:00,2018-05-08 18:00:00,22.24,89.97,,13.6,,7.83,0.79,,,,,,
2018-05-08 18:00:00,2018-05-08 19:00:00,16.76,50.93,,13.7,,6.75,0.48,,,,,,
2018-05-08 19:00:00,2018-05-08 20:00:00,14.61,31.46,,13.43,,8.85,0.46,,,,,,
2018-05-08 20:00:00,2018-05-08 21:00:00,8.5,21.73,,13.6,,9.26,0.45,,,,,,
2018-05-08 21:00:00,2018-05-08 22:00:00,5.97,16.6,,13.58,,8.21,0.35,,,,,,
2018-05-08 22:00:00,2018-05-08 23:00:00,4.64,14.43,,14.43,,7.8,0.52,,,,,,
2018-05-08 23:00:00,2018-05-09 00:00:00,6.19,13.38,,12.7,,7.04,0.5,,,,,,
2018-05-09 00:00:00,2018-05-09 01:00:00,,12.35,,14.18,,5.96,0.58,,,,,,
2018-05-09 01:00:00,2018-05-09 02:00:00,,12.3,,13.87,,8.02,0.61,,,,,,
2018-05-09 02:00:00,2018-05-09 03:00:00,,12.15,,13.28,,6.3,0.58,,,,,,
2018-05-09 03:00:00,2018-05-09 04:00:00,18.13,25.14,,13.19,,5.12,0.82,,,,,,
2018-05-09 04:00:00,2018-05-09 05:00:00,15.85,51.63,,14.14,,3.62,0.61,,,,,,
2018-05-09 05:00:00,2018-05-09 06:00:00,13.46,31.81,,15.24,,6.88,0.67,,,,,,
2018-05-09 06:00:00,2018-05-09 07:00:00,24.28,29.0,,14.52,,5.18,0.61,,,,,,
2018-05-09 07:00:00,2018-05-09 08:00:00,31.32,45.72,,14.35,,7.34,0.57,,,,,,
2018-05-09 08:00:00,2018-05-09 09:00:00,30.84,47.26,,14.34,,7.39,0.41,,,,,,
2018-05-09 09:00:00,2018-05-09 10:00:00,16.67,29.64,,13.92,,7.83,0.19,,,,,,
2018-05-09 10:00:00,2018-05-09 11:00:00,13.03,20.83,,13.61,,7.9,0.47,,,,,,
2018-05-09 11:00:00,2018-05-09 12:00:00,16.86,16.42,,12.47,,8.51,0.4,,,,,,
2018-05-09 12:00:00,2018-05-09 13:00:00,17.09,14.2,,14.25,,8.75,0.56,,,,,,
2018-05-09 13:00:00,2018-05-09 14:00:00,9.38,13.04,,13.03,,7.29,0.54,,,,,,
2018-05-09 14:00:00,2018-05-09 15:00:00,5.94,12.55,,13.41,,7.99,0.47,,,,,,
2018-05-09 15:00:00,2018-05-09 16:00:00,6.46,12.27,,12.46,,7.78,0.45,,,,,,
2018-05-09 16:00:00,2018-05-09 17:00:00,9.93,14.44,,14.34,,6.88,0.62,,,,,,
2018-05-09 17:00:00,2018-05-09 18:00:00,8.35,28.88,,13.11,,7.09,0.72,,,,,,
2018-05-09 18:00:00,2018-05-09 19:00:00,12.69,59.93,,13.38,,6.28,0.55,,,,,,
2018-05-09 19:00:00,2018-05-09 20:00:00,25.62,89.37,,13.73,,8.0,0.57,,,,,,
2018-05-09 20:00:00,2018-05-09 21:00:00,37.54,92.19,,13.72,,7.22,0.61,,,,,,
2018-05-09 21:00:00,2018-05-09 22:00:00,47.63,78.35,,13.16,,7.77,0.62,,,,,,
2018-05-09 22:00:00,2018-05-09 23:00:00,72.65,130.82,,12.78,,7.0,0.49,,,,,,
2018-05-09 23:00:00,2018-05-10 00:00:00,61.08,136.02,,14.18,,8.49,0.45,,,,,,
2018-05-10 00:00:00,2018-05-10 01:00:00,41.3,79.12,,13.39,,7.12,,,,,,,
2018-05-10 01:00:00,2018-05-10 02:00:00,48.9,95.55,,13.5,,7.76,,,,,,,
2018-05-10 02:00:00,2018-05-10 03:00:00,67.53,139.3,,13.1,,6.98,,,,,,,
2018-05-10 03:00:00,2018-05-10 04:00:00,66.5,142.7,,12.87,,7.26,0.53,,,,,,
2018-05-10 04:00:00,2018-05-10 05:00:00,65.26,119.22,,13.84,,5.24,0.6,,,,,,
2018-05-10 05:00:00,2018-05-10 06:00:00,57.8,83.97,,13.67,,7.38,0.72,,,,,,
2018-05-10 06:00:00,2018-05-10 07:00:00,49.67,100.12,,13.54,,6.26,0.56,,,,,,
2018-05-10 07:00:00,2018-05-10 08:00:00,42.81,89.34,,13.82,,8.14,0.58,,,,,,
2018-05-10 08:00:00,2018-05-10 09:00:00,50.98,85.75,,12.35,,7.79,0.46,,,,,,
2018-05-10 09:00:00,2018-05-10 10:00:00,45.71,54.0,,13.51,,8.42,0.22,,,,,,
2018-05-10 10:00:00,2018-05-10 11:00:00,35.18,30.43,,13.4,,8.4,0.46,,,,,,
2018-05-10 11:00:00,2018-05-10 12:00:00,26.97,25.49,,14.03,,8.15,0.4,,,,,,
2018-05-10 12:00:00,2018-05-10 13:00:00,20.6,29.54,,13.46,,7.68,0.55,,,,,,
2018-05-10 13:00:00,2018-05-10 14:00:00,20.04,20.77,,13.67,,7.54,0.53,,,,,,
2018-05-10 14:00:00,2018-05-10 15:00:00,18.95,16.53,,12.92,,6.53,0.52,,,,,,
2018-05-10 15:00:00,2018-05-10 16:00:00,19.52,15.25,,13.28,,8.27,0.52,,,,,,
2018-05-10 16:00:00,2018-05-10 17:00:00,21.67,15.58,,14.36,,7.54,0.51,,,,,,
2018-05-10 17:00:00,2018-05-10 18:00:00,29.18,36.43,,13.88,,7.55,0.65,,,,,,
2018-05-10 18:00:00,2018-05-10 19:00:00,23.69,94.38,,14.61,,6.53,0.58,,,,,,
2018-05-10 19:00:00,2018-05-10 20:00:00,31.71,108.51,,13.87,,8.21,0.62,,,,,,
2018-05-10 20:00:00,2018-05-10 21:00:00,47.53,119.14,,13.94,,7.66,0.52,,,,,,
2018-05-10 21:00:00,2018-05-10 22:00:00,64.24,116.22,,13.92,,8.7,0.52,,,,,,
2018-05-10 22:00:00,2018-05-10 23:00:00,66.99,147.47,,13.18,,8.41,0.56,,,,,,
2018-05-10 23:00:00,2018-05-11 00:00:00,75.52,156.98,,14.44,,8.26,0.54,,,,,,
2018-05-11 00:00:00,2018-05-11 01:00:00,,92.74,,14.36,,6.73,0.5,,,,,,
2018-05-11 01:00:00,2018-05-11 02:00:00,,104.66,,12.6,,7.24,0.51,,,,,,
2018-05-11 02:00:00,2018-05-11 03:00:00,,131.82,,13.08,,6.31,0.54,,,,,,
2018-05-11 03:00:00,2018-05-11 04:00:00,74.84,120.87,,13.68,,8.26,0.53,,,,,,
2018-05-11 04:00:00,2018-05-11 05:00:00,72.49,98.14,,12.67,,7.45,0.55,,,,,,
2018-05-11 05:00:00,2018-05-11 06:00:00,66.76,64.4,,12.67,,7.46,0.54,,,,,,
2018-05-11 06:00:00,2018-05-11 07:00:00,66.67,76.19,,13.07,,6.42,0.53,,,,,,
2018-05-11 07:00:00,2018-05-11 08:00:00,67.44,94.45,,14.37,,8.12,0.56,,,,,,
2018-05-11 08:00:00,2018-05-11 09:00:00,67.69,88.74,,14.02,,7.08,0.53,,,,,,
2018-05-11 09:00:00,2018-05-11 10:00:00,51.88,51.22,,13.05,,8.04,0.57,,,,,,
2018-05-11 10:00:00,2018-05-11 11:00:00,46.4,50.34,,13.66,,6.91,0.58,,,,,,
2018-05-11 11:00:00,2018-05-11 12:00:00,41.9,87.4,,13.4,,7.1,0.58,,,,,,
2018-05-11 12:00:00,2018-05-11 13:00:00,35.1,85.82,,13.69,,6.26,0.57,,,,,,
2018-05-11 13:00:00,2018-05-11 14:00:00,28.0,52.3,,14.32,,7.51,0.55,,,,,,
2018-05-11 14:00:00,2018-05-11 15:00:00,18.74,38.97,,13.43,,6.87,0.53,,,,,,
2018-05-11 15:00:00,2018-05-11 16:00:00,23.37,33.46,,13.8,,6.78,0.5,,,,,,
2018-05-11 16:00:00,2018-05-11 17:00:00,22.42,51.34,,14.28,,6.62,0.55,,,,,,
2018-05-11 17:00:00,2018-05-11 18:00:00,14.49,66.47,,13.87,,6.95,0.54,,,,,,
2018-05-11 18:00:00,2018-05-11 19:00:00,21.65,85.56,,13.81,,6.16,0.52,,,,,,
2018-05-11 19:00:00,2018-05-11 20:00:00,37.1,113.82,,13.84,,8.48,0.42,,,,,,
2018-05-11 20:00:00,2018-05-11 21:00:00,55.5,133.72,,14.27,,8.16,0.47,,,,,,
2018-05-11 21:00:00,2018-05-11 22:00:00,71.53,141.7,,13.14,,8.13,0.42,,,,,,
2018-05-11 22:00:00,2018-05-11 23:00:00,79.7,178.96,,13.64,,7.55,0.47,,,,,,
2018-05-11 23:00:00,2018-05-12 00:00:00,85.8,227.87,,14.05,,7.89,0.41,,,,,,
2018-05-12 00:00:00,2018-05-12 01:00:00,,177.58,,13.23,,6.43,0.56,,,,,,
2018-05-12 01:00:00,2018-05-12 02:00:00,,193.67,,13.91,,7.39,0.55,,,,,,
2018-05-12 02:00:00,2018-05-12 03:00:00,,221.13,,13.59,,6.46,0.54,,,,,,
2018-05-12 03:00:00,2018-05-12 04:00:00,92.17,182.78,,14.35,,8.48,0.55,,,,,,
2018-05-12 04:00:00,2018-05-12 05:00:00,85.95,148.33,,13.97,,7.4,0.54,,,,,,
2018-05-12 05:00:00,2018-05-12 06:00:00,68.64,98.28,,13.35,,7.79,0.57,,,,,,
2018-05-12 06:00:00,2018-05-12 07:00:00,67.42,117.95,,13.0,,7.18,0.52,,,,,,
2018-05-12 07:00:00,2018-05-12 08:00:00,76.94,139.67,,14.08,,7.98,0.56,,,,,,
2018-05-12 08:00:00,2018-05-12 09:00:00,76.86,141.29,,13.4,,6.96,0.53,,,,,,
2018-05-12 09:00:00,2018-05-12 10:00:00,62.08,88.31,,13.92,,7.34,0.59,,,,,,
2018-05-12 10:00:00,2018-05-12 11:00:00,61.37,96.87,,13.3,,6.59,0.53,,,,,,
2018-05-12 11:00:00,2018-05-12 12:00:00,55.03,121.15,,14.14,,7.87,0.54,,,,,,
2018-05-12 12:00:00,2018-05-12 13:00:00,31.51,107.81,,14.02,,6.76,0.55,,,,,,
2018-05-12 13:00:00,2018-05-12 14:00:00,19.75,79.58,,13.57,,8.51,0.57,,,,,,
2018-05-12 14:00:00,2018-05-12 15:00:00,22.92,85.99,,14.5,,7.65,0.59,,,,,,
2018-05-12 15:00:00,2018-05-12 16:00:00,32.55,105.03,,14.35,,7.35,0.71,,,,,,
2018-05-12 16:00:00,2018-05-12 17:00:00,26.68,122.42,,14.42,,6.63,0.51,,,,,,
2018-05-12 17:00:00,2018-05-12 18:00:00,48.97,245.21,,14.28,,7.49,0.36,,,,,,
2018-05-12 18:00:00,2018-05-12 19:00:00,114.77,565.55,,13.21,,7.72,0.38,,,,,,
2018-05-12 19:00:00,2018-05-12 20:00:00,101.27,530.4,,13.94,,7.48,0.27,,,,,,
2018-05-12 20:00:00,2018-05-12 21:00:00,86.68,420.12,,13.36,,5.94,0.59,,,,,,
2018-05-12 21:00:00,2018-05-12 22:00:00,48.46,222.86,,13.91,,8.07,0.61,,,,,,
2018-05-12 22:00:00,2018-05-12 23:00:00,35.66,142.7,,13.58,,7.48,0.55,,,,,,
2018-05-12 23:00:00,2018-05-13 00:00:00,24.51,111.07,,13.85,,8.76,0.54,,,,,,
2018-05-13 00:00:00,2018-05-13 01:00:00,24.18,58.99,,,,7.47,0.5,,,,,,
2018-05-13 01:00:00,2018-05-13 02:00:00,24.79,57.55,,,,7.14,0.51,,,,,,
2018-05-13 02:00:00,2018-05-13 03:00:00,26.71,58.93,,,,6.48,0.54,,,,,,
2018-05-13 03:00:00,2018-05-13 04:00:00,26.63,70.82,,13.11,,9.27,0.51,,,,,,
2018-05-13 04:00:00,2018-05-13 05:00:00,20.68,60.7,,12.5,,8.17,0.56,,,,,,
2018-05-13 05:00:00,2018-05-13 06:00:00,15.25,36.35,,13.17,,7.58,0.56,,,,,,
2018-05-13 06:00:00,2018-05-13 07:00:00,23.33,33.39,,13.36,,6.77,0.54,,,,,,
2018-05-13 07:00:00,2018-05-13 08:00:00,26.73,62.06,,13.78,,7.62,0.57,,,,,,
2018-05-13 08:00:00,2018-05-13 09:00:00,30.0,77.65,,12.55,,6.49,0.52,,,,,,
2018-05-13 09:00:00,2018-05-13 10:00:00,26.68,57.33,,13.71,,7.09,0.54,,,,,,
2018-05-13 10:00:00,2018-05-13 11:00:00,34.35,84.45,,12.91,,6.68,0.55,,,,,,
2018-05-13 11:00:00,2018-05-13 12:00:00,37.5,114.6,,14.02,,8.06,0.54,,,,,,
2018-05-13 12:00:00,2018-05-13 13:00:00,37.49,115.32,,13.81,,6.95,0.58,,,,,,
2018-05-13 13:00:00,2018-05-13 14:00:00,31.0,73.02,,14.09,,6.68,0.62,,,,,,
2018-05-13 14:00:00,2018-05-13 15:00:00,28.71,66.4,,13.69,,6.02,0.54,,,,,,
2018-05-13 15:00:00,2018-05-13 16:00:00,22.52,58.75,,14.6,,7.81,0.57,,,,,,
2018-05-13 16:00:00,2018-05-13 17:00:00,25.12,93.31,,14.15,,7.03,0.51,,,,,,
2018-05-13 17:00:00,2018-05-13 18:00:00,34.83,139.2,,13.57,,8.35,0.46,,,,,,
2018-05-13 18:00:00,2018-05-13 19:00:00,53.2,225.56,,12.85,,8.87,0.42,,,,,,
2018-05-13 19:00:00,2018-05-13 20:00:00,37.57,151.63,,14.13,,8.17,0.34,,,,,,
2018-05-13 20:00:00,2018-05-13 21:00:00,29.41,91.49,,13.53,,7.94,0.49,,,,,,
2018-05-13 21:00:00,2018-05-13 22:00:00,20.18,54.09,,13.95,,7.0,0.45,,,,,,
2018-05-13 22:00:00,2018-05-13 23:00:00,23.52,33.01,,13.45,,6.26,0.55,,,,,,
2018-05-13 23:00:00,2018-05-14 00:00:00,20.1,24.21,,13.92,,7.26,0.53,,,,,,
2018-05-14 00:00:00,2018-05-14 01:00:00,45.45,18.97,,13.06,,,0.54,,,,,,
2018-05-14 01:00:00,2018-05-14 02:00:00,59.37,96.27,,13.84,,,0.55,,,,,,
2018-05-14 02:00:00,2018-05-14 03:00:00,91.8,280.42,,12.84,,,0.53,,,,,,
2018-05-14 03:00:00,2018-05-14 04:00:00,77.79,242.78,,14.32,,8.18,0.53,,,,,,
2018-05-14 04:00:00,2018-05-14 05:00:00,56.12,188.8,,14.27,,7.0,0.43,,,,,,
2018-05-14 05:00:00,2018-05-14 06:00:00,37.17,100.38,,13.18,,7.24,0.46,,,,,,
2018-05-14 06:00:00,2018-05-14 07:00:00,29.27,61.92,,13.57,,6.0,0.57,,,,,,
2018-05-14 07:00:00,2018-05-14 08:00:00,31.64,58.59,,13.67,,7.74,0.66,,,,,,
2018-05-14 08:00:00,2018-05-14 09:00:00,37.75,51.14,,14.05,,6.85,0.5,,,,,,
2018-05-14 09:00:00,2018-05-14 10:00:00,28.17,32.72,,13.27,,8.61,0.35,,,,,,
2018-05-14 10:00:00,2018-05-14 11:00:00,26.13,22.35,,13.07,,8.8,0.47,,,,,,
2018-05-14 11:00:00,2018-05-14 12:00:00,18.23,18.69,,13.75,,7.99,0.41,,,,,,
2018-05-14 12:00:00,2018-05-14 13:00:00,16.02,33.79,11.21,14.6,25.8,8.2,0.38,,,,,960.0,0.0
2018-05-14 13:00:00,2018-05-14 14:00:00,18.07,22.89,10.06,13.08,23.15,7.57,0.55,,,,,960.0,0.0
2018-05-14 14:00:00,2018-05-14 15:00:00,11.33,21.11,,13.57,,6.71,0.51,,,,,,
2018-05-14 15:00:00,2018-05-14 16:00:00,17.29,34.44,,14.05,,8.4,0.5,,,,,,
2018-05-14 16:00:00,2018-05-14 17:00:00,14.93,43.0,,14.78,,8.1,0.48,,,,,,
2018-05-14 17:00:00,2018-05-14 18:00:00,22.65,42.44,,14.83,,7.44,0.59,,,,,,
2018-05-14 18:00:00,2018-05-14 19:00:00,26.59,54.83,,13.72,,5.7,0.59,,,,,,
2018-05-14 19:00:00,2018-05-14 20:00:00,32.44,96.49,,14.31,,8.99,0.64,,,,,,
2018-05-14 20:00:00,2018-05-14 21:00:00,26.34,138.6,,14.07,,7.92,0.49,,,,,,
2018-05-14 21:00:00,2018-05-14 22:00:00,61.42,163.92,,13.05,,7.37,0.47,,,,,,
2018-05-14 22:00:00,2018-05-14 23:00:00,78.75,185.59,,14.02,,6.96,0.5,,,,,,
2018-05-14 23:00:00,2018-05-15 00:00:00,82.09,185.88,,13.3,,7.43,0.47,,,,,,
2018-05-15 00:00:00,2018-05-15 01:00:00,,110.74,,12.78,,6.33,0.49,,,,,,
2018-05-15 01:00:00,2018-05-15 02:00:00,,143.5,,14.07,,8.48,0.5,,,,,,
2018-05-15 02:00:00,2018-05-15 03:00:00,,227.1,,13.71,,7.62,0.54,,,,,,
2018-05-15 03:00:00,2018-05-15 04:00:00,83.5,227.8,,13.09,,6.86,0.54,,,,,,
2018-05-15 04:00:00,2018-05-15 05:00:00,79.21,194.5,,12.89,,5.85,0.49,,,,,,
2018-05-15 05:00:00,2018-05-15 06:00:00,64.05,113.01,,13.79,,6.88,0.53,,,,,,
2018-05-15 06:00:00,2018-05-15 07:00:00,55.42,98.77,,12.72,,5.89,0.57,,,,,,
2018-05-15 07:00:00,2018-05-15 08:00:00,63.81,116.12,,13.6,,8.13,0.58,,,,,,
2018-05-15 08:00:00,2018-05-15 09:00:00,68.07,127.76,,13.41,,7.48,0.54,,,,,,
2018-05-15 09:00:00,2018-05-15 10:00:00,62.03,74.92,,13.84,,8.43,0.32,,,,,,
2018-05-15 10:00:00,2018-05-15 11:00:00,56.64,63.66,,13.92,,7.96,0.52,,,,,,
2018-05-15 11:00:00,2018-05-15 12:00:00,44.07,78.79,,13.96,,7.85,0.48,,,,,,
2018-05-15 12:00:00,2018-05-15 13:00:00,32.62,78.87,,13.78,,6.78,0.49,,,,,,
2018-05-15 13:00:00,2018-05-15 14:00:00,23.64,51.72,,14.28,,8.66,0.45,,,,,,
2018-05-15 14:00:00,2018-05-15 15:00:00,36.04,49.0,,13.8,,7.86,0.52,,,,,,
2018-05-15 15:00:00,2018-05-15 16:00:00,42.64,59.92,,14.08,,7.74,0.47,,,,,,
2018-05-15 16:00:00,2018-05-15 17:00:00,38.66,76.33,,13.69,,7.29,0.62,,,,,,
2018-05-15 17:00:00,2018-05-15 18:00:00,36.11,114.31,,13.51,,7.27,0.79,,,,,,
2018-05-15 18:00:00,2018-05-15 19:00:00,50.8,172.27,,13.53,,5.75,0.62,,,,,,
2018-05-15 19:00:00,2018-05-15 20:00:00,59.57,181.19,,13.8,,8.03,0.67,,,,,,
2018-05-15 20:00:00,2018-05-15 21:00:00,61.07,189.19,,13.17,,7.45,0.54,,,,,,
2018-05-15 21:00:00,2018-05-15 22:00:00,59.75,149.75,,14.21,,7.94,0.54,,,,,,
2018-05-15 22:00:00,2018-05-15 23:00:00,68.62,175.49,,13.85,,7.06,0.53,,,,,,
2018-05-15 23:00:00,2018-05-16 00:00:00,76.86,194.32,,12.23,,8.07,0.52,,,,,,
2018-05-16 00:00:00,2018-05-16 01:00:00,69.92,103.86,,,,7.34,0.52,,,,,,
2018-05-16 01:00:00,2018-05-16 02:00:00,73.32,133.81,,,,9.54,0.52,,,,,,
2018-05-16 02:00:00,2018-05-16 03:00:00,82.81,209.23,,,,8.4,0.55,,,,,,
2018-05-16 03:00:00,2018-05-16 04:00:00,78.08,208.04,,12.12,,8.38,0.54,,,,,,
2018-05-16 04:00:00,2018-05-16 05:00:00,57.53,179.77,,14.56,,7.42,0.54,,,,,,
2018-05-16 05:00:00,2018-05-16 06:00:00,55.25,133.35,,13.34,,7.33,0.56,,,,,,
2018-05-16 06:00:00,2018-05-16 07:00:00,67.89,187.24,,13.8,,6.61,0.54,,,,,,
2018-05-16 07:00:00,2018-05-16 08:00:00,74.55,171.93,,13.9,,7.29,0.55,,,,,,
2018-05-16 08:00:00,2018-05-16 09:00:00,73.17,166.31,,12.98,,7.23,0.46,,,,,,
2018-05-16 09:00:00,2018-05-16 10:00:00,54.65,88.16,,12.97,,7.97,0.23,,,,,,
2018-05-16 10:00:00,2018-05-16 11:00:00,63.37,89.49,,13.98,,7.91,0.47,,,,,,
2018-05-16 11:00:00,2018-05-16 12:00:00,71.14,131.82,,12.88,,8.23,0.44,,,,,,
2018-05-16 12:00:00,2018-05-16 13:00:00,68.56,134.65,,13.55,,7.64,0.52,,,,,,
2018-05-16 13:00:00,2018-05-16 14:00:00,52.35,92.9,,13.71,,9.33,0.51,,,,,,
2018-05-16 14:00:00,2018-05-16 15:00:00,58.29,108.72,,14.0,,8.97,0.56,,,,,,
2018-05-16 15:00:00,2018-05-16 16:00:00,36.96,65.36,,14.44,,7.59,0.54,,,,,,
2018-05-16 16:00:00,2018-05-16 17:00:00,17.28,39.25,,13.23,,5.2,0.61,,,,,,
2018-05-16 17:00:00,2018-05-16 18:00:00,46.47,120.36,,13.1,,7.91,0.9,,,,,,
2018-05-16 18:00:00,2018-05-16 19:00:00,62.26,197.22,,14.73,,7.19,0.52,,,,,,
2018-05-16 19:00:00,2018-05-16 20:00:00,81.32,213.13,,14.48,,8.54,0.55,,,,,,
2018-05-16 20:00:00,2018-05-16 21:00:00,88.72,216.68,,13.93,,8.09,0.5,,,,,,
2018-05-16 21:00:00,2018-05-16 22:00:00,91.1,194.3,,14.2,,7.95,0.45,,,,,,
2018-05-16 22:00:00,2018-05-16 23:00:00,95.61,207.83,,13.1,,7.44,0.52,,,,,,
2018-05-16 23:00:00,2018-05-17 00:00:00,104.31,224.38,,13.5,,7.72,0.51,,,,,,
2018-05-17 00:00:00,2018-05-17 01:00:00,121.56,213.83,,,,6.91,0.5,,,,,,
2018-05-17 01:00:00,2018-05-17 02:00:00,120.73,223.59,,,,6.91,0.51,,,,,,
2018-05-17 02:00:00,2018-05-17 03:00:00,117.67,248.34,,,,5.96,0.53,,,,,,
2018-05-17 03:00:00,2018-05-17 04:00:00,113.18,245.87,,12.2,,6.97,0.52,,,,,,
2018-05-17 04:00:00,2018-05-17 05:00:00,102.18,185.4,,13.37,,6.25,0.53,,,,,,
2018-05-17 05:00:00,2018-05-17 06:00:00,91.04,156.72,,13.1,,7.04,0.49,,,,,,
2018-05-17 06:00:00,2018-05-17 07:00:00,100.25,192.54,,13.32,,6.08,0.53,,,,,,
2018-05-17 07:00:00,2018-05-17 08:00:00,108.12,198.9,,12.89,,8.66,0.54,,,,,,
2018-05-17 08:00:00,2018-05-17 09:00:00,91.7,159.46,,14.01,,7.76,0.51,,,,,,
2018-05-17 09:00:00,2018-05-17 10:00:00,75.44,133.4,,12.18,,7.63,0.36,,,,,,
2018-05-17 10:00:00,2018-05-17 11:00:00,74.22,191.15,,12.85,,7.7,0.52,,,,,,
2018-05-17 11:00:00,2018-05-17 12:00:00,62.58,194.67,,13.34,,7.29,0.5,,,,,,
2018-05-17 12:00:00,2018-05-17 13:00:00,50.76,161.05,,13.89,,6.75,0.57,,,,,,
2018-05-17 13:00:00,2018-05-17 14:00:00,41.69,122.83,,12.96,,7.88,0.59,,,,,,
2018-05-17 14:00:00,2018-05-17 15:00:00,26.49,146.17,,14.28,,6.94,0.57,,,,,,
2018-05-17 15:00:00,2018-05-17 16:00:00,48.41,229.83,,14.72,,8.3,0.67,,,,,,
2018-05-17 16:00:00,2018-05-17 17:00:00,46.01,237.71,,13.07,,7.21,0.5,,,,,,
2018-05-17 17:00:00,2018-05-17 18:00:00,1.54,23.06,,14.5,,5.68,0.64,,,,,,
2018-05-17 18:00:00,2018-05-17 19:00:00,32.56,83.05,,13.4,,4.56,0.57,,,,,,
2018-05-17 19:00:00,2018-05-17 20:00:00,69.13,181.69,,13.9,,7.5,0.58,,,,,,
2018-05-17 20:00:00,2018-05-17 21:00:00,65.22,178.05,,13.23,,7.05,0.53,,,,,,
2018-05-17 21:00:00,2018-05-17 22:00:00,73.11,209.56,,13.45,,6.71,0.51,,,,,,
2018-05-17 22:00:00,2018-05-17 23:00:00,84.84,193.03,,14.85,,5.54,0.51,,,,,,
2018-05-17 23:00:00,2018-05-18 00:00:00,88.88,226.89,,13.09,,8.45,0.47,,,,,,
2018-05-18 00:00:00,2018-05-18 01:00:00,88.75,217.99,,,,8.01,0.46,,,,,,
2018-05-18 01:00:00,2018-05-18 02:00:00,97.68,209.38,,,,7.4,0.45,,,,,,
2018-05-18 02:00:00,2018-05-18 03:00:00,81.37,121.03,,,,6.21,0.58,,,,,,
2018-05-18 03:00:00,2018-05-18 04:00:00,81.85,177.34,,14.42,,6.98,0.62,,,,,,
2018-05-18 04:00:00,2018-05-18 05:00:00,88.98,195.5,,13.48,,5.92,0.51,,,,,,
