From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm),AT (degree C)
2019-06-27 22:00:00,2019-06-27 23:00:00,78.25,355.75,7.92,83.3,50.73,70.1,25.18,2.19,16.85,2.05,69.4,,,29.35,53.5,0.47,77.5,,741.0,,,33.8
2019-06-27 23:00:00,2019-06-28 00:00:00,78.5,358.0,31.3,86.5,71.47,103.22,22.83,2.29,5.24,1.53,69.0,,,29.42,53.5,0.42,91.75,,741.0,,,33.93
2019-06-28 00:00:00,2019-06-28 01:00:00,83.75,376.25,25.1,74.68,60.15,110.5,24.02,1.4,8.05,1.75,71.45,,,29.52,54.25,0.5,100.0,,741.0,,,33.6
2019-06-28 01:00:00,2019-06-28 02:00:00,78.5,312.25,8.62,67.68,43.02,110.88,32.05,1.24,18.2,1.82,73.3,,,29.7,53.75,0.57,113.0,,741.0,,,33.53
2019-06-28 02:00:00,2019-06-28 03:00:00,80.75,270.0,2.45,49.2,28.15,99.03,42.9,1.09,57.03,1.52,73.53,,,29.57,52.5,0.65,147.5,,741.0,,,33.65
2019-06-28 03:00:00,2019-06-28 04:00:00,70.75,238.0,1.55,43.33,24.3,88.28,34.75,1.01,78.61,1.05,76.4,,,29.55,52.75,0.68,151.5,,741.0,,,33.65
2019-06-28 04:00:00,2019-06-28 05:00:00,60.5,227.25,1.05,40.8,22.55,87.53,33.22,1.08,84.74,1.4,79.55,,,29.5,52.5,0.67,165.25,,741.0,,,33.52
2019-06-28 05:00:00,2019-06-28 06:00:00,55.0,210.0,0.9,37.17,20.5,81.15,26.2,0.95,99.83,0.8,79.97,,,29.58,52.0,0.7,169.25,,741.0,,,33.42
2019-06-28 06:00:00,2019-06-28 07:00:00,47.5,208.75,1.1,32.53,18.2,81.5,31.85,1.07,104.38,0.72,80.8,,,29.83,52.25,0.85,156.0,,741.0,,,33.42
2019-06-28 07:00:00,2019-06-28 08:00:00,53.25,237.75,26.9,27.0,41.2,85.4,,0.01,115.83,1.02,79.15,,,30.52,50.0,1.1,154.75,,741.0,,,34.33
2019-06-28 08:00:00,2019-06-28 09:00:00,63.25,251.5,1.6,28.57,16.5,80.3,28.28,1.11,134.55,0.78,73.95,,,30.33,47.0,1.23,146.75,,741.0,,,35.7
2019-06-28 09:00:00,2019-06-28 10:00:00,53.75,250.0,0.93,25.7,14.43,71.17,26.5,1.15,149.01,0.82,66.32,,,29.93,42.75,1.35,153.5,,741.0,,,37.07
2019-06-28 10:00:00,2019-06-28 11:00:00,49.5,284.0,0.75,23.73,13.2,66.25,19.35,1.14,133.73,0.67,59.62,,,28.97,46.75,1.42,151.0,,741.0,,,36.62
2019-06-28 11:00:00,2019-06-28 12:00:00,41.25,293.5,1.1,21.2,12.15,61.33,9.03,1.0,116.6,0.53,53.1,,,29.27,43.25,1.48,151.75,,741.0,,,36.75
2019-06-28 12:00:00,2019-06-28 13:00:00,21.5,244.25,0.83,19.73,11.15,51.58,6.15,0.97,123.63,0.38,50.27,,,29.1,37.75,1.55,161.25,,741.0,,,38.3
2019-06-28 13:00:00,2019-06-28 14:00:00,21.5,194.5,0.88,16.77,9.65,49.1,7.25,0.97,135.33,0.3,48.35,,,29.57,35.0,1.35,159.25,,741.0,,,39.75
2019-06-28 14:00:00,2019-06-28 15:00:00,17.5,176.5,0.85,16.05,9.2,46.35,6.78,0.97,140.09,0.2,48.62,,,29.35,33.75,1.45,166.75,,741.0,,,40.48
2019-06-28 15:00:00,2019-06-28 16:00:00,21.25,184.5,0.65,15.12,8.57,46.23,7.58,1.0,134.68,0.2,48.73,,,29.2,35.5,1.5,171.5,,741.0,,,40.98
2019-06-28 16:00:00,2019-06-28 17:00:00,29.5,230.75,0.87,15.82,9.15,48.25,9.92,1.04,131.82,0.2,48.35,,,29.45,36.0,1.37,163.75,,740.75,,,41.35
2019-06-28 17:00:00,2019-06-28 18:00:00,34.25,270.25,0.93,17.85,10.25,49.28,11.2,1.12,119.74,0.23,49.23,,,29.38,37.25,1.3,169.25,,740.0,,,41.22
2019-06-28 18:00:00,2019-06-28 19:00:00,34.25,301.5,0.35,16.07,8.78,47.33,8.32,1.14,103.72,0.25,51.62,,,29.23,39.75,1.05,185.75,,740.0,,,40.23
2019-06-28 19:00:00,2019-06-28 20:00:00,33.75,278.75,0.45,17.85,9.88,47.38,7.6,1.29,88.09,0.3,54.4,,,29.2,44.25,0.75,185.5,,740.0,,,38.9
2019-06-28 20:00:00,2019-06-28 21:00:00,40.0,283.0,0.53,25.8,14.12,50.4,9.1,1.45,76.53,0.5,59.0,,,29.23,43.75,0.83,173.25,,741.0,,,38.3
2019-06-28 21:00:00,2019-06-28 22:00:00,43.5,274.5,0.75,45.12,24.6,51.42,13.33,1.74,56.86,0.93,63.93,,,29.55,43.0,0.72,163.0,,741.0,,,38.02
2019-06-28 22:00:00,2019-06-28 23:00:00,49.25,297.25,3.7,61.4,35.65,52.15,23.3,1.82,20.43,1.27,66.42,,,29.25,51.25,0.55,123.5,,741.0,,,36.15
2019-06-28 23:00:00,2019-06-29 00:00:00,63.75,342.0,3.95,57.95,34.05,57.42,36.0,1.75,26.49,1.57,65.07,,,29.35,48.0,0.65,127.0,,741.0,,,36.67
2019-06-29 00:00:00,2019-06-29 01:00:00,68.0,361.5,4.68,53.1,32.07,65.25,26.38,1.13,20.2,1.77,63.15,,,29.4,51.25,0.6,120.5,,741.0,,,35.47
2019-06-29 01:00:00,2019-06-29 02:00:00,62.25,342.75,2.78,44.92,26.18,68.6,24.75,0.92,28.23,1.27,62.1,,,29.52,51.25,0.68,114.0,,741.0,,,34.7
2019-06-29 02:00:00,2019-06-29 03:00:00,54.5,324.0,4.47,46.52,28.38,63.83,19.48,0.95,18.88,1.12,62.83,,,29.5,54.25,0.57,99.25,,741.0,,,33.8
2019-06-29 03:00:00,2019-06-29 04:00:00,55.75,315.25,3.02,43.75,25.73,60.6,30.43,0.91,28.72,1.1,62.68,,,29.57,50.0,0.75,123.0,,741.0,,,33.7
2019-06-29 04:00:00,2019-06-29 05:00:00,61.75,371.5,1.23,36.4,20.38,57.02,29.67,0.89,43.65,0.82,64.55,,,29.8,45.5,0.85,137.0,,741.0,,,33.98
2019-06-29 05:00:00,2019-06-29 06:00:00,86.5,572.5,1.0,34.8,19.32,50.6,33.05,0.92,45.72,0.8,66.12,,,29.9,46.0,0.78,133.75,,741.0,,,33.7
2019-06-29 06:00:00,2019-06-29 07:00:00,101.25,664.5,2.5,40.05,23.32,47.95,37.67,1.11,40.01,0.97,66.82,,,29.58,48.0,0.7,117.25,,741.0,,,33.47
2019-06-29 07:00:00,2019-06-29 08:00:00,99.5,595.0,28.0,29.1,43.1,55.2,,0.01,66.4,1.12,66.43,,,30.25,43.5,1.0,149.5,,741.0,,,35.12
2019-06-29 08:00:00,2019-06-29 09:00:00,81.0,467.67,2.25,28.0,16.72,49.4,28.52,1.04,92.77,0.73,65.12,,,30.38,41.25,0.95,155.0,,741.0,,,36.4
2019-06-29 09:00:00,2019-06-29 10:00:00,73.75,417.0,1.55,27.2,15.72,44.18,25.55,1.09,119.79,0.72,64.35,,,29.45,39.75,0.93,164.0,,741.0,,,37.6
2019-06-29 10:00:00,2019-06-29 11:00:00,68.0,402.25,1.0,23.38,13.25,49.77,21.9,1.09,142.94,0.78,59.5,,,29.98,41.25,1.0,154.5,,741.0,,,38.52
2019-06-29 11:00:00,2019-06-29 12:00:00,59.75,401.0,0.88,20.3,11.5,49.4,19.9,1.05,146.6,0.55,43.82,,,29.82,40.25,1.08,165.5,,741.0,,,39.33
2019-06-29 12:00:00,2019-06-29 13:00:00,51.0,357.0,0.6,17.25,9.65,46.12,15.32,0.96,151.28,0.43,39.65,,,29.7,39.75,1.02,159.5,,741.0,,,40.42
2019-06-29 13:00:00,2019-06-29 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2019-06-29 14:00:00,2019-06-29 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2019-06-29 15:00:00,2019-06-29 16:00:00,45.0,324.0,,,,,,,,,,,,,,,,,,,,
2019-06-29 16:00:00,2019-06-29 17:00:00,45.0,324.0,,10.2,4.9,49.9,12.0,0.97,112.91,0.15,28.55,,,29.0,33.5,1.18,176.5,,740.25,,,42.48
2019-06-29 17:00:00,2019-06-29 18:00:00,61.0,345.0,0.6,13.35,7.6,51.45,13.18,0.8,133.0,0.2,33.1,,,27.43,32.0,1.05,173.5,,740.0,,,42.45
2019-06-29 18:00:00,2019-06-29 19:00:00,59.0,344.5,0.48,16.25,9.03,50.67,14.33,0.75,121.5,0.25,40.4,,,27.43,34.25,0.82,188.75,,740.0,,,41.8
2019-06-29 19:00:00,2019-06-29 20:00:00,57.75,360.0,0.5,22.73,12.5,51.0,15.98,0.99,92.56,0.5,44.35,,,27.4,41.75,0.43,243.25,,740.0,,,40.5
2019-06-29 20:00:00,2019-06-29 21:00:00,76.25,413.5,32.83,76.08,67.12,57.5,17.47,1.33,33.18,1.05,44.17,,,27.82,49.0,0.35,275.25,,740.75,,,39.15
2019-06-29 21:00:00,2019-06-29 22:00:00,86.5,406.25,1.1,44.07,24.38,72.92,17.62,1.39,44.25,1.27,43.52,,,27.82,51.25,0.4,326.25,,741.0,,,37.95
2019-06-29 22:00:00,2019-06-29 23:00:00,78.5,353.5,0.78,38.85,21.32,81.7,17.55,1.38,35.57,1.43,44.4,,,28.05,52.5,0.33,269.75,,741.0,,,37.78
2019-06-29 23:00:00,2019-06-30 00:00:00,80.75,345.5,28.88,66.8,59.03,85.97,18.97,1.64,12.72,1.82,45.6,,,28.05,57.75,0.38,157.75,,741.0,,,36.62
2019-06-30 00:00:00,2019-06-30 01:00:00,93.75,401.25,27.02,86.7,68.1,96.93,15.78,1.59,3.26,1.92,46.65,,,28.0,62.25,0.35,98.0,,741.0,,,35.85
2019-06-30 01:00:00,2019-06-30 02:00:00,96.75,401.25,12.75,86.53,56.35,119.02,14.68,1.45,4.62,1.55,46.25,,,28.15,62.25,0.35,135.0,,741.0,,,35.6
2019-06-30 02:00:00,2019-06-30 03:00:00,89.25,367.75,11.25,78.25,50.75,119.7,13.7,1.37,7.21,1.52,47.2,,,28.02,64.75,0.35,112.25,,741.0,,,35.0
2019-06-30 03:00:00,2019-06-30 04:00:00,86.5,353.75,10.32,73.7,47.62,137.2,13.07,1.34,5.68,1.38,47.75,,,28.15,65.75,0.42,73.5,,741.0,,,34.62
2019-06-30 04:00:00,2019-06-30 05:00:00,83.5,342.75,2.87,53.25,30.67,141.15,13.75,1.27,9.06,1.23,48.57,,,28.1,69.5,0.47,116.75,,741.0,,,33.6
2019-06-30 05:00:00,2019-06-30 06:00:00,75.75,313.5,6.65,52.62,33.4,143.18,17.15,1.24,6.87,1.15,49.52,,,28.0,66.75,0.43,119.75,,741.0,,,33.3
2019-06-30 06:00:00,2019-06-30 07:00:00,66.75,289.5,5.05,48.27,29.77,122.15,19.38,1.26,10.04,1.2,50.97,,,28.12,64.25,0.48,142.75,,741.0,,,33.42
2019-06-30 07:00:00,2019-06-30 08:00:00,73.25,306.5,27.3,39.4,48.1,128.9,,0.01,45.28,1.53,52.88,,,28.77,53.25,0.77,153.25,,741.0,,,35.67
2019-06-30 08:00:00,2019-06-30 09:00:00,81.25,361.0,1.85,34.5,19.88,103.85,30.38,1.17,90.0,1.15,56.38,,,29.02,47.25,0.85,186.25,,741.0,,,37.3
2019-06-30 09:00:00,2019-06-30 10:00:00,62.75,309.0,1.05,23.47,13.35,79.03,21.75,1.01,112.77,0.75,56.72,,,28.52,41.5,0.8,191.5,,741.0,,,38.45
2019-06-30 10:00:00,2019-06-30 11:00:00,47.25,237.5,1.02,18.1,10.48,70.73,16.27,0.93,114.83,0.55,55.72,,,28.55,38.25,0.88,185.25,,741.0,,,39.52
2019-06-30 11:00:00,2019-06-30 12:00:00,38.0,219.75,0.42,16.9,9.35,60.32,15.28,0.92,126.69,0.47,54.95,,,28.3,38.5,0.9,185.0,,741.0,,,39.95
2019-06-30 12:00:00,2019-06-30 13:00:00,35.5,220.25,0.62,15.53,8.72,54.48,15.1,0.95,135.63,0.38,52.98,,,28.15,37.0,0.82,195.75,,741.0,,,40.93
2019-06-30 13:00:00,2019-06-30 14:00:00,36.25,231.25,0.7,14.88,8.42,53.95,15.55,0.97,143.74,0.3,51.25,,,28.12,37.0,0.85,231.0,,741.0,,,41.72
2019-06-30 14:00:00,2019-06-30 15:00:00,36.25,237.75,0.92,14.47,8.45,51.33,17.7,0.99,160.89,0.3,49.88,,,27.73,37.5,0.95,202.75,,741.0,,,41.72
2019-06-30 15:00:00,2019-06-30 16:00:00,43.75,280.75,0.53,17.07,9.5,55.9,20.83,1.06,168.4,0.32,50.67,,,28.85,40.75,0.97,177.25,,741.0,,,40.75
2019-06-30 16:00:00,2019-06-30 17:00:00,46.25,294.25,0.25,17.32,9.4,51.95,18.73,1.11,174.78,0.4,51.4,,,27.9,41.5,0.88,217.5,,741.0,,,40.88
2019-06-30 17:00:00,2019-06-30 18:00:00,47.25,258.25,0.3,15.52,8.45,53.85,17.12,1.13,172.23,0.33,50.1,,,27.95,41.25,0.7,262.75,,740.25,,,40.65
2019-06-30 18:00:00,2019-06-30 19:00:00,50.0,261.5,0.65,19.7,11.03,57.8,18.65,1.23,153.19,0.38,47.85,,,28.1,46.0,0.53,308.5,,741.0,,,39.7
2019-06-30 19:00:00,2019-06-30 20:00:00,56.25,319.75,0.43,20.68,11.33,61.52,14.1,1.35,127.56,0.47,46.42,,,27.7,49.5,0.45,305.25,,741.0,,,38.75
2019-06-30 20:00:00,2019-06-30 21:00:00,59.75,292.25,0.85,29.5,16.38,69.17,12.82,1.7,93.35,0.7,46.02,,,27.38,51.75,0.43,244.5,,741.0,,,38.15
2019-06-30 21:00:00,2019-06-30 22:00:00,67.0,307.25,0.25,29.32,15.8,77.65,12.12,1.61,76.05,0.97,45.3,,,28.0,58.0,0.47,279.75,,741.0,,,37.0
2019-06-30 22:00:00,2019-06-30 23:00:00,62.75,259.75,0.7,27.2,15.03,82.08,10.12,1.54,54.76,0.78,43.97,,,27.92,67.5,0.6,232.75,,741.0,,,35.6
2019-06-30 23:00:00,2019-07-01 00:00:00,59.0,232.0,0.7,21.03,11.77,92.7,8.17,1.52,47.48,0.63,44.1,,,27.73,71.67,0.57,312.67,,741.0,,,34.8
2019-07-01 00:00:00,2019-07-01 01:00:00,60.75,187.75,0.55,19.1,10.6,112.35,8.18,1.08,49.53,0.62,44.85,,,28.1,74.75,0.7,317.0,,741.0,,,33.85
2019-07-01 01:00:00,2019-07-01 02:00:00,60.0,161.25,0.55,19.73,10.93,95.9,9.07,1.1,51.48,0.68,46.2,,,27.85,76.25,0.83,321.25,,741.0,,,33.22
2019-07-01 02:00:00,2019-07-01 03:00:00,57.5,142.5,0.22,19.43,10.55,97.97,9.15,1.1,55.91,0.65,46.62,,,27.88,75.0,0.8,328.25,,741.0,,,32.72
2019-07-01 03:00:00,2019-07-01 04:00:00,49.25,123.5,0.37,19.05,10.35,88.67,9.22,1.06,61.52,0.55,48.12,,,28.1,74.75,0.65,319.25,,741.0,,,32.15
2019-07-01 04:00:00,2019-07-01 05:00:00,47.5,107.0,0.33,20.38,11.08,74.5,9.15,1.09,52.72,0.6,49.38,,,28.1,80.25,0.57,317.25,,741.0,,,31.45
2019-07-01 05:00:00,2019-07-01 06:00:00,48.0,104.0,0.4,19.58,10.75,73.58,8.6,1.1,50.45,0.6,50.5,,,28.07,82.75,0.5,311.75,,741.0,,,31.12
2019-07-01 06:00:00,2019-07-01 07:00:00,45.75,96.5,0.9,20.38,11.55,76.43,8.05,1.13,47.49,0.6,51.55,,,28.1,83.5,0.62,314.75,,741.0,,,31.25
2019-07-01 07:00:00,2019-07-01 08:00:00,47.0,100.75,25.1,17.8,34.8,103.6,,0.01,56.87,0.5,51.35,,,28.83,80.0,0.9,304.5,,741.0,,,32.23
2019-07-01 08:00:00,2019-07-01 09:00:00,42.5,100.75,0.95,19.05,10.9,92.78,10.23,1.1,67.93,0.43,50.5,,,29.38,76.0,1.02,302.5,,741.0,,,33.15
2019-07-01 09:00:00,2019-07-01 10:00:00,38.0,103.0,0.6,19.0,10.6,61.83,9.4,1.13,79.41,0.4,47.87,,,28.23,72.67,0.97,273.0,,741.0,,,33.9
2019-07-01 10:00:00,2019-07-01 11:00:00,56.5,111.0,0.7,18.23,10.28,75.95,11.55,1.18,97.64,0.43,45.62,,,28.32,66.0,0.8,279.25,,741.0,,,35.08
2019-07-01 11:00:00,2019-07-01 12:00:00,61.75,139.0,0.6,18.8,10.45,105.92,11.75,1.23,128.15,0.4,45.5,,,33.12,61.25,0.73,273.75,,741.0,,,36.27
2019-07-01 12:00:00,2019-07-01 13:00:00,45.5,150.0,0.65,18.33,10.28,57.88,10.07,1.17,133.76,0.4,45.5,,,30.58,57.75,0.75,280.25,,741.0,,,37.23
2019-07-01 13:00:00,2019-07-01 14:00:00,44.5,148.0,1.77,24.42,14.47,50.1,8.85,1.19,134.71,0.4,45.5,,,29.65,54.75,0.73,274.5,,741.0,,,38.05
2019-07-01 14:00:00,2019-07-01 15:00:00,46.75,153.25,0.57,16.43,9.2,53.33,9.47,1.2,150.68,0.4,45.5,,,29.53,53.25,0.77,293.25,,741.0,,,38.62
2019-07-01 15:00:00,2019-07-01 16:00:00,48.25,161.5,4.2,38.8,24.05,53.62,9.68,1.21,141.73,0.4,45.5,,,30.1,53.0,0.75,300.75,,741.0,,,38.92
2019-07-01 16:00:00,2019-07-01 17:00:00,46.0,166.5,4.0,40.12,24.6,52.05,9.85,1.24,143.78,0.4,45.5,,,29.68,52.0,0.65,285.75,,741.0,,,39.1
2019-07-01 17:00:00,2019-07-01 18:00:00,46.25,166.5,0.88,19.68,11.2,50.92,10.2,1.27,165.94,0.4,45.5,,,29.48,53.25,0.6,294.0,,741.0,,,38.88
2019-07-01 18:00:00,2019-07-01 19:00:00,47.25,164.75,0.3,15.53,8.53,49.33,10.55,1.28,153.59,0.4,45.5,,,29.35,57.75,0.62,308.25,,741.0,,,37.92
2019-07-01 19:00:00,2019-07-01 20:00:00,51.0,179.0,0.5,17.12,9.43,49.45,8.97,1.42,122.62,0.4,45.5,,,29.38,63.75,0.53,315.0,,741.0,,,36.58
2019-07-01 20:00:00,2019-07-01 21:00:00,59.25,201.75,0.32,18.78,10.27,56.8,9.12,1.52,114.22,0.4,45.5,,,29.32,64.0,0.45,272.75,,741.0,,,36.15
2019-07-01 21:00:00,2019-07-01 22:00:00,59.5,214.75,0.35,23.27,12.68,62.15,9.9,1.62,94.25,0.4,45.5,,,29.7,66.0,0.5,316.75,,741.0,,,35.6
2019-07-01 22:00:00,2019-07-01 23:00:00,64.75,207.0,0.5,23.3,12.8,67.97,8.9,1.56,87.27,0.4,45.5,,,29.82,66.5,0.45,182.25,,741.0,,,35.2
2019-07-01 23:00:00,2019-07-02 00:00:00,61.0,205.75,0.5,43.55,23.55,76.8,9.67,1.63,59.61,0.4,45.5,,,29.45,68.0,0.58,130.5,,741.0,,,34.8
2019-07-02 00:00:00,2019-07-02 01:00:00,69.0,225.0,0.88,33.02,18.27,87.95,9.38,1.21,65.79,0.4,45.5,,,29.55,70.75,0.55,142.25,,741.0,,,34.2
2019-07-02 01:00:00,2019-07-02 02:00:00,67.75,188.0,0.93,26.85,15.0,94.45,9.57,1.2,68.63,0.4,45.5,,,29.85,73.0,0.5,317.25,,741.0,,,33.65
2019-07-02 02:00:00,2019-07-02 03:00:00,72.0,187.25,0.73,24.8,13.75,91.23,10.4,1.22,62.15,0.4,45.5,,,30.0,76.5,0.67,321.5,,741.0,,,33.0
2019-07-02 03:00:00,2019-07-02 04:00:00,67.75,167.0,0.8,24.73,13.8,92.35,10.73,1.19,72.44,0.4,45.5,,,30.45,72.0,0.6,202.25,,741.0,,,33.65
2019-07-02 04:00:00,2019-07-02 05:00:00,63.67,163.25,0.55,25.32,13.9,80.5,11.45,1.16,71.39,0.4,45.5,,,29.93,72.75,0.47,211.75,,741.0,,,33.27
2019-07-02 05:00:00,2019-07-02 06:00:00,62.75,150.0,0.65,26.32,14.55,74.57,9.12,1.17,53.03,0.4,45.5,,,29.62,77.25,0.45,271.75,,741.0,,,32.47
2019-07-02 06:00:00,2019-07-02 07:00:00,63.75,139.0,0.95,23.25,13.12,80.85,7.12,1.24,50.4,0.4,45.5,,,29.53,82.0,0.53,293.75,,741.0,,,31.95
2019-07-02 07:00:00,2019-07-02 08:00:00,72.25,131.75,25.9,24.1,38.8,109.2,,0.01,48.27,0.4,45.5,,,30.25,80.0,0.7,296.0,,741.0,,,33.02
2019-07-02 08:00:00,2019-07-02 09:00:00,76.0,159.5,1.75,23.23,13.8,99.95,10.05,1.25,91.18,0.4,45.5,,,29.75,73.25,1.05,283.0,,741.0,,,33.05
2019-07-02 09:00:00,2019-07-02 10:00:00,45.5,150.5,5.62,38.75,25.2,77.42,6.25,0.97,98.34,0.4,45.5,,,29.62,64.75,1.0,279.75,,741.0,,,32.9
2019-07-02 10:00:00,2019-07-02 11:00:00,9.75,76.75,8.62,46.75,31.88,69.2,4.58,1.0,96.05,0.4,45.5,,,31.35,61.5,0.8,282.75,,741.0,,,34.58
2019-07-02 11:00:00,2019-07-02 12:00:00,17.25,60.25,9.28,45.62,31.83,63.8,4.9,1.05,102.44,0.33,54.07,,,31.97,60.75,0.7,283.25,,741.0,,,35.83
2019-07-02 12:00:00,2019-07-02 13:00:00,26.5,71.5,4.58,32.53,21.03,59.57,6.68,1.06,124.07,0.3,58.05,,,31.7,59.25,0.62,256.0,,741.0,,,36.82
2019-07-02 13:00:00,2019-07-02 14:00:00,35.0,87.25,2.05,23.4,14.15,56.5,9.43,1.08,139.48,0.25,50.75,,,31.25,57.75,0.72,284.75,,741.0,,,37.67
2019-07-02 14:00:00,2019-07-02 15:00:00,39.5,95.75,2.83,27.65,17.0,49.3,8.15,1.12,132.31,0.25,46.02,,,30.77,57.5,0.85,306.75,,741.0,,,37.95
2019-07-02 15:00:00,2019-07-02 16:00:00,44.0,101.0,11.6,48.2,35.03,50.3,5.83,1.15,104.29,0.3,47.67,,,30.77,55.33,0.8,301.67,,741.0,,,38.2
2019-07-02 16:00:00,2019-07-02 17:00:00,40.0,101.0,0.98,19.48,11.15,47.5,6.55,1.07,125.09,0.2,39.8,,,31.12,56.5,0.7,295.5,,741.0,,,38.17
2019-07-02 17:00:00,2019-07-02 18:00:00,45.0,107.0,0.38,13.77,7.62,51.58,6.3,1.17,132.29,0.22,44.25,,,30.0,55.75,0.7,289.0,,741.0,,,37.98
2019-07-02 18:00:00,2019-07-02 19:00:00,41.0,100.67,0.5,14.4,8.05,54.35,5.05,1.16,125.88,0.2,39.25,,,33.48,59.25,0.55,305.5,,741.0,,,37.27
2019-07-02 19:00:00,2019-07-02 20:00:00,30.5,91.0,0.35,18.27,10.03,49.27,4.95,1.2,106.19,0.25,42.08,,,34.03,64.25,0.53,305.5,,741.0,,,36.33
2019-07-02 20:00:00,2019-07-02 21:00:00,38.33,104.25,2.77,35.85,21.32,45.48,6.15,1.3,77.09,0.4,49.83,,,33.75,68.0,0.47,307.25,,741.0,,,35.58
2019-07-02 21:00:00,2019-07-02 22:00:00,46.0,115.67,0.53,24.8,13.65,47.85,6.68,1.28,70.21,0.6,55.23,,,33.45,73.25,0.6,319.5,,741.0,,,34.5
2019-07-02 22:00:00,2019-07-02 23:00:00,48.0,116.0,0.53,21.6,11.92,54.73,6.47,1.31,67.27,0.6,60.12,,,31.97,76.0,0.65,334.5,,741.0,,,33.78
2019-07-02 23:00:00,2019-07-03 00:00:00,47.5,122.0,0.53,21.8,12.07,57.42,6.33,1.31,55.84,0.57,66.15,,,31.35,75.5,0.75,327.75,,741.0,,,33.08
2019-07-03 00:00:00,2019-07-03 01:00:00,45.0,109.5,0.7,26.77,14.8,62.3,6.98,1.09,47.57,0.53,69.47,,,31.5,74.75,0.7,312.5,,741.0,,,32.65
2019-07-03 01:00:00,2019-07-03 02:00:00,41.75,99.0,0.88,30.0,16.68,60.8,9.35,1.07,43.53,0.6,73.05,,,31.25,74.25,0.65,159.75,,741.0,,,32.52
2019-07-03 02:00:00,2019-07-03 03:00:00,38.5,92.75,1.0,27.18,15.25,61.18,11.53,1.02,40.17,0.6,73.53,,,33.35,76.25,0.5,251.25,,741.0,,,31.98
2019-07-03 03:00:00,2019-07-03 04:00:00,31.33,72.5,0.72,23.98,13.35,62.93,10.15,1.0,36.02,0.57,74.55,,,33.83,81.5,0.55,326.75,,741.0,,,31.07
2019-07-03 04:00:00,2019-07-03 05:00:00,33.0,69.25,0.68,22.93,12.75,64.3,8.18,1.04,32.35,0.72,77.6,,,33.73,82.75,0.47,318.0,,741.0,,,30.88
2019-07-03 05:00:00,2019-07-03 06:00:00,36.25,77.5,0.73,23.75,13.23,67.85,8.18,1.13,27.48,0.85,80.95,,,33.48,81.0,0.4,283.0,,741.0,,,31.35
2019-07-03 06:00:00,2019-07-03 07:00:00,45.0,95.0,1.95,27.35,16.15,77.25,8.15,1.24,20.86,0.77,83.9,,,31.95,83.5,0.53,291.75,,741.0,,,31.25
2019-07-03 07:00:00,2019-07-03 08:00:00,57.25,103.0,27.4,20.1,37.7,80.8,,0.01,36.36,1.0,87.75,,,32.23,79.75,0.7,316.5,,741.0,,,31.88
2019-07-03 08:00:00,2019-07-03 09:00:00,62.0,124.5,1.92,22.15,13.33,84.55,13.17,1.24,38.57,0.93,87.5,,,32.4,77.25,0.98,321.0,,741.0,,,32.33
2019-07-03 09:00:00,2019-07-03 10:00:00,51.0,131.75,8.23,27.5,21.32,65.67,11.48,1.16,41.03,0.9,81.25,,,32.05,77.75,1.12,277.0,,741.0,,,31.9
2019-07-03 10:00:00,2019-07-03 11:00:00,25.5,76.5,2.7,19.05,12.27,62.78,9.17,1.07,65.58,0.55,71.85,,,33.57,72.5,0.6,208.25,,741.0,,,32.85
2019-07-03 11:00:00,2019-07-03 12:00:00,13.75,49.25,1.48,17.18,10.32,54.42,8.82,1.0,80.26,0.53,63.67,,,33.65,66.25,0.8,199.0,,741.0,,,34.45
2019-07-03 12:00:00,2019-07-03 13:00:00,19.5,56.25,1.62,17.52,10.65,50.12,8.88,1.03,92.74,0.47,61.5,,,34.0,65.75,0.92,272.25,,741.0,,,35.23
2019-07-03 13:00:00,2019-07-03 14:00:00,15.33,59.0,3.07,19.1,12.67,45.4,7.9,0.99,79.52,0.33,60.0,,,34.05,61.5,0.95,301.5,,741.0,,,36.0
2019-07-03 14:00:00,2019-07-03 15:00:00,4.0,32.75,0.55,12.62,7.15,42.7,5.55,0.98,79.14,0.2,59.5,,,32.17,54.75,0.88,306.5,,741.0,,,36.92
2019-07-03 15:00:00,2019-07-03 16:00:00,3.75,17.25,1.23,14.67,8.8,36.7,5.0,1.02,83.48,0.1,61.15,,,31.97,51.25,0.77,295.5,,741.0,,,37.5
2019-07-03 16:00:00,2019-07-03 17:00:00,2.5,18.0,1.52,13.68,8.55,33.65,5.75,1.05,87.28,0.12,62.88,,,31.95,49.5,0.65,290.0,,741.0,,,38.08
2019-07-03 17:00:00,2019-07-03 18:00:00,1.0,19.0,0.3,11.8,6.35,29.68,5.8,1.08,93.7,0.1,65.67,,,31.67,49.75,0.6,262.0,,741.0,,,38.17
