From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF ()
2020-03-06 14:00:00,2020-03-06 15:00:00,45.45,134.87,15.22,14.24,0.98,16.34,15.63,0.51,121.74,1.82,2.25,0.46,1.03,49.89,0.96,125.14,469.29,752.97,0.16,27.57,
2020-03-06 15:00:00,2020-03-06 16:00:00,45.67,126.56,16.62,15.71,0.9,13.12,14.95,0.49,121.95,1.74,2.42,0.42,0.87,51.35,0.91,126.53,303.55,752.46,0.0,27.34,
2020-03-06 16:00:00,2020-03-06 17:00:00,49.51,132.31,17.88,17.08,0.81,12.73,13.65,0.45,111.35,1.71,2.96,0.52,1.11,55.86,0.76,125.84,139.71,751.94,0.26,26.39,
2020-03-06 17:00:00,2020-03-06 18:00:00,48.72,132.75,22.95,22.31,0.64,16.13,13.06,0.5,91.48,2.06,2.95,0.61,1.4,59.35,0.53,120.81,24.57,751.85,0.0,25.15,
2020-03-06 18:00:00,2020-03-06 19:00:00,39.85,129.31,22.82,21.3,1.53,16.89,11.7,0.54,83.24,2.58,2.51,0.78,2.08,62.33,0.57,128.43,11.11,752.6,0.0,24.46,
2020-03-06 19:00:00,2020-03-06 20:00:00,36.35,125.84,31.33,28.38,2.96,16.63,9.81,0.62,72.71,3.21,2.7,0.85,2.33,65.19,0.61,128.17,11.37,753.78,0.0,24.04,
2020-03-06 20:00:00,2020-03-06 21:00:00,43.92,118.51,31.53,27.45,4.08,16.8,8.96,0.57,71.02,2.71,2.62,0.86,2.48,67.73,1.0,128.8,11.11,754.18,0.21,23.33,
2020-03-06 21:00:00,2020-03-06 22:00:00,47.38,114.53,28.17,22.83,5.34,17.32,9.41,0.53,63.86,2.56,2.65,0.7,1.69,73.68,1.57,129.33,12.12,753.85,0.02,22.16,
2020-03-06 22:00:00,2020-03-06 23:00:00,44.05,108.84,22.36,17.77,4.6,16.55,8.49,0.44,68.39,1.98,2.28,0.45,0.98,78.69,1.43,131.53,11.76,753.79,0.0,20.86,
2020-03-06 23:00:00,2020-03-07 00:00:00,40.77,103.25,18.23,15.86,2.37,15.68,8.21,0.42,67.7,1.5,1.9,0.38,0.73,77.27,1.01,129.57,11.53,753.74,0.0,20.6,
2020-03-07 00:00:00,2020-03-07 01:00:00,30.22,85.86,17.1,14.46,2.64,16.92,7.88,0.34,63.16,1.14,1.61,0.27,0.47,79.69,0.63,130.14,11.18,753.51,0.06,20.08,
2020-03-07 01:00:00,2020-03-07 02:00:00,31.53,74.28,17.75,14.91,2.83,16.27,7.51,0.37,53.42,1.47,1.81,0.29,0.52,84.3,0.91,129.39,10.95,752.74,0.13,19.78,
2020-03-07 02:00:00,2020-03-07 03:00:00,33.64,66.65,22.89,17.75,5.14,16.23,7.08,0.46,31.93,2.28,1.88,0.34,0.6,89.16,0.57,184.52,11.12,752.5,0.14,19.38,
2020-03-07 03:00:00,2020-03-07 04:00:00,37.22,69.69,66.81,31.67,35.14,16.3,7.0,0.45,20.45,2.67,2.07,0.41,0.86,86.26,0.64,281.06,11.6,753.19,0.26,19.45,
2020-03-07 04:00:00,2020-03-07 05:00:00,44.24,73.61,35.67,21.02,14.66,17.44,7.01,0.48,25.19,2.15,1.85,0.33,0.7,86.77,0.44,178.43,11.26,753.31,0.01,19.04,
2020-03-07 05:00:00,2020-03-07 06:00:00,51.41,86.35,62.45,33.36,29.09,18.12,6.72,0.53,19.2,3.87,2.23,0.6,1.62,85.64,0.26,192.95,11.19,753.88,0.27,19.27,
2020-03-07 06:00:00,2020-03-07 07:00:00,52.93,97.03,29.77,19.2,10.57,21.1,6.68,0.44,29.11,2.33,1.68,0.38,0.92,86.7,0.52,125.24,30.02,754.66,0.3,18.93,
2020-03-07 07:00:00,2020-03-07 08:00:00,53.12,92.55,23.52,19.11,4.41,23.69,6.92,0.46,33.36,2.53,1.88,0.42,1.0,81.52,0.8,129.02,116.77,755.14,0.19,19.93,
2020-03-07 08:00:00,2020-03-07 09:00:00,65.22,93.18,21.91,16.02,5.88,22.75,7.48,0.46,44.06,2.77,1.94,0.46,1.1,75.52,0.99,131.31,269.78,755.64,0.0,21.33,
2020-03-07 09:00:00,2020-03-07 10:00:00,59.85,91.88,22.86,16.45,6.4,21.95,8.14,0.42,58.89,2.16,1.83,0.47,1.13,67.89,1.11,142.18,482.99,756.21,0.0,22.81,
2020-03-07 10:00:00,2020-03-07 11:00:00,45.27,83.65,44.82,26.99,17.83,21.0,8.59,0.58,60.33,1.73,1.85,0.62,1.83,63.22,0.3,228.19,445.89,756.72,0.0,23.91,
2020-03-07 11:00:00,2020-03-07 12:00:00,44.79,78.21,70.07,44.73,25.34,19.9,8.83,0.6,66.13,3.4,2.63,1.6,6.13,60.6,0.31,209.21,286.79,756.37,0.0,24.53,
2020-03-07 12:00:00,2020-03-07 13:00:00,56.61,91.72,110.28,67.74,42.55,18.95,8.26,0.95,43.54,5.58,3.69,3.27,12.14,62.67,0.55,321.35,339.08,755.75,1.08,24.31,
2020-03-07 13:00:00,2020-03-07 14:00:00,63.91,127.6,95.13,57.87,37.26,18.03,7.47,0.93,48.03,6.21,3.85,3.35,12.92,64.66,1.03,325.14,465.07,754.99,1.15,24.74,
2020-03-07 14:00:00,2020-03-07 15:00:00,62.11,151.62,102.63,62.83,39.8,16.82,6.58,0.73,61.49,5.25,3.26,2.85,11.34,60.79,0.29,174.41,417.96,754.38,0.71,25.57,
2020-03-07 15:00:00,2020-03-07 16:00:00,58.45,147.93,90.77,58.92,31.86,16.2,6.42,0.7,70.61,3.21,2.6,1.45,5.53,58.58,0.32,209.04,271.26,753.8,0.89,25.82,
2020-03-07 16:00:00,2020-03-07 17:00:00,58.68,142.2,65.03,47.57,17.46,16.83,7.87,0.61,75.78,6.88,2.94,2.24,8.79,60.29,0.28,234.68,133.53,753.65,2.38,25.35,
2020-03-07 17:00:00,2020-03-07 18:00:00,56.97,138.15,71.61,47.92,23.68,18.69,9.04,0.79,58.43,2.59,2.39,1.1,3.92,64.55,0.18,202.2,34.97,753.5,1.16,24.27,
2020-03-07 18:00:00,2020-03-07 19:00:00,58.21,134.59,60.19,44.63,15.55,19.96,9.17,0.68,50.63,4.76,3.03,2.77,10.77,68.99,0.13,124.36,10.91,753.84,0.03,22.79,
2020-03-07 19:00:00,2020-03-07 20:00:00,57.36,142.93,113.98,69.02,44.96,22.32,8.89,1.26,18.84,6.97,3.74,3.29,12.12,73.69,0.18,274.93,10.56,754.62,0.0,22.54,
2020-03-07 20:00:00,2020-03-07 21:00:00,63.05,150.53,113.74,58.79,54.95,18.05,7.97,1.22,17.48,5.88,3.54,2.6,9.14,76.77,0.24,266.41,10.63,755.25,0.0,21.78,
2020-03-07 21:00:00,2020-03-07 22:00:00,74.7,182.25,135.59,61.08,74.51,18.67,7.3,1.06,8.34,8.26,4.54,3.56,12.64,81.0,0.39,323.93,10.8,755.7,0.0,21.34,
2020-03-07 22:00:00,2020-03-07 23:00:00,85.93,231.53,121.32,60.71,60.61,19.04,6.93,0.83,10.25,5.62,3.06,1.66,6.38,82.05,0.52,331.58,11.42,755.86,0.65,21.23,
2020-03-07 23:00:00,2020-03-08 00:00:00,90.17,252.97,99.61,60.03,39.58,19.07,6.7,0.78,13.29,4.36,2.54,1.07,3.93,82.61,0.26,323.49,11.23,755.68,0.0,20.91,
2020-03-08 00:00:00,2020-03-08 01:00:00,91.83,274.7,97.53,48.92,48.61,20.64,6.33,0.66,7.2,3.7,2.53,0.77,2.46,84.65,0.57,325.11,11.48,755.3,0.71,20.55,
2020-03-08 01:00:00,2020-03-08 02:00:00,92.92,275.2,104.74,49.35,55.39,21.16,6.04,0.67,4.16,3.66,2.33,0.61,1.85,86.78,0.34,313.29,11.17,754.86,0.18,20.13,
2020-03-08 02:00:00,2020-03-08 03:00:00,89.99,258.32,87.05,35.09,51.97,22.86,5.65,0.62,2.3,3.56,2.17,0.55,1.5,91.43,0.18,294.08,10.85,754.46,0.14,19.16,
2020-03-08 03:00:00,2020-03-08 04:00:00,86.67,241.02,93.58,35.28,61.91,24.03,5.78,0.68,0.71,3.44,2.15,0.55,1.46,92.56,0.16,279.21,10.74,754.2,0.36,18.74,
2020-03-08 04:00:00,2020-03-08 05:00:00,82.35,221.05,94.94,36.42,58.51,22.85,6.04,0.69,,3.75,2.16,0.73,1.92,94.41,0.09,256.28,10.92,754.12,0.38,18.14,
2020-03-08 05:00:00,2020-03-08 06:00:00,81.7,208.38,160.09,45.06,115.03,23.24,6.39,1.0,,5.37,2.36,1.03,3.12,95.2,0.09,172.49,11.06,754.25,0.64,17.74,
2020-03-08 06:00:00,2020-03-08 07:00:00,84.11,201.87,130.99,47.1,83.88,22.69,6.31,0.91,0.02,5.71,2.42,1.24,4.16,95.16,0.35,296.96,34.41,755.02,0.72,17.7,
2020-03-08 07:00:00,2020-03-08 08:00:00,89.65,198.05,103.78,44.16,59.62,24.66,6.62,1.1,3.67,6.19,2.48,1.38,5.16,90.11,0.56,313.49,108.31,755.47,0.61,18.85,
2020-03-08 08:00:00,2020-03-08 09:00:00,99.64,206.07,105.73,55.99,50.2,30.23,6.55,1.08,24.04,7.88,3.3,2.54,9.84,80.26,0.98,327.11,261.82,755.93,1.14,21.43,
2020-03-08 09:00:00,2020-03-08 10:00:00,96.79,203.9,77.18,44.04,33.14,32.21,6.88,0.96,45.69,7.48,4.47,2.97,11.37,71.8,1.26,322.24,395.55,756.34,1.11,22.93,
2020-03-08 10:00:00,2020-03-08 11:00:00,89.0,191.91,80.86,49.4,30.14,29.37,6.96,0.74,59.42,11.89,4.13,4.04,15.21,64.53,1.56,327.68,487.5,756.29,0.0,23.75,
2020-03-08 11:00:00,2020-03-08 12:00:00,73.67,186.14,80.39,47.66,32.73,24.39,7.67,0.67,65.3,7.5,4.22,4.65,16.58,58.02,1.92,328.63,613.02,755.79,0.0,24.66,
2020-03-08 12:00:00,2020-03-08 13:00:00,64.67,189.37,79.22,48.39,30.83,21.65,8.32,0.69,72.05,4.31,3.75,2.66,10.58,51.66,2.15,331.13,648.85,755.09,0.6,25.51,
2020-03-08 13:00:00,2020-03-08 14:00:00,60.47,184.36,58.57,41.34,17.23,19.25,8.65,0.65,78.95,3.81,3.56,1.94,7.74,50.13,2.19,330.64,568.96,754.37,0.93,26.03,
2020-03-08 14:00:00,2020-03-08 15:00:00,54.24,177.65,51.08,34.7,16.38,17.32,8.7,0.57,84.69,3.74,3.46,2.06,7.63,46.22,2.1,327.64,456.1,753.62,1.73,26.27,
2020-03-08 15:00:00,2020-03-08 16:00:00,48.55,169.75,58.07,39.45,18.62,16.44,8.07,0.54,80.0,4.12,3.48,4.56,13.08,46.05,2.25,332.01,373.86,753.21,0.09,26.58,
2020-03-08 16:00:00,2020-03-08 17:00:00,51.61,162.22,72.53,42.8,29.74,13.31,7.09,0.73,67.27,3.7,2.63,3.31,10.04,47.8,1.75,329.75,162.12,753.1,2.8,26.1,
2020-03-08 17:00:00,2020-03-08 18:00:00,52.41,152.34,78.74,50.08,28.66,13.42,6.74,0.98,52.36,5.9,3.51,4.2,16.01,55.94,1.24,327.12,35.95,753.21,0.0,24.55,
2020-03-08 18:00:00,2020-03-08 19:00:00,49.09,158.6,139.65,71.88,67.76,14.13,6.82,1.65,28.69,8.03,3.91,4.72,17.96,63.25,0.78,321.8,10.95,753.49,1.72,23.09,
2020-03-08 19:00:00,2020-03-08 20:00:00,61.2,196.99,141.5,78.23,63.26,14.99,6.36,1.65,14.03,11.98,4.75,7.12,24.86,68.54,0.39,300.47,10.55,754.15,2.56,21.98,
2020-03-08 20:00:00,2020-03-08 21:00:00,79.53,229.23,125.75,74.57,51.17,18.09,6.15,1.19,13.67,8.93,3.72,4.17,15.67,71.49,0.29,294.4,10.32,754.55,0.0,20.85,
2020-03-08 21:00:00,2020-03-08 22:00:00,83.53,234.14,121.3,67.44,53.86,20.55,5.95,0.94,17.37,7.04,3.22,2.92,11.29,70.21,0.32,284.49,10.31,754.8,1.94,19.93,
2020-03-08 22:00:00,2020-03-08 23:00:00,76.89,224.51,111.85,63.42,48.43,20.59,5.64,0.72,18.52,5.54,2.7,2.02,7.44,70.64,0.45,296.8,10.27,754.73,0.06,19.31,
2020-03-08 23:00:00,2020-03-09 00:00:00,74.49,218.44,76.97,44.94,32.04,18.96,5.44,0.53,29.91,3.85,2.48,1.06,3.51,71.98,1.04,328.31,10.29,754.5,0.0,19.0,
2020-03-09 00:00:00,2020-03-09 01:00:00,83.26,208.26,62.06,37.12,24.94,20.76,6.17,0.51,28.43,2.81,2.3,0.63,1.71,76.97,0.72,320.97,10.34,754.12,0.0,17.89,
2020-03-09 01:00:00,2020-03-09 02:00:00,81.2,187.37,47.88,29.9,17.98,20.38,6.4,0.5,28.07,2.44,1.97,0.49,1.2,80.25,0.33,280.02,10.68,753.77,0.4,17.05,
2020-03-09 02:00:00,2020-03-09 03:00:00,69.81,162.19,56.28,31.15,25.14,19.92,6.27,0.49,21.88,2.88,2.18,0.51,1.21,84.0,0.32,296.64,10.53,753.26,0.15,16.24,
2020-03-09 03:00:00,2020-03-09 04:00:00,58.75,135.93,42.55,27.87,14.68,18.41,6.19,0.48,23.09,2.59,2.02,0.47,1.1,84.56,0.43,302.79,10.39,752.89,0.34,16.2,
2020-03-09 04:00:00,2020-03-09 05:00:00,61.24,128.33,40.62,28.62,12.01,18.45,5.89,0.52,21.57,2.74,1.96,0.47,1.07,85.97,0.46,291.38,10.54,752.81,0.01,15.78,
2020-03-09 05:00:00,2020-03-09 06:00:00,65.19,132.41,50.4,27.31,23.09,18.87,6.03,0.64,15.93,3.57,2.07,0.57,1.43,88.68,0.48,272.74,10.9,753.17,0.0,15.03,
2020-03-09 06:00:00,2020-03-09 07:00:00,66.08,131.44,48.57,28.8,19.77,19.54,5.97,0.68,15.17,3.85,2.18,0.72,2.16,89.82,0.51,255.59,32.2,753.74,0.61,14.73,
2020-03-09 07:00:00,2020-03-09 08:00:00,64.01,127.72,55.08,31.48,23.6,19.02,6.24,0.8,20.91,4.77,2.39,0.94,3.04,83.58,0.51,254.99,79.59,754.36,0.63,16.39,
2020-03-09 08:00:00,2020-03-09 09:00:00,64.19,136.64,51.77,31.71,20.07,14.96,6.36,0.83,40.04,5.96,2.74,1.67,6.41,73.42,0.72,290.55,294.3,754.95,1.15,19.24,
2020-03-09 09:00:00,2020-03-09 10:00:00,70.35,157.59,55.31,35.75,19.56,15.25,6.44,0.88,62.03,5.77,3.17,2.06,8.14,62.09,1.06,310.87,575.46,755.37,0.0,22.01,
2020-03-09 10:00:00,2020-03-09 11:00:00,71.47,165.56,54.06,36.87,17.2,15.8,6.19,0.84,80.39,6.45,4.27,3.17,11.59,53.47,1.35,318.01,690.91,755.58,2.53,23.72,
2020-03-09 11:00:00,2020-03-09 12:00:00,64.14,159.25,45.41,33.4,12.02,17.4,6.19,0.7,94.74,6.3,3.75,3.06,12.16,43.7,1.75,324.9,773.44,755.05,1.91,24.67,
2020-03-09 12:00:00,2020-03-09 13:00:00,58.68,157.67,47.09,35.61,11.48,17.06,7.37,0.62,92.62,4.55,3.67,3.21,11.09,39.92,1.36,322.8,722.38,754.39,0.0,25.51,
2020-03-09 13:00:00,2020-03-09 14:00:00,55.92,152.45,51.0,37.55,13.46,16.02,7.78,0.58,92.36,15.23,3.46,2.99,9.39,37.4,0.94,304.0,636.37,753.7,1.57,26.09,
2020-03-09 14:00:00,2020-03-09 15:00:00,53.29,147.44,43.0,33.03,9.96,15.73,8.16,0.56,97.94,4.37,3.24,5.39,10.04,38.55,1.54,321.41,537.09,752.83,1.56,25.85,
2020-03-09 15:00:00,2020-03-09 16:00:00,50.43,143.15,52.43,38.78,13.66,15.15,8.44,0.59,94.25,3.89,3.24,2.4,7.8,36.43,0.71,294.96,328.58,752.55,2.02,25.99,
2020-03-09 16:00:00,2020-03-09 17:00:00,51.12,136.04,62.43,48.23,14.21,17.17,8.94,0.66,88.5,3.83,2.6,1.79,6.95,35.59,0.74,294.52,153.8,752.55,0.65,25.26,
2020-03-09 17:00:00,2020-03-09 18:00:00,48.23,132.69,78.72,61.01,17.71,17.14,9.8,1.18,62.52,6.0,3.31,3.37,11.99,44.11,0.47,293.06,37.03,752.69,0.94,23.63,
2020-03-09 18:00:00,2020-03-09 19:00:00,57.41,144.82,139.51,96.46,43.05,16.89,9.66,1.89,23.62,11.57,4.74,6.79,23.51,49.4,0.25,283.78,10.36,753.06,2.29,21.79,
2020-03-09 19:00:00,2020-03-09 20:00:00,71.5,180.96,135.52,100.5,35.02,13.75,8.46,1.72,5.73,11.05,4.05,7.38,24.71,58.57,0.08,193.81,10.31,753.62,0.0,19.93,
2020-03-09 20:00:00,2020-03-09 21:00:00,87.34,217.28,167.04,95.24,71.81,17.14,7.74,2.36,1.34,13.07,5.29,7.45,24.45,66.03,0.08,203.68,10.31,754.2,0.0,18.8,
2020-03-09 21:00:00,2020-03-09 22:00:00,109.05,240.78,139.93,88.86,51.07,,6.95,1.95,1.82,14.02,7.14,7.1,21.96,68.49,0.08,179.5,10.16,754.53,0.0,18.2,
2020-03-09 22:00:00,2020-03-09 23:00:00,129.96,259.37,139.0,91.53,47.46,,6.72,2.44,3.41,14.3,7.63,4.99,15.27,72.34,0.06,182.55,10.27,754.46,0.0,17.42,
2020-03-09 23:00:00,2020-03-10 00:00:00,146.5,271.69,112.66,72.06,40.61,,6.39,2.75,4.19,18.84,8.39,4.83,14.12,76.72,0.06,225.31,10.29,754.36,0.0,16.96,
2020-03-10 00:00:00,2020-03-10 01:00:00,224.56,304.07,68.94,54.65,14.29,,5.3,2.95,6.11,23.61,10.0,4.48,11.22,76.44,0.11,275.11,10.37,754.07,0.0,16.5,
2020-03-10 01:00:00,2020-03-10 02:00:00,245.28,335.66,50.55,41.41,9.13,,4.78,2.15,7.29,21.78,9.46,3.06,7.7,79.28,0.11,292.52,10.34,753.63,0.0,15.89,
2020-03-10 02:00:00,2020-03-10 03:00:00,210.4,311.17,45.03,37.19,7.85,,4.37,1.59,9.48,15.05,7.35,2.12,5.48,81.38,0.1,189.32,10.32,753.34,0.0,15.5,
2020-03-10 03:00:00,2020-03-10 04:00:00,169.72,269.39,50.85,39.82,11.03,,4.19,1.49,7.86,12.34,6.64,1.81,4.64,82.88,0.04,277.21,10.37,753.09,0.53,15.15,
2020-03-10 04:00:00,2020-03-10 05:00:00,186.96,245.57,89.41,64.73,24.68,,5.33,1.44,2.25,11.89,6.28,1.71,4.32,83.55,0.1,214.69,10.37,753.12,0.04,14.81,
2020-03-10 05:00:00,2020-03-10 06:00:00,194.59,234.97,54.71,45.17,9.54,,5.72,1.66,10.04,12.56,6.59,1.73,4.33,82.67,0.2,177.81,10.57,753.39,0.55,14.82,
2020-03-10 06:00:00,2020-03-10 07:00:00,179.87,232.76,64.45,45.45,19.0,,5.8,1.7,5.48,13.38,6.72,2.0,5.52,84.16,0.17,245.88,32.74,754.24,0.05,14.77,
2020-03-10 07:00:00,2020-03-10 08:00:00,190.37,235.6,64.02,48.56,15.45,,5.75,1.5,16.09,13.65,6.71,1.99,5.29,74.2,0.27,197.17,79.76,755.0,0.0,16.73,
2020-03-10 08:00:00,2020-03-10 09:00:00,210.8,238.23,38.42,31.14,7.28,,6.48,1.16,46.29,11.15,6.13,1.76,4.92,63.77,0.44,215.56,276.57,755.58,0.0,20.24,
2020-03-10 09:00:00,2020-03-10 10:00:00,163.93,226.47,27.79,23.24,4.56,,8.19,0.78,75.89,8.18,5.89,1.78,5.3,51.05,0.35,254.56,550.69,755.83,0.0,23.35,
2020-03-10 10:00:00,2020-03-10 11:00:00,93.54,184.58,20.63,17.46,3.17,,9.77,0.48,93.95,5.72,5.53,1.9,5.99,41.85,0.6,308.2,675.86,755.86,0.0,24.8,
2020-03-10 11:00:00,2020-03-10 12:00:00,57.37,134.34,18.28,15.71,2.58,,9.77,0.37,99.68,3.73,5.55,1.37,4.08,38.13,0.64,286.7,725.48,755.46,0.53,25.67,
2020-03-10 12:00:00,2020-03-10 13:00:00,39.13,96.88,17.46,15.33,2.12,,9.4,0.35,101.58,2.88,5.21,1.15,3.21,36.99,0.63,310.67,561.79,754.7,0.0,26.21,
2020-03-10 13:00:00,2020-03-10 14:00:00,37.26,74.86,19.09,16.88,2.21,,9.46,0.37,105.88,2.66,5.18,1.05,3.0,37.39,0.84,320.11,357.1,753.95,0.0,25.86,
2020-03-10 14:00:00,2020-03-10 15:00:00,37.85,71.37,20.65,18.36,2.29,,9.36,0.42,105.22,2.87,5.33,1.13,3.24,41.95,1.17,327.87,165.31,753.36,0.0,24.94,
2020-03-10 15:00:00,2020-03-10 16:00:00,40.7,81.09,24.2,21.61,2.58,,9.18,0.49,88.26,3.01,5.13,1.2,3.62,46.41,0.83,318.91,105.91,753.22,0.0,24.22,
2020-03-10 16:00:00,2020-03-10 17:00:00,62.75,90.61,21.39,19.19,2.2,,8.24,0.57,81.92,3.29,5.3,1.15,3.26,51.55,1.13,329.65,77.66,753.07,0.0,23.26,
2020-03-10 17:00:00,2020-03-10 18:00:00,63.93,94.56,30.29,26.87,3.42,,6.58,0.8,62.94,3.85,4.49,1.37,4.51,54.38,0.39,266.25,39.89,752.83,0.0,22.5,
2020-03-10 18:00:00,2020-03-10 19:00:00,44.85,100.39,43.07,35.59,7.47,,6.45,1.12,44.39,5.47,4.63,2.04,7.32,62.29,0.46,286.79,10.91,753.11,0.72,20.67,
2020-03-10 19:00:00,2020-03-10 20:00:00,51.81,107.14,45.68,36.84,8.84,,6.33,1.2,39.26,7.08,4.87,2.84,10.56,63.85,0.32,291.73,10.96,753.48,0.0,20.09,
2020-03-10 20:00:00,2020-03-10 21:00:00,77.01,117.52,44.69,35.73,8.96,,6.84,0.93,41.12,6.97,4.64,2.64,9.85,64.71,0.48,309.21,11.19,754.13,0.0,19.92,
2020-03-10 21:00:00,2020-03-10 22:00:00,76.88,125.55,30.18,24.54,5.64,,6.88,0.73,44.1,6.14,4.64,1.89,6.78,68.8,0.75,325.55,10.93,754.56,0.0,19.34,
2020-03-10 22:00:00,2020-03-10 23:00:00,61.53,125.89,28.99,24.16,4.83,,6.65,0.71,37.67,5.32,4.5,1.62,5.55,72.71,0.42,311.37,10.87,754.25,0.0,18.66,
2020-03-10 23:00:00,2020-03-11 00:00:00,58.46,123.18,27.56,22.27,5.29,,6.42,0.65,28.14,4.8,4.53,1.16,3.46,76.5,0.13,262.19,10.85,754.14,0.0,18.06,
2020-03-11 00:00:00,2020-03-11 01:00:00,74.38,115.98,19.02,16.25,2.77,,6.16,0.66,43.84,4.54,4.15,0.89,2.18,72.38,0.8,331.84,11.12,753.57,0.0,18.85,
2020-03-11 01:00:00,2020-03-11 02:00:00,82.99,114.35,16.16,13.96,2.19,,6.66,0.66,52.74,4.96,4.21,0.94,2.06,71.03,1.0,328.89,11.42,753.44,0.0,18.67,
2020-03-11 02:00:00,2020-03-11 03:00:00,80.93,112.73,24.78,21.12,3.66,,6.87,0.62,36.05,4.4,4.19,0.9,1.99,73.44,0.22,240.46,11.32,753.32,0.0,17.95,
2020-03-11 03:00:00,2020-03-11 04:00:00,77.54,111.43,48.98,41.38,7.6,,6.58,0.67,12.02,4.39,4.32,0.92,2.02,80.17,0.14,231.38,11.04,752.87,0.0,17.16,
2020-03-11 04:00:00,2020-03-11 05:00:00,76.96,109.13,60.39,46.48,13.91,,6.74,0.67,3.65,4.77,4.74,1.07,2.58,84.09,0.07,187.21,10.85,752.82,0.0,16.62,
2020-03-11 05:00:00,2020-03-11 06:00:00,84.92,109.99,63.23,44.77,18.47,,7.07,0.81,9.44,5.67,5.14,1.1,2.56,84.47,0.3,306.43,11.08,753.34,0.0,16.3,
2020-03-11 06:00:00,2020-03-11 07:00:00,90.4,117.45,38.19,28.06,10.12,,6.84,0.8,13.82,5.77,5.15,1.35,3.83,82.58,0.2,275.62,37.58,753.9,0.0,16.72,
2020-03-11 07:00:00,2020-03-11 08:00:00,89.56,138.93,52.32,40.63,11.7,,6.8,0.8,13.68,5.96,5.15,1.38,3.94,76.37,0.15,217.76,84.96,754.41,0.0,17.98,
2020-03-11 08:00:00,2020-03-11 09:00:00,93.74,155.47,34.08,27.23,6.84,,6.87,0.79,47.95,6.2,5.31,1.37,3.8,62.31,0.18,206.08,260.36,754.76,0.0,21.02,
2020-03-11 09:00:00,2020-03-11 10:00:00,97.76,155.45,30.05,24.2,5.86,,6.64,0.77,75.66,5.68,5.7,1.32,3.62,55.45,0.54,145.82,436.66,754.94,0.0,23.09,
2020-03-11 10:00:00,2020-03-11 11:00:00,96.89,149.18,36.84,30.28,6.57,,6.49,0.86,71.53,5.45,5.32,1.43,4.44,53.85,0.38,244.2,223.58,755.25,0.0,23.24,
2020-03-11 11:00:00,2020-03-11 12:00:00,91.67,145.26,26.63,21.78,4.86,,6.42,0.67,85.22,5.28,4.74,1.37,4.47,47.3,0.47,187.28,575.22,755.03,0.0,24.75,
2020-03-11 12:00:00,2020-03-11 13:00:00,88.43,141.12,37.28,30.91,6.38,,7.12,0.77,74.56,5.16,4.63,1.45,4.78,47.14,0.37,250.53,216.16,754.69,0.0,24.88,
2020-03-11 13:00:00,2020-03-11 14:00:00,85.75,137.52,34.16,28.51,5.65,,7.29,0.67,73.55,7.44,4.44,1.53,5.28,52.19,0.34,228.27,199.26,754.04,0.0,24.16,
2020-03-11 14:00:00,2020-03-11 15:00:00,82.74,131.83,33.08,27.88,5.2,,7.32,0.67,75.6,4.51,4.25,1.15,3.6,51.18,0.36,275.97,248.84,753.23,0.0,24.54,
2020-03-11 15:00:00,2020-03-11 16:00:00,78.38,121.61,36.38,30.49,5.89,,7.31,0.67,72.0,4.32,4.33,1.33,4.35,50.17,0.59,304.56,145.84,752.77,0.0,24.5,
2020-03-11 16:00:00,2020-03-11 17:00:00,80.18,122.26,55.1,43.09,12.02,,7.48,0.74,60.84,4.55,4.18,1.61,5.94,47.29,0.26,291.44,161.43,752.39,0.0,24.98,
2020-03-11 17:00:00,2020-03-11 18:00:00,77.94,127.44,58.54,47.66,10.88,,7.9,0.86,46.08,4.5,4.31,1.66,6.01,53.43,0.18,151.34,36.74,752.13,0.73,23.76,
2020-03-11 18:00:00,2020-03-11 19:00:00,72.31,134.37,131.43,80.1,51.31,,9.24,1.88,14.13,6.24,5.29,2.9,10.53,62.44,0.15,200.12,11.15,752.64,0.0,21.97,
2020-03-11 19:00:00,2020-03-11 20:00:00,82.59,168.55,92.43,62.49,29.94,,8.71,1.47,12.05,15.2,7.97,7.17,23.16,67.36,0.18,174.81,10.97,753.01,0.0,21.11,
2020-03-11 20:00:00,2020-03-11 21:00:00,113.82,202.81,151.52,81.61,69.92,,8.14,2.17,3.48,16.29,10.86,3.7,18.4,68.08,0.51,277.73,10.77,753.52,0.0,20.99,
2020-03-11 21:00:00,2020-03-11 22:00:00,126.53,232.51,58.77,46.21,12.56,,7.14,1.28,10.82,17.82,11.54,5.53,17.59,72.5,0.22,191.34,10.94,754.01,0.0,20.82,
2020-03-11 22:00:00,2020-03-11 23:00:00,117.5,222.73,45.23,34.28,10.95,,6.61,1.06,7.69,9.98,7.62,2.9,9.84,84.77,0.34,283.34,10.84,754.27,0.0,19.9,
2020-03-11 23:00:00,2020-03-12 00:00:00,112.39,199.99,54.33,38.32,15.99,,6.39,0.97,1.51,8.43,6.96,2.1,7.03,88.51,0.31,114.45,11.96,754.07,0.0,19.56,
