From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),AT ()
2018-06-26 16:00:00,2018-06-26 17:00:00,8.56,66.72,3.82,8.5,12.34,0.95,10.22,0.11,41.98,0.02,0.19,0.57,0.97,,50.18,0.46,208.56,
2018-06-26 17:00:00,2018-06-26 18:00:00,15.5,64.09,4.04,14.18,18.85,0.69,10.07,0.59,39.78,0.02,0.12,0.39,0.67,,51.34,0.44,143.18,
2018-06-26 18:00:00,2018-06-26 19:00:00,16.94,69.5,4.66,16.06,20.74,0.01,10.11,0.28,30.69,0.02,0.13,0.39,0.64,,56.75,0.43,182.7,
2018-06-26 19:00:00,2018-06-26 20:00:00,22.62,78.56,5.74,20.32,26.1,,10.1,0.44,24.95,0.03,0.17,0.39,0.62,,63.17,0.43,201.19,
2018-06-26 20:00:00,2018-06-26 21:00:00,18.0,57.0,5.63,16.73,22.33,,10.01,0.0,19.83,0.04,0.3,0.57,0.86,,68.37,0.43,172.67,
2018-06-26 21:00:00,2018-06-26 22:00:00,19.0,47.0,5.62,13.91,19.55,,8.37,0.0,19.57,0.04,0.41,0.79,1.16,,69.74,0.41,180.25,
2018-06-26 22:00:00,2018-06-26 23:00:00,16.0,32.0,4.66,17.5,22.15,,10.15,0.0,15.17,0.04,0.44,0.88,1.3,,73.92,0.4,135.92,
2018-06-26 23:00:00,2018-06-27 00:00:00,16.0,30.0,5.0,15.13,20.13,,10.24,0.0,17.2,0.06,0.44,0.88,1.36,,75.13,0.4,155.33,
2018-06-27 00:00:00,2018-06-27 01:00:00,22.0,34.0,6.68,12.62,19.28,,9.82,0.0,19.21,0.04,0.36,,1.34,,75.44,0.43,196.0,
2018-06-27 01:00:00,2018-06-27 02:00:00,27.0,45.0,5.74,9.93,15.64,,9.77,3.62,17.95,0.03,0.31,,1.31,,77.05,0.44,151.06,
2018-06-27 02:00:00,2018-06-27 03:00:00,21.0,51.0,4.69,7.66,12.38,,9.71,0.62,18.48,0.03,0.27,,1.29,,80.31,0.42,214.75,
2018-06-27 03:00:00,2018-06-27 04:00:00,18.0,39.0,3.67,5.73,9.4,,9.64,3.95,18.9,0.02,0.23,,1.25,,80.7,0.5,257.67,
2018-06-27 04:00:00,2018-06-27 05:00:00,19.0,43.0,3.7,4.96,8.66,,9.3,0.87,18.36,0.02,0.2,,0.78,,80.8,0.44,185.64,
2018-06-27 05:00:00,2018-06-27 06:00:00,23.0,38.0,3.82,5.89,9.7,,9.72,2.01,19.52,0.02,0.18,0.22,1.13,,80.75,0.44,219.75,
2018-06-27 06:00:00,2018-06-27 07:00:00,18.0,29.0,3.91,6.2,10.13,,9.74,2.62,20.8,0.02,0.18,0.47,0.99,,80.62,0.45,167.5,
2018-06-27 07:00:00,2018-06-27 08:00:00,14.0,29.0,5.18,7.48,12.67,,9.75,0.65,20.52,0.02,0.18,0.3,1.06,,79.02,0.42,134.04,
2018-06-27 08:00:00,2018-06-27 09:00:00,16.0,28.0,5.27,8.13,13.43,,10.0,0.0,23.77,0.03,0.25,0.78,1.24,,74.93,0.43,123.67,
2018-06-27 09:00:00,2018-06-27 10:00:00,10.0,46.0,5.03,8.8,13.82,,10.01,0.0,25.16,0.03,0.3,0.79,1.22,,71.08,0.45,178.36,
2018-06-27 10:00:00,2018-06-27 11:00:00,15.0,48.0,3.62,7.6,11.22,,9.9,0.0,28.96,0.03,0.28,0.72,1.13,,66.28,0.48,223.38,
2018-06-27 11:00:00,2018-06-27 12:00:00,,,,,,,,,,,,,,,,,,
2018-06-27 12:00:00,2018-06-27 13:00:00,15.0,48.0,2.95,12.18,15.13,0.62,9.79,1.9,13.72,0.03,0.25,0.64,0.91,,62.45,0.48,145.06,
2018-06-27 13:00:00,2018-06-27 14:00:00,15.0,43.5,2.79,9.0,11.79,1.03,9.88,,16.09,0.03,0.3,0.69,1.06,,62.65,0.43,187.96,
2018-06-27 14:00:00,2018-06-27 15:00:00,15.0,48.0,2.94,10.36,13.29,0.77,10.02,,38.47,0.03,0.3,0.71,1.12,,61.86,0.43,184.48,
2018-06-27 15:00:00,2018-06-27 16:00:00,18.75,52.85,3.14,12.88,16.02,0.36,10.02,0.0,42.91,0.03,0.24,0.51,0.83,,59.52,0.43,182.84,
2018-06-27 16:00:00,2018-06-27 17:00:00,19.94,48.15,3.69,14.04,17.73,0.19,10.01,0.0,36.39,0.03,0.24,0.42,0.79,,59.21,0.44,183.66,
2018-06-27 17:00:00,2018-06-27 18:00:00,26.56,56.72,3.81,14.34,18.16,,9.81,0.0,29.05,0.03,0.23,,0.88,,63.48,0.41,169.75,
2018-06-27 18:00:00,2018-06-27 19:00:00,26.06,47.31,4.3,16.2,20.51,,9.51,0.0,23.06,0.03,0.25,0.14,0.97,,69.71,0.42,191.52,
2018-06-27 19:00:00,2018-06-27 20:00:00,21.31,924.9,4.2,16.02,20.22,,9.72,0.0,19.01,0.03,0.24,0.19,0.92,,77.23,0.4,167.2,
2018-06-27 20:00:00,2018-06-27 21:00:00,27.56,67.6,5.49,15.98,21.49,,9.66,0.0,14.64,0.04,0.26,0.22,1.02,,80.41,0.4,150.5,
2018-06-27 21:00:00,2018-06-27 22:00:00,18.62,29.28,6.08,15.85,21.91,,9.6,0.0,13.51,0.04,0.3,,1.11,,79.72,0.4,153.39,
2018-06-27 22:00:00,2018-06-27 23:00:00,17.06,26.09,6.12,15.16,21.3,,9.59,0.0,12.44,0.04,0.32,0.15,0.88,,78.76,0.4,204.09,
2018-06-27 23:00:00,2018-06-28 00:00:00,17.0,25.04,6.43,15.2,21.64,,9.53,0.0,11.5,0.04,0.35,,0.87,,78.58,0.39,193.6,
2018-06-28 00:00:00,2018-06-28 01:00:00,15.0,985.0,6.53,12.33,18.86,,9.72,0.0,15.58,0.04,0.29,0.28,0.91,,79.31,0.4,174.82,
2018-06-28 01:00:00,2018-06-28 02:00:00,9.38,954.22,5.69,10.08,15.76,,10.04,0.0,18.45,0.03,0.33,0.78,1.28,,81.3,0.4,194.45,
2018-06-28 02:00:00,2018-06-28 03:00:00,4.15,985.0,4.79,8.76,13.53,,9.97,0.0,18.01,0.03,0.31,0.8,1.27,,81.82,0.39,174.44,
2018-06-28 03:00:00,2018-06-28 04:00:00,7.75,985.0,4.08,7.2,11.29,,10.04,0.0,20.0,0.03,0.31,0.81,1.26,,81.7,0.41,178.91,
2018-06-28 04:00:00,2018-06-28 05:00:00,9.88,985.0,4.26,6.45,10.72,,10.0,0.0,18.41,0.03,0.3,0.82,1.25,,81.16,0.4,180.53,
2018-06-28 05:00:00,2018-06-28 06:00:00,9.28,985.0,3.81,5.7,9.51,,10.0,0.0,18.59,0.03,0.3,0.84,1.28,,82.59,0.41,208.68,
2018-06-28 06:00:00,2018-06-28 07:00:00,8.12,985.0,4.27,6.02,10.28,,10.05,0.0,17.83,0.03,0.29,0.83,1.26,,82.03,0.41,182.68,
2018-06-28 07:00:00,2018-06-28 08:00:00,9.22,985.0,6.39,7.54,13.93,,10.07,0.0,18.47,0.04,0.3,0.83,1.25,,80.36,0.4,189.1,
2018-06-28 08:00:00,2018-06-28 09:00:00,12.81,985.0,6.86,9.92,16.79,,10.07,0.0,22.24,0.03,0.33,0.86,1.29,,75.64,0.41,177.37,
2018-06-28 09:00:00,2018-06-28 10:00:00,14.75,985.0,5.98,11.12,17.08,,9.71,0.0,27.66,0.04,0.32,0.09,1.16,,68.88,0.42,162.32,
2018-06-28 10:00:00,2018-06-28 11:00:00,25.19,328.33,3.98,10.6,14.57,,9.52,0.0,30.36,0.03,0.27,0.17,1.1,,64.37,0.48,158.81,
2018-06-28 11:00:00,2018-06-28 12:00:00,19.33,,3.34,10.71,14.06,,9.48,0.0,32.42,0.02,0.18,0.15,0.81,,64.43,0.46,188.71,
2018-06-28 12:00:00,2018-06-28 13:00:00,21.88,,3.08,10.51,13.59,,9.5,0.0,33.17,0.02,0.15,0.15,0.66,,62.89,0.42,206.88,
2018-06-28 13:00:00,2018-06-28 14:00:00,22.0,,2.82,9.5,12.33,,9.51,0.0,33.27,0.03,0.14,0.19,0.6,,60.18,0.43,199.88,
2018-06-28 14:00:00,2018-06-28 15:00:00,18.17,,2.95,8.61,11.57,,9.45,0.0,34.6,0.03,0.13,0.11,0.78,,58.47,0.45,200.29,
2018-06-28 15:00:00,2018-06-28 16:00:00,20.88,,2.68,9.19,11.87,,9.45,0.0,33.56,0.02,0.12,0.11,0.61,,60.68,0.4,164.26,
2018-06-28 16:00:00,2018-06-28 17:00:00,18.12,,2.56,13.6,16.15,,9.42,0.0,38.9,0.02,0.15,0.11,0.63,,61.32,0.41,194.5,
2018-06-28 17:00:00,2018-06-28 18:00:00,18.96,,3.81,12.87,16.68,,9.71,0.0,37.01,0.02,0.16,0.25,0.66,,57.67,0.43,175.21,
2018-06-28 18:00:00,2018-06-28 19:00:00,10.85,,4.03,15.92,19.92,0.09,9.81,0.0,36.21,0.02,0.1,0.33,0.58,,60.52,0.39,193.53,
2018-06-28 19:00:00,2018-06-28 20:00:00,11.96,,4.36,21.8,26.15,,9.83,0.0,23.67,0.03,0.13,0.32,0.56,,62.81,0.36,162.21,
2018-06-28 20:00:00,2018-06-28 21:00:00,21.58,,4.56,22.2,26.76,,9.94,0.0,15.49,0.05,0.29,0.57,0.97,,72.41,0.31,138.46,
2018-06-28 21:00:00,2018-06-28 22:00:00,22.96,,5.99,22.21,28.21,,10.05,0.0,13.09,0.06,0.31,0.7,1.13,,76.66,0.33,149.38,
2018-06-28 22:00:00,2018-06-28 23:00:00,21.08,,4.72,16.06,20.74,,10.02,0.0,16.57,0.07,0.32,0.77,1.2,,78.1,0.31,177.17,
2018-06-28 23:00:00,2018-06-29 00:00:00,19.11,,3.13,11.19,14.28,0.44,10.03,0.0,17.3,0.07,0.31,0.8,1.24,,79.0,0.34,175.83,
2018-06-29 00:00:00,2018-06-29 01:00:00,16.0,,5.54,11.8,17.35,0.38,10.1,0.0,14.19,0.06,0.3,0.8,1.24,,82.25,0.37,195.94,
2018-06-29 01:00:00,2018-06-29 02:00:00,17.92,,6.65,11.77,18.4,0.27,10.15,0.0,14.07,0.05,0.3,0.84,1.27,,83.46,0.34,135.62,
2018-06-29 02:00:00,2018-06-29 03:00:00,15.12,,6.0,12.17,18.17,,9.78,0.0,12.18,0.04,0.26,0.29,1.2,,84.24,0.32,171.54,
2018-06-29 03:00:00,2018-06-29 04:00:00,21.71,,3.84,8.96,12.76,,9.52,0.0,12.92,0.04,0.22,,0.92,,86.91,0.3,130.79,
2018-06-29 04:00:00,2018-06-29 05:00:00,16.25,,2.1,5.58,7.65,,9.58,0.0,13.67,0.04,0.21,,0.94,,88.16,0.3,98.38,
2018-06-29 05:00:00,2018-06-29 06:00:00,18.88,,3.64,9.92,13.56,,9.62,0.0,10.23,0.04,0.2,0.17,0.93,,88.6,0.31,123.38,
2018-06-29 06:00:00,2018-06-29 07:00:00,17.08,,3.84,8.58,12.44,,9.51,0.0,10.78,0.05,0.2,0.08,0.88,,88.93,0.32,160.0,
2018-06-29 07:00:00,2018-06-29 08:00:00,20.83,,7.13,11.86,18.99,,9.6,0.0,12.47,0.09,0.21,0.08,0.89,,83.63,0.35,147.42,
2018-06-29 08:00:00,2018-06-29 09:00:00,23.88,,7.25,11.23,18.47,,9.56,0.0,18.9,0.09,0.22,,0.77,,74.38,0.41,158.54,
2018-06-29 09:00:00,2018-06-29 10:00:00,20.17,,5.25,10.29,15.53,,9.5,0.0,22.49,0.06,0.21,,0.7,,68.4,0.41,160.21,
2018-06-29 10:00:00,2018-06-29 11:00:00,22.88,,4.97,11.12,16.1,,9.83,0.0,31.46,0.06,0.21,0.44,1.0,,65.05,0.41,172.12,
2018-06-29 11:00:00,2018-06-29 12:00:00,18.21,,3.66,15.0,18.65,,9.91,0.0,41.01,0.09,0.31,0.77,1.13,,62.06,0.42,209.0,
2018-06-29 12:00:00,2018-06-29 13:00:00,23.75,,3.3,13.5,16.8,,9.78,0.0,20.92,0.1,0.3,0.85,1.2,,59.53,0.42,179.72,
2018-06-29 13:00:00,2018-06-29 14:00:00,22.0,,2.42,14.86,17.27,0.23,9.76,0.0,1.53,0.1,0.25,0.52,0.78,,54.62,0.44,164.96,
2018-06-29 14:00:00,2018-06-29 15:00:00,17.0,,2.49,11.97,14.5,1.52,9.78,0.0,,0.05,0.22,0.42,0.66,,53.17,0.42,193.53,
2018-06-29 15:00:00,2018-06-29 16:00:00,14.0,,2.54,12.25,14.8,1.2,9.9,0.0,,0.04,0.2,0.4,0.63,,50.16,0.41,232.77,
2018-06-29 16:00:00,2018-06-29 17:00:00,14.95,,2.04,11.07,13.1,3.04,9.96,0.0,,0.03,0.2,0.41,0.66,,49.48,0.4,196.61,
2018-06-29 17:00:00,2018-06-29 18:00:00,15.0,,2.93,14.79,17.72,1.92,10.11,0.0,41.32,0.04,0.25,0.56,0.91,,52.38,0.42,194.06,
2018-06-29 18:00:00,2018-06-29 19:00:00,19.75,,3.35,16.21,19.59,3.11,9.85,0.0,35.11,0.06,3.11,0.55,1.01,,55.81,0.42,173.51,
2018-06-29 19:00:00,2018-06-29 20:00:00,24.0,,3.7,18.76,22.45,0.35,9.59,,21.76,0.03,0.84,0.27,0.58,,62.53,0.39,205.53,
2018-06-29 20:00:00,2018-06-29 21:00:00,20.25,,3.9,19.97,23.84,,9.57,,18.3,0.04,0.71,0.18,0.8,,69.43,0.35,207.0,
2018-06-29 21:00:00,2018-06-29 22:00:00,22.81,,1.85,9.84,11.7,,9.51,,20.29,0.04,0.68,,0.89,,73.11,0.35,185.08,
2018-06-29 22:00:00,2018-06-29 23:00:00,17.38,,3.94,20.84,24.78,,9.5,,7.43,0.05,0.64,,0.65,,76.25,0.31,167.43,
2018-06-29 23:00:00,2018-06-30 00:00:00,25.25,,8.57,29.46,38.07,,9.56,,4.31,0.09,0.67,,0.68,,76.28,0.33,206.75,
2018-06-30 00:00:00,2018-06-30 01:00:00,27.0,,10.71,27.48,38.16,,9.55,,10.16,0.1,0.76,,0.74,,74.89,0.38,184.25,
2018-06-30 01:00:00,2018-06-30 02:00:00,18.56,,7.38,17.71,25.09,,9.51,,18.84,0.08,0.66,,0.78,,70.48,0.36,187.62,
2018-06-30 02:00:00,2018-06-30 03:00:00,6.75,,5.54,15.42,20.95,,9.59,,18.86,0.05,0.53,,0.87,,73.54,0.35,200.44,
2018-06-30 03:00:00,2018-06-30 04:00:00,11.62,,3.38,11.38,14.76,0.85,9.89,,23.96,0.04,0.5,0.6,1.09,,76.26,0.38,160.26,
2018-06-30 04:00:00,2018-06-30 05:00:00,6.38,,3.33,9.6,12.92,0.69,9.98,,25.47,0.04,0.49,0.75,1.21,,74.98,0.4,137.01,
2018-06-30 05:00:00,2018-06-30 06:00:00,5.06,,3.77,14.05,17.82,,9.98,,19.58,0.03,0.48,0.77,1.19,,76.51,0.32,190.91,
2018-06-30 06:00:00,2018-06-30 07:00:00,9.69,,3.74,14.36,18.11,0.16,10.07,,15.34,0.09,0.54,0.79,1.23,,81.15,0.32,156.65,
2018-06-30 07:00:00,2018-06-30 08:00:00,29.69,,5.9,13.78,19.72,,10.03,,21.32,0.14,0.58,0.81,1.23,,78.35,0.4,162.3,
2018-06-30 08:00:00,2018-06-30 09:00:00,13.19,,6.19,14.65,20.86,,10.05,,21.4,0.09,0.48,0.78,1.16,,73.63,0.38,148.54,
2018-06-30 09:00:00,2018-06-30 10:00:00,20.44,,6.3,14.15,20.46,,9.94,,26.5,0.18,0.49,0.77,1.14,,65.46,0.4,175.6,
2018-06-30 10:00:00,2018-06-30 11:00:00,28.5,,4.99,15.08,20.05,,9.9,,34.47,0.31,0.51,0.78,1.15,,58.93,0.4,171.35,
2018-06-30 11:00:00,2018-06-30 12:00:00,30.75,,4.24,15.73,19.99,1.27,9.13,0.0,33.52,0.27,0.39,0.53,0.98,,54.84,0.39,239.08,
2018-06-30 12:00:00,2018-06-30 13:00:00,,,,,,,,,,,,,,,,,,
2018-06-30 13:00:00,2018-06-30 14:00:00,,,,,,,,,,,,,,,,,,
2018-06-30 14:00:00,2018-06-30 15:00:00,,,,,,,,,,,,,,,,,,
2018-06-30 15:00:00,2018-06-30 16:00:00,,,,,,,,,,,,,,,,,,
2018-06-30 16:00:00,2018-06-30 17:00:00,,,,,,,,,,,,,,,,,,
2018-06-30 17:00:00,2018-06-30 18:00:00,48.0,106.0,1.3,4.97,6.19,,9.69,0.0,32.69,0.64,0.26,0.3,0.91,,71.67,0.45,155.75,
2018-06-30 18:00:00,2018-06-30 19:00:00,25.2,82.25,4.71,16.9,21.71,,9.65,0.0,21.56,0.21,0.18,0.29,0.76,,89.15,0.36,136.75,
2018-06-30 19:00:00,2018-06-30 20:00:00,24.95,41.1,15.14,37.26,52.46,,9.73,0.0,8.23,0.11,0.28,0.24,0.9,,90.32,0.3,25.7,
2018-06-30 20:00:00,2018-06-30 21:00:00,28.8,47.55,31.95,42.2,74.23,,10.17,0.0,4.49,0.16,0.54,0.7,1.19,,86.67,0.3,328.55,
2018-06-30 21:00:00,2018-06-30 22:00:00,44.2,75.55,27.11,34.32,61.32,,10.09,0.0,5.72,0.2,0.67,0.8,1.36,,84.2,0.3,216.8,
2018-06-30 22:00:00,2018-06-30 23:00:00,23.15,53.25,18.16,30.49,48.61,0.09,10.09,0.0,5.98,0.13,0.67,0.9,1.45,,83.17,0.32,151.45,
2018-06-30 23:00:00,2018-07-01 00:00:00,23.87,46.4,15.69,29.93,45.65,0.32,10.15,0.0,8.04,0.14,0.71,0.9,1.44,,82.24,0.34,213.47,
2018-07-01 00:00:00,2018-07-01 01:00:00,36.0,54.0,12.21,23.53,35.71,0.81,10.13,0.0,13.03,0.15,0.62,0.87,1.34,,83.46,0.39,159.6,
2018-07-01 01:00:00,2018-07-01 02:00:00,19.85,23.75,9.78,19.97,29.76,1.03,10.12,0.0,12.58,0.09,0.52,0.83,1.25,,83.45,0.35,121.45,
2018-07-01 02:00:00,2018-07-01 03:00:00,17.1,27.85,6.99,17.32,24.3,1.52,10.15,0.0,11.67,0.08,0.48,0.86,1.28,,86.4,0.35,183.7,
2018-07-01 03:00:00,2018-07-01 04:00:00,17.95,28.95,5.91,13.44,19.34,2.52,10.16,0.0,11.93,0.1,0.46,0.87,1.31,,88.19,0.31,147.75,
2018-07-01 04:00:00,2018-07-01 05:00:00,23.7,34.7,4.32,11.18,15.5,3.07,10.02,0.0,11.65,0.11,0.47,0.52,1.25,,88.88,0.3,237.1,
2018-07-01 05:00:00,2018-07-01 06:00:00,27.8,32.15,8.09,14.51,22.65,1.61,9.75,0.0,6.15,0.09,0.39,0.19,1.16,,91.53,0.31,256.0,
2018-07-01 06:00:00,2018-07-01 07:00:00,33.7,41.5,16.36,16.58,32.94,0.31,9.61,0.0,6.17,0.1,0.39,,0.91,,88.86,0.3,243.8,
2018-07-01 07:00:00,2018-07-01 08:00:00,33.05,44.85,13.14,14.32,27.42,0.36,9.55,0.0,12.72,0.08,0.38,,0.8,,77.62,0.33,140.75,
2018-07-01 08:00:00,2018-07-01 09:00:00,20.65,41.2,10.08,13.54,23.62,,9.55,0.0,14.69,0.06,0.33,,0.79,,75.34,0.33,143.2,
2018-07-01 09:00:00,2018-07-01 10:00:00,26.65,47.65,8.12,15.63,23.78,,9.55,0.0,17.91,0.07,0.29,,0.71,,72.19,0.33,129.9,
2018-07-01 10:00:00,2018-07-01 11:00:00,28.9,45.6,6.33,13.01,19.34,,9.42,0.0,23.11,0.06,0.26,,0.66,,65.18,0.38,214.3,
2018-07-01 11:00:00,2018-07-01 12:00:00,24.25,39.45,5.05,11.38,16.41,,9.4,0.0,28.36,0.05,0.25,0.16,0.8,,58.87,0.4,208.55,
2018-07-01 12:00:00,2018-07-01 13:00:00,21.15,39.95,4.65,11.44,16.11,,9.58,0.0,37.05,0.04,0.23,0.1,1.01,,55.64,0.39,197.0,
2018-07-01 13:00:00,2018-07-01 14:00:00,17.2,44.75,5.41,17.03,22.38,0.02,9.85,0.0,40.52,0.04,0.26,0.73,1.29,,51.6,0.37,188.7,
2018-07-01 14:00:00,2018-07-01 15:00:00,16.05,47.85,4.8,13.2,18.07,0.37,9.87,0.0,39.49,0.04,0.26,0.74,1.31,,47.1,0.37,160.25,
2018-07-01 15:00:00,2018-07-01 16:00:00,18.85,42.75,4.72,13.12,17.86,,9.86,0.0,42.53,0.04,0.27,0.77,1.36,,48.05,0.37,208.1,
2018-07-01 16:00:00,2018-07-01 17:00:00,22.8,62.1,4.94,13.74,18.7,,9.86,0.0,37.87,0.04,0.28,0.8,1.38,,50.43,0.37,195.0,
2018-07-01 17:00:00,2018-07-01 18:00:00,24.6,64.6,5.22,15.96,21.22,,9.84,0.0,31.16,0.04,0.27,0.81,1.4,,52.3,0.34,165.2,
2018-07-01 18:00:00,2018-07-01 19:00:00,,,,,,,,,,,,,,,,,,
2018-07-01 19:00:00,2018-07-01 20:00:00,25.0,65.0,75.85,,61.8,,12.31,0.0,1.55,0.0,0.0,,,,62.0,0.3,198.0,
2018-07-01 20:00:00,2018-07-01 21:00:00,925.0,927.5,17.28,29.79,46.76,,10.19,0.0,7.25,0.0,0.0,,,,65.89,0.3,198.0,
2018-07-01 21:00:00,2018-07-01 22:00:00,111.44,162.81,9.59,27.44,37.02,,10.06,0.0,10.35,0.0,0.0,,,,71.51,0.31,199.0,
2018-07-01 22:00:00,2018-07-01 23:00:00,907.67,911.92,4.51,14.82,19.33,0.53,9.48,0.0,13.17,0.0,0.0,,,,74.39,0.31,226.27,
2018-07-01 23:00:00,2018-07-02 00:00:00,25.78,55.0,3.88,15.91,19.8,1.97,9.38,0.0,11.28,0.0,0.0,,,,79.17,0.3,195.94,
2018-07-02 00:00:00,2018-07-02 01:00:00,33.0,54.0,9.32,18.97,28.29,1.34,9.44,0.0,8.03,0.0,0.0,,,,80.13,0.37,170.97,
2018-07-02 01:00:00,2018-07-02 02:00:00,24.75,46.0,7.38,15.05,22.41,0.88,9.17,0.0,9.51,0.0,0.0,,,,80.04,0.39,211.94,
2018-07-02 02:00:00,2018-07-02 03:00:00,16.5,24.0,6.68,13.17,19.83,0.5,9.48,0.0,9.7,0.0,0.0,,,,79.86,0.36,114.02,
2018-07-02 03:00:00,2018-07-02 04:00:00,14.67,24.0,6.57,11.38,17.91,0.11,9.5,0.0,10.16,0.0,0.0,,,,79.72,0.38,177.37,
2018-07-02 04:00:00,2018-07-02 05:00:00,16.5,22.0,6.03,10.59,16.61,,9.47,0.0,12.84,0.0,0.0,,,,81.12,0.37,192.49,
2018-07-02 05:00:00,2018-07-02 06:00:00,15.58,25.0,5.69,8.79,14.51,0.41,9.73,0.0,12.32,0.0,0.0,,,,82.72,0.34,194.03,
2018-07-02 06:00:00,2018-07-02 07:00:00,4.58,18.0,7.91,9.75,17.7,0.91,9.96,0.0,12.92,0.0,0.0,,,,84.11,0.38,163.24,
2018-07-02 07:00:00,2018-07-02 08:00:00,7.33,21.0,8.56,9.33,17.91,0.33,10.04,0.0,16.26,0.0,0.0,,,,81.01,0.42,175.92,
2018-07-02 08:00:00,2018-07-02 09:00:00,12.83,26.0,7.75,9.35,17.1,,10.03,0.0,20.39,0.0,0.0,,,,73.97,0.4,206.36,
2018-07-02 09:00:00,2018-07-02 10:00:00,15.58,33.0,6.3,9.88,16.22,,9.96,0.0,29.53,0.0,0.0,,,,63.6,0.4,143.89,
2018-07-02 10:00:00,2018-07-02 11:00:00,12.83,30.0,4.29,9.92,14.22,,9.91,0.0,38.3,0.0,0.0,,,,57.5,0.4,162.64,
2018-07-02 11:00:00,2018-07-02 12:00:00,12.83,40.0,3.36,10.92,14.27,,9.94,0.0,49.48,0.0,0.0,,,,54.79,0.4,182.4,
2018-07-02 12:00:00,2018-07-02 13:00:00,16.0,41.25,3.83,10.85,14.68,,9.93,0.0,48.61,0.0,0.0,,,,51.95,0.38,190.61,
2018-07-02 13:00:00,2018-07-02 14:00:00,19.0,46.75,4.15,9.86,13.99,,9.97,0.0,44.96,0.0,0.0,,,,47.4,0.4,190.68,
2018-07-02 14:00:00,2018-07-02 15:00:00,17.42,39.0,3.53,10.01,13.54,,9.83,0.0,48.68,0.0,0.0,,,,46.59,0.4,188.03,
2018-07-02 15:00:00,2018-07-02 16:00:00,24.0,47.67,3.68,10.94,14.62,,9.71,0.0,50.14,0.0,0.0,,,,43.49,0.4,175.94,
2018-07-02 16:00:00,2018-07-02 17:00:00,21.0,38.5,3.89,11.51,15.42,,9.71,0.0,44.36,0.0,0.0,,,,46.6,0.42,165.93,
2018-07-02 17:00:00,2018-07-02 18:00:00,21.0,40.33,6.41,15.12,21.55,,9.65,0.0,34.49,0.0,0.0,,,,51.86,0.39,178.54,
2018-07-02 18:00:00,2018-07-02 19:00:00,21.0,58.67,5.07,18.15,23.17,,9.67,0.0,30.25,0.0,0.0,,,,60.16,0.41,208.9,
2018-07-02 19:00:00,2018-07-02 20:00:00,20.0,42.17,5.38,14.37,19.76,,9.59,0.0,21.53,0.0,0.0,,,,81.96,0.4,179.52,
2018-07-02 20:00:00,2018-07-02 21:00:00,20.0,24.75,7.21,17.73,24.93,,9.55,0.0,13.42,0.0,0.0,,,,90.02,0.34,94.89,
2018-07-02 21:00:00,2018-07-02 22:00:00,20.0,21.08,8.36,17.35,25.75,,9.51,0.0,10.14,0.0,0.0,,,,89.85,0.32,111.66,
2018-07-02 22:00:00,2018-07-02 23:00:00,18.0,24.75,7.69,15.84,23.53,,9.76,0.0,10.24,0.0,0.0,,,,90.51,0.3,158.17,
2018-07-02 23:00:00,2018-07-03 00:00:00,9.0,17.78,8.98,15.87,24.89,,9.88,0.0,9.53,0.0,0.0,,,,93.31,0.34,183.74,
2018-07-03 00:00:00,2018-07-03 01:00:00,9.0,16.0,6.57,12.24,18.72,,9.92,0.0,12.05,0.0,0.0,,,,95.34,0.36,193.47,
2018-07-03 01:00:00,2018-07-03 02:00:00,5.0,9.17,4.72,8.68,13.38,0.1,9.94,0.0,13.1,0.0,0.0,,,,93.7,0.36,216.79,
2018-07-03 02:00:00,2018-07-03 03:00:00,16.0,23.83,5.61,9.85,15.43,,10.0,0.0,11.67,0.0,0.0,,,,95.36,0.3,136.12,
2018-07-03 03:00:00,2018-07-03 04:00:00,15.0,24.75,5.21,7.98,13.19,,10.0,0.0,10.69,0.0,0.0,,,,95.41,0.31,179.19,
2018-07-03 04:00:00,2018-07-03 05:00:00,24.0,30.25,7.68,12.59,20.25,,10.0,0.0,6.8,0.0,0.0,,,,95.99,0.3,185.1,
2018-07-03 05:00:00,2018-07-03 06:00:00,22.0,31.17,10.21,13.04,23.24,,9.98,0.0,8.49,0.0,0.0,,,,95.33,0.34,133.9,
2018-07-03 06:00:00,2018-07-03 07:00:00,14.0,24.75,10.93,12.59,23.49,,10.07,0.0,12.34,0.0,0.0,,,,88.9,0.33,122.3,
2018-07-03 07:00:00,2018-07-03 08:00:00,21.0,29.33,11.17,12.41,23.56,,9.75,0.0,13.44,0.0,0.0,,,,82.5,0.38,185.85,
2018-07-03 08:00:00,2018-07-03 09:00:00,28.0,34.83,9.85,10.92,20.78,,9.61,0.0,14.12,0.0,0.0,,,,77.82,0.39,154.4,
2018-07-03 09:00:00,2018-07-03 10:00:00,29.0,46.75,7.95,10.22,18.15,,9.49,0.0,18.42,0.0,0.0,,,,71.37,0.41,169.26,
2018-07-03 10:00:00,2018-07-03 11:00:00,29.0,42.17,5.54,8.89,14.41,,9.43,0.0,23.3,0.0,0.0,,,,66.07,0.46,165.9,
