From Date,To Date,PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm)
2020-11-15 17:00:00,2020-11-15 18:00:00,16.25,3.1,6.4,6.75,,4.93,0.3,55.26,,,,,38.95,72.75,3.53,200.0,,809.5,,
2020-11-15 18:00:00,2020-11-15 19:00:00,31.0,7.4,8.8,6.6,,5.05,0.45,47.44,,,,,39.07,77.0,2.08,186.25,,813.5,,
2020-11-15 19:00:00,2020-11-15 20:00:00,59.5,16.05,1.6,11.65,,5.1,0.5,37.37,,,,,39.15,79.75,1.82,197.25,,815.0,,
2020-11-15 20:00:00,2020-11-15 21:00:00,64.0,6.6,,5.33,,5.3,0.1,38.23,,,,,39.1,79.25,3.1,207.75,,813.5,,
2020-11-15 21:00:00,2020-11-15 22:00:00,40.25,9.33,6.9,9.57,,5.4,0.14,44.49,,,,,38.95,79.5,2.47,218.0,108.0,785.25,,
2020-11-15 22:00:00,2020-11-15 23:00:00,42.25,3.65,3.15,5.23,,5.45,0.16,45.04,,,,,38.75,85.0,1.62,147.5,205.25,750.0,,
2020-11-15 23:00:00,2020-11-16 00:00:00,19.5,2.8,7.2,5.22,,5.5,0.07,43.29,,,,,38.83,85.5,4.58,219.75,54.75,782.0,,
2020-11-16 00:00:00,2020-11-16 01:00:00,18.75,3.45,5.55,7.4,,5.0,0.06,45.49,,,,,38.7,86.5,3.23,201.0,51.0,755.75,,
2020-11-16 01:00:00,2020-11-16 02:00:00,12.25,1.77,8.57,5.58,,5.05,0.04,40.02,,,,,38.68,87.0,3.02,196.75,50.0,749.25,,
2020-11-16 02:00:00,2020-11-16 03:00:00,12.75,6.93,4.0,4.13,,5.05,0.01,43.54,,,,,38.68,88.0,2.8,190.75,7.0,797.75,,
2020-11-16 03:00:00,2020-11-16 04:00:00,11.25,6.33,3.37,6.48,,5.25,0.08,34.95,,,,,38.55,88.0,1.25,183.25,,923.5,,
2020-11-16 04:00:00,2020-11-16 05:00:00,9.25,,4.45,6.73,,4.93,0.08,31.86,,,,,38.23,88.0,1.3,169.5,,944.75,,
2020-11-16 05:00:00,2020-11-16 06:00:00,11.25,5.13,4.2,3.67,,5.0,0.07,34.73,,,,,38.3,88.0,2.8,191.75,,979.25,,
2020-11-16 06:00:00,2020-11-16 07:00:00,14.75,7.35,7.0,5.8,,5.05,0.09,32.59,,,,,38.3,88.0,2.52,193.0,59.33,820.0,,
2020-11-16 07:00:00,2020-11-16 08:00:00,14.0,3.7,3.9,5.5,,5.0,0.18,30.51,,,,,38.05,87.75,3.9,201.75,27.0,818.75,,
2020-11-16 08:00:00,2020-11-16 09:00:00,14.0,3.55,2.4,4.0,,4.9,0.1,32.77,,,,,37.77,83.25,7.55,215.0,13.0,806.5,,
2020-11-16 09:00:00,2020-11-16 10:00:00,15.5,6.73,4.2,5.8,,4.83,0.12,30.38,,,,,37.8,81.25,5.4,234.25,85.0,739.75,,
2020-11-16 10:00:00,2020-11-16 11:00:00,24.5,8.5,10.3,9.6,,4.9,0.11,33.07,,,,,37.85,84.25,4.38,241.75,47.75,750.25,,
2020-11-16 11:00:00,2020-11-16 12:00:00,34.5,8.9,5.0,11.35,,4.75,0.3,36.62,,,,,37.12,87.5,6.75,111.5,414.0,785.25,,
2020-11-16 12:00:00,2020-11-16 13:00:00,21.25,5.85,,6.9,,5.07,0.08,37.05,,,,,37.5,89.0,3.0,185.25,385.5,786.5,,
2020-11-16 13:00:00,2020-11-16 14:00:00,17.25,6.85,9.95,8.37,,5.03,0.15,27.25,,,,,37.95,89.0,1.25,230.0,272.0,762.0,,
2020-11-16 14:00:00,2020-11-16 15:00:00,27.5,3.55,12.3,9.03,,5.0,0.21,25.43,,,,,37.88,89.0,1.23,181.25,251.5,754.0,,
2020-11-16 15:00:00,2020-11-16 16:00:00,18.25,9.25,4.3,8.17,,5.0,0.11,22.89,,,,,37.7,89.0,2.25,182.75,276.5,763.75,,
2020-11-16 16:00:00,2020-11-16 17:00:00,12.0,4.0,7.3,14.2,,4.93,0.09,27.61,,,,,37.68,89.0,1.68,160.5,159.0,765.75,,
2020-11-16 17:00:00,2020-11-16 18:00:00,9.0,0.7,7.05,2.8,,4.93,0.09,29.5,,,,,37.75,89.0,2.62,193.25,,895.33,,
2020-11-16 18:00:00,2020-11-16 19:00:00,9.0,,2.15,3.6,,4.72,0.12,30.86,,,,,37.88,89.0,3.28,197.5,,,,
2020-11-16 19:00:00,2020-11-16 20:00:00,9.0,9.3,1.0,9.35,,4.9,0.14,29.5,,,,,37.8,89.0,2.02,196.0,,,,
2020-11-16 20:00:00,2020-11-16 21:00:00,9.25,10.53,13.45,6.15,,4.88,0.07,30.21,,,,,37.65,89.0,1.9,184.75,,,,
2020-11-16 21:00:00,2020-11-16 22:00:00,11.5,12.9,5.3,10.1,,4.78,0.08,24.33,,,,,37.55,89.0,2.25,190.5,,,,
2020-11-16 22:00:00,2020-11-16 23:00:00,17.5,2.63,7.13,4.93,,4.92,0.1,28.03,,,,,37.55,89.0,2.93,200.5,,,,
2020-11-16 23:00:00,2020-11-17 00:00:00,20.5,5.1,7.83,5.3,,5.15,0.07,34.03,,,,,37.6,88.5,3.67,208.25,,972.0,,
2020-11-17 00:00:00,2020-11-17 01:00:00,14.25,1.9,3.53,0.85,,5.0,0.08,32.86,,,,,37.5,88.0,3.2,204.25,,987.25,,
2020-11-17 01:00:00,2020-11-17 02:00:00,9.0,6.05,5.9,7.67,,5.1,0.11,33.94,,,,,37.38,87.25,4.47,214.75,,970.5,,
2020-11-17 02:00:00,2020-11-17 03:00:00,9.5,10.3,4.1,7.25,,5.0,0.11,35.17,,,,,36.88,87.0,4.35,212.75,,,,
2020-11-17 03:00:00,2020-11-17 04:00:00,11.75,4.6,3.4,4.75,,5.05,0.13,34.48,,,,,37.12,87.0,4.08,216.0,,,,
2020-11-17 04:00:00,2020-11-17 05:00:00,14.5,6.6,1.25,6.85,,5.07,0.1,32.02,,,,,37.18,87.0,3.02,211.5,,,,
2020-11-17 05:00:00,2020-11-17 06:00:00,15.5,,4.83,4.6,,4.97,0.09,26.49,,,,,37.05,87.0,3.9,211.5,,1000.0,,
2020-11-17 06:00:00,2020-11-17 07:00:00,13.75,7.53,5.6,8.88,,5.03,0.09,30.24,,,,,37.0,87.0,3.35,198.5,6.0,980.0,,
2020-11-17 07:00:00,2020-11-17 08:00:00,14.0,5.6,1.5,6.35,,4.92,0.08,31.46,,,,,37.0,86.0,3.33,191.25,12.5,967.0,,
2020-11-17 08:00:00,2020-11-17 09:00:00,17.5,10.9,6.1,9.93,,5.33,0.09,29.29,,,,,37.0,85.5,4.1,195.75,51.75,839.75,,
2020-11-17 09:00:00,2020-11-17 10:00:00,18.5,8.25,5.3,7.37,,5.15,0.15,28.91,,,,,37.02,84.75,4.0,203.5,,890.5,,
2020-11-17 10:00:00,2020-11-17 11:00:00,16.5,7.75,1.5,7.15,,5.28,0.12,34.95,,,,,36.88,80.5,5.55,222.75,,768.5,,
2020-11-17 11:00:00,2020-11-17 12:00:00,14.5,3.8,6.63,7.4,,5.25,0.12,40.85,,,,,36.48,83.25,5.6,234.75,29.0,795.75,,
2020-11-17 12:00:00,2020-11-17 13:00:00,11.75,,5.7,1.73,,5.3,0.08,34.42,,,,,36.75,77.25,5.92,240.75,21.33,764.75,,
2020-11-17 13:00:00,2020-11-17 14:00:00,7.5,5.1,4.0,8.37,,5.22,0.07,35.55,,,,,36.7,71.25,5.7,252.25,199.5,704.25,,
2020-11-17 14:00:00,2020-11-17 15:00:00,6.25,4.0,0.5,11.6,,5.22,0.06,33.51,,,,,36.55,69.0,5.15,271.25,430.0,703.25,,
2020-11-17 15:00:00,2020-11-17 16:00:00,8.25,5.13,6.0,8.9,,5.22,0.07,36.75,,,,,37.0,70.5,5.12,256.25,536.25,700.33,,
2020-11-17 16:00:00,2020-11-17 17:00:00,11.25,5.9,4.47,4.15,,5.13,0.07,36.17,,,,,37.38,72.25,3.52,267.75,509.0,700.0,,
2020-11-17 17:00:00,2020-11-17 18:00:00,8.75,3.8,8.4,10.6,,5.12,0.09,31.13,,,,,37.5,78.5,2.58,219.5,230.5,766.0,,
2020-11-17 18:00:00,2020-11-17 19:00:00,10.25,11.0,6.87,10.3,,4.93,0.11,31.88,,,,,37.75,84.25,4.12,224.25,13.0,826.0,,
2020-11-17 19:00:00,2020-11-17 20:00:00,17.0,6.0,,4.38,,5.05,0.11,29.18,,,,,37.52,85.75,3.05,198.5,,755.25,,
2020-11-17 20:00:00,2020-11-17 21:00:00,18.25,6.87,4.3,8.75,,4.73,0.07,30.09,,,,,37.55,86.75,2.7,200.5,,774.25,,
2020-11-17 21:00:00,2020-11-17 22:00:00,18.5,5.0,0.5,6.13,,4.75,0.08,28.23,,,,,37.32,87.0,2.83,191.25,,809.5,,
2020-11-17 22:00:00,2020-11-17 23:00:00,7.5,4.5,2.0,4.07,,4.53,0.07,31.73,,,,,37.2,87.0,2.5,187.75,42.5,798.25,,
2020-11-17 23:00:00,2020-11-18 00:00:00,6.75,10.2,1.77,5.65,,4.38,0.06,31.23,,,,,36.88,87.25,3.5,136.75,256.75,794.5,,
2020-11-18 00:00:00,2020-11-18 01:00:00,9.75,,8.87,5.03,,5.07,0.11,39.99,,,,,33.95,89.0,3.88,133.75,289.75,819.75,,
2020-11-18 01:00:00,2020-11-18 02:00:00,13.5,13.35,6.37,11.85,,5.18,0.1,32.27,,,,,35.97,89.0,2.65,93.5,309.5,807.5,,
2020-11-18 02:00:00,2020-11-18 03:00:00,17.5,5.3,9.1,8.67,,5.15,0.09,36.21,,,,,35.95,89.0,2.67,170.0,166.75,786.0,,
2020-11-18 03:00:00,2020-11-18 04:00:00,13.75,9.35,7.47,8.35,,5.38,0.1,36.03,,,,,36.9,89.0,2.6,192.75,49.0,781.5,,
2020-11-18 04:00:00,2020-11-18 05:00:00,7.25,4.9,6.77,5.62,,5.47,0.05,39.51,,,,,37.07,89.0,2.02,190.75,47.75,851.5,,
2020-11-18 05:00:00,2020-11-18 06:00:00,8.25,3.93,5.43,7.1,,5.28,0.07,35.99,,,,,37.0,89.25,2.08,187.75,94.75,865.5,,
2020-11-18 06:00:00,2020-11-18 07:00:00,8.25,4.45,,3.9,,5.17,0.16,36.9,,,,,36.98,89.75,1.85,183.75,34.0,867.25,,
2020-11-18 07:00:00,2020-11-18 08:00:00,6.5,6.27,2.0,7.03,,5.22,0.18,34.31,,,,,37.02,89.0,1.45,193.5,,948.0,,
2020-11-18 08:00:00,2020-11-18 09:00:00,12.75,9.1,8.05,9.65,,5.0,0.12,35.84,,,,,37.1,86.0,2.08,183.25,,801.67,,
2020-11-18 09:00:00,2020-11-18 10:00:00,20.5,9.03,2.85,5.07,,5.22,0.08,30.09,,,,,37.15,79.25,4.08,205.75,125.0,703.0,,
2020-11-18 10:00:00,2020-11-18 11:00:00,2.25,7.65,13.0,4.3,,5.25,0.08,36.45,,,,,36.95,72.5,4.78,217.5,376.5,706.25,,
2020-11-18 11:00:00,2020-11-18 12:00:00,7.0,5.1,6.6,5.97,,5.33,0.09,33.22,,,,,37.2,66.5,5.5,232.0,471.25,733.75,,
2020-11-18 12:00:00,2020-11-18 13:00:00,9.5,4.0,6.7,5.07,,5.13,0.09,34.8,,,,,37.55,62.25,5.17,250.25,508.0,799.0,,
2020-11-18 13:00:00,2020-11-18 14:00:00,7.0,4.0,4.63,8.2,,5.05,0.08,36.07,,,,,37.67,58.25,4.45,247.5,545.25,808.0,,
2020-11-18 14:00:00,2020-11-18 15:00:00,5.0,4.1,4.05,3.7,,5.08,0.08,36.14,,,,,37.9,60.5,3.73,254.75,625.75,718.0,,
2020-11-18 15:00:00,2020-11-18 16:00:00,8.5,2.85,9.57,6.9,,5.08,0.09,37.11,,,,,38.05,63.5,3.23,268.0,623.5,709.0,,
2020-11-18 16:00:00,2020-11-18 17:00:00,10.0,1.6,8.45,9.1,,5.03,0.09,36.23,,,,,38.23,68.75,2.85,278.75,609.25,704.67,,
2020-11-18 17:00:00,2020-11-18 18:00:00,11.5,5.9,4.35,8.53,,5.0,0.28,34.0,,,,,38.3,74.0,0.87,175.75,136.75,880.25,,
2020-11-18 18:00:00,2020-11-18 19:00:00,21.25,16.5,3.6,20.8,,5.05,0.79,23.07,,,,,38.4,77.25,0.8,240.0,3.0,833.0,,
2020-11-18 19:00:00,2020-11-18 20:00:00,37.5,6.3,7.47,13.6,,5.15,0.36,25.36,,,,,38.35,81.0,2.98,50.5,8.75,831.0,,
2020-11-18 20:00:00,2020-11-18 21:00:00,37.25,10.15,3.5,11.12,,5.17,0.11,33.05,,,,,37.85,84.0,2.07,95.25,4.75,803.5,,
2020-11-18 21:00:00,2020-11-18 22:00:00,30.75,8.4,5.15,11.18,,5.05,0.14,24.13,,,,,38.1,85.0,1.15,167.25,,877.0,,
2020-11-18 22:00:00,2020-11-18 23:00:00,24.5,4.47,4.25,6.75,,5.2,0.09,24.56,,,,,38.32,85.75,1.07,162.25,,928.0,,
2020-11-18 23:00:00,2020-11-19 00:00:00,15.5,1.7,7.1,6.77,,5.28,0.07,26.87,,,,,38.3,86.0,1.75,172.0,85.0,902.0,,
2020-11-19 00:00:00,2020-11-19 01:00:00,11.5,11.95,2.5,8.58,,5.17,0.02,37.57,,,,,38.03,83.5,4.53,263.0,58.0,853.5,,
2020-11-19 01:00:00,2020-11-19 02:00:00,12.75,3.6,7.33,6.73,,5.28,0.03,35.6,,,,,37.73,84.0,4.78,120.5,133.5,787.75,,
2020-11-19 02:00:00,2020-11-19 03:00:00,13.75,6.05,5.43,7.23,,5.05,0.02,30.71,,,,,37.2,86.25,3.67,88.75,13.0,788.75,,
2020-11-19 03:00:00,2020-11-19 04:00:00,17.0,7.8,6.93,5.2,,5.4,0.06,29.64,,,,,37.35,87.25,3.27,177.5,86.5,769.5,,
2020-11-19 04:00:00,2020-11-19 05:00:00,9.75,3.8,8.85,6.93,,4.67,0.02,36.84,,,,,37.65,88.0,5.63,224.5,239.75,805.5,,
2020-11-19 05:00:00,2020-11-19 06:00:00,5.0,1.7,8.35,3.03,,4.7,0.01,35.95,,,,,37.27,88.75,6.55,226.25,237.75,801.25,,
2020-11-19 06:00:00,2020-11-19 07:00:00,2.25,8.05,2.5,6.67,,4.57,0.04,40.23,,,,,37.2,88.5,5.23,224.25,106.5,785.75,,
2020-11-19 07:00:00,2020-11-19 08:00:00,3.5,,,4.33,,4.7,0.08,34.95,,,,,37.52,87.25,3.65,211.0,,869.5,,
2020-11-19 08:00:00,2020-11-19 09:00:00,6.25,3.8,7.72,9.27,,4.8,0.08,30.64,,,,,37.65,85.25,3.65,212.5,,1000.0,,
2020-11-19 09:00:00,2020-11-19 10:00:00,9.75,8.75,,6.25,,4.8,0.09,31.49,,,,,37.55,81.0,5.17,219.5,,815.75,,
2020-11-19 10:00:00,2020-11-19 11:00:00,9.0,5.8,8.87,5.12,,5.03,0.08,30.12,,,,,37.52,74.5,4.97,215.25,405.25,710.25,,
2020-11-19 11:00:00,2020-11-19 12:00:00,8.5,1.9,8.83,7.35,,4.9,0.07,34.88,,,,,37.1,73.0,6.22,219.25,525.75,706.5,,
2020-11-19 12:00:00,2020-11-19 13:00:00,7.0,1.5,8.07,4.8,,5.03,0.06,32.33,,,,,37.0,68.25,5.5,221.0,539.0,715.0,,
2020-11-19 13:00:00,2020-11-19 14:00:00,7.25,6.97,12.2,8.0,,5.1,0.11,33.92,,,,,37.12,69.0,5.05,218.5,576.25,733.0,,
2020-11-19 14:00:00,2020-11-19 15:00:00,11.5,4.2,3.6,6.3,,5.0,0.15,30.61,,,,,37.48,67.5,5.97,220.5,604.75,767.75,,
2020-11-19 15:00:00,2020-11-19 16:00:00,19.25,2.05,4.1,4.87,,5.15,0.12,35.55,,,,,38.1,68.25,5.62,229.5,679.75,760.75,,
2020-11-19 16:00:00,2020-11-19 17:00:00,10.75,4.03,11.9,6.65,,4.8,0.07,36.14,,,,,38.23,70.75,4.1,228.75,637.75,753.75,,
2020-11-19 17:00:00,2020-11-19 18:00:00,9.75,,6.5,4.9,,4.83,0.1,33.72,,,,,38.6,73.5,2.05,214.25,630.5,766.5,,
2020-11-19 18:00:00,2020-11-19 19:00:00,11.0,8.95,9.9,7.13,,4.65,0.24,25.8,,,,,38.82,79.25,1.3,191.5,591.0,813.25,,
2020-11-19 19:00:00,2020-11-19 20:00:00,22.0,6.37,6.8,10.4,,4.8,0.28,23.12,,,,,38.88,81.5,1.25,188.25,561.25,766.0,,
2020-11-19 20:00:00,2020-11-19 21:00:00,42.75,17.83,6.93,17.13,,4.93,0.35,18.93,,,,,38.95,83.25,0.85,180.75,546.25,722.25,,
2020-11-19 21:00:00,2020-11-19 22:00:00,55.0,13.7,7.7,14.03,,4.85,0.19,20.74,,,,,38.92,84.75,1.05,179.25,504.0,713.0,,
2020-11-19 22:00:00,2020-11-19 23:00:00,39.5,8.53,2.4,8.43,,4.85,0.17,22.2,,,,,38.9,86.0,0.93,179.25,479.75,711.0,,
2020-11-19 23:00:00,2020-11-20 00:00:00,33.75,7.7,5.65,10.35,,5.05,0.11,21.04,,,,,38.8,87.0,1.1,175.0,533.5,706.5,,
2020-11-20 00:00:00,2020-11-20 01:00:00,23.25,5.97,4.9,7.97,,4.67,0.15,23.52,,,,,38.7,87.0,1.18,177.0,607.75,704.75,,
2020-11-20 01:00:00,2020-11-20 02:00:00,27.5,8.72,7.7,7.97,,4.72,0.08,23.47,,,,,38.68,87.5,1.52,177.25,594.5,707.75,,
2020-11-20 02:00:00,2020-11-20 03:00:00,19.5,7.3,11.1,8.22,,4.67,0.07,23.5,,,,,38.6,88.0,1.77,176.0,528.0,707.75,,
2020-11-20 03:00:00,2020-11-20 04:00:00,19.0,0.8,6.57,9.7,,4.75,0.07,23.15,,,,,38.65,88.0,2.0,185.5,518.25,706.0,,
2020-11-20 04:00:00,2020-11-20 05:00:00,22.25,5.15,3.77,4.87,,4.57,0.15,27.82,,,,,38.62,87.5,2.73,199.75,534.25,706.25,,
2020-11-20 05:00:00,2020-11-20 06:00:00,23.5,6.28,6.4,7.38,,4.5,0.14,28.7,,,,,38.45,87.0,2.8,205.25,491.0,706.25,,
2020-11-20 06:00:00,2020-11-20 07:00:00,23.5,5.35,9.3,8.32,,4.73,0.21,28.04,,,,,38.43,86.5,2.5,198.75,529.5,706.5,,
2020-11-20 07:00:00,2020-11-20 08:00:00,21.25,8.0,8.97,9.7,,4.5,0.17,27.86,,,,,38.4,80.5,3.5,198.5,723.0,741.5,,
2020-11-20 08:00:00,2020-11-20 09:00:00,29.0,3.9,11.6,5.03,,5.2,0.12,31.25,,,,,38.27,75.0,4.53,203.75,,788.0,,
2020-11-20 09:00:00,2020-11-20 10:00:00,28.5,4.5,10.4,6.1,,5.2,0.07,34.42,,,,,37.98,69.5,5.38,214.25,,805.25,,
2020-11-20 10:00:00,2020-11-20 11:00:00,18.0,7.8,8.8,2.7,,5.0,0.02,33.45,,,,,37.25,66.0,5.6,211.25,,801.75,,
2020-11-20 11:00:00,2020-11-20 12:00:00,17.75,11.4,5.83,15.2,,5.12,0.08,39.75,,,,,37.33,64.0,5.47,215.5,,802.0,,
2020-11-20 12:00:00,2020-11-20 13:00:00,20.25,6.12,8.33,7.55,,4.63,0.08,37.04,,,,,37.58,63.75,4.83,225.25,,802.5,,
2020-11-20 13:00:00,2020-11-20 14:00:00,25.75,,5.0,,,4.53,0.08,38.44,,,,,37.83,71.0,7.47,229.25,,795.0,,
2020-11-20 14:00:00,2020-11-20 15:00:00,12.5,8.3,,5.87,,4.67,0.1,37.55,,,,,37.48,78.25,4.72,209.75,,732.5,,
2020-11-20 15:00:00,2020-11-20 16:00:00,12.75,9.0,7.2,9.5,,4.78,0.07,42.59,,,,,37.32,80.75,6.0,220.5,395.0,764.25,,
2020-11-20 16:00:00,2020-11-20 17:00:00,16.25,6.45,10.9,,,5.7,0.12,36.06,,,,,37.67,83.5,2.08,214.25,58.25,916.5,,
2020-11-20 17:00:00,2020-11-20 18:00:00,11.5,3.4,9.6,4.6,,5.62,0.14,32.41,,,,,37.98,83.25,1.0,214.75,,774.25,,
2020-11-20 18:00:00,2020-11-20 19:00:00,17.0,5.37,3.6,8.7,,5.7,0.29,26.91,,,,,38.07,84.5,1.2,212.25,,747.5,,
2020-11-20 19:00:00,2020-11-20 20:00:00,26.75,8.5,,8.63,,5.82,0.29,27.38,,,,,38.15,85.0,2.0,226.75,,753.5,,
2020-11-20 20:00:00,2020-11-20 21:00:00,20.5,4.6,5.4,9.55,,4.53,0.06,37.38,,,,,38.1,81.75,3.48,240.25,,746.25,,
2020-11-20 21:00:00,2020-11-20 22:00:00,22.0,7.9,10.67,7.75,,4.42,0.09,35.24,,,,,38.05,81.25,2.23,219.25,,745.5,,
2020-11-20 22:00:00,2020-11-20 23:00:00,22.75,8.87,10.7,3.7,,4.38,0.07,32.89,,,,,38.1,80.25,2.77,205.25,13.0,753.25,,
2020-11-20 23:00:00,2020-11-21 00:00:00,25.5,,7.13,6.3,,4.47,0.03,37.49,,,,,37.93,77.0,3.9,211.25,85.25,719.0,,
2020-11-21 00:00:00,2020-11-21 01:00:00,26.25,4.3,11.1,8.65,,4.87,0.08,39.82,,,,,37.8,76.25,3.52,203.5,353.5,,,
2020-11-21 01:00:00,2020-11-21 02:00:00,23.5,6.23,4.6,7.23,,5.0,0.1,36.27,,,,,37.8,79.25,3.0,195.0,487.75,,,
2020-11-21 02:00:00,2020-11-21 03:00:00,23.0,6.45,,5.13,,5.05,0.11,32.73,,,,,37.7,80.75,2.17,176.25,500.75,,,
2020-11-21 03:00:00,2020-11-21 04:00:00,23.5,5.03,8.3,8.2,,5.08,0.15,34.62,,,,,37.75,81.0,2.88,184.0,537.0,,,
2020-11-21 04:00:00,2020-11-21 05:00:00,18.0,6.43,6.7,7.45,,5.03,0.13,34.28,,,,,37.65,81.0,2.6,181.0,529.25,,,
2020-11-21 05:00:00,2020-11-21 06:00:00,24.25,6.1,4.2,,,5.07,0.16,35.01,,,,,37.52,81.0,2.88,185.25,555.75,,,
2020-11-21 06:00:00,2020-11-21 07:00:00,26.25,0.7,5.9,,,4.88,0.19,36.71,,,,,37.5,80.0,3.7,190.75,541.5,709.33,,
2020-11-21 07:00:00,2020-11-21 08:00:00,30.75,1.35,7.85,4.3,,4.75,0.14,37.12,,,,,37.33,75.0,4.57,201.25,588.5,731.5,,
2020-11-21 08:00:00,2020-11-21 09:00:00,33.0,9.88,6.5,11.65,,4.6,0.07,38.77,,,,,36.95,71.5,5.53,204.5,749.5,750.25,,
2020-11-21 09:00:00,2020-11-21 10:00:00,32.25,7.7,0.65,5.3,,4.55,0.07,46.21,,,,,36.58,68.25,6.67,209.75,847.0,781.75,,
2020-11-21 10:00:00,2020-11-21 11:00:00,29.5,8.2,4.47,11.7,,4.57,0.05,49.12,,,,,36.58,65.0,6.58,210.25,,797.0,,
2020-11-21 11:00:00,2020-11-21 12:00:00,28.5,7.43,6.43,7.75,,4.7,0.07,43.55,,,,,36.92,59.0,6.07,213.25,,799.5,,
2020-11-21 12:00:00,2020-11-21 13:00:00,29.5,4.5,5.1,6.7,,4.73,0.09,46.12,,,,,37.15,51.75,6.08,211.25,,800.0,,
2020-11-21 13:00:00,2020-11-21 14:00:00,28.0,6.3,11.0,3.4,,4.8,0.08,47.17,,,,,37.27,47.5,6.4,217.75,,801.0,,
2020-11-21 14:00:00,2020-11-21 15:00:00,26.75,6.4,5.8,,,4.67,0.09,51.97,,,,,37.48,50.5,5.33,230.0,,801.5,,
2020-11-21 15:00:00,2020-11-21 16:00:00,24.25,3.1,6.3,7.8,,4.8,0.11,56.36,,,,,38.03,52.25,4.85,238.25,,804.0,,
2020-11-21 16:00:00,2020-11-21 17:00:00,29.5,3.4,8.8,5.85,,4.87,0.08,59.58,,,,,38.33,53.75,4.1,238.5,,805.25,,
2020-11-21 17:00:00,2020-11-21 18:00:00,35.0,,9.1,6.65,,4.8,0.11,58.75,,,,,38.55,57.5,3.17,230.25,,806.0,,
2020-11-21 18:00:00,2020-11-21 19:00:00,40.5,7.97,0.7,9.25,,4.9,0.19,54.7,,,,,38.6,65.25,2.45,226.25,,806.75,,
2020-11-21 19:00:00,2020-11-21 20:00:00,49.75,5.9,7.4,9.7,,5.03,0.34,47.13,,,,,38.75,68.75,2.15,233.5,,807.75,,
2020-11-21 20:00:00,2020-11-21 21:00:00,52.25,6.0,4.9,5.55,,5.4,0.08,62.14,,,,,38.73,71.25,3.62,232.25,,807.0,,
2020-11-21 21:00:00,2020-11-21 22:00:00,42.0,2.7,4.53,4.0,,5.23,0.05,63.19,,,,,38.7,71.5,3.72,229.0,,807.0,,
2020-11-21 22:00:00,2020-11-21 23:00:00,35.5,9.45,4.4,13.05,,5.3,0.02,59.38,,,,,38.58,72.0,4.33,224.25,,806.5,,
2020-11-21 23:00:00,2020-11-22 00:00:00,34.5,5.2,9.47,5.1,,5.25,0.02,59.81,,,,,38.42,74.0,4.08,217.5,,806.0,,
2020-11-22 00:00:00,2020-11-22 01:00:00,35.75,2.8,3.7,4.55,,5.07,0.09,55.35,,,,,38.45,77.5,3.35,213.5,,806.5,,
2020-11-22 01:00:00,2020-11-22 02:00:00,34.0,8.13,4.4,2.6,,5.05,0.08,51.34,,,,,38.5,80.25,3.03,203.0,,806.75,,
2020-11-22 02:00:00,2020-11-22 03:00:00,32.75,6.0,4.9,7.5,,4.97,0.1,51.46,,,,,38.4,82.5,2.83,188.5,976.33,807.75,,
2020-11-22 03:00:00,2020-11-22 04:00:00,39.0,2.3,5.8,10.5,,5.1,0.1,44.88,,,,,38.4,83.0,2.45,187.0,938.5,808.0,,
2020-11-22 04:00:00,2020-11-22 05:00:00,45.0,4.35,4.9,5.6,,5.03,0.09,43.82,,,,,38.32,83.25,1.7,177.5,875.25,807.75,,
2020-11-22 05:00:00,2020-11-22 06:00:00,51.25,4.95,4.9,4.3,,4.88,0.1,40.94,,,,,38.02,84.25,1.98,188.75,839.0,806.0,,
2020-11-22 06:00:00,2020-11-22 07:00:00,41.75,5.1,5.8,,,5.03,0.13,38.32,,,,,37.98,84.75,2.27,189.25,813.25,802.25,,
2020-11-22 07:00:00,2020-11-22 08:00:00,40.0,8.23,4.6,15.8,,4.95,0.14,40.74,,,,,37.98,79.75,3.1,197.0,900.5,804.0,,
2020-11-22 08:00:00,2020-11-22 09:00:00,44.0,2.15,5.25,,,4.77,0.08,46.83,,,,,37.98,69.5,4.6,196.0,,803.5,,
2020-11-22 09:00:00,2020-11-22 10:00:00,39.5,9.25,6.17,5.45,,4.95,0.07,45.89,,,,,37.88,59.0,5.38,197.5,,803.0,,
2020-11-22 10:00:00,2020-11-22 11:00:00,42.75,6.1,6.7,,,5.03,0.05,50.98,,,,,37.8,54.25,5.67,201.75,,803.0,,
2020-11-22 11:00:00,2020-11-22 12:00:00,37.5,1.9,0.8,,,4.97,0.04,54.98,,,,,37.82,51.75,4.9,199.0,,803.0,,
2020-11-22 12:00:00,2020-11-22 13:00:00,33.5,3.7,3.5,4.05,,4.63,0.09,57.64,,,,,38.12,44.25,4.0,187.25,,804.25,,
2020-11-22 13:00:00,2020-11-22 14:00:00,67.75,5.4,5.6,5.95,,4.65,0.06,60.6,,,,,38.3,38.75,5.5,204.0,,805.0,,
2020-11-22 14:00:00,2020-11-22 15:00:00,133.25,8.25,7.23,8.95,,4.67,0.09,64.72,,,,,38.3,42.5,6.35,219.5,,805.0,,
