From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree),RF (mm)
2021-06-22 09:00:00,2021-06-22 10:00:00,97.55,182.16,7.48,3.48,10.96,16.84,4.1,0.76,9.0,2.43,,,2.29,0.51,89.02,1.41,265.56,,,28.37,0.0
2021-06-22 10:00:00,2021-06-22 11:00:00,96.53,182.7,7.72,3.67,11.39,17.46,4.36,0.66,10.75,2.33,,,2.29,0.52,78.4,1.82,268.78,,,29.27,0.0
2021-06-22 11:00:00,2021-06-22 12:00:00,97.34,185.11,6.96,3.75,10.72,16.39,4.33,0.67,13.0,2.42,,,2.16,0.51,70.07,1.58,283.43,,,30.47,0.0
2021-06-22 12:00:00,2021-06-22 13:00:00,98.01,181.77,6.81,3.49,10.3,16.09,4.01,0.84,14.25,2.3,,,2.26,0.5,69.01,1.35,285.56,,,30.78,0.0
2021-06-22 13:00:00,2021-06-22 14:00:00,68.9,123.48,6.85,3.46,10.31,16.31,3.63,0.99,15.5,2.48,,,2.15,0.52,97.03,1.95,225.28,,,25.52,0.0
2021-06-22 14:00:00,2021-06-22 15:00:00,42.67,71.35,7.25,3.5,10.75,16.73,4.21,0.76,14.25,2.37,,,2.24,0.51,99.33,0.57,118.62,,,24.8,0.0
2021-06-22 15:00:00,2021-06-22 16:00:00,67.64,112.69,7.52,3.48,10.99,16.72,4.29,0.96,12.0,2.43,,,2.15,0.51,99.3,0.94,126.56,,,25.58,0.0
2021-06-22 16:00:00,2021-06-22 17:00:00,95.18,166.91,7.64,3.73,11.37,17.2,4.26,1.54,8.0,2.35,,,2.14,0.5,98.69,0.8,149.74,,,26.61,0.0
2021-06-22 17:00:00,2021-06-22 18:00:00,101.79,183.98,7.14,3.6,10.73,16.45,4.14,1.01,9.0,2.35,,,2.23,0.52,86.02,0.78,153.94,,,27.88,0.0
2021-06-22 18:00:00,2021-06-22 19:00:00,103.52,180.66,7.83,3.57,11.39,17.32,4.35,1.01,9.5,2.36,,,2.29,0.51,85.8,0.4,164.41,,,28.02,0.0
2021-06-22 19:00:00,2021-06-22 20:00:00,107.16,190.44,7.48,3.47,10.96,16.77,4.27,1.79,10.25,2.22,,,2.24,0.51,93.12,0.63,159.74,,,27.59,0.0
2021-06-22 20:00:00,2021-06-22 21:00:00,95.71,170.05,6.71,3.46,10.17,16.36,4.44,1.26,7.25,2.35,,,2.27,0.5,95.86,0.93,168.46,,,27.42,0.0
2021-06-22 21:00:00,2021-06-22 22:00:00,90.3,159.21,8.04,3.28,10.72,16.04,4.46,0.78,8.0,2.28,,,2.16,0.5,97.27,0.91,167.3,,,27.4,0.0
2021-06-22 22:00:00,2021-06-22 23:00:00,77.92,136.27,,,,,4.04,0.62,8.0,2.38,,,2.21,0.5,99.0,0.84,152.31,,,27.24,0.0
2021-06-22 23:00:00,2021-06-23 00:00:00,77.32,133.34,,,,,4.01,0.67,8.0,2.42,,,2.12,0.49,99.19,0.71,176.98,,,27.05,0.0
2021-06-23 00:00:00,2021-06-23 01:00:00,71.55,130.09,,,,,3.95,0.59,7.5,2.29,,,2.26,0.52,99.23,0.57,191.28,,,26.89,0.0
2021-06-23 01:00:00,2021-06-23 02:00:00,55.58,96.26,,,,,3.93,0.51,7.0,2.4,,,2.19,0.51,99.28,0.35,213.91,,,26.71,0.0
2021-06-23 02:00:00,2021-06-23 03:00:00,68.81,121.8,,,,,3.7,1.08,8.75,2.31,,,2.21,0.53,99.3,0.75,265.97,,,26.32,0.0
2021-06-23 03:00:00,2021-06-23 04:00:00,71.78,129.06,,,,,3.88,0.54,6.0,2.38,,,2.25,0.49,98.35,0.97,260.06,,,26.51,0.0
2021-06-23 04:00:00,2021-06-23 05:00:00,62.17,109.34,,,,,4.18,0.42,7.0,2.41,,,2.27,0.5,98.97,0.95,248.99,,,26.25,0.0
2021-06-23 05:00:00,2021-06-23 06:00:00,74.05,131.98,,,,,4.21,0.48,6.0,2.37,,,2.2,0.48,99.25,1.02,256.27,,,25.96,0.0
2021-06-23 06:00:00,2021-06-23 07:00:00,90.12,161.06,,,,,4.08,0.54,6.5,2.44,,,2.19,0.51,99.26,0.9,262.81,,,26.15,0.0
2021-06-23 07:00:00,2021-06-23 08:00:00,97.4,174.06,,,,,4.22,0.52,6.75,2.32,,,2.26,0.49,99.22,1.19,258.6,,,26.81,0.0
2021-06-23 08:00:00,2021-06-23 09:00:00,94.03,171.17,,,,,3.97,0.67,7.25,2.37,,,2.25,0.51,95.9,1.42,272.44,,,27.73,0.0
2021-06-23 09:00:00,2021-06-23 10:00:00,91.98,168.78,,,,,4.0,0.76,8.0,2.31,,,2.3,0.51,82.36,1.58,289.24,,,28.92,0.0
2021-06-23 10:00:00,2021-06-23 11:00:00,92.2,167.46,,,,,4.14,0.55,9.75,2.38,,,2.25,0.52,73.21,1.49,291.94,,,30.17,0.0
2021-06-23 11:00:00,2021-06-23 12:00:00,79.36,148.28,7.07,3.54,10.79,16.87,4.13,0.37,12.0,2.27,,,2.23,0.5,70.2,1.21,298.61,,,30.57,0.0
2021-06-23 12:00:00,2021-06-23 13:00:00,84.19,151.69,7.48,3.39,10.86,16.57,4.07,0.41,13.5,2.41,,,2.19,0.49,66.31,1.48,274.62,,,31.48,0.0
2021-06-23 13:00:00,2021-06-23 14:00:00,103.48,190.71,7.19,3.36,10.54,17.02,3.81,0.48,15.25,2.31,,,2.27,0.49,62.57,2.16,269.63,,,31.61,0.0
2021-06-23 14:00:00,2021-06-23 15:00:00,81.17,144.2,7.75,3.58,11.34,16.94,4.39,0.52,16.0,2.46,,,2.3,0.49,59.77,1.49,279.17,,,31.97,0.0
2021-06-23 15:00:00,2021-06-23 16:00:00,88.44,162.7,8.06,3.38,11.45,17.86,4.21,0.89,17.0,2.28,,,2.17,0.52,59.3,1.52,267.39,,,32.47,0.0
2021-06-23 16:00:00,2021-06-23 17:00:00,87.38,159.0,8.31,3.35,11.66,18.07,4.23,0.82,17.75,2.39,,,2.27,0.48,56.1,1.54,255.59,,,32.9,0.0
2021-06-23 17:00:00,2021-06-23 18:00:00,73.22,135.25,7.33,3.71,11.04,16.47,4.31,0.68,20.0,2.32,,,2.23,0.5,55.57,0.73,261.92,,,32.99,0.0
2021-06-23 18:00:00,2021-06-23 19:00:00,77.0,146.27,7.76,3.79,11.55,16.88,4.28,0.56,19.0,2.36,,,2.29,0.51,56.46,0.55,235.54,,,32.76,0.0
2021-06-23 19:00:00,2021-06-23 20:00:00,90.16,166.46,6.96,3.83,10.79,16.2,4.34,0.87,15.5,2.41,,,2.22,0.52,67.03,0.85,163.01,,,31.39,0.0
2021-06-23 20:00:00,2021-06-23 21:00:00,82.52,149.0,7.39,3.75,11.13,17.32,4.13,0.94,12.5,2.29,,,2.26,0.49,79.67,1.38,183.14,,,29.63,0.0
2021-06-23 21:00:00,2021-06-23 22:00:00,74.01,135.47,7.79,3.49,11.28,17.18,4.17,0.74,12.0,2.27,,,2.35,0.53,84.66,1.18,179.63,,,29.16,0.0
2021-06-23 22:00:00,2021-06-23 23:00:00,82.13,149.75,7.72,3.5,11.21,17.1,4.24,1.06,11.5,2.38,,,2.27,0.52,87.36,1.15,191.98,,,28.84,0.0
2021-06-23 23:00:00,2021-06-24 00:00:00,58.76,104.52,7.14,3.63,10.77,17.14,4.32,0.6,10.33,2.35,,,2.24,0.5,91.77,1.07,202.22,,,28.53,0.0
2021-06-24 00:00:00,2021-06-24 01:00:00,58.57,106.65,7.23,3.62,10.85,16.75,3.99,0.72,10.25,2.43,,,2.21,0.49,92.0,1.15,215.0,,,28.06,0.0
2021-06-24 01:00:00,2021-06-24 02:00:00,60.73,111.7,7.5,3.77,11.27,16.79,3.92,0.59,10.0,2.22,,,2.29,0.49,91.78,0.67,226.53,,,27.71,0.0
2021-06-24 02:00:00,2021-06-24 03:00:00,52.54,94.93,8.01,3.73,11.74,17.53,4.17,0.51,9.0,2.33,,,2.11,0.52,94.22,1.0,243.68,,,27.38,0.0
2021-06-24 03:00:00,2021-06-24 04:00:00,52.08,94.33,7.93,3.52,11.45,17.17,4.17,0.35,9.0,2.28,,,2.4,0.5,97.14,0.77,248.66,,,27.17,0.0
2021-06-24 04:00:00,2021-06-24 05:00:00,59.17,106.8,7.64,3.53,11.18,17.1,3.98,0.38,8.25,2.46,,,2.21,0.5,98.84,1.1,256.78,,,27.06,0.0
2021-06-24 05:00:00,2021-06-24 06:00:00,66.26,119.99,7.85,3.52,11.37,17.19,3.86,0.67,7.75,2.29,,,2.29,0.49,99.19,1.02,256.57,,,27.02,0.0
2021-06-24 06:00:00,2021-06-24 07:00:00,68.53,121.9,7.55,3.73,11.28,16.81,4.43,0.51,7.25,2.38,,,2.28,0.49,99.17,1.28,257.33,,,27.19,0.0
2021-06-24 07:00:00,2021-06-24 08:00:00,84.58,152.41,7.84,3.71,11.56,17.74,4.45,0.4,8.25,2.34,,,2.26,0.51,96.45,1.29,261.61,,,27.75,0.0
2021-06-24 08:00:00,2021-06-24 09:00:00,74.28,137.01,7.47,3.47,10.94,17.13,4.28,0.29,9.75,2.42,,,2.23,0.5,87.75,1.5,274.17,,,28.5,0.0
2021-06-24 09:00:00,2021-06-24 10:00:00,70.08,129.5,7.63,3.44,11.07,17.02,4.26,0.38,11.0,2.41,,,2.2,0.51,78.69,1.81,268.08,,,29.42,0.0
2021-06-24 10:00:00,2021-06-24 11:00:00,71.28,133.07,7.47,3.69,11.16,16.88,4.13,0.37,13.25,2.38,,,2.27,0.49,72.93,2.09,263.22,,,30.03,0.0
2021-06-24 11:00:00,2021-06-24 12:00:00,81.31,148.54,7.53,3.48,11.02,16.54,3.85,0.5,16.5,2.32,,,2.29,0.51,67.98,1.69,272.24,,,30.79,0.0
2021-06-24 12:00:00,2021-06-24 13:00:00,82.03,150.36,7.02,3.37,10.38,16.35,4.21,0.3,18.5,2.32,,,2.21,0.5,65.8,1.26,273.23,,,31.09,0.0
2021-06-24 13:00:00,2021-06-24 14:00:00,71.05,127.8,6.78,3.54,10.32,16.3,4.3,0.29,16.0,2.4,,,2.33,0.5,74.53,1.12,282.25,,,30.01,0.0
2021-06-24 14:00:00,2021-06-24 15:00:00,76.12,137.8,7.08,3.2,10.29,16.64,3.99,0.38,16.5,2.3,,,2.22,0.49,75.16,0.99,237.59,,,29.72,0.0
2021-06-24 15:00:00,2021-06-24 16:00:00,82.08,146.4,6.87,3.65,10.52,15.98,3.91,0.4,12.75,2.42,,,2.35,0.49,67.22,0.38,177.38,,,30.98,0.0
2021-06-24 16:00:00,2021-06-24 17:00:00,88.54,158.67,7.52,3.5,11.02,17.01,4.22,0.35,16.25,2.36,,,2.27,0.48,65.01,0.58,203.69,,,31.4,0.0
2021-06-24 17:00:00,2021-06-24 18:00:00,49.12,91.86,7.35,3.48,10.83,16.66,4.14,0.35,16.0,2.37,,,2.35,0.51,93.44,1.79,168.44,,,27.41,0.0
2021-06-24 18:00:00,2021-06-24 19:00:00,22.13,44.0,7.42,3.64,11.06,16.99,3.82,0.81,15.0,2.25,,,2.19,0.49,86.53,1.7,171.95,,,27.52,0.0
2021-06-24 19:00:00,2021-06-24 20:00:00,34.04,63.82,7.77,3.82,11.59,17.19,3.99,0.5,12.75,2.43,,,2.19,0.52,93.42,1.76,174.85,,,27.24,0.0
2021-06-24 20:00:00,2021-06-24 21:00:00,23.64,45.0,7.58,3.36,10.94,16.79,3.99,0.44,17.5,2.36,,,2.16,0.49,98.77,1.72,180.46,,,25.74,0.0
2021-06-24 21:00:00,2021-06-24 22:00:00,20.72,39.69,7.11,3.62,10.73,16.17,4.0,0.31,14.0,2.4,,,2.23,0.5,99.2,1.23,206.09,,,26.05,0.0
2021-06-24 22:00:00,2021-06-24 23:00:00,31.91,58.58,7.6,3.66,11.27,16.82,4.11,0.18,13.5,2.2,,,2.29,0.49,99.2,1.44,182.44,,,26.41,0.0
2021-06-24 23:00:00,2021-06-25 00:00:00,39.25,69.3,7.3,3.57,10.88,16.59,4.21,0.16,11.0,2.42,,,2.31,0.51,99.23,1.05,176.04,,,26.38,0.0
2021-06-25 00:00:00,2021-06-25 01:00:00,56.03,97.34,7.34,3.71,11.05,16.41,4.02,0.17,11.5,2.27,,,2.27,0.51,99.2,1.02,220.85,,,26.36,0.0
2021-06-25 01:00:00,2021-06-25 02:00:00,56.34,103.21,7.44,3.55,10.99,16.93,3.78,0.7,9.25,2.44,,,2.26,0.52,99.24,0.86,236.71,,,26.06,0.0
2021-06-25 02:00:00,2021-06-25 03:00:00,39.07,74.05,7.32,3.61,10.93,16.45,4.07,0.22,10.0,2.39,,,2.28,0.51,99.24,0.79,238.34,,,26.03,0.0
2021-06-25 03:00:00,2021-06-25 04:00:00,20.49,38.68,7.63,3.62,11.25,16.95,4.28,0.06,9.25,2.37,,,2.29,0.51,99.24,0.65,238.15,,,26.08,0.0
2021-06-25 04:00:00,2021-06-25 05:00:00,18.57,33.85,7.63,3.52,11.15,17.04,4.33,0.05,8.25,2.35,,,2.2,0.48,99.25,0.66,242.75,,,26.14,0.0
2021-06-25 05:00:00,2021-06-25 06:00:00,25.2,46.53,7.28,3.63,10.91,16.84,4.32,0.07,7.25,2.36,,,2.33,0.52,99.25,0.69,251.04,,,26.15,0.0
2021-06-25 06:00:00,2021-06-25 07:00:00,32.22,58.89,7.62,3.56,11.18,16.86,4.06,0.07,6.75,2.42,,,2.31,0.49,99.27,0.67,252.07,,,26.16,0.0
2021-06-25 07:00:00,2021-06-25 08:00:00,39.64,73.13,7.98,3.57,11.35,17.59,3.99,0.19,8.67,2.31,,,2.28,0.52,99.17,0.92,255.33,,,26.9,0.0
2021-06-25 08:00:00,2021-06-25 09:00:00,61.74,116.89,7.01,3.38,10.39,16.77,4.2,0.3,8.75,2.5,,,2.11,0.51,90.62,1.41,266.96,,,28.13,0.0
2021-06-25 09:00:00,2021-06-25 10:00:00,48.95,93.45,7.81,3.43,11.25,17.59,4.48,0.15,10.25,2.41,,,2.25,0.48,80.72,1.48,276.44,,,29.27,0.0
2021-06-25 10:00:00,2021-06-25 11:00:00,42.96,81.38,7.47,3.78,11.25,16.98,3.96,0.08,12.75,2.44,,,2.17,0.48,69.98,1.61,274.8,,,30.43,0.0
2021-06-25 11:00:00,2021-06-25 12:00:00,60.58,110.39,7.26,3.49,10.75,16.48,3.94,0.08,16.75,2.28,,,2.17,0.48,65.86,1.77,264.98,,,31.02,0.0
2021-06-25 12:00:00,2021-06-25 13:00:00,61.88,114.92,6.77,3.53,10.3,16.16,4.07,0.1,20.25,2.35,,,2.19,0.48,61.19,1.31,272.0,,,31.87,0.0
2021-06-25 13:00:00,2021-06-25 14:00:00,65.03,121.75,7.31,3.42,10.73,16.66,3.98,0.17,20.25,2.38,,,2.16,0.49,56.37,1.06,257.64,,,33.08,0.0
2021-06-25 14:00:00,2021-06-25 15:00:00,60.49,109.41,7.41,3.52,10.92,16.37,4.01,0.56,21.0,2.29,,,2.24,0.48,56.26,1.47,247.37,,,33.06,0.0
2021-06-25 15:00:00,2021-06-25 16:00:00,54.73,103.12,7.39,3.4,10.8,16.53,3.75,0.27,20.75,2.37,,,2.21,0.52,54.28,1.42,238.28,,,33.54,0.0
2021-06-25 16:00:00,2021-06-25 17:00:00,63.75,119.88,7.44,3.43,10.87,16.45,4.11,0.37,21.5,2.23,,,2.19,0.5,51.72,1.23,221.98,,,33.98,0.0
2021-06-25 17:00:00,2021-06-25 18:00:00,71.63,134.96,7.3,3.72,11.03,16.24,4.06,0.36,23.25,2.32,,,2.18,0.49,51.91,0.97,183.76,,,33.93,0.0
2021-06-25 18:00:00,2021-06-25 19:00:00,61.33,116.05,7.35,3.67,11.02,16.5,3.89,0.4,23.75,2.42,,,2.3,0.49,54.82,1.13,181.99,,,32.89,0.0
2021-06-25 19:00:00,2021-06-25 20:00:00,63.71,119.89,7.44,3.62,11.06,16.78,3.96,0.36,17.5,2.31,,,2.21,0.5,72.5,1.85,177.62,,,30.71,0.0
2021-06-25 20:00:00,2021-06-25 21:00:00,60.4,114.18,7.74,3.67,11.41,16.97,4.26,0.15,15.0,2.35,,,2.26,0.49,80.8,1.82,182.51,,,29.31,0.0
2021-06-25 21:00:00,2021-06-25 22:00:00,63.55,118.78,7.66,3.86,11.51,16.88,4.05,0.82,13.75,2.36,,,2.41,0.51,85.92,1.38,178.91,,,28.87,0.0
2021-06-25 22:00:00,2021-06-25 23:00:00,69.88,131.39,7.21,3.65,10.85,16.38,4.08,0.21,11.5,2.32,,,2.29,0.52,89.65,1.27,175.6,,,28.66,0.0
2021-06-25 23:00:00,2021-06-26 00:00:00,59.89,109.21,7.55,3.67,10.92,17.01,4.28,0.06,10.0,2.35,,,2.22,0.5,93.88,1.09,187.66,,,28.42,0.0
2021-06-26 00:00:00,2021-06-26 01:00:00,61.24,105.64,7.35,3.5,10.84,16.38,4.06,0.01,7.0,2.48,,,2.31,0.5,96.59,0.78,256.18,,,28.14,0.0
2021-06-26 01:00:00,2021-06-26 02:00:00,77.22,135.43,7.66,3.58,11.25,16.62,4.05,0.03,8.0,2.42,,,2.35,0.47,82.73,0.91,273.67,,,28.13,0.0
2021-06-26 02:00:00,2021-06-26 03:00:00,72.59,130.99,7.87,3.59,11.46,17.1,4.12,0.16,8.25,2.42,,,2.26,0.49,80.38,0.71,264.75,,,27.89,0.0
2021-06-26 03:00:00,2021-06-26 04:00:00,45.32,79.82,7.32,3.35,10.67,16.74,4.1,0.42,7.5,2.45,,,2.31,0.49,83.15,0.69,270.12,,,27.48,0.0
2021-06-26 04:00:00,2021-06-26 05:00:00,40.41,73.33,7.41,3.77,11.18,16.9,4.44,0.29,7.75,2.38,,,2.23,0.49,85.12,0.63,269.85,,,27.12,0.0
2021-06-26 05:00:00,2021-06-26 06:00:00,57.21,103.21,7.39,3.65,11.04,16.79,4.79,0.06,7.5,2.39,,,2.21,0.52,86.48,0.64,263.27,,,26.88,0.0
2021-06-26 06:00:00,2021-06-26 07:00:00,60.31,109.73,7.45,3.54,10.99,16.95,3.93,0.29,6.75,2.38,,,2.29,0.51,88.25,0.64,260.87,,,26.89,0.0
2021-06-26 07:00:00,2021-06-26 08:00:00,55.2,100.91,7.47,3.71,11.17,16.7,3.99,0.23,8.0,2.34,,,2.24,0.51,81.81,0.6,214.71,,,27.76,0.0
2021-06-26 08:00:00,2021-06-26 09:00:00,56.62,104.24,7.68,3.71,11.39,17.04,4.19,0.08,10.25,2.33,,,2.19,0.51,74.88,1.25,242.29,,,28.58,0.0
2021-06-26 09:00:00,2021-06-26 10:00:00,55.14,100.82,7.18,3.49,10.67,16.14,4.31,0.08,13.0,2.4,,,2.18,0.5,72.98,1.75,254.23,,,29.36,0.0
2021-06-26 10:00:00,2021-06-26 11:00:00,52.42,102.42,6.93,3.5,10.43,16.31,3.72,0.41,15.25,2.39,,,2.25,0.51,71.91,1.7,249.69,,,29.88,0.0
2021-06-26 11:00:00,2021-06-26 12:00:00,55.5,103.89,6.97,3.75,10.72,16.15,3.64,0.03,18.75,2.34,,,2.26,0.49,63.94,1.4,247.04,,,31.4,0.0
2021-06-26 12:00:00,2021-06-26 13:00:00,53.62,99.9,7.5,3.69,11.18,16.91,4.07,0.0,19.5,2.48,,,2.21,0.52,58.57,1.56,259.69,,,32.07,0.0
2021-06-26 13:00:00,2021-06-26 14:00:00,56.04,102.88,7.7,3.66,11.36,16.84,3.96,0.0,19.0,2.38,,,2.27,0.48,51.47,1.21,254.59,,,33.43,0.0
2021-06-26 14:00:00,2021-06-26 15:00:00,52.62,97.97,8.07,3.44,11.51,17.5,3.9,0.0,20.25,2.26,,,2.2,0.49,48.27,1.04,235.46,,,34.04,0.0
2021-06-26 15:00:00,2021-06-26 16:00:00,45.71,84.62,7.66,3.59,11.25,17.01,3.81,0.0,20.0,2.32,,,2.29,0.49,44.74,1.35,255.69,,,34.37,0.0
2021-06-26 16:00:00,2021-06-26 17:00:00,44.41,80.66,7.05,3.45,10.5,16.43,4.28,0.05,20.0,2.34,,,2.2,0.49,44.89,1.08,259.96,,,34.36,0.0
2021-06-26 17:00:00,2021-06-26 18:00:00,39.99,73.79,6.86,3.77,10.63,16.37,3.98,0.86,19.0,2.41,,,2.3,0.5,45.29,0.96,239.44,,,34.27,0.0
2021-06-26 18:00:00,2021-06-26 19:00:00,44.24,82.32,7.6,3.59,11.19,16.84,4.54,0.36,21.25,2.36,,,2.29,0.5,50.06,0.91,203.63,,,33.55,0.0
2021-06-26 19:00:00,2021-06-26 20:00:00,54.95,103.97,7.88,3.51,11.38,16.77,4.54,0.35,19.75,2.44,,,2.33,0.51,58.41,1.32,174.02,,,32.23,0.0
2021-06-26 20:00:00,2021-06-26 21:00:00,57.8,108.14,7.38,3.75,11.13,16.66,3.95,0.15,15.0,2.33,,,2.37,0.52,73.34,1.74,186.55,,,30.23,0.0
2021-06-26 21:00:00,2021-06-26 22:00:00,52.5,93.44,7.37,3.42,10.79,16.87,4.09,0.02,13.5,2.32,,,2.25,0.5,76.17,1.53,184.14,,,29.56,0.0
2021-06-26 22:00:00,2021-06-26 23:00:00,56.77,103.58,7.55,3.47,11.03,16.33,4.12,0.02,11.0,2.25,,,2.26,0.49,78.92,1.19,173.78,,,29.37,0.0
2021-06-26 23:00:00,2021-06-27 00:00:00,55.18,104.33,7.58,3.59,11.17,16.47,4.18,0.08,9.0,2.5,,,2.13,0.49,84.81,1.09,189.81,,,29.1,0.0
2021-06-27 00:00:00,2021-06-27 01:00:00,57.54,106.72,7.48,3.57,11.06,16.84,4.04,0.47,7.0,2.46,,,2.21,0.49,90.16,1.08,248.14,,,28.68,0.0
2021-06-27 01:00:00,2021-06-27 02:00:00,55.41,102.46,7.76,3.63,11.39,17.71,4.3,0.04,8.75,2.35,,,2.21,0.51,73.19,1.66,271.89,,,28.69,0.0
2021-06-27 02:00:00,2021-06-27 03:00:00,45.88,83.73,8.4,3.55,11.96,17.85,4.18,0.0,9.75,2.39,,,2.29,0.51,72.75,2.04,280.49,,,28.49,0.0
2021-06-27 03:00:00,2021-06-27 04:00:00,41.9,74.53,7.91,3.52,11.42,17.12,4.15,0.0,10.0,2.39,,,2.22,0.52,77.94,1.71,273.38,,,28.14,0.0
2021-06-27 04:00:00,2021-06-27 05:00:00,39.24,71.1,7.8,3.73,11.53,17.2,4.34,0.0,9.75,2.49,,,2.21,0.49,83.71,1.89,275.98,,,27.83,0.0
2021-06-27 05:00:00,2021-06-27 06:00:00,38.33,69.05,7.09,3.65,10.74,16.27,4.18,0.0,8.75,2.47,,,2.26,0.49,86.28,1.48,286.38,,,27.74,0.0
2021-06-27 06:00:00,2021-06-27 07:00:00,46.19,81.39,7.45,3.66,11.11,16.68,3.77,0.38,8.5,2.42,,,2.15,0.51,84.71,1.34,291.86,,,27.84,0.0
2021-06-27 07:00:00,2021-06-27 08:00:00,43.41,78.27,7.78,3.71,11.48,17.23,3.64,0.0,9.5,2.3,,,2.3,0.5,81.59,1.83,291.44,,,28.23,0.0
2021-06-27 08:00:00,2021-06-27 09:00:00,34.97,62.77,7.59,3.43,11.02,16.97,4.07,0.0,11.5,2.46,,,2.23,0.48,76.29,1.7,303.74,,,29.17,0.0
2021-06-27 09:00:00,2021-06-27 10:00:00,42.63,78.95,7.01,3.46,10.47,16.59,4.03,0.0,13.25,2.36,,,2.26,0.52,69.81,1.97,316.67,,,30.27,0.0
2021-06-27 10:00:00,2021-06-27 11:00:00,50.45,95.64,7.65,3.44,11.09,16.89,3.86,0.0,15.5,2.33,,,2.26,0.52,64.71,1.7,321.44,,,31.27,0.0
2021-06-27 11:00:00,2021-06-27 12:00:00,43.2,85.37,6.64,3.65,10.29,16.24,3.8,0.0,17.0,2.38,,,2.21,0.52,58.72,1.56,314.85,,,32.44,0.0
2021-06-27 12:00:00,2021-06-27 13:00:00,34.19,62.9,7.69,3.57,11.25,16.84,3.71,0.0,17.5,2.32,,,2.27,0.51,54.73,1.19,311.51,,,33.4,0.0
2021-06-27 13:00:00,2021-06-27 14:00:00,39.94,73.19,7.48,3.65,11.14,16.91,3.46,0.43,18.75,2.31,,,2.23,0.51,52.87,1.11,304.22,,,33.97,0.0
2021-06-27 14:00:00,2021-06-27 15:00:00,48.04,89.89,7.76,3.63,11.39,17.09,4.52,0.0,18.75,2.33,,,2.31,0.51,50.54,1.29,275.46,,,34.55,0.0
2021-06-27 15:00:00,2021-06-27 16:00:00,51.03,98.41,7.54,3.42,10.97,17.13,4.55,0.0,19.75,2.38,,,2.32,0.5,49.99,1.39,280.27,,,34.74,0.0
2021-06-27 16:00:00,2021-06-27 17:00:00,51.06,95.18,7.85,3.62,11.47,17.29,3.96,0.02,20.75,2.29,,,2.17,0.51,48.31,1.27,269.64,,,34.83,0.0
2021-06-27 17:00:00,2021-06-27 18:00:00,47.43,83.82,7.62,3.73,11.36,17.02,3.88,0.0,20.0,2.32,,,2.21,0.5,52.0,1.17,246.06,,,34.16,0.0
2021-06-27 18:00:00,2021-06-27 19:00:00,59.98,114.1,7.91,3.41,11.32,17.57,4.12,0.05,17.25,2.42,,,2.29,0.48,52.21,0.57,231.72,,,34.02,0.0
2021-06-27 19:00:00,2021-06-27 20:00:00,57.76,108.28,7.36,3.69,11.05,16.76,4.05,0.47,14.0,2.42,,,2.23,0.5,52.21,0.25,231.35,,,33.65,0.0
2021-06-27 20:00:00,2021-06-27 21:00:00,71.34,134.28,7.27,3.47,10.74,16.97,4.02,0.65,13.25,2.4,,,2.28,0.5,58.29,1.17,139.77,,,31.78,0.0
2021-06-27 21:00:00,2021-06-27 22:00:00,61.42,119.67,7.75,3.62,11.37,17.65,4.58,0.19,11.5,2.37,,,2.24,0.49,64.2,1.24,127.07,,,30.19,0.0
2021-06-27 22:00:00,2021-06-27 23:00:00,38.28,83.76,7.6,3.47,11.07,16.97,4.45,0.03,18.75,2.37,,,2.23,0.51,75.46,1.66,163.95,,,28.6,0.0
2021-06-27 23:00:00,2021-06-28 00:00:00,38.68,78.54,7.09,3.56,10.65,16.54,4.69,0.0,17.67,2.42,,,2.26,0.51,77.83,1.51,172.59,,,28.56,0.0
2021-06-28 00:00:00,2021-06-28 01:00:00,23.18,43.22,7.45,3.53,10.98,16.34,4.15,0.0,15.0,2.41,,,2.28,0.53,84.5,0.97,166.91,,,28.09,0.0
2021-06-28 01:00:00,2021-06-28 02:00:00,32.25,53.52,7.3,3.43,10.73,16.62,4.12,0.0,13.5,2.44,,,2.19,0.5,92.65,1.43,221.47,,,27.6,0.0
2021-06-28 02:00:00,2021-06-28 03:00:00,42.1,74.59,7.32,3.5,10.82,16.0,3.93,0.37,11.5,2.41,,,2.26,0.48,90.02,1.49,264.23,,,27.38,0.0
2021-06-28 03:00:00,2021-06-28 04:00:00,24.79,49.3,7.63,3.77,11.4,16.62,3.86,0.0,14.75,2.38,,,2.09,0.52,76.89,1.33,273.93,,,27.6,0.0
2021-06-28 04:00:00,2021-06-28 05:00:00,18.65,38.71,7.83,3.48,11.3,17.21,4.26,0.0,12.25,2.17,,,2.29,0.49,82.58,0.99,255.89,,,27.17,0.0
2021-06-28 05:00:00,2021-06-28 06:00:00,26.01,48.68,7.68,3.66,11.34,17.0,4.26,0.0,10.25,2.27,,,2.31,0.49,83.27,0.79,252.51,,,27.27,0.0
2021-06-28 06:00:00,2021-06-28 07:00:00,33.96,64.88,7.35,3.62,10.96,16.5,3.98,0.0,9.0,2.4,,,2.24,0.52,81.63,0.99,260.4,,,27.47,0.0
