From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm)
2021-02-15 21:00:00,2021-02-15 22:00:00,178.53,529.57,91.52,16.73,108.25,3.88,28.14,3.56,0.88,29.05,21.51,143.37,,,,71.03,0.13,126.62,,103.02,0.0
2021-02-15 22:00:00,2021-02-15 23:00:00,170.63,343.39,65.83,14.63,80.47,10.46,26.45,2.98,0.74,27.34,20.08,132.61,,,,74.43,0.14,198.58,,96.05,0.0
2021-02-15 23:00:00,2021-02-16 00:00:00,139.32,256.55,46.48,16.45,62.93,15.14,21.85,2.45,0.88,23.57,18.35,120.43,,,,75.75,0.27,190.7,1.0,88.3,0.0
2021-02-16 00:00:00,2021-02-16 01:00:00,114.35,188.05,28.62,13.66,42.27,18.7,22.47,2.15,0.7,20.49,18.09,114.23,,,,80.11,0.18,141.03,0.45,85.26,0.0
2021-02-16 01:00:00,2021-02-16 02:00:00,103.74,153.92,21.95,12.48,34.43,18.2,22.05,2.04,0.46,18.96,17.21,109.23,,,,85.48,0.18,139.97,0.47,82.48,0.0
2021-02-16 02:00:00,2021-02-16 03:00:00,96.46,157.87,13.74,11.78,25.52,18.59,20.91,1.86,0.43,17.82,16.44,104.32,,,,89.74,0.12,172.78,0.27,79.55,0.0
2021-02-16 03:00:00,2021-02-16 04:00:00,84.28,126.95,7.11,10.97,18.09,19.03,19.5,1.56,0.37,16.39,15.95,100.42,,,,91.58,0.14,260.68,0.67,77.39,0.0
2021-02-16 04:00:00,2021-02-16 05:00:00,77.0,101.21,3.37,9.75,13.12,18.28,18.74,1.22,0.44,14.21,14.93,93.26,,,,90.54,0.11,163.29,0.1,72.95,0.0
2021-02-16 05:00:00,2021-02-16 06:00:00,69.97,93.61,1.93,8.46,10.39,17.88,18.59,1.06,0.27,12.83,14.72,90.94,,,,93.92,0.21,173.35,0.8,71.82,0.0
2021-02-16 06:00:00,2021-02-16 07:00:00,67.06,94.28,1.53,8.23,9.76,16.78,17.89,0.99,0.26,12.06,14.13,86.88,,,,96.11,0.17,123.95,0.4,69.28,0.0
2021-02-16 07:00:00,2021-02-16 08:00:00,62.98,86.43,1.64,8.64,10.28,15.27,17.03,0.95,0.18,11.49,13.73,83.73,,,,94.72,0.19,106.39,17.35,67.39,0.0
2021-02-16 08:00:00,2021-02-16 09:00:00,60.32,101.43,4.4,10.12,14.52,12.15,15.68,0.93,0.11,11.36,13.76,81.44,,,,84.99,0.49,129.77,99.15,66.08,0.0
2021-02-16 09:00:00,2021-02-16 10:00:00,61.42,105.41,4.13,12.43,16.56,12.2,13.78,0.81,0.89,11.01,13.27,74.06,,,,67.27,0.77,144.64,323.17,61.06,0.0
2021-02-16 10:00:00,2021-02-16 11:00:00,49.84,84.86,1.71,13.46,15.18,41.6,13.4,0.63,2.42,9.43,13.83,72.63,,,,51.65,0.47,114.18,450.82,61.49,0.0
2021-02-16 11:00:00,2021-02-16 12:00:00,41.55,67.21,0.84,11.69,12.53,66.09,12.79,0.51,5.45,8.03,12.57,80.93,,,,43.41,0.44,180.06,426.28,75.21,0.0
2021-02-16 12:00:00,2021-02-16 13:00:00,44.13,67.48,0.8,11.34,12.14,47.48,16.21,0.51,6.31,7.55,12.6,85.41,,,,38.31,0.5,151.03,355.27,76.48,0.0
2021-02-16 13:00:00,2021-02-16 14:00:00,42.17,56.62,1.09,11.71,12.8,43.48,12.56,0.69,8.03,10.12,11.23,80.99,,,,33.7,0.41,147.2,322.87,68.4,0.0
2021-02-16 14:00:00,2021-02-16 15:00:00,42.55,60.62,2.46,15.06,17.52,46.48,15.52,0.53,11.23,8.61,10.61,76.7,,,,31.14,0.48,269.67,627.85,62.32,0.0
2021-02-16 15:00:00,2021-02-16 16:00:00,45.09,84.59,2.42,13.26,15.67,41.04,17.1,0.68,13.68,8.14,12.0,82.66,,,,27.33,0.78,264.95,515.68,65.51,0.0
2021-02-16 16:00:00,2021-02-16 17:00:00,43.02,75.37,1.92,12.15,14.07,34.66,18.5,0.47,13.6,8.1,13.09,86.01,,,,24.87,0.79,254.09,346.0,66.25,0.0
2021-02-16 17:00:00,2021-02-16 18:00:00,32.79,48.66,3.56,14.95,18.51,34.62,15.16,0.49,8.52,7.75,15.39,97.27,,,,24.15,0.46,274.2,119.13,74.15,0.0
2021-02-16 18:00:00,2021-02-16 19:00:00,28.91,55.44,2.17,15.19,17.35,44.45,11.84,0.61,1.01,9.47,22.25,128.15,,,,36.44,0.1,213.0,0.7,97.74,0.0
2021-02-16 19:00:00,2021-02-16 20:00:00,42.13,180.52,15.37,16.86,32.22,39.53,10.07,1.21,0.98,11.99,22.91,135.64,,,,49.36,0.14,136.49,,102.22,0.0
2021-02-16 20:00:00,2021-02-16 21:00:00,121.75,437.31,66.58,16.75,83.33,15.91,27.18,2.3,1.26,22.85,21.2,133.36,,,,56.98,0.35,131.66,0.4,98.23,0.0
2021-02-16 21:00:00,2021-02-16 22:00:00,162.71,434.01,47.4,15.99,63.4,21.03,27.4,2.24,1.4,26.02,18.65,121.19,,,,59.59,0.12,277.86,,88.75,0.0
2021-02-16 22:00:00,2021-02-16 23:00:00,76.44,176.91,27.06,13.77,40.82,28.17,26.44,2.34,0.8,21.96,19.31,118.86,,,,64.33,0.1,209.53,,88.19,0.0
2021-02-16 23:00:00,2021-02-17 00:00:00,60.03,135.35,12.51,12.54,25.05,31.26,25.35,1.92,0.47,18.28,18.27,110.63,,,,68.15,0.12,184.54,,83.07,0.0
2021-02-17 00:00:00,2021-02-17 01:00:00,56.6,96.27,5.24,11.41,16.65,30.02,22.36,1.25,0.82,14.92,17.52,105.16,,,,72.41,0.2,164.74,0.25,79.82,0.0
2021-02-17 01:00:00,2021-02-17 02:00:00,61.33,103.05,2.46,10.5,12.97,28.5,22.44,1.05,0.57,12.73,16.27,97.47,,,,76.91,0.14,131.19,0.6,74.84,0.0
2021-02-17 02:00:00,2021-02-17 03:00:00,55.76,103.87,1.71,9.36,11.07,25.4,21.11,1.01,0.33,12.02,15.87,95.22,,,,84.46,0.08,148.25,,73.89,0.0
2021-02-17 03:00:00,2021-02-17 04:00:00,48.55,70.23,1.15,8.26,9.42,22.56,19.6,0.93,0.36,11.75,15.23,91.23,,,,81.06,0.17,172.07,0.43,71.4,0.0
2021-02-17 04:00:00,2021-02-17 05:00:00,43.94,60.82,1.38,7.4,8.78,19.68,18.52,0.79,0.39,10.67,14.36,85.87,,,,87.19,0.11,115.95,0.3,67.95,0.0
2021-02-17 05:00:00,2021-02-17 06:00:00,38.91,66.41,1.32,7.04,8.36,18.11,18.04,0.75,0.21,10.12,13.86,82.61,,,,90.96,0.16,149.37,0.6,66.02,0.0
2021-02-17 06:00:00,2021-02-17 07:00:00,32.35,64.79,1.09,7.09,8.18,16.78,16.59,0.73,0.2,9.9,13.34,79.04,,,,94.64,0.27,124.99,1.3,63.66,0.0
2021-02-17 07:00:00,2021-02-17 08:00:00,37.52,58.77,1.37,7.36,8.73,15.16,16.22,0.78,0.17,9.95,12.57,74.42,,,,93.88,0.12,168.33,17.65,60.51,0.0
2021-02-17 08:00:00,2021-02-17 09:00:00,38.52,74.5,2.27,8.7,10.97,13.18,13.55,0.73,0.56,9.95,12.28,71.11,,,,81.63,0.74,134.57,100.28,58.25,0.0
2021-02-17 09:00:00,2021-02-17 10:00:00,51.25,88.76,2.77,11.37,14.15,12.6,14.28,0.73,0.76,9.55,12.08,65.2,,,,65.47,0.41,149.28,335.73,54.28,0.0
2021-02-17 10:00:00,2021-02-17 11:00:00,51.23,93.58,3.44,14.54,17.98,50.14,14.98,0.69,2.65,9.63,13.83,70.05,,,,52.31,0.25,168.59,455.0,59.3,0.0
2021-02-17 11:00:00,2021-02-17 12:00:00,51.84,109.81,3.89,21.08,24.97,67.33,9.11,0.73,7.28,9.12,12.72,78.62,,,,46.46,0.39,217.81,424.35,71.86,0.0
2021-02-17 12:00:00,2021-02-17 13:00:00,60.69,130.25,1.24,18.66,19.91,55.21,11.13,0.81,6.97,8.46,6.26,55.53,,,,41.13,0.47,208.31,362.82,49.87,0.0
2021-02-17 13:00:00,2021-02-17 14:00:00,69.84,130.59,0.7,15.73,16.43,48.8,8.9,0.76,9.56,8.62,7.24,62.38,,,,35.73,0.45,32.76,307.8,53.23,0.0
2021-02-17 14:00:00,2021-02-17 15:00:00,78.23,143.2,1.83,15.62,17.44,41.11,13.58,0.73,11.48,8.47,7.12,57.9,,,,31.07,0.39,270.8,611.28,45.95,0.0
2021-02-17 15:00:00,2021-02-17 16:00:00,72.51,140.19,2.24,16.09,18.32,37.99,15.74,0.66,15.92,8.96,10.44,69.98,,,,28.97,0.67,274.58,483.95,52.04,0.0
2021-02-17 16:00:00,2021-02-17 17:00:00,60.96,125.51,0.47,13.46,13.94,35.95,23.13,0.69,10.0,9.13,12.96,80.48,,,,27.5,0.21,197.76,313.0,57.98,0.0
2021-02-17 17:00:00,2021-02-17 18:00:00,57.91,125.72,0.58,12.67,13.26,39.25,24.36,1.0,4.93,9.58,16.59,99.69,,,,26.47,0.16,192.99,112.83,71.8,0.0
2021-02-17 18:00:00,2021-02-17 19:00:00,58.37,132.22,0.39,13.73,14.12,30.36,6.61,1.76,2.17,9.59,6.93,60.83,,,,40.09,0.11,125.1,0.4,48.18,0.0
2021-02-17 19:00:00,2021-02-17 20:00:00,63.33,143.53,1.32,15.5,16.82,37.28,15.98,1.73,0.78,17.55,8.82,68.39,,,,50.37,0.09,102.31,,53.0,0.0
2021-02-17 20:00:00,2021-02-17 21:00:00,103.34,297.04,10.73,16.66,27.4,35.13,19.97,2.01,0.48,22.59,12.67,87.17,,,,58.67,0.16,109.42,,63.05,0.0
2021-02-17 21:00:00,2021-02-17 22:00:00,142.25,456.44,22.9,16.01,38.91,31.3,21.81,2.37,0.68,26.7,14.54,94.39,,,,62.7,0.1,144.42,0.2,67.1,0.0
2021-02-17 22:00:00,2021-02-17 23:00:00,130.8,342.66,25.62,14.14,39.77,29.09,21.68,2.19,0.49,25.7,15.49,95.57,,,,65.49,0.14,185.78,0.7,68.21,0.0
2021-02-17 23:00:00,2021-02-18 00:00:00,111.47,195.45,19.68,12.09,31.78,29.98,22.19,1.79,0.45,21.59,15.3,91.37,,,,65.18,0.1,82.11,,66.15,0.0
2021-02-18 00:00:00,2021-02-18 01:00:00,84.95,107.41,8.56,10.55,19.11,30.19,20.73,1.31,0.35,16.55,15.3,89.55,,,,72.27,0.2,205.13,1.6,66.23,0.0
2021-02-18 01:00:00,2021-02-18 02:00:00,66.07,87.32,4.46,10.05,14.51,29.17,19.64,1.15,0.43,13.67,14.58,85.76,,,,75.81,0.2,137.82,,64.38,0.0
2021-02-18 02:00:00,2021-02-18 03:00:00,65.87,104.45,2.78,9.69,12.47,26.42,19.09,1.09,0.36,12.41,13.87,82.07,,,,83.44,0.26,145.42,0.6,62.27,0.0
2021-02-18 03:00:00,2021-02-18 04:00:00,63.91,116.62,2.12,9.91,12.03,23.27,18.02,1.03,0.27,11.88,13.54,79.91,,,,89.2,0.26,139.41,0.5,61.42,0.0
2021-02-18 04:00:00,2021-02-18 05:00:00,56.1,99.59,2.74,9.86,12.6,20.08,17.28,0.89,0.28,11.34,12.95,76.2,,,,87.04,0.33,114.51,0.4,59.19,0.0
2021-02-18 05:00:00,2021-02-18 06:00:00,55.73,90.03,2.0,8.54,10.54,18.74,17.21,0.83,0.35,10.51,12.49,72.76,,,,88.37,0.13,135.8,0.1,57.54,0.0
2021-02-18 06:00:00,2021-02-18 07:00:00,53.91,86.0,1.66,8.07,9.72,17.25,16.27,0.78,0.18,9.71,12.27,70.75,,,,90.64,0.16,166.74,0.5,56.23,0.0
2021-02-18 07:00:00,2021-02-18 08:00:00,50.13,77.93,1.74,7.78,9.53,15.74,15.8,0.78,0.19,9.37,11.94,67.53,,,,88.78,0.15,160.02,18.7,54.0,0.0
2021-02-18 08:00:00,2021-02-18 09:00:00,50.28,87.97,6.5,9.28,15.79,11.94,13.98,0.81,0.28,9.21,11.68,65.68,,,,79.76,0.54,124.77,107.73,52.59,0.0
2021-02-18 09:00:00,2021-02-18 10:00:00,52.41,114.52,4.56,11.62,16.18,13.41,12.38,0.71,1.42,8.93,10.84,57.66,,,,62.04,0.74,138.92,346.77,46.13,0.0
2021-02-18 10:00:00,2021-02-18 11:00:00,48.82,100.26,2.27,13.41,15.69,54.9,11.71,0.62,2.52,7.76,10.03,54.79,,,,50.54,0.62,135.31,482.77,44.46,0.0
2021-02-18 11:00:00,2021-02-18 12:00:00,43.86,75.12,2.1,12.24,14.35,51.41,14.9,0.54,3.71,7.49,10.9,67.93,,,,40.51,0.46,132.04,434.8,58.01,0.0
2021-02-18 12:00:00,2021-02-18 13:00:00,42.13,70.94,3.48,15.68,19.16,43.97,14.2,0.51,9.32,7.61,11.27,71.77,,,,37.94,0.46,293.84,376.12,58.73,0.0
2021-02-18 13:00:00,2021-02-18 14:00:00,46.25,104.51,1.4,17.43,18.83,39.44,6.85,0.68,14.43,9.08,8.71,60.72,,,,32.18,0.61,261.1,333.77,47.45,0.0
2021-02-18 14:00:00,2021-02-18 15:00:00,52.42,119.65,1.12,15.81,16.95,30.23,4.29,0.73,16.96,9.46,2.69,37.2,,,,28.39,0.51,274.91,657.53,28.7,0.0
2021-02-18 15:00:00,2021-02-18 16:00:00,53.67,97.35,1.31,12.34,13.65,29.72,7.91,0.53,14.05,6.51,4.44,42.21,,,,25.45,0.45,237.91,507.7,32.6,0.0
2021-02-18 16:00:00,2021-02-18 17:00:00,47.85,89.37,0.96,12.49,13.44,32.58,14.58,0.44,9.75,7.64,7.14,52.3,,,,22.97,0.4,219.99,330.15,39.98,0.0
2021-02-18 17:00:00,2021-02-18 18:00:00,45.47,77.55,0.85,11.95,12.8,45.66,22.07,0.4,4.68,7.88,12.08,74.26,,,,20.82,0.21,180.05,134.1,55.92,0.0
2021-02-18 18:00:00,2021-02-18 19:00:00,41.69,74.84,1.43,12.11,13.53,45.95,28.83,0.45,1.43,8.23,16.14,92.94,,,,28.18,0.14,207.31,1.3,70.68,0.0
2021-02-18 19:00:00,2021-02-18 20:00:00,42.55,127.29,7.83,15.02,22.85,41.69,29.79,0.81,1.35,9.84,18.39,103.51,,,,41.29,0.15,160.75,,77.53,0.0
2021-02-18 20:00:00,2021-02-18 21:00:00,59.42,269.21,73.22,16.17,89.39,12.13,27.74,1.61,1.1,13.39,17.24,102.6,,,,52.9,0.18,128.76,,74.94,0.0
2021-02-18 21:00:00,2021-02-18 22:00:00,81.99,422.74,99.96,13.59,113.45,1.95,27.41,2.21,0.54,17.24,18.09,108.28,,,,63.04,0.17,174.2,,78.42,0.0
2021-02-18 22:00:00,2021-02-18 23:00:00,128.63,503.7,119.42,10.47,129.89,,25.69,3.23,0.92,24.47,17.61,109.22,,,,69.46,0.23,134.75,,78.08,0.0
2021-02-18 23:00:00,2021-02-19 00:00:00,156.31,532.74,87.94,11.79,99.73,4.57,22.68,3.01,0.99,28.87,17.04,106.19,,,,66.33,0.58,146.28,,75.93,0.0
2021-02-19 00:00:00,2021-02-19 01:00:00,126.73,236.12,43.93,10.46,54.39,17.68,21.42,1.82,0.71,21.86,15.67,94.29,,,,66.97,0.33,104.41,0.1,69.87,0.0
2021-02-19 01:00:00,2021-02-19 02:00:00,74.66,112.17,19.98,11.46,31.44,25.0,20.84,1.31,0.57,16.16,14.65,86.15,,,,70.98,0.29,122.87,0.2,65.81,0.0
2021-02-19 02:00:00,2021-02-19 03:00:00,71.4,113.07,8.86,10.79,19.65,26.82,20.34,1.08,0.44,13.55,14.33,82.51,,,,77.42,0.17,136.05,,64.29,0.0
2021-02-19 03:00:00,2021-02-19 04:00:00,61.14,108.01,3.58,10.02,13.6,25.38,18.81,0.98,0.62,12.17,13.82,79.18,,,,79.34,0.18,215.44,0.6,62.26,0.0
2021-02-19 04:00:00,2021-02-19 05:00:00,59.51,103.81,2.58,8.71,11.29,22.49,17.81,0.89,0.22,11.35,13.4,76.44,,,,80.74,0.18,130.19,0.37,60.58,0.0
2021-02-19 05:00:00,2021-02-19 06:00:00,54.2,58.61,2.74,8.0,10.74,20.13,17.39,0.84,0.25,10.52,12.48,71.95,,,,85.89,0.18,120.56,0.1,57.65,0.0
2021-02-19 06:00:00,2021-02-19 07:00:00,52.62,57.14,1.59,7.47,9.06,18.69,16.52,0.81,0.16,10.36,12.17,69.64,,,,90.41,0.23,145.77,1.5,56.37,0.0
2021-02-19 07:00:00,2021-02-19 08:00:00,48.9,68.35,1.22,8.31,9.53,16.97,13.79,0.84,0.43,10.11,11.6,65.83,,,,86.27,0.33,247.53,18.85,53.86,0.0
2021-02-19 08:00:00,2021-02-19 09:00:00,54.98,92.91,4.37,11.59,15.97,13.8,14.13,0.92,0.96,10.78,10.04,54.7,,,,78.71,0.38,237.16,111.85,44.28,0.0
2021-02-19 09:00:00,2021-02-19 10:00:00,64.96,130.91,6.11,13.45,19.56,16.05,15.31,1.0,1.31,11.68,11.93,60.09,,,,67.29,0.3,174.66,333.25,48.71,0.0
2021-02-19 10:00:00,2021-02-19 11:00:00,67.7,144.91,3.98,16.27,20.25,63.15,15.62,1.05,2.5,12.33,12.25,64.08,,,,55.37,0.46,112.31,479.85,52.32,0.0
2021-02-19 11:00:00,2021-02-19 12:00:00,64.73,133.05,1.79,13.57,15.36,58.42,13.15,0.68,6.67,11.32,12.92,76.52,,,,40.29,0.42,163.65,417.15,70.1,0.0
2021-02-19 12:00:00,2021-02-19 13:00:00,57.07,104.05,0.97,10.24,11.21,34.91,2.39,0.33,10.38,5.8,2.93,37.32,,,,35.59,0.75,153.81,413.17,35.36,0.0
2021-02-19 13:00:00,2021-02-19 14:00:00,51.84,98.98,0.86,8.6,9.46,32.18,5.1,0.27,10.74,4.51,2.29,30.84,,,,29.9,0.51,186.17,376.77,27.14,0.0
2021-02-19 14:00:00,2021-02-19 15:00:00,47.64,96.69,1.28,8.42,9.7,30.87,5.08,0.24,10.42,4.1,2.79,40.76,,,,24.93,0.53,140.49,661.57,26.75,0.0
2021-02-19 15:00:00,2021-02-19 16:00:00,43.49,71.3,2.87,11.99,14.86,30.21,10.63,0.34,14.03,4.83,4.43,50.15,,,,25.98,0.61,215.06,494.77,34.02,0.0
2021-02-19 16:00:00,2021-02-19 17:00:00,41.76,73.6,0.81,11.89,12.71,34.62,15.24,0.4,13.31,6.56,8.6,66.32,,,,24.28,0.54,312.88,335.27,47.34,0.0
2021-02-19 17:00:00,2021-02-19 18:00:00,41.6,89.11,1.1,12.85,13.95,38.94,20.17,0.46,7.5,7.21,9.97,70.38,,,,27.16,0.35,314.24,96.7,50.52,0.0
2021-02-19 18:00:00,2021-02-19 19:00:00,39.53,106.01,1.21,19.11,20.33,34.16,5.4,0.82,3.56,9.21,12.33,84.14,,,,31.62,0.08,295.33,9.8,62.95,0.0
2021-02-19 19:00:00,2021-02-19 20:00:00,,,,,,,,,,,,,,,,,,,,,
2021-02-19 20:00:00,2021-02-19 21:00:00,,,,,,,,,,,,,,,,,,,,,
2021-02-19 21:00:00,2021-02-19 22:00:00,,,,,,,,,,,,,,,,,,,,,
2021-02-19 22:00:00,2021-02-19 23:00:00,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0
2021-02-19 23:00:00,2021-02-20 00:00:00,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,0.0
2021-02-20 00:00:00,2021-02-20 01:00:00,37.88,61.87,3.93,6.71,7.69,12.53,12.41,0.74,1.75,8.11,6.17,40.82,,,,58.63,0.18,188.57,1.27,27.9,0.0
2021-02-20 01:00:00,2021-02-20 02:00:00,52.8,73.43,,1.0,1.0,32.2,12.21,0.49,0.73,11.37,9.68,63.11,,,,62.77,0.18,188.51,2.05,47.66,0.0
2021-02-20 02:00:00,2021-02-20 03:00:00,51.28,59.74,,,0.0,35.98,11.41,0.34,0.48,10.43,10.11,65.84,,,,66.66,0.13,194.53,1.03,51.35,0.0
2021-02-20 03:00:00,2021-02-20 04:00:00,46.85,60.39,,,0.0,37.27,11.17,0.26,0.4,9.78,10.29,66.32,,,,71.72,0.15,128.68,1.33,52.56,0.0
2021-02-20 04:00:00,2021-02-20 05:00:00,45.23,64.88,0.71,8.91,9.63,35.09,15.06,0.69,0.56,9.54,10.17,65.13,,,,77.26,0.47,138.7,1.0,52.02,0.0
2021-02-20 05:00:00,2021-02-20 06:00:00,45.26,62.91,0.49,8.58,9.06,35.16,15.1,0.62,0.63,9.29,9.68,63.04,,,,77.59,0.39,140.84,0.7,51.0,0.0
2021-02-20 06:00:00,2021-02-20 07:00:00,42.74,62.69,0.55,8.59,9.13,34.14,15.59,0.58,0.46,9.03,9.5,61.85,,,,76.42,0.3,120.08,2.73,50.4,0.0
2021-02-20 07:00:00,2021-02-20 08:00:00,44.04,75.23,0.59,9.71,10.3,36.64,14.93,0.56,0.69,9.16,9.43,61.05,,,,74.33,0.45,139.72,12.72,50.05,0.0
2021-02-20 08:00:00,2021-02-20 09:00:00,43.85,74.49,1.44,10.52,11.96,36.51,15.25,0.59,0.61,9.21,9.4,60.91,,,,70.27,0.41,134.8,73.88,50.41,0.0
2021-02-20 09:00:00,2021-02-20 10:00:00,41.49,71.28,1.91,11.5,13.41,37.31,13.68,0.56,1.6,9.06,8.48,57.06,,,,63.43,0.78,134.02,168.82,47.31,0.0
2021-02-20 10:00:00,2021-02-20 11:00:00,37.95,70.66,2.65,12.44,15.08,40.22,14.31,0.52,2.22,8.32,7.89,55.34,,,,55.62,0.51,139.38,266.38,46.24,0.0
2021-02-20 11:00:00,2021-02-20 12:00:00,40.0,87.16,3.83,14.73,18.56,43.06,14.81,0.71,4.78,8.47,8.62,59.25,,,,47.08,0.42,183.69,366.23,49.84,0.0
2021-02-20 12:00:00,2021-02-20 13:00:00,50.84,113.77,2.56,18.48,21.04,38.11,15.94,0.97,9.03,9.69,8.35,59.21,,,,44.64,0.66,178.89,385.92,48.08,0.0
2021-02-20 13:00:00,2021-02-20 14:00:00,62.12,143.19,1.01,20.08,21.09,39.39,8.39,1.2,12.42,11.47,7.12,58.69,,,,39.56,0.51,317.93,337.88,47.21,0.0
2021-02-20 14:00:00,2021-02-20 15:00:00,75.04,168.35,1.46,17.95,19.28,43.15,12.74,1.17,10.97,11.64,6.38,54.13,,,,35.25,0.41,305.65,215.02,42.9,0.0
2021-02-20 15:00:00,2021-02-20 16:00:00,82.05,172.85,1.96,17.57,19.53,43.13,17.84,1.03,8.98,11.59,9.39,70.45,,,,34.86,0.3,235.09,161.85,55.5,0.0
2021-02-20 16:00:00,2021-02-20 17:00:00,82.11,170.52,0.68,15.79,16.46,42.81,22.46,0.93,6.08,12.2,11.0,79.59,,,,35.35,0.67,135.61,141.28,62.12,0.0
2021-02-20 17:00:00,2021-02-20 18:00:00,82.23,166.28,0.56,14.56,15.12,42.42,23.98,0.8,5.61,11.52,11.12,82.21,,,,38.69,0.54,167.59,55.35,64.07,0.0
2021-02-20 18:00:00,2021-02-20 19:00:00,83.46,172.97,1.32,19.07,20.39,41.04,27.64,1.22,2.68,11.74,12.77,90.36,,,,44.74,0.16,169.27,2.17,70.39,0.0
2021-02-20 19:00:00,2021-02-20 20:00:00,88.64,187.22,1.33,20.93,22.26,42.54,26.47,1.53,3.41,14.97,14.63,101.07,,,,48.19,0.26,178.0,,77.79,0.0
2021-02-20 20:00:00,2021-02-20 21:00:00,93.45,205.81,18.1,21.0,38.7,33.82,25.64,1.36,3.74,14.63,11.73,86.66,,,,52.99,0.48,131.36,1.8,65.4,0.0
2021-02-20 21:00:00,2021-02-20 22:00:00,95.02,212.67,5.91,17.84,23.74,39.46,29.01,1.19,1.02,14.13,13.66,94.61,,,,54.8,0.16,98.28,,72.51,0.0
2021-02-20 22:00:00,2021-02-20 23:00:00,95.31,198.03,2.55,18.28,20.83,42.09,25.48,1.12,0.95,13.54,13.98,95.46,,,,62.13,0.33,320.37,1.7,73.06,0.0
2021-02-20 23:00:00,2021-02-21 00:00:00,98.23,198.76,2.3,23.24,25.54,38.68,18.71,1.31,2.18,14.47,10.04,75.86,,,,64.59,0.49,278.82,1.0,56.55,0.0
2021-02-21 00:00:00,2021-02-21 01:00:00,105.02,210.94,2.81,18.64,21.45,35.68,22.93,1.54,1.47,16.87,12.03,82.88,,,,76.25,0.21,120.76,,62.73,0.0
2021-02-21 01:00:00,2021-02-21 02:00:00,111.77,209.05,2.17,14.86,17.03,34.47,23.71,1.67,0.95,18.56,12.2,84.4,,,,82.18,0.14,157.57,,64.49,0.0
2021-02-21 02:00:00,2021-02-21 03:00:00,115.16,205.13,1.5,13.82,15.32,31.04,20.72,1.54,0.47,18.74,11.74,82.47,,,,86.43,0.76,135.61,0.6,63.67,0.0
2021-02-21 03:00:00,2021-02-21 04:00:00,104.66,190.36,0.69,12.37,13.07,27.94,19.62,1.21,0.69,15.8,9.93,71.92,,,,80.64,0.38,146.69,,56.73,0.0
2021-02-21 04:00:00,2021-02-21 05:00:00,89.29,155.67,0.99,9.84,10.82,24.19,19.0,0.96,0.52,13.37,10.34,72.52,,,,81.93,0.22,85.83,,58.72,0.0
2021-02-21 05:00:00,2021-02-21 06:00:00,82.28,130.69,0.62,9.68,10.29,22.65,17.62,0.82,0.64,11.39,9.47,66.91,,,,81.49,0.56,126.35,0.8,54.77,0.0
2021-02-21 06:00:00,2021-02-21 07:00:00,71.8,115.3,0.59,9.43,10.02,20.87,17.28,0.78,0.56,10.98,9.21,64.45,,,,87.14,0.26,157.94,0.6,53.48,0.0
2021-02-21 07:00:00,2021-02-21 08:00:00,68.76,111.06,8.1,10.13,18.23,15.35,16.26,0.84,0.57,11.67,8.98,61.12,,,,87.2,0.2,186.87,28.3,50.87,0.0
2021-02-21 08:00:00,2021-02-21 09:00:00,71.22,114.23,9.13,11.37,20.5,13.71,15.59,0.91,0.49,11.54,9.16,61.53,,,,79.81,0.35,147.53,113.6,51.11,0.0
2021-02-21 09:00:00,2021-02-21 10:00:00,71.55,119.58,4.85,14.2,19.05,32.49,15.89,0.85,0.87,11.15,9.49,59.09,,,,65.13,0.5,92.62,325.07,49.16,0.0
2021-02-21 10:00:00,2021-02-21 11:00:00,72.18,122.58,4.76,17.46,22.23,70.48,15.22,0.92,4.91,10.81,9.18,60.14,,,,56.8,0.43,256.77,446.47,49.95,0.0
2021-02-21 11:00:00,2021-02-21 12:00:00,73.73,131.27,1.98,16.47,18.45,50.31,17.81,0.98,8.22,11.27,9.63,69.39,,,,49.07,0.41,267.04,391.2,59.76,0.0
2021-02-21 12:00:00,2021-02-21 13:00:00,81.72,138.92,0.85,15.68,16.53,44.91,19.55,1.02,9.52,12.08,10.6,77.84,,,,45.91,0.51,29.11,421.8,65.02,0.0
2021-02-21 13:00:00,2021-02-21 14:00:00,94.08,144.25,0.98,15.0,15.99,43.28,19.27,0.93,14.84,12.21,11.07,81.8,,,,36.51,0.56,230.64,415.18,65.59,0.0
2021-02-21 14:00:00,2021-02-21 15:00:00,93.33,132.46,1.15,13.62,14.77,40.62,24.34,0.84,11.83,5.44,4.64,35.88,,,,31.85,0.44,195.55,644.42,27.71,0.0
2021-02-21 15:00:00,2021-02-21 16:00:00,86.92,117.85,1.36,13.67,15.03,40.22,23.73,0.89,15.99,0.0,0.0,,,,,29.0,0.5,289.6,488.98,0.0,0.0
