From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-02 04:00:00,2023-03-02 05:00:00,120.25,,2.35,1.95,2.98,63.62,9.2,0.84,11.65,0.58,1.6,0.17,0.1,,58.5,0.65,250.0,11.0,,17.1,0.0,
2023-03-02 05:00:00,2023-03-02 06:00:00,91.75,,2.27,1.93,2.88,59.92,8.2,0.65,18.1,0.5,1.42,0.12,0.1,,54.75,0.68,259.0,11.0,,17.2,0.0,
2023-03-02 06:00:00,2023-03-02 07:00:00,79.5,,2.27,1.85,2.88,57.05,7.1,0.7,17.57,0.4,1.35,0.15,0.1,0.03,53.25,0.3,233.25,11.75,,17.25,0.0,
2023-03-02 07:00:00,2023-03-02 08:00:00,86.75,,2.58,1.88,3.07,55.4,7.35,0.92,9.72,0.4,1.4,0.2,0.1,,51.0,0.75,197.25,17.5,,17.68,0.0,
2023-03-02 08:00:00,2023-03-02 09:00:00,110.0,,2.7,1.75,3.1,60.15,9.8,0.9,17.45,0.4,1.42,0.17,0.12,0.08,47.0,0.6,188.75,30.0,,17.95,0.0,
2023-03-02 09:00:00,2023-03-02 10:00:00,98.0,,2.52,1.8,3.02,67.75,16.83,1.13,37.6,0.4,1.5,0.28,0.17,,36.0,0.57,175.0,52.75,,18.65,0.0,
2023-03-02 10:00:00,2023-03-02 11:00:00,123.5,,2.53,1.75,2.98,42.25,8.93,0.83,39.9,0.4,1.6,0.2,0.08,0.08,33.75,1.0,109.5,67.75,,18.98,0.0,
2023-03-02 11:00:00,2023-03-02 12:00:00,103.25,,2.38,1.8,2.9,33.73,2.85,0.83,46.8,0.4,1.42,0.05,0.03,0.05,25.0,0.88,125.0,76.5,,19.38,0.0,
2023-03-02 12:00:00,2023-03-02 13:00:00,69.75,,2.5,1.75,2.95,24.38,5.6,0.75,49.93,0.3,1.05,0.03,,,22.75,1.0,109.75,77.25,,19.65,0.0,
2023-03-02 13:00:00,2023-03-02 14:00:00,65.75,,2.38,1.82,2.88,15.1,1.85,0.46,52.73,0.27,0.88,,,,17.0,0.82,180.0,75.25,,19.9,0.0,
2023-03-02 14:00:00,2023-03-02 15:00:00,50.75,,2.55,1.75,3.0,25.55,6.75,0.68,52.88,0.2,0.73,0.05,,,12.0,1.0,200.0,65.5,,20.02,0.0,
2023-03-02 15:00:00,2023-03-02 16:00:00,37.5,,2.42,1.95,3.02,24.1,9.6,0.37,47.15,0.2,0.55,0.03,,,12.25,1.12,115.0,48.0,,20.02,0.0,
2023-03-02 16:00:00,2023-03-02 17:00:00,36.0,,2.48,1.92,3.05,26.22,6.6,0.35,44.35,0.2,0.5,0.03,,0.03,15.25,1.1,72.0,29.5,,19.92,0.0,
2023-03-02 17:00:00,2023-03-02 18:00:00,37.0,,2.55,1.72,2.98,32.2,7.75,0.57,39.58,0.2,0.5,,,,25.5,0.72,62.25,15.5,,19.52,0.0,
2023-03-02 18:00:00,2023-03-02 19:00:00,45.25,,2.35,1.98,2.98,36.75,8.12,0.83,30.37,0.2,0.92,0.08,,,29.75,0.33,74.75,11.25,,19.05,0.0,
2023-03-02 19:00:00,2023-03-02 20:00:00,62.5,,2.27,1.92,2.88,38.1,7.93,1.04,18.77,0.3,1.68,0.05,0.1,0.1,32.5,0.28,82.75,11.0,,18.68,0.0,
2023-03-02 20:00:00,2023-03-02 21:00:00,85.5,,2.53,1.9,3.08,35.02,5.15,0.76,25.8,0.3,1.6,0.08,0.1,0.1,30.75,0.45,109.25,11.0,,18.6,0.0,
2023-03-02 21:00:00,2023-03-02 22:00:00,73.5,,2.52,1.75,3.0,28.75,2.5,0.85,15.23,0.3,1.5,0.03,,0.05,35.25,0.42,128.25,11.0,,18.35,0.0,
2023-03-02 22:00:00,2023-03-02 23:00:00,88.25,,2.25,1.95,2.9,26.3,1.5,1.21,1.45,0.3,1.42,0.08,,0.1,43.0,0.18,200.25,11.0,,18.05,0.0,
2023-03-02 23:00:00,2023-03-03 00:00:00,116.0,,2.42,1.85,2.98,27.48,7.33,1.03,2.07,0.3,1.6,0.05,0.03,0.1,42.0,0.28,207.5,11.0,,17.98,0.0,
2023-03-03 00:00:00,2023-03-03 01:00:00,106.0,,2.5,1.92,3.08,30.5,40.1,1.09,0.65,0.3,1.7,,0.08,0.15,44.75,0.25,214.5,11.0,,17.8,0.0,
2023-03-03 01:00:00,2023-03-03 02:00:00,113.5,,2.38,2.28,3.15,39.15,43.35,1.14,1.0,0.3,1.7,0.17,0.1,0.12,47.5,0.33,207.0,11.0,,17.8,0.0,
2023-03-03 02:00:00,2023-03-03 03:00:00,122.75,,2.45,1.95,3.0,51.27,43.12,1.02,5.2,0.3,1.8,0.15,0.15,0.1,47.5,0.38,240.25,11.0,,17.7,0.0,
2023-03-03 03:00:00,2023-03-03 04:00:00,117.5,,2.4,1.85,2.93,54.38,42.88,0.86,14.85,0.3,1.8,0.08,0.08,0.08,47.25,0.35,240.0,11.0,,17.65,0.0,
2023-03-03 04:00:00,2023-03-03 05:00:00,91.25,,2.48,1.85,3.03,48.3,40.8,0.74,13.85,0.3,1.75,0.1,0.05,0.08,50.5,0.55,274.0,11.0,,17.5,0.0,
2023-03-03 05:00:00,2023-03-03 06:00:00,88.75,,2.35,1.98,2.98,43.65,37.52,0.78,18.38,0.3,1.67,0.1,,0.12,50.0,0.68,261.0,11.0,,17.5,0.0,
2023-03-03 06:00:00,2023-03-03 07:00:00,94.0,,2.45,1.8,2.95,41.77,37.4,0.81,18.1,0.3,1.52,0.05,0.03,0.18,51.25,0.65,266.25,12.0,,17.42,0.0,
2023-03-03 07:00:00,2023-03-03 08:00:00,105.75,,2.48,2.12,3.17,42.25,38.0,1.11,17.32,0.3,1.5,0.08,0.05,0.08,51.25,0.78,262.5,17.0,,17.8,0.0,
2023-03-03 08:00:00,2023-03-03 09:00:00,143.75,,2.45,2.2,3.15,47.05,42.4,1.22,18.23,0.3,1.4,0.03,0.03,0.1,49.75,0.93,265.25,29.5,,18.0,0.0,
2023-03-03 09:00:00,2023-03-03 10:00:00,134.75,,2.38,2.35,3.15,66.45,42.38,1.11,32.2,0.38,1.4,0.1,,0.08,42.25,1.15,272.75,53.0,,18.4,0.0,
2023-03-03 10:00:00,2023-03-03 11:00:00,116.0,,2.58,1.65,2.97,65.4,8.48,0.92,30.68,0.4,1.3,0.1,0.05,0.05,32.25,1.08,254.75,67.0,,18.97,0.0,
2023-03-03 11:00:00,2023-03-03 12:00:00,75.75,,2.48,1.73,2.92,63.18,5.0,0.7,28.9,0.4,1.2,0.08,0.12,0.05,23.5,1.05,261.25,76.25,,19.38,0.0,
2023-03-03 12:00:00,2023-03-03 13:00:00,38.0,,2.52,1.77,3.0,56.23,4.85,0.66,31.65,0.35,1.12,0.1,0.05,0.05,21.0,1.12,248.75,78.75,,19.7,0.0,
2023-03-03 13:00:00,2023-03-03 14:00:00,27.5,,2.27,2.0,2.9,52.57,3.1,0.65,38.5,0.3,0.97,0.08,0.08,0.05,17.75,1.07,243.0,73.75,,19.95,0.0,
2023-03-03 14:00:00,2023-03-03 15:00:00,31.75,,2.52,1.7,2.95,48.8,2.58,0.61,37.17,0.22,1.0,0.03,0.05,0.05,18.0,1.15,225.0,61.75,,20.0,0.0,
2023-03-03 15:00:00,2023-03-03 16:00:00,34.75,,2.52,1.65,2.92,44.17,1.7,0.59,37.33,0.22,0.95,0.1,,0.08,17.75,1.25,221.5,46.0,,20.02,0.0,
2023-03-03 16:00:00,2023-03-03 17:00:00,28.75,,2.35,1.82,2.88,43.7,1.38,0.56,37.42,0.2,0.9,0.1,0.03,,18.25,1.0,241.5,29.0,,19.92,0.0,
2023-03-03 17:00:00,2023-03-03 18:00:00,33.75,,2.3,1.9,2.85,44.08,1.2,0.67,30.4,0.2,0.9,0.1,0.05,,22.0,0.6,164.5,15.25,,19.62,0.0,
2023-03-03 18:00:00,2023-03-03 19:00:00,37.5,,2.4,1.93,2.95,43.1,1.02,1.01,16.12,0.2,0.9,0.03,0.03,0.03,30.25,0.3,70.25,11.25,,19.03,0.0,
2023-03-03 19:00:00,2023-03-03 20:00:00,67.25,,2.48,1.72,2.95,44.58,0.55,1.46,7.17,0.2,0.95,0.08,0.12,0.05,37.25,0.15,139.0,11.0,,18.6,0.0,
2023-03-03 20:00:00,2023-03-03 21:00:00,95.25,,2.6,1.78,3.02,39.92,,1.53,4.7,0.25,1.05,0.05,0.1,0.12,34.75,0.33,273.0,11.0,,18.65,0.0,
2023-03-03 21:00:00,2023-03-03 22:00:00,120.5,,2.6,1.7,3.02,35.98,,1.33,4.28,0.3,1.2,0.1,0.1,0.08,37.75,0.43,246.75,11.0,,18.48,0.0,
2023-03-03 22:00:00,2023-03-03 23:00:00,126.5,,2.65,1.73,3.07,32.7,0.85,1.23,3.43,0.3,1.35,0.1,0.05,0.1,40.25,0.4,236.0,11.0,,18.32,0.0,
2023-03-03 23:00:00,2023-03-04 00:00:00,99.5,,2.7,1.62,3.08,33.55,1.77,0.95,9.18,0.3,1.4,0.1,,0.08,39.25,0.5,267.5,11.0,,18.3,0.0,
2023-03-04 00:00:00,2023-03-04 01:00:00,65.75,,2.62,1.65,3.02,33.4,,0.78,13.27,0.3,1.37,0.1,0.12,0.08,44.75,0.62,265.0,11.0,,18.02,0.0,
2023-03-04 01:00:00,2023-03-04 02:00:00,77.0,,2.35,1.88,2.88,36.33,,0.59,17.73,0.3,1.25,0.1,0.05,0.05,43.5,0.55,258.5,11.0,,18.08,0.0,
2023-03-04 02:00:00,2023-03-04 03:00:00,52.5,,2.58,1.93,3.12,41.9,,0.54,21.1,0.3,1.15,0.1,0.05,0.08,46.75,0.97,272.75,11.0,,17.88,0.0,
2023-03-04 03:00:00,2023-03-04 04:00:00,43.5,,2.27,1.85,2.85,44.52,,0.62,17.65,0.25,1.02,0.08,0.03,,49.0,1.07,282.25,11.0,,17.7,0.0,
2023-03-04 04:00:00,2023-03-04 05:00:00,51.25,,2.58,1.68,2.98,44.02,5.6,0.68,14.75,0.22,0.95,0.08,0.03,,52.25,1.27,284.0,11.0,,17.58,0.0,
2023-03-04 05:00:00,2023-03-04 06:00:00,81.0,,2.52,1.95,3.07,42.88,,0.97,11.45,0.23,0.9,0.03,,,57.0,0.93,278.75,11.0,,17.3,0.0,
2023-03-04 06:00:00,2023-03-04 07:00:00,115.5,,2.62,1.75,3.08,41.65,,0.97,9.32,0.3,0.9,0.08,0.03,0.08,59.0,1.2,284.0,12.25,,17.23,0.0,
2023-03-04 07:00:00,2023-03-04 08:00:00,113.75,,2.58,2.07,3.25,39.6,,1.08,9.45,0.3,0.9,0.05,0.03,0.03,55.5,1.27,280.25,19.25,,17.65,0.0,
2023-03-04 08:00:00,2023-03-04 09:00:00,110.25,,2.55,1.75,2.95,38.9,,0.92,14.32,0.3,0.9,0.08,,0.08,49.25,1.38,271.5,27.75,,17.95,0.0,
2023-03-04 09:00:00,2023-03-04 10:00:00,93.0,,2.62,1.82,3.1,52.17,,0.8,29.1,0.3,0.88,0.08,0.03,,43.75,1.45,243.0,53.5,,18.17,0.0,
2023-03-04 10:00:00,2023-03-04 11:00:00,77.25,,2.3,2.0,2.95,46.35,1.0,0.75,28.93,0.3,0.8,0.1,0.05,0.03,35.25,1.4,262.75,60.25,,18.6,0.0,
2023-03-04 11:00:00,2023-03-04 12:00:00,49.0,,2.42,2.08,3.05,49.5,7.23,0.68,28.87,0.3,0.88,0.1,,0.08,28.0,1.68,241.25,75.5,,19.03,0.0,
2023-03-04 12:00:00,2023-03-04 13:00:00,34.75,,2.25,1.95,2.88,50.5,5.88,0.63,,0.22,1.0,0.08,0.03,0.08,22.5,2.25,249.75,59.25,,19.32,0.0,
2023-03-04 13:00:00,2023-03-04 14:00:00,27.5,,2.12,2.02,2.83,50.72,8.28,0.71,47.0,0.2,1.1,0.1,,,24.25,1.65,257.75,48.0,,19.2,0.0,
2023-03-04 14:00:00,2023-03-04 15:00:00,24.25,,2.52,1.9,3.1,43.38,5.57,0.63,30.8,0.2,1.12,0.1,0.03,0.12,24.25,1.22,120.25,43.25,,19.18,0.0,
2023-03-04 15:00:00,2023-03-04 16:00:00,19.25,,2.65,1.83,3.1,39.42,4.12,0.55,29.7,0.2,1.2,0.08,0.03,0.05,24.5,1.25,100.5,34.75,,19.12,0.0,
2023-03-04 16:00:00,2023-03-04 17:00:00,15.75,,2.55,1.82,3.08,37.7,4.6,0.58,28.02,0.2,1.2,0.1,,0.03,27.75,1.1,226.25,17.0,,18.93,0.0,
2023-03-04 17:00:00,2023-03-04 18:00:00,27.0,,2.33,1.95,2.92,37.65,5.5,0.71,22.92,0.17,1.12,0.1,,0.12,32.0,1.12,262.75,13.0,,18.7,0.0,
2023-03-04 18:00:00,2023-03-04 19:00:00,40.0,,2.73,1.7,3.12,35.7,5.37,0.82,20.05,0.2,1.1,0.1,0.05,0.03,32.75,0.8,254.25,11.25,,18.52,0.0,
2023-03-04 19:00:00,2023-03-04 20:00:00,53.75,,2.58,1.75,3.02,32.08,2.3,1.12,9.57,0.2,1.15,0.1,0.05,0.08,36.5,0.95,197.0,11.0,,18.28,0.0,
2023-03-04 20:00:00,2023-03-04 21:00:00,59.25,,2.4,1.6,2.8,29.9,0.75,0.77,14.42,0.2,1.2,0.1,0.15,0.08,40.25,1.15,191.5,11.0,,18.08,0.0,
2023-03-04 21:00:00,2023-03-04 22:00:00,31.5,,2.4,1.67,2.85,25.27,,0.7,11.57,0.2,1.2,0.03,0.05,0.1,39.75,0.68,227.0,11.0,,18.08,0.0,
2023-03-04 22:00:00,2023-03-04 23:00:00,28.25,,2.45,1.95,3.02,24.73,,0.62,10.6,0.2,1.12,0.03,0.05,0.05,44.25,0.77,252.25,11.0,,17.85,0.0,
2023-03-04 23:00:00,2023-03-05 00:00:00,26.5,,2.3,1.92,2.92,25.05,,0.62,9.05,0.2,1.08,0.1,0.1,0.12,53.75,0.65,247.0,11.0,,17.42,0.0,
2023-03-05 00:00:00,2023-03-05 01:00:00,34.75,,2.55,1.98,3.12,25.03,1.75,0.53,6.8,0.2,1.0,0.05,0.05,0.08,50.75,0.75,222.5,11.0,,17.55,0.0,
2023-03-05 01:00:00,2023-03-05 02:00:00,31.25,,2.47,1.92,3.0,23.05,2.2,0.48,6.82,0.2,1.0,0.08,0.08,0.1,48.0,0.7,235.5,11.0,,17.6,0.0,
2023-03-05 02:00:00,2023-03-05 03:00:00,25.0,,2.5,1.73,3.0,27.88,2.2,0.4,24.1,0.2,0.88,0.1,0.08,0.12,41.0,1.97,244.75,11.0,,17.8,0.0,
2023-03-05 03:00:00,2023-03-05 04:00:00,18.5,,2.55,1.98,3.12,28.5,1.43,0.38,25.25,0.1,0.65,0.05,0.03,0.03,37.75,1.25,255.25,11.0,,17.85,0.0,
2023-03-05 04:00:00,2023-03-05 05:00:00,14.5,,2.73,1.82,3.17,29.3,0.7,0.34,20.65,0.1,0.6,,0.03,0.05,40.5,0.7,185.25,11.0,,17.65,0.0,
2023-03-05 05:00:00,2023-03-05 06:00:00,13.25,,2.62,1.7,3.02,27.85,,0.36,14.55,0.1,0.6,0.05,,0.05,41.75,0.68,268.5,11.0,,17.62,0.0,
2023-03-05 06:00:00,2023-03-05 07:00:00,24.5,,2.52,1.93,3.02,28.98,0.1,0.56,11.05,0.1,0.6,,0.05,0.1,46.75,0.57,269.25,12.25,,17.4,0.0,
2023-03-05 07:00:00,2023-03-05 08:00:00,52.25,,2.42,2.02,3.05,29.07,0.27,0.59,12.6,0.1,0.6,,0.03,0.03,46.0,0.75,260.5,20.25,,17.77,0.0,
2023-03-05 08:00:00,2023-03-05 09:00:00,59.25,,2.45,1.65,2.9,28.75,1.55,0.64,17.7,0.2,0.62,0.08,0.03,0.1,37.0,0.75,259.0,29.75,,18.27,0.0,
2023-03-05 09:00:00,2023-03-05 10:00:00,52.25,,2.25,1.9,2.85,40.15,8.35,0.72,28.2,0.2,0.8,0.12,0.05,0.15,29.75,0.78,260.25,55.5,,18.57,0.0,
2023-03-05 10:00:00,2023-03-05 11:00:00,36.25,,2.42,1.85,2.98,37.7,7.62,0.6,29.02,0.3,0.9,0.2,0.1,0.35,26.5,1.02,247.25,69.5,,18.93,0.0,
2023-03-05 11:00:00,2023-03-05 12:00:00,34.75,,2.2,1.9,2.83,38.38,5.35,0.45,34.5,0.3,0.9,0.28,0.1,0.25,22.0,1.3,247.75,78.5,,19.18,0.0,
2023-03-05 12:00:00,2023-03-05 13:00:00,15.75,,2.6,1.8,3.07,37.4,5.3,0.4,33.73,0.3,0.9,0.23,0.07,0.35,17.0,1.1,231.25,80.5,,19.48,0.0,
2023-03-05 13:00:00,2023-03-05 14:00:00,9.0,,2.27,2.08,2.98,35.9,5.22,0.39,34.33,0.3,0.9,0.22,0.3,0.3,14.5,1.17,253.25,75.0,,19.62,0.0,
2023-03-05 14:00:00,2023-03-05 15:00:00,8.0,,2.27,1.93,2.85,33.03,4.78,0.37,38.25,0.27,0.9,0.25,,0.28,14.0,1.15,241.0,64.0,,19.7,0.0,
2023-03-05 15:00:00,2023-03-05 16:00:00,7.5,,2.58,1.85,3.1,30.33,4.25,0.35,40.72,0.22,0.9,0.25,0.07,0.25,14.0,1.35,263.25,46.5,,19.7,0.0,
2023-03-05 16:00:00,2023-03-05 17:00:00,5.25,,2.62,1.77,3.08,30.42,4.85,0.36,43.12,0.2,0.9,0.3,0.05,0.38,15.75,1.17,275.75,30.25,,19.62,0.0,
2023-03-05 17:00:00,2023-03-05 18:00:00,8.0,,2.58,1.68,2.98,30.3,5.78,0.42,41.12,0.2,0.9,0.35,,0.43,17.5,0.62,283.0,15.5,,19.5,0.0,
2023-03-05 18:00:00,2023-03-05 19:00:00,15.5,,2.75,1.7,3.15,29.77,5.28,0.71,28.1,0.28,0.95,0.3,0.23,0.42,23.0,0.35,272.25,11.25,,19.12,0.0,
2023-03-05 19:00:00,2023-03-05 20:00:00,27.0,,2.7,1.88,3.2,25.45,4.72,1.48,8.72,0.3,1.1,0.35,0.5,0.33,30.25,0.28,225.25,11.0,,18.7,0.0,
2023-03-05 20:00:00,2023-03-05 21:00:00,53.25,,2.67,1.75,3.08,23.0,4.88,1.63,1.85,0.3,1.32,0.3,0.4,0.38,34.0,0.28,212.0,11.0,,18.45,0.0,
2023-03-05 21:00:00,2023-03-05 22:00:00,74.75,,2.42,1.98,3.05,22.65,5.6,1.52,1.53,0.3,1.55,0.3,0.22,0.3,42.75,0.1,238.67,11.0,,18.05,0.0,
2023-03-05 22:00:00,2023-03-05 23:00:00,91.0,,2.25,2.05,2.95,24.67,4.42,1.07,9.13,0.35,1.68,0.12,,0.48,39.0,0.6,289.5,11.0,,18.2,0.0,
2023-03-05 23:00:00,2023-03-06 00:00:00,102.0,,2.55,2.12,3.2,24.12,5.38,0.9,15.6,0.4,1.77,0.28,0.25,0.42,40.0,0.47,256.5,11.0,,18.1,0.0,
2023-03-06 00:00:00,2023-03-06 01:00:00,126.75,,2.5,2.02,3.12,24.93,7.15,1.16,8.6,0.4,1.8,0.33,0.03,0.62,44.75,0.4,212.75,11.0,,17.8,0.0,
2023-03-06 01:00:00,2023-03-06 02:00:00,105.5,,2.55,1.75,2.98,22.02,6.55,0.97,2.67,0.4,1.73,0.35,0.38,0.55,46.25,0.35,225.75,11.0,,17.7,0.0,
2023-03-06 02:00:00,2023-03-06 03:00:00,92.25,,2.58,1.7,3.02,22.9,6.75,0.95,5.4,0.4,1.7,0.53,0.05,0.6,46.0,0.28,234.0,11.0,,17.75,0.0,
2023-03-06 03:00:00,2023-03-06 04:00:00,89.75,,2.42,1.77,2.95,27.23,6.67,0.73,14.55,0.4,1.6,0.48,0.15,0.45,47.25,0.33,243.25,11.0,,17.67,0.0,
2023-03-06 04:00:00,2023-03-06 05:00:00,65.25,,2.4,2.0,3.0,28.55,6.15,0.67,17.0,0.4,1.55,0.38,0.3,0.45,49.25,0.38,268.5,11.0,,17.55,0.0,
2023-03-06 05:00:00,2023-03-06 06:00:00,65.75,,2.5,1.95,3.05,28.35,5.38,0.72,12.75,0.4,1.5,0.3,0.22,0.43,51.25,0.4,230.0,11.0,,17.45,0.0,
2023-03-06 06:00:00,2023-03-06 07:00:00,85.25,,2.45,1.93,3.02,28.62,4.95,0.71,15.4,0.4,1.5,0.47,0.22,0.45,52.25,0.5,255.0,12.25,,17.4,0.0,
2023-03-06 07:00:00,2023-03-06 08:00:00,72.5,,2.42,1.85,2.95,29.05,5.22,0.8,18.3,0.4,1.5,0.4,0.15,0.55,50.5,0.67,256.0,21.25,,17.92,0.0,
2023-03-06 08:00:00,2023-03-06 09:00:00,87.5,,2.4,2.1,3.1,26.2,7.85,0.95,23.8,0.4,1.5,0.42,0.07,0.58,48.25,0.8,245.75,30.5,,18.2,0.0,
2023-03-06 09:00:00,2023-03-06 10:00:00,93.25,,2.48,1.9,3.02,42.57,11.98,0.81,33.8,0.4,1.45,0.4,0.5,0.6,40.25,0.75,232.5,55.75,,18.5,0.0,
2023-03-06 10:00:00,2023-03-06 11:00:00,75.25,,2.5,1.82,3.0,43.2,14.77,0.83,35.9,0.4,1.2,0.33,0.1,0.38,30.25,0.95,196.25,69.75,,19.02,0.0,
2023-03-06 11:00:00,2023-03-06 12:00:00,59.0,,2.62,1.93,3.17,45.77,13.35,0.69,34.1,0.3,1.12,0.4,0.5,0.33,27.25,0.93,227.0,79.25,,19.42,0.0,
2023-03-06 12:00:00,2023-03-06 13:00:00,48.0,,2.42,1.65,2.83,43.83,10.32,0.57,35.27,0.3,1.1,0.27,0.3,0.3,22.75,1.25,242.5,82.5,,19.48,0.0,
2023-03-06 13:00:00,2023-03-06 14:00:00,20.5,,2.45,1.88,2.98,40.97,9.95,0.54,36.67,0.3,1.02,0.25,,0.28,19.5,1.35,248.0,77.5,,19.65,0.0,
2023-03-06 14:00:00,2023-03-06 15:00:00,16.75,,2.83,1.73,3.23,36.67,8.97,0.49,38.48,0.3,0.92,0.17,,0.38,17.75,1.17,246.5,64.25,,19.75,0.0,
2023-03-06 15:00:00,2023-03-06 16:00:00,12.0,,2.8,2.08,3.33,34.12,9.07,0.49,38.48,0.25,0.9,0.28,0.2,0.3,17.0,1.4,272.75,48.75,,19.8,0.0,
2023-03-06 16:00:00,2023-03-06 17:00:00,22.25,,2.55,1.83,3.02,34.55,8.53,0.46,38.52,0.2,0.9,0.28,0.12,0.38,19.75,1.0,174.5,26.5,,19.68,0.0,
2023-03-06 17:00:00,2023-03-06 18:00:00,17.5,,2.62,1.73,3.05,33.45,7.7,0.52,31.82,0.2,0.9,0.25,0.1,0.35,22.25,0.78,111.0,15.5,,19.38,0.0,
2023-03-06 18:00:00,2023-03-06 19:00:00,23.5,,2.4,1.77,2.88,34.17,7.85,0.71,27.07,0.2,0.9,0.17,0.22,0.3,30.0,0.5,113.0,11.0,,18.92,0.0,
2023-03-06 19:00:00,2023-03-06 20:00:00,41.5,,2.8,1.73,3.15,36.65,8.72,1.11,20.75,0.2,0.9,0.17,0.27,0.2,33.25,0.68,66.5,11.0,,18.68,0.0,
2023-03-06 20:00:00,2023-03-06 21:00:00,81.25,,2.15,1.7,2.67,39.17,9.32,1.57,16.1,0.23,0.95,0.28,0.1,0.25,35.0,0.57,65.25,11.0,,18.48,0.0,
2023-03-06 21:00:00,2023-03-06 22:00:00,162.25,,2.4,1.82,2.95,34.4,6.93,1.59,16.95,0.3,1.05,0.2,0.03,0.27,35.25,0.28,109.25,11.0,,18.32,0.0,
2023-03-06 22:00:00,2023-03-06 23:00:00,131.25,,2.7,1.7,3.12,30.77,5.38,1.19,15.97,0.3,1.1,0.22,0.2,0.25,35.75,0.15,138.75,11.0,,18.17,0.0,
2023-03-06 23:00:00,2023-03-07 00:00:00,106.75,,2.3,1.82,2.85,28.8,5.62,1.32,10.75,0.3,1.18,0.25,,0.28,39.75,1.08,199.25,11.0,,18.1,0.0,
2023-03-07 00:00:00,2023-03-07 01:00:00,111.5,,2.38,1.85,2.95,27.62,4.38,0.91,13.72,0.3,1.2,0.17,0.12,0.28,39.5,0.6,205.5,11.0,,18.02,0.0,
2023-03-07 01:00:00,2023-03-07 02:00:00,79.25,,2.52,1.98,3.1,30.25,4.25,0.78,10.25,0.3,1.2,0.12,0.1,0.25,44.5,0.1,144.5,11.0,,17.7,0.0,
2023-03-07 02:00:00,2023-03-07 03:00:00,70.25,,2.48,1.78,2.95,35.6,3.65,0.84,7.3,0.3,1.18,0.28,0.12,0.27,47.75,0.17,224.0,11.0,,17.6,0.0,
2023-03-07 03:00:00,2023-03-07 04:00:00,70.0,,2.57,1.9,3.15,37.45,3.52,0.73,8.28,0.3,1.15,0.25,0.3,0.22,49.75,0.62,206.25,11.0,,17.5,0.0,
2023-03-07 04:00:00,2023-03-07 05:00:00,62.25,,2.67,2.08,3.3,35.88,3.27,0.58,11.55,0.3,1.1,0.2,0.03,0.28,47.75,0.6,216.0,11.0,,17.5,0.0,
2023-03-07 05:00:00,2023-03-07 06:00:00,46.25,,2.77,1.82,3.23,33.5,2.35,0.58,8.93,0.3,1.1,0.22,0.25,0.38,53.25,0.4,170.25,11.0,,17.27,0.0,
2023-03-07 06:00:00,2023-03-07 07:00:00,48.75,,2.67,1.7,3.08,32.8,1.62,0.62,7.4,0.3,1.1,0.18,0.12,0.25,55.5,0.47,197.0,12.5,,17.25,0.0,
2023-03-07 07:00:00,2023-03-07 08:00:00,56.25,,2.28,1.93,2.88,32.0,1.62,0.78,7.62,0.3,1.1,0.22,0.07,0.28,49.0,0.4,181.75,21.5,,17.77,0.0,
2023-03-07 08:00:00,2023-03-07 09:00:00,72.5,,2.65,1.7,3.1,30.55,2.25,0.73,17.93,0.3,1.1,0.2,0.2,0.38,41.25,0.62,246.0,27.0,,18.02,0.0,
2023-03-07 09:00:00,2023-03-07 10:00:00,56.0,,2.38,1.85,2.9,43.08,3.73,0.57,26.1,0.3,1.1,0.28,0.03,0.25,35.25,0.7,255.25,49.25,,18.42,0.0,
2023-03-07 10:00:00,2023-03-07 11:00:00,39.0,,2.38,1.92,3.0,43.62,4.57,0.52,27.5,0.27,1.0,0.15,0.25,0.3,31.0,0.8,247.5,56.0,,18.8,0.0,
2023-03-07 11:00:00,2023-03-07 12:00:00,31.75,,2.35,2.02,3.0,45.77,4.97,0.52,30.12,0.2,0.9,0.12,0.2,0.25,26.5,0.95,180.0,63.5,,19.1,0.0,
2023-03-07 12:00:00,2023-03-07 13:00:00,24.25,,2.67,1.62,2.98,43.7,5.88,0.5,31.73,0.2,0.88,0.15,0.03,0.3,23.5,0.97,157.0,60.75,,19.3,0.0,
2023-03-07 13:00:00,2023-03-07 14:00:00,20.5,,2.7,1.8,3.17,42.47,6.58,0.53,35.65,0.2,0.9,0.2,0.07,0.15,22.0,0.75,166.75,56.5,,19.45,0.0,
2023-03-07 14:00:00,2023-03-07 15:00:00,18.0,,2.42,1.92,3.0,39.73,6.17,0.54,37.85,0.2,0.9,0.25,0.15,0.3,20.5,0.57,215.0,45.5,,19.6,0.0,
2023-03-07 15:00:00,2023-03-07 16:00:00,17.5,,2.85,1.75,3.23,37.45,5.68,0.52,38.95,0.2,0.9,0.25,0.2,0.35,21.0,0.75,83.5,32.5,,19.52,0.0,
2023-03-07 16:00:00,2023-03-07 17:00:00,15.75,,2.58,1.98,3.12,36.42,5.95,0.49,38.85,0.2,0.9,0.27,0.17,0.42,23.5,0.95,64.25,29.0,,19.48,0.0,
