From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (mm),Xylene (ug/m3),AT (degree C)
2023-01-19 03:00:00,2023-01-19 04:00:00,8.0,40.52,3.86,11.1,8.89,,5.28,1.04,0.18,,,,,91.06,0.68,99.45,8.1,0.0,,11.18
2023-01-19 04:00:00,2023-01-19 05:00:00,5.51,37.86,3.7,9.93,8.16,,5.09,1.0,0.08,,,,,93.86,0.56,71.36,8.43,0.0,,10.62
2023-01-19 05:00:00,2023-01-19 06:00:00,4.81,35.8,3.85,9.95,8.29,,5.0,1.05,0.1,,,,,90.47,0.41,77.06,8.24,0.0,,10.29
2023-01-19 06:00:00,2023-01-19 07:00:00,6.27,34.13,4.0,10.71,8.81,,4.94,1.08,0.05,,,,,91.57,0.91,96.46,31.39,0.0,,10.32
2023-01-19 07:00:00,2023-01-19 08:00:00,6.55,34.48,4.82,10.84,9.53,,4.99,1.04,0.03,,,,,87.5,0.9,86.99,157.05,0.0,,11.52
2023-01-19 08:00:00,2023-01-19 09:00:00,6.34,36.34,5.73,11.25,10.48,,5.67,0.94,0.12,,,,,80.01,0.94,80.83,358.8,0.0,,13.74
2023-01-19 09:00:00,2023-01-19 10:00:00,7.96,35.29,3.92,10.96,8.87,,5.73,1.03,0.44,,,,,71.14,1.46,94.69,532.2,0.0,,15.82
2023-01-19 10:00:00,2023-01-19 11:00:00,8.11,33.24,1.09,9.82,6.0,,3.34,0.89,5.1,,,,,61.51,1.32,98.85,667.93,0.0,,17.7
2023-01-19 11:00:00,2023-01-19 12:00:00,8.04,29.61,0.86,10.0,5.91,,3.63,0.83,1.35,,,,,50.98,0.81,132.26,719.49,0.0,,19.97
2023-01-19 12:00:00,2023-01-19 13:00:00,10.59,29.93,0.71,10.46,6.04,,4.63,0.91,2.69,,,,,44.51,0.72,157.83,700.16,0.0,,21.89
2023-01-19 13:00:00,2023-01-19 14:00:00,12.87,30.22,0.29,10.47,5.71,,4.22,1.05,7.26,,,,,36.55,0.74,208.56,609.77,0.0,,22.89
2023-01-19 14:00:00,2023-01-19 15:00:00,16.06,27.3,0.42,10.39,5.77,,4.67,1.12,2.97,,,,,33.05,0.79,262.79,445.83,0.0,,23.54
2023-01-19 15:00:00,2023-01-19 16:00:00,16.12,29.38,1.08,9.94,6.06,,6.11,1.02,1.57,,,,,30.57,0.84,247.94,245.72,0.0,,23.3
2023-01-19 16:00:00,2023-01-19 17:00:00,19.17,38.87,1.96,38.59,21.74,,3.24,0.92,11.09,,,,,39.55,0.59,296.64,62.12,0.0,,22.09
2023-01-19 17:00:00,2023-01-19 18:00:00,27.74,72.64,4.55,38.43,23.6,21.52,2.81,1.1,3.12,,,,,49.31,0.53,320.04,9.15,0.0,,19.65
2023-01-19 18:00:00,2023-01-19 19:00:00,20.58,97.65,26.85,72.1,62.01,0.34,3.21,1.35,3.87,,,,,64.77,0.6,179.72,8.54,0.0,,17.12
2023-01-19 19:00:00,2023-01-19 20:00:00,15.93,,5.93,43.97,27.73,0.34,2.52,1.23,3.48,,,,,65.81,0.54,158.28,8.24,0.0,,16.0
2023-01-19 20:00:00,2023-01-19 21:00:00,11.52,76.25,4.68,24.6,16.6,0.34,3.57,1.11,0.77,,,,,67.08,0.49,79.52,8.12,0.0,,15.11
2023-01-19 21:00:00,2023-01-19 22:00:00,9.4,75.81,4.52,20.27,14.22,0.33,4.73,1.02,0.51,,,,,72.44,0.48,103.41,8.19,0.0,,14.36
2023-01-19 22:00:00,2023-01-19 23:00:00,10.2,79.5,3.88,17.12,12.06,0.33,5.09,1.12,0.82,,,,,68.92,0.93,98.18,7.98,0.0,,14.11
2023-01-19 23:00:00,2023-01-20 00:00:00,10.51,82.56,2.98,15.3,10.38,0.32,5.38,1.16,0.62,,,,,75.84,0.3,70.6,8.54,0.0,,12.97
2023-01-20 00:00:00,2023-01-20 01:00:00,8.67,71.38,6.39,18.77,14.94,0.29,3.86,0.74,0.11,,,,,81.25,0.33,119.96,8.29,0.0,,12.1
2023-01-20 01:00:00,2023-01-20 02:00:00,8.91,81.59,6.73,17.59,14.58,0.3,3.79,0.65,0.37,,,,,78.26,0.98,98.25,7.86,0.0,,11.7
2023-01-20 02:00:00,2023-01-20 03:00:00,10.26,78.38,3.97,14.16,10.58,0.29,3.63,0.71,0.47,,,,,85.35,0.86,86.72,8.24,0.0,,10.97
2023-01-20 03:00:00,2023-01-20 04:00:00,10.81,59.44,2.97,12.18,8.75,0.29,3.24,0.69,0.42,,,,,83.05,0.83,96.25,8.02,0.0,,10.62
2023-01-20 04:00:00,2023-01-20 05:00:00,12.68,32.93,2.6,10.65,7.65,0.29,3.31,0.65,0.43,,,,,88.24,1.1,88.45,8.21,0.0,,10.3
2023-01-20 05:00:00,2023-01-20 06:00:00,13.95,40.13,2.86,10.61,7.84,0.28,3.32,0.62,0.34,,,,,85.78,0.44,85.34,8.3,0.0,,9.92
2023-01-20 06:00:00,2023-01-20 07:00:00,15.95,31.19,3.27,11.73,8.75,0.27,2.8,0.65,0.13,,,,,82.52,0.49,84.29,30.1,0.0,,9.86
2023-01-20 07:00:00,2023-01-20 08:00:00,16.43,63.59,3.59,11.84,9.07,0.28,3.08,0.58,0.53,,,,,80.27,1.31,94.28,161.86,0.0,,11.25
2023-01-20 08:00:00,2023-01-20 09:00:00,15.8,59.67,3.17,11.19,8.38,0.27,3.23,0.62,0.66,,,,,72.32,0.92,108.67,363.49,0.0,,14.12
2023-01-20 09:00:00,2023-01-20 10:00:00,18.22,56.29,2.18,10.35,7.16,0.27,3.69,0.66,0.93,,,,,62.06,0.72,77.45,531.23,0.0,,16.58
2023-01-20 10:00:00,2023-01-20 11:00:00,21.45,45.42,1.0,9.69,5.87,0.27,2.56,0.6,8.49,,,,,50.46,0.82,125.14,671.92,0.0,,18.66
2023-01-20 11:00:00,2023-01-20 12:00:00,22.51,54.56,0.22,8.96,4.86,0.24,0.43,0.58,24.56,0.0,0.0,,,40.72,0.63,138.97,732.78,0.0,,20.96
2023-01-20 12:00:00,2023-01-20 13:00:00,57.83,80.59,0.85,8.98,5.38,0.24,1.45,0.65,8.03,2.8,,4.4,5.87,35.26,0.67,169.56,704.16,0.0,,23.04
2023-01-20 13:00:00,2023-01-20 14:00:00,57.83,74.89,0.4,11.13,6.13,6.61,1.32,0.61,10.32,2.93,,4.99,7.09,32.38,0.73,237.09,606.11,0.0,,24.01
2023-01-20 14:00:00,2023-01-20 15:00:00,,75.82,0.46,10.25,5.73,7.03,1.97,0.71,8.4,1.2,0.0,2.45,3.36,28.58,0.77,228.26,442.53,0.0,,24.61
2023-01-20 15:00:00,2023-01-20 16:00:00,,,0.31,11.85,6.45,6.7,1.19,0.7,27.39,2.31,,6.69,8.73,26.54,0.58,239.08,236.61,0.0,,24.63
2023-01-20 16:00:00,2023-01-20 17:00:00,58.65,71.08,3.75,29.61,18.48,7.65,1.19,0.72,11.66,2.44,,5.73,8.82,29.24,0.43,243.97,63.04,0.0,,23.2
2023-01-20 17:00:00,2023-01-20 18:00:00,52.46,73.93,3.46,36.14,21.66,7.68,1.31,0.83,6.57,4.39,40.36,6.22,16.07,35.88,0.38,285.29,9.26,0.0,,20.93
2023-01-20 18:00:00,2023-01-20 19:00:00,37.61,80.23,42.16,34.26,40.85,9.71,3.09,1.2,0.85,,,12.41,24.93,55.76,0.44,261.78,8.77,0.0,,17.96
2023-01-20 19:00:00,2023-01-20 20:00:00,28.54,,59.29,45.5,66.93,9.93,3.83,1.11,1.07,,,17.09,44.86,59.4,0.38,48.76,8.43,0.0,,16.71
2023-01-20 20:00:00,2023-01-20 21:00:00,19.77,,41.91,26.69,47.55,9.06,5.01,1.16,0.46,,,18.41,38.83,63.38,0.65,86.88,8.07,0.0,,15.91
2023-01-20 21:00:00,2023-01-20 22:00:00,13.85,,27.72,22.07,33.76,9.18,5.83,1.01,0.3,,,18.8,34.51,66.03,0.34,123.55,8.23,0.0,,15.04
2023-01-20 22:00:00,2023-01-20 23:00:00,9.68,96.33,17.12,19.61,23.97,8.93,6.51,0.83,0.46,,,18.4,30.81,67.68,0.82,94.22,8.07,0.0,,14.32
2023-01-20 23:00:00,2023-01-21 00:00:00,14.4,90.71,11.81,17.88,18.82,8.37,6.58,0.94,0.26,,,17.93,27.29,72.33,0.57,87.63,8.27,0.0,,13.48
2023-01-21 00:00:00,2023-01-21 01:00:00,26.46,76.8,11.49,17.41,18.31,8.86,3.33,1.09,0.21,,,17.27,24.51,75.47,0.46,79.58,8.26,0.0,,12.73
2023-01-21 01:00:00,2023-01-21 02:00:00,23.2,72.21,8.7,15.71,15.18,8.7,3.33,0.94,0.31,,,16.58,22.27,78.19,0.9,96.24,7.98,0.0,,12.0
2023-01-21 02:00:00,2023-01-21 03:00:00,21.18,62.38,5.79,12.54,11.2,8.19,3.26,0.93,0.19,,,15.95,20.39,82.34,0.73,85.77,8.27,0.0,,11.56
2023-01-21 03:00:00,2023-01-21 04:00:00,20.83,49.12,4.73,11.32,9.71,8.64,3.27,0.92,0.21,4.75,,15.36,18.95,82.16,0.72,91.31,8.03,0.0,,11.03
2023-01-21 04:00:00,2023-01-21 05:00:00,18.9,49.18,4.2,10.93,9.07,8.24,3.41,0.92,0.23,4.01,,14.9,17.84,83.01,0.94,91.8,8.04,0.0,,10.85
2023-01-21 05:00:00,2023-01-21 06:00:00,16.28,41.58,3.9,10.71,8.73,7.92,3.18,0.89,0.15,3.45,,14.55,17.03,83.87,0.86,87.73,8.32,0.0,,10.4
2023-01-21 06:00:00,2023-01-21 07:00:00,13.86,41.88,4.3,10.56,8.96,8.33,3.16,0.95,0.08,2.97,,14.11,16.43,84.68,0.58,82.25,28.86,0.0,,10.5
2023-01-21 07:00:00,2023-01-21 08:00:00,10.64,38.62,5.3,11.37,10.19,7.91,3.52,0.82,0.22,2.78,,14.04,16.25,75.51,0.89,86.55,167.13,0.0,,12.32
2023-01-21 08:00:00,2023-01-21 09:00:00,11.92,43.74,5.46,11.74,10.51,7.88,3.83,0.94,0.11,2.91,,14.34,16.46,69.61,0.85,83.4,374.48,0.0,,14.84
2023-01-21 09:00:00,2023-01-21 10:00:00,17.18,47.17,3.71,11.09,8.78,8.14,3.78,0.97,3.6,3.18,,14.94,17.05,66.87,1.1,102.45,543.42,0.0,,16.41
2023-01-21 10:00:00,2023-01-21 11:00:00,28.65,47.23,0.61,9.58,5.49,6.92,0.1,0.9,19.58,2.31,15.81,5.37,7.08,56.24,1.0,101.21,675.53,0.0,,18.6
2023-01-21 11:00:00,2023-01-21 12:00:00,47.08,54.29,0.51,10.44,5.86,7.22,0.12,0.85,17.3,1.97,7.69,2.31,4.1,48.38,0.82,128.19,718.46,0.0,,20.63
2023-01-21 12:00:00,2023-01-21 13:00:00,,55.81,0.47,11.12,6.19,7.7,,0.96,19.51,2.19,0.0,2.98,5.81,41.9,0.6,126.3,677.96,0.0,,22.54
2023-01-21 13:00:00,2023-01-21 14:00:00,,55.58,0.56,10.39,5.88,7.46,0.62,0.91,11.58,2.46,0.0,2.77,5.76,36.64,0.57,176.37,576.62,0.0,,24.0
2023-01-21 14:00:00,2023-01-21 15:00:00,,57.19,0.38,9.89,5.47,7.24,0.73,0.93,19.98,2.35,0.0,4.03,6.46,34.09,0.84,226.58,409.2,0.0,,24.67
2023-01-21 15:00:00,2023-01-21 16:00:00,,54.48,0.38,10.32,5.69,7.11,0.76,0.97,17.32,1.89,0.0,2.64,4.56,36.09,0.76,265.32,217.33,0.0,,24.27
2023-01-21 16:00:00,2023-01-21 17:00:00,51.94,55.98,1.04,13.21,7.73,7.06,1.17,0.99,1.82,2.42,0.0,5.0,8.28,41.18,0.49,306.33,55.05,0.0,,23.05
2023-01-21 17:00:00,2023-01-21 18:00:00,48.34,58.93,6.2,41.01,26.4,7.72,2.46,1.03,5.36,3.74,0.0,9.18,13.59,49.32,0.25,206.24,9.36,0.0,,20.45
2023-01-21 18:00:00,2023-01-21 19:00:00,38.68,64.5,19.14,63.31,48.43,7.84,2.06,1.25,1.53,,0.0,14.86,29.18,63.58,0.36,22.32,8.66,0.0,,18.43
2023-01-21 19:00:00,2023-01-21 20:00:00,29.96,,33.58,44.86,50.37,7.48,4.27,1.31,0.6,,0.0,13.97,30.23,70.77,0.31,256.92,8.46,0.0,,16.98
2023-01-21 20:00:00,2023-01-21 21:00:00,20.99,,28.48,30.69,38.88,7.64,5.77,1.34,0.41,,0.0,17.38,31.88,69.66,0.41,107.63,8.14,0.0,,16.41
2023-01-21 21:00:00,2023-01-21 22:00:00,14.7,,22.39,26.55,31.82,7.47,7.2,1.32,0.39,,0.0,18.79,31.6,69.88,0.37,132.34,8.07,0.0,,16.1
2023-01-21 22:00:00,2023-01-21 23:00:00,10.28,,17.78,24.36,26.98,6.89,7.78,1.25,0.32,,0.0,19.8,31.29,72.22,0.44,87.51,8.18,0.0,,15.31
2023-01-21 23:00:00,2023-01-22 00:00:00,9.51,94.5,12.67,23.76,22.57,7.33,8.15,1.18,0.33,,0.0,19.47,28.81,70.65,0.71,82.63,8.27,0.0,,14.7
2023-01-22 00:00:00,2023-01-22 01:00:00,12.48,93.41,11.36,23.54,21.4,7.91,4.26,0.76,0.31,,0.0,18.66,25.96,78.09,0.37,69.28,8.39,0.0,,13.4
2023-01-22 01:00:00,2023-01-22 02:00:00,13.33,88.81,9.78,21.3,18.96,7.43,4.29,0.79,0.1,,0.0,18.07,23.82,81.76,0.43,79.62,8.23,0.0,,12.66
2023-01-22 02:00:00,2023-01-22 03:00:00,15.23,80.42,6.84,17.98,14.88,7.92,4.21,0.77,0.2,,0.0,17.24,21.83,85.79,0.49,76.66,8.11,0.0,,12.03
2023-01-22 03:00:00,2023-01-22 04:00:00,14.61,72.14,4.67,15.32,11.75,7.46,4.42,0.7,0.28,,0.0,16.53,20.25,83.53,0.76,96.52,7.88,0.0,,11.94
2023-01-22 04:00:00,2023-01-22 05:00:00,11.61,68.07,3.6,13.04,9.71,7.12,4.43,0.72,0.16,,0.0,16.08,19.04,88.21,1.2,97.13,7.96,0.0,,11.65
2023-01-22 05:00:00,2023-01-22 06:00:00,11.15,59.66,2.88,11.63,8.39,7.54,4.24,0.7,0.2,4.32,0.0,15.09,17.55,90.05,1.18,95.73,8.21,0.0,,11.41
2023-01-22 06:00:00,2023-01-22 07:00:00,9.84,51.37,3.12,12.1,8.82,7.09,4.75,0.69,0.17,3.54,0.0,14.61,16.69,86.65,0.72,88.78,30.02,0.0,,11.28
2023-01-22 07:00:00,2023-01-22 08:00:00,12.59,40.8,3.38,12.91,9.46,6.98,4.57,0.75,0.11,3.31,0.0,14.65,16.52,79.98,0.81,91.61,151.46,0.0,,12.94
2023-01-22 08:00:00,2023-01-22 09:00:00,21.06,45.3,3.53,13.82,10.05,7.42,5.1,0.69,0.33,3.49,0.0,14.84,16.77,72.73,1.09,100.94,341.02,0.0,,15.17
2023-01-22 09:00:00,2023-01-22 10:00:00,20.87,43.77,2.16,12.86,8.45,6.94,5.44,0.68,0.69,3.68,0.0,15.22,17.01,63.86,1.04,116.04,501.03,0.0,,17.74
2023-01-22 10:00:00,2023-01-22 11:00:00,18.89,43.3,1.31,12.1,7.37,6.92,6.02,0.72,1.0,3.58,0.0,15.73,17.43,54.43,1.01,113.42,626.97,0.0,,20.02
2023-01-22 11:00:00,2023-01-22 12:00:00,24.75,44.44,1.02,11.89,7.03,7.34,6.57,0.71,1.25,3.35,0.0,16.45,18.11,47.67,0.75,114.53,674.51,0.0,,22.2
2023-01-22 12:00:00,2023-01-22 13:00:00,26.9,45.46,0.78,11.66,6.72,6.79,7.31,0.68,1.72,3.16,0.0,17.59,19.0,44.93,0.57,108.12,640.03,0.0,,23.47
2023-01-22 13:00:00,2023-01-22 14:00:00,25.65,45.36,0.51,11.52,6.43,7.06,7.84,0.81,2.09,4.49,0.0,18.81,20.01,41.59,0.62,250.35,550.52,0.0,,24.6
2023-01-22 14:00:00,2023-01-22 15:00:00,24.39,44.15,0.33,11.54,6.3,7.36,8.57,0.72,2.58,4.86,0.0,19.61,20.76,40.4,0.86,250.67,388.89,0.0,,24.93
2023-01-22 15:00:00,2023-01-22 16:00:00,21.2,39.62,0.51,11.58,6.46,6.71,9.17,0.72,2.02,4.52,0.0,20.34,21.3,42.02,0.6,240.93,195.16,0.0,,24.63
2023-01-22 16:00:00,2023-01-22 17:00:00,18.85,46.28,0.94,13.9,8.02,7.22,9.8,0.68,1.18,4.01,0.0,21.83,22.98,49.23,0.31,99.42,53.46,0.0,,23.16
2023-01-22 17:00:00,2023-01-22 18:00:00,19.32,60.5,2.15,19.0,11.66,7.51,10.62,0.8,0.77,4.27,0.0,23.07,25.43,61.45,0.51,269.16,9.31,0.0,,20.61
2023-01-22 18:00:00,2023-01-22 19:00:00,16.65,78.39,4.99,23.46,16.26,7.09,11.21,0.73,0.11,4.62,0.0,24.28,28.08,72.59,0.4,271.9,8.64,0.0,,18.66
2023-01-22 19:00:00,2023-01-22 20:00:00,14.59,84.41,10.05,26.5,21.91,7.66,11.28,0.9,0.08,,0.0,24.86,30.75,72.87,0.32,194.33,8.44,0.0,,17.5
2023-01-22 20:00:00,2023-01-22 21:00:00,11.68,93.62,11.01,26.73,22.79,7.7,11.34,0.84,0.09,,0.0,24.33,31.19,70.14,0.32,163.91,8.09,0.0,,17.14
2023-01-22 21:00:00,2023-01-22 22:00:00,11.41,96.83,11.77,27.6,23.86,7.19,11.35,0.88,0.01,,0.0,24.27,31.66,72.75,0.26,148.19,8.22,0.0,,16.59
2023-01-22 22:00:00,2023-01-22 23:00:00,12.26,96.46,11.51,26.32,22.98,7.65,11.3,0.84,0.01,,0.0,23.81,31.48,77.17,0.34,47.94,8.42,0.0,,15.64
2023-01-22 23:00:00,2023-01-23 00:00:00,20.65,94.69,10.5,24.67,21.31,7.56,11.47,0.87,,,0.0,22.72,29.74,85.51,0.51,57.61,8.24,0.0,,14.44
2023-01-23 00:00:00,2023-01-23 01:00:00,38.63,97.0,8.25,22.51,18.38,6.86,6.19,0.44,,,0.0,21.81,28.01,81.94,0.55,68.98,8.14,0.0,,13.92
2023-01-23 01:00:00,2023-01-23 02:00:00,41.01,88.62,5.75,21.55,15.88,7.31,6.1,0.39,,,0.0,20.45,25.67,82.99,0.73,91.44,8.2,0.0,,13.3
2023-01-23 02:00:00,2023-01-23 03:00:00,53.05,79.92,5.06,19.79,14.39,7.05,6.09,0.37,,,0.0,19.09,23.11,88.37,0.46,74.08,8.16,0.0,,12.67
2023-01-23 03:00:00,2023-01-23 04:00:00,39.13,74.49,3.68,15.24,10.91,6.61,5.89,0.38,0.03,,0.0,18.21,21.28,87.41,1.11,100.43,7.85,0.0,,12.73
2023-01-23 04:00:00,2023-01-23 05:00:00,29.99,59.24,2.32,12.62,8.45,7.0,5.77,0.38,0.18,4.67,0.0,16.95,19.42,87.3,1.22,103.0,8.26,0.0,,12.57
2023-01-23 05:00:00,2023-01-23 06:00:00,25.07,52.35,2.32,11.38,7.81,6.6,5.88,0.35,,3.98,0.0,16.14,18.29,89.91,0.41,98.41,8.39,0.0,,12.04
2023-01-23 06:00:00,2023-01-23 07:00:00,23.61,51.49,2.78,12.08,8.54,6.43,6.0,0.33,,3.55,0.0,16.07,17.78,86.38,0.77,90.46,29.19,0.0,,11.94
2023-01-23 07:00:00,2023-01-23 08:00:00,20.88,57.22,3.36,13.98,9.99,6.88,6.05,0.36,0.04,3.31,0.0,15.71,17.4,81.78,0.99,93.02,136.12,0.0,,13.1
2023-01-23 08:00:00,2023-01-23 09:00:00,16.46,57.71,3.98,14.59,10.82,6.43,6.36,0.32,0.31,3.42,0.0,15.9,17.55,73.7,1.41,89.5,303.1,0.0,,15.09
2023-01-23 09:00:00,2023-01-23 10:00:00,15.61,50.51,2.38,13.06,8.73,6.34,6.34,0.39,0.28,3.38,0.0,15.85,17.34,66.23,0.89,127.68,447.5,0.0,,17.24
2023-01-23 10:00:00,2023-01-23 11:00:00,18.84,47.89,1.6,12.45,7.79,6.78,7.15,0.32,0.64,3.33,0.0,16.26,17.78,58.41,0.75,116.78,560.87,0.0,,19.66
2023-01-23 11:00:00,2023-01-23 12:00:00,15.98,53.88,1.27,12.08,7.33,6.26,7.46,0.35,1.23,3.23,0.0,17.3,18.75,49.64,1.08,110.04,621.29,0.0,,21.55
2023-01-23 12:00:00,2023-01-23 13:00:00,13.37,46.03,0.92,11.68,6.84,6.43,8.07,0.35,1.46,3.04,0.0,17.98,19.24,44.79,0.78,119.51,602.15,0.0,,23.18
2023-01-23 13:00:00,2023-01-23 14:00:00,14.44,45.82,0.62,11.88,6.71,6.76,8.46,0.41,2.25,3.12,0.0,18.73,19.87,42.56,0.69,135.41,504.54,0.0,,24.19
2023-01-23 14:00:00,2023-01-23 15:00:00,13.58,49.0,0.75,12.25,7.0,6.24,9.36,0.45,2.2,3.19,0.0,19.68,20.77,42.55,0.58,188.36,330.27,0.0,,24.51
2023-01-23 15:00:00,2023-01-23 16:00:00,15.83,55.12,0.95,13.13,7.62,6.6,10.14,0.35,1.52,3.33,0.0,20.84,22.0,44.17,0.56,136.07,164.95,0.0,,24.25
2023-01-23 16:00:00,2023-01-23 17:00:00,18.1,53.76,1.28,14.63,8.67,6.81,10.87,0.44,0.94,3.52,0.0,21.83,23.13,49.45,0.41,90.47,47.76,0.0,,22.82
2023-01-23 17:00:00,2023-01-23 18:00:00,16.39,65.2,2.99,19.92,12.81,6.51,11.71,0.39,0.25,4.1,0.0,24.39,26.99,58.53,0.45,9.89,9.46,0.0,,20.96
2023-01-23 18:00:00,2023-01-23 19:00:00,13.73,81.73,11.78,26.18,23.12,7.13,12.09,0.48,0.08,4.6,0.0,27.28,33.34,73.09,0.43,260.93,8.65,0.0,,18.66
2023-01-23 19:00:00,2023-01-23 20:00:00,15.59,,12.73,26.91,24.27,7.2,12.74,0.41,0.01,,0.0,27.55,35.5,76.12,0.41,100.47,8.44,0.0,,17.59
2023-01-23 20:00:00,2023-01-23 21:00:00,15.48,,9.77,25.93,21.38,6.62,12.43,0.56,0.05,,0.0,26.8,34.5,73.2,0.55,97.88,8.15,0.0,,17.43
2023-01-23 21:00:00,2023-01-23 22:00:00,16.0,,7.48,24.86,18.98,7.02,12.54,0.52,0.01,,0.0,25.64,33.06,77.11,0.37,135.46,8.2,0.0,,16.85
2023-01-23 22:00:00,2023-01-23 23:00:00,16.82,98.65,5.94,23.47,17.02,6.85,12.68,0.5,0.11,,0.0,24.45,31.09,76.15,0.91,95.22,8.05,0.0,,16.49
2023-01-23 23:00:00,2023-01-24 00:00:00,16.09,97.18,3.66,21.75,14.29,6.34,12.4,0.48,0.05,,0.0,23.2,28.86,78.49,0.94,93.5,8.4,0.0,,15.87
2023-01-24 00:00:00,2023-01-24 01:00:00,16.03,90.45,4.45,23.63,15.92,6.95,5.37,0.7,,,0.0,21.84,26.43,85.08,0.65,79.38,8.38,0.0,,14.86
2023-01-24 01:00:00,2023-01-24 02:00:00,23.45,82.8,3.89,20.29,13.72,6.71,5.82,0.74,0.01,,0.0,20.69,24.36,87.4,0.61,75.56,8.24,0.0,,14.23
2023-01-24 02:00:00,2023-01-24 03:00:00,38.61,83.69,3.23,17.99,11.99,6.38,5.7,0.68,0.05,4.96,0.0,20.0,22.86,86.56,0.77,90.87,8.16,0.0,,13.91
2023-01-24 03:00:00,2023-01-24 04:00:00,29.0,82.56,2.65,16.53,10.76,6.86,5.63,0.62,0.03,,0.0,18.95,21.27,91.24,1.11,95.39,8.24,0.0,,13.29
2023-01-24 04:00:00,2023-01-24 05:00:00,24.54,73.86,2.6,13.62,9.21,6.41,5.8,0.57,,4.76,0.0,17.86,19.73,92.69,0.58,93.02,8.22,0.0,,13.01
2023-01-24 05:00:00,2023-01-24 06:00:00,22.55,66.99,2.74,12.91,8.94,6.25,5.8,0.59,0.01,4.25,0.0,17.53,18.98,90.46,0.91,85.85,8.02,0.0,,12.8
2023-01-24 06:00:00,2023-01-24 07:00:00,19.81,61.73,2.33,13.69,9.02,6.63,5.93,0.64,0.1,3.76,0.0,16.9,18.18,85.22,1.12,89.69,29.75,0.0,,13.21
2023-01-24 07:00:00,2023-01-24 08:00:00,16.67,64.58,2.33,14.82,9.61,6.07,6.14,0.68,0.16,3.6,0.0,16.59,17.81,82.69,1.14,95.99,139.66,0.0,,13.97
2023-01-24 08:00:00,2023-01-24 09:00:00,15.41,66.81,2.33,13.73,9.05,6.04,6.09,0.73,0.17,3.65,0.0,16.38,17.52,76.6,1.02,115.19,306.12,0.0,,15.9
2023-01-24 09:00:00,2023-01-24 10:00:00,16.76,59.67,1.79,13.03,8.24,6.39,5.99,0.76,6.61,3.72,0.0,16.52,17.64,67.03,0.8,131.83,452.72,0.0,,18.38
2023-01-24 10:00:00,2023-01-24 11:00:00,20.71,57.27,0.47,11.57,6.42,5.79,2.6,0.74,7.95,4.29,0.0,5.81,7.17,58.45,0.67,141.1,578.54,0.0,,20.86
2023-01-24 11:00:00,2023-01-24 12:00:00,26.62,60.87,0.62,11.34,6.42,5.89,3.77,0.73,3.76,3.29,0.0,7.72,8.75,48.03,0.73,134.1,644.51,0.0,,23.33
2023-01-24 12:00:00,2023-01-24 13:00:00,28.59,62.72,0.29,9.3,5.09,6.21,2.97,0.7,38.3,0.1,0.0,0.26,0.28,44.29,0.78,111.37,632.3,0.0,,24.74
2023-01-24 13:00:00,2023-01-24 14:00:00,30.58,62.4,0.28,9.98,5.44,6.0,2.06,0.66,60.73,,,,,40.26,0.62,144.37,546.66,0.0,,26.25
2023-01-24 14:00:00,2023-01-24 15:00:00,39.31,57.82,0.26,9.39,5.11,6.13,2.12,0.63,52.37,,,,,37.17,0.83,227.12,395.9,0.0,,26.59
2023-01-24 15:00:00,2023-01-24 16:00:00,43.72,59.44,0.29,10.31,5.62,6.16,2.62,0.56,18.79,,,,,38.1,0.96,228.11,207.52,0.0,,26.15
2023-01-24 16:00:00,2023-01-24 17:00:00,45.1,69.96,0.77,34.48,18.63,6.25,2.84,0.76,19.97,,,,,43.09,0.7,214.44,55.61,0.0,,24.65
2023-01-24 17:00:00,2023-01-24 18:00:00,45.88,76.89,0.43,42.05,22.32,6.89,2.12,0.76,24.94,0.0,0.0,,,51.25,0.55,216.41,9.26,0.0,,22.75
2023-01-24 18:00:00,2023-01-24 19:00:00,,87.07,2.03,36.53,20.71,6.78,3.11,0.81,6.54,,0.0,7.44,17.23,61.09,0.37,288.28,8.8,0.0,,20.78
2023-01-24 19:00:00,2023-01-24 20:00:00,53.7,,12.24,28.87,24.89,6.76,5.57,0.94,0.48,,0.0,14.22,25.79,73.38,0.6,71.01,8.33,0.0,,18.8
2023-01-24 20:00:00,2023-01-24 21:00:00,49.44,,14.13,25.86,24.84,7.17,7.56,0.9,0.39,,0.0,18.7,30.55,74.09,0.62,83.28,8.41,0.0,,18.19
2023-01-24 21:00:00,2023-01-24 22:00:00,38.67,,12.12,24.43,22.48,6.88,9.09,0.78,0.37,,0.0,19.94,29.95,77.95,0.48,95.8,8.36,0.0,,17.36
2023-01-24 22:00:00,2023-01-24 23:00:00,35.62,,8.72,21.91,18.44,6.69,9.77,0.84,0.38,,0.0,20.5,28.94,77.0,1.15,94.02,8.16,0.0,,17.0
2023-01-24 23:00:00,2023-01-25 00:00:00,36.76,89.28,4.85,19.18,13.9,6.91,9.81,0.73,0.46,,0.0,19.73,26.02,76.09,1.2,94.23,8.32,0.0,,16.57
