From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2022-11-01 00:00:00,2022-11-01 01:00:00,139.5,276.75,0.5,41.52,22.5,50.55,132.9,0.54,29.58,1.83,20.55,3.98,0.22,65.75,0.53,303.75,11.5,23.48,0.0,1.95
2022-11-01 01:00:00,2022-11-01 02:00:00,130.0,262.75,0.75,46.15,25.15,49.23,142.95,0.46,28.13,1.5,18.08,2.7,0.1,65.5,0.53,296.5,11.0,23.37,0.0,1.15
2022-11-01 02:00:00,2022-11-01 03:00:00,135.0,237.75,0.35,46.08,24.83,48.15,190.6,0.4,17.75,1.5,18.57,2.35,0.1,67.25,0.45,306.25,11.0,23.2,0.0,0.95
2022-11-01 03:00:00,2022-11-01 04:00:00,130.75,208.25,0.25,31.05,16.57,46.02,108.93,0.32,37.25,1.35,17.05,2.33,0.05,66.5,0.5,292.25,11.0,23.08,0.0,1.02
2022-11-01 04:00:00,2022-11-01 05:00:00,119.0,193.75,0.13,34.38,18.35,45.75,145.0,0.35,26.68,1.2,15.83,1.97,0.05,67.0,0.38,302.75,11.25,23.05,0.0,0.8
2022-11-01 05:00:00,2022-11-01 06:00:00,121.5,205.0,0.4,40.2,21.68,47.0,132.5,0.46,23.75,1.38,16.57,2.27,0.1,67.5,0.5,309.75,11.5,22.98,0.0,0.97
2022-11-01 06:00:00,2022-11-01 07:00:00,135.5,254.0,1.93,49.48,27.87,49.5,,0.61,17.73,1.65,17.0,2.2,0.1,69.25,0.45,306.25,21.25,22.8,0.0,1.15
2022-11-01 07:00:00,2022-11-01 08:00:00,152.5,273.75,9.07,61.52,40.1,52.33,125.9,1.16,18.38,2.33,18.18,3.58,0.17,66.0,0.43,317.25,67.0,23.27,0.0,1.75
2022-11-01 08:00:00,2022-11-01 09:00:00,184.75,394.0,6.58,54.92,34.52,61.38,73.65,1.31,39.55,4.4,21.85,5.85,0.35,57.25,0.47,300.25,135.25,24.4,0.0,2.6
2022-11-01 09:00:00,2022-11-01 10:00:00,191.0,415.75,2.97,41.08,24.3,61.88,48.48,1.18,88.97,3.2,25.2,3.77,0.27,49.75,0.45,292.0,205.25,25.98,0.0,2.42
2022-11-01 10:00:00,2022-11-01 11:00:00,153.25,351.5,1.8,27.28,15.95,53.38,27.4,0.58,112.6,1.85,33.12,2.3,0.15,42.75,0.77,288.0,258.0,26.93,0.0,1.55
2022-11-01 11:00:00,2022-11-01 12:00:00,114.25,270.25,1.2,27.15,15.45,44.15,9.15,0.6,136.28,1.12,39.88,1.45,0.05,36.75,0.75,285.5,282.5,27.58,0.0,0.57
2022-11-01 12:00:00,2022-11-01 13:00:00,112.5,287.75,0.8,27.63,15.4,40.22,9.03,0.7,154.57,1.1,42.42,1.55,0.08,34.25,0.8,290.0,278.5,28.02,0.0,0.82
2022-11-01 13:00:00,2022-11-01 14:00:00,119.75,394.5,0.62,24.98,13.77,37.17,9.68,0.7,159.4,1.18,41.42,2.72,0.08,31.25,0.77,313.75,238.5,28.4,0.0,1.23
2022-11-01 14:00:00,2022-11-01 15:00:00,119.0,394.25,0.68,25.02,13.85,32.55,9.38,0.69,155.67,0.97,34.5,2.02,0.05,28.75,0.78,233.0,172.25,28.62,0.0,0.85
2022-11-01 15:00:00,2022-11-01 16:00:00,110.0,427.5,0.35,25.22,13.7,29.85,10.75,0.81,154.38,1.15,27.78,2.62,0.1,29.75,0.53,343.75,97.75,28.7,0.0,1.2
2022-11-01 16:00:00,2022-11-01 17:00:00,105.5,445.25,0.45,43.92,23.73,28.3,8.75,1.21,121.75,1.93,22.82,3.58,0.2,31.75,0.38,91.5,37.25,28.22,0.0,1.78
2022-11-01 17:00:00,2022-11-01 18:00:00,112.75,333.0,0.7,81.7,44.03,34.42,10.2,2.18,64.72,3.55,31.32,6.03,0.65,43.75,0.28,287.0,13.25,27.02,0.0,4.62
2022-11-01 18:00:00,2022-11-01 19:00:00,145.25,397.75,3.2,90.33,50.65,46.0,88.6,2.62,23.15,5.88,56.08,14.73,1.12,56.0,0.6,311.0,11.25,26.1,0.0,7.2
2022-11-01 19:00:00,2022-11-01 20:00:00,192.0,455.0,1.72,67.3,37.23,53.37,157.83,1.88,56.92,4.78,59.83,13.7,0.9,56.25,0.7,304.75,11.75,25.55,0.0,6.82
2022-11-01 20:00:00,2022-11-01 21:00:00,195.75,393.25,0.88,65.3,35.45,51.3,156.58,1.94,40.12,3.12,30.0,8.05,0.45,60.0,0.62,301.5,11.0,25.1,0.0,4.45
2022-11-01 21:00:00,2022-11-01 22:00:00,190.75,377.5,3.12,69.17,39.3,53.17,106.4,1.95,29.85,3.4,28.2,9.3,0.58,63.0,0.6,307.25,11.0,24.73,0.0,4.6
2022-11-01 22:00:00,2022-11-01 23:00:00,192.25,407.5,1.6,45.42,25.5,55.07,30.57,1.28,43.22,2.78,25.4,7.7,0.43,63.5,0.43,301.75,11.25,24.43,0.0,3.9
2022-11-01 23:00:00,2022-11-02 00:00:00,172.25,350.5,0.9,36.15,19.95,55.1,13.77,0.93,42.75,2.12,20.45,5.03,0.27,66.25,0.53,299.25,11.25,24.05,0.0,2.67
2022-11-02 00:00:00,2022-11-02 01:00:00,153.5,265.75,0.55,47.6,25.75,52.88,105.9,0.65,33.35,1.4,16.48,2.85,0.12,66.0,0.62,304.25,11.25,23.8,0.0,1.3
2022-11-02 01:00:00,2022-11-02 02:00:00,142.75,266.0,0.35,51.2,27.52,48.35,103.43,0.58,29.5,1.35,15.6,1.98,0.08,67.25,0.57,294.75,11.0,23.62,0.0,0.77
2022-11-02 02:00:00,2022-11-02 03:00:00,138.25,244.5,0.23,35.88,19.17,46.12,47.07,0.47,33.1,1.15,14.57,1.58,,67.25,0.65,298.0,11.75,23.5,0.0,0.65
2022-11-02 03:00:00,2022-11-02 04:00:00,123.0,217.75,0.3,37.83,20.38,46.77,116.77,0.47,44.67,1.05,14.55,1.4,,63.75,0.88,306.5,11.5,23.6,0.0,0.55
2022-11-02 04:00:00,2022-11-02 05:00:00,118.75,207.0,0.2,34.35,18.4,44.12,116.38,0.44,52.25,1.0,14.4,1.32,,63.5,0.8,303.5,11.5,23.55,0.0,0.53
2022-11-02 05:00:00,2022-11-02 06:00:00,113.25,191.75,0.2,28.45,15.1,40.4,41.95,0.4,56.55,0.85,13.1,1.18,,64.75,0.8,303.0,11.75,23.35,0.0,0.45
2022-11-02 06:00:00,2022-11-02 07:00:00,112.5,222.25,0.8,34.2,18.85,41.8,61.45,0.66,46.73,1.85,13.82,1.52,0.03,65.5,0.68,303.0,21.75,23.27,0.0,0.6
2022-11-02 07:00:00,2022-11-02 08:00:00,129.0,284.25,2.0,36.73,21.12,41.55,37.65,0.66,57.33,1.65,14.47,2.08,0.08,60.0,0.6,276.5,76.0,23.93,0.0,0.88
2022-11-02 08:00:00,2022-11-02 09:00:00,127.0,289.5,2.17,31.07,18.25,42.08,23.45,0.75,74.15,1.5,14.32,2.4,0.08,53.75,0.85,298.25,163.75,25.1,0.0,0.8
2022-11-02 09:00:00,2022-11-02 10:00:00,117.0,274.0,2.25,31.85,18.8,41.8,25.4,0.77,92.6,1.28,24.55,2.48,0.1,44.0,1.27,326.5,245.75,26.52,0.0,0.93
2022-11-02 10:00:00,2022-11-02 11:00:00,95.75,300.0,1.73,25.32,14.88,35.8,14.05,0.6,106.65,1.03,34.02,2.45,0.1,35.25,1.98,15.0,298.25,27.38,0.0,0.72
2022-11-02 11:00:00,2022-11-02 12:00:00,72.75,355.0,1.75,27.3,15.95,32.0,9.35,0.63,108.92,1.05,33.52,2.7,0.15,33.75,1.52,177.25,324.0,27.82,0.0,0.82
2022-11-02 12:00:00,2022-11-02 13:00:00,71.75,413.5,1.33,22.23,12.87,30.67,10.0,0.58,118.15,1.05,36.12,2.48,0.1,33.0,1.62,15.25,314.0,28.23,0.0,0.85
2022-11-02 13:00:00,2022-11-02 14:00:00,71.75,421.75,1.32,25.05,14.4,29.4,8.53,0.63,121.2,0.88,33.5,2.08,0.05,30.75,1.42,267.5,271.0,28.77,0.0,0.85
2022-11-02 14:00:00,2022-11-02 15:00:00,70.25,436.5,1.48,26.38,15.22,26.98,5.88,0.6,112.6,1.05,31.75,2.68,0.1,27.5,1.7,345.75,200.75,29.0,0.0,1.15
2022-11-02 15:00:00,2022-11-02 16:00:00,58.5,432.0,1.55,26.27,15.27,23.98,4.8,0.68,104.95,0.95,25.02,2.73,0.12,25.0,1.4,262.25,108.5,29.1,0.0,1.2
2022-11-02 16:00:00,2022-11-02 17:00:00,50.25,396.5,1.35,33.55,18.98,22.0,4.38,0.78,84.6,1.35,21.05,3.9,0.2,25.5,1.1,14.5,32.25,28.73,0.0,1.93
2022-11-02 17:00:00,2022-11-02 18:00:00,49.75,300.75,1.38,60.62,33.38,24.85,7.7,1.51,51.23,1.62,22.57,5.12,0.28,33.25,0.8,165.75,13.5,27.6,0.0,2.62
2022-11-02 18:00:00,2022-11-02 19:00:00,78.75,407.75,10.57,82.08,52.27,35.48,41.83,2.27,12.52,4.47,54.12,12.1,0.97,45.5,0.47,315.75,11.5,26.3,0.0,5.83
2022-11-02 19:00:00,2022-11-02 20:00:00,122.5,468.5,1.25,53.85,29.68,36.38,68.62,1.23,37.9,3.4,34.93,8.85,0.62,46.0,0.67,301.0,11.5,25.75,0.0,4.4
2022-11-02 20:00:00,2022-11-02 21:00:00,102.25,416.25,3.85,48.45,28.93,32.18,29.58,1.55,44.32,3.08,26.7,7.82,0.45,44.75,0.68,98.25,11.5,25.9,0.0,3.95
2022-11-02 21:00:00,2022-11-02 22:00:00,89.75,395.25,2.3,52.95,30.05,34.62,29.27,1.43,30.4,2.85,27.6,9.25,0.57,50.75,0.45,287.25,11.0,25.27,0.0,4.5
2022-11-02 22:00:00,2022-11-02 23:00:00,82.75,274.75,1.38,56.35,31.12,37.3,22.17,1.47,15.98,2.73,25.8,8.4,0.52,55.0,0.4,295.75,11.0,24.83,0.0,4.15
2022-11-02 23:00:00,2022-11-03 00:00:00,84.0,281.0,0.93,34.6,19.18,40.83,27.83,0.71,30.05,2.55,22.35,6.88,0.38,56.75,0.53,306.0,11.0,24.45,0.0,2.12
2022-11-03 00:00:00,2022-11-03 01:00:00,76.75,246.25,2.75,65.62,37.15,39.38,,0.5,10.25,1.2,16.27,3.33,0.17,58.25,0.55,299.75,11.0,24.17,0.0,1.15
2022-11-03 01:00:00,2022-11-03 02:00:00,74.0,228.5,7.9,38.95,27.15,36.38,70.62,0.28,26.93,0.98,14.8,2.2,0.08,58.75,0.57,290.0,11.0,24.02,0.0,0.82
2022-11-03 02:00:00,2022-11-03 03:00:00,58.5,172.5,0.3,23.17,12.57,36.2,27.95,0.21,38.77,0.82,13.75,2.05,0.08,58.75,0.52,288.75,11.0,23.9,0.0,0.78
2022-11-03 03:00:00,2022-11-03 04:00:00,52.25,133.0,6.75,32.67,22.88,35.62,43.77,0.21,35.23,0.72,13.47,1.75,0.08,56.5,0.47,273.75,11.0,24.05,0.0,0.7
2022-11-03 04:00:00,2022-11-03 05:00:00,48.5,126.0,3.6,24.93,16.15,37.1,22.3,0.22,40.2,0.82,14.27,2.15,0.12,59.0,0.55,285.25,11.0,23.67,0.0,0.85
2022-11-03 05:00:00,2022-11-03 06:00:00,46.25,143.5,0.38,23.45,12.83,37.02,28.62,0.25,41.35,0.75,13.5,1.88,0.08,61.0,0.55,306.5,11.0,23.42,0.0,0.75
2022-11-03 06:00:00,2022-11-03 07:00:00,56.5,168.25,0.53,24.32,13.28,36.73,16.52,0.34,47.75,0.73,12.52,1.47,,59.75,0.5,283.0,20.0,23.58,0.0,0.57
2022-11-03 07:00:00,2022-11-03 08:00:00,63.5,201.25,2.17,40.83,23.5,38.7,19.33,0.78,37.0,1.32,14.85,2.77,0.15,57.75,0.45,274.0,62.5,24.05,0.0,1.25
2022-11-03 08:00:00,2022-11-03 09:00:00,96.0,292.25,3.5,46.55,27.6,43.3,27.2,1.11,44.1,2.58,16.6,3.08,0.23,51.75,0.5,197.5,133.25,25.0,0.0,1.45
2022-11-03 09:00:00,2022-11-03 10:00:00,114.75,308.75,3.1,34.45,20.85,42.65,25.48,0.95,87.5,2.15,23.85,3.33,0.25,44.0,0.55,188.25,210.0,26.27,0.0,1.12
2022-11-03 10:00:00,2022-11-03 11:00:00,91.25,264.5,1.8,25.65,15.12,40.25,14.05,0.79,109.5,1.4,33.5,2.67,0.15,39.75,1.0,21.25,283.25,26.95,0.0,0.72
2022-11-03 11:00:00,2022-11-03 12:00:00,99.75,253.0,1.7,27.65,16.15,37.83,13.45,0.93,124.15,1.32,43.38,2.88,0.15,34.5,1.0,27.25,301.25,27.85,0.0,0.98
2022-11-03 12:00:00,2022-11-03 13:00:00,118.75,264.25,1.33,25.03,14.37,35.9,14.4,0.96,134.88,1.08,40.8,2.35,0.08,32.5,1.2,22.5,293.5,28.35,0.0,0.78
2022-11-03 13:00:00,2022-11-03 14:00:00,119.25,264.5,1.4,25.85,14.88,31.88,13.88,0.99,150.97,1.05,36.85,2.4,0.1,27.75,1.48,28.75,244.0,28.8,0.0,1.05
2022-11-03 14:00:00,2022-11-03 15:00:00,127.5,261.5,1.38,29.73,16.93,29.23,11.68,1.04,154.8,1.4,30.53,3.0,0.12,25.5,1.45,38.25,175.75,28.95,0.0,1.42
2022-11-03 15:00:00,2022-11-03 16:00:00,123.75,247.0,0.88,28.28,15.78,24.25,8.6,0.95,139.32,1.25,22.4,2.68,0.12,22.75,1.3,28.25,101.75,29.08,0.0,1.2
2022-11-03 16:00:00,2022-11-03 17:00:00,110.75,223.75,1.32,50.63,27.98,23.73,7.8,1.63,103.78,1.68,21.18,4.22,0.25,27.75,0.62,34.0,38.25,28.65,0.0,2.15
2022-11-03 17:00:00,2022-11-03 18:00:00,119.0,303.5,4.28,93.77,53.35,28.4,14.93,2.89,37.7,3.6,32.95,11.35,0.82,37.5,0.35,255.75,13.5,27.5,0.0,5.45
2022-11-03 18:00:00,2022-11-03 19:00:00,155.25,504.0,6.6,90.95,53.75,44.1,58.37,2.7,8.7,6.38,54.62,20.33,1.45,51.25,0.47,291.33,11.5,26.3,0.0,9.1
2022-11-03 19:00:00,2022-11-03 20:00:00,190.5,476.5,3.22,69.2,39.45,45.15,93.62,2.08,26.92,4.55,33.9,12.28,0.88,53.75,0.42,296.25,11.0,25.55,0.0,5.8
2022-11-03 20:00:00,2022-11-03 21:00:00,161.0,387.5,2.35,60.25,33.98,45.27,97.12,1.98,26.9,3.2,25.6,8.27,0.53,55.25,0.58,306.75,11.0,25.25,0.0,4.12
2022-11-03 21:00:00,2022-11-03 22:00:00,151.75,344.25,6.55,64.88,39.85,43.65,17.62,2.24,15.38,3.25,27.32,10.15,0.65,58.5,0.4,317.75,11.0,24.98,0.0,4.88
2022-11-03 22:00:00,2022-11-03 23:00:00,149.75,358.75,10.75,68.35,45.05,51.67,26.93,2.24,4.35,3.97,32.0,14.22,1.02,61.0,0.33,335.25,11.0,24.82,0.0,6.47
2022-11-03 23:00:00,2022-11-04 00:00:00,157.5,371.5,22.9,62.85,52.02,61.08,39.67,1.53,2.42,3.53,30.62,11.4,0.8,64.0,0.4,316.0,11.0,24.62,0.0,5.38
2022-11-04 00:00:00,2022-11-04 01:00:00,157.5,575.25,28.3,75.6,63.22,63.33,154.0,0.72,3.73,2.7,25.55,7.5,0.7,65.75,0.47,323.5,11.0,24.33,0.0,3.53
2022-11-04 01:00:00,2022-11-04 02:00:00,167.75,486.75,22.32,75.78,58.47,60.93,86.47,0.63,4.1,2.05,20.1,5.7,0.62,66.0,0.38,302.5,11.0,24.32,0.0,2.43
2022-11-04 02:00:00,2022-11-04 03:00:00,158.25,351.75,2.6,43.2,25.05,56.58,62.92,0.37,26.25,1.45,15.78,3.1,0.22,66.75,0.55,309.75,11.25,24.08,0.0,1.3
2022-11-04 03:00:00,2022-11-04 04:00:00,127.75,248.5,3.3,47.1,27.73,51.67,64.03,0.37,20.32,1.17,13.68,1.9,0.08,69.5,0.62,293.0,11.25,23.85,0.0,0.65
2022-11-04 04:00:00,2022-11-04 05:00:00,127.25,217.25,1.9,47.62,26.9,50.08,138.8,0.42,15.12,1.15,13.62,1.65,0.05,70.5,0.55,288.5,11.5,23.78,0.0,0.62
2022-11-04 05:00:00,2022-11-04 06:00:00,137.0,232.0,1.93,53.43,30.0,49.2,156.65,0.48,11.77,1.25,13.7,1.75,0.1,71.0,0.53,296.75,11.75,23.7,0.0,0.72
2022-11-04 06:00:00,2022-11-04 07:00:00,158.25,271.5,5.03,51.15,31.27,48.27,171.25,0.63,4.17,1.53,14.6,2.4,0.1,72.25,0.53,289.0,19.75,23.63,0.0,1.0
2022-11-04 07:00:00,2022-11-04 08:00:00,156.5,319.25,10.72,52.8,36.8,53.7,127.9,0.91,16.42,2.12,16.3,3.38,0.17,68.5,0.5,299.75,65.5,24.02,0.0,1.55
2022-11-04 08:00:00,2022-11-04 09:00:00,166.75,340.0,6.18,50.85,32.05,54.15,139.12,1.18,33.9,2.4,17.72,4.4,0.25,58.25,0.43,293.75,140.0,25.23,0.0,1.85
2022-11-04 09:00:00,2022-11-04 10:00:00,171.0,359.75,4.03,38.58,23.77,51.35,41.02,1.15,84.33,2.45,25.35,3.2,0.28,51.25,0.77,312.5,219.75,26.2,0.0,2.05
2022-11-04 10:00:00,2022-11-04 11:00:00,142.0,272.75,2.85,32.17,19.42,47.43,22.95,0.67,84.4,1.38,39.27,2.92,0.12,42.75,0.9,315.0,287.25,27.5,0.0,1.25
2022-11-04 11:00:00,2022-11-04 12:00:00,102.0,213.0,2.35,32.0,18.95,35.03,,0.6,88.35,0.95,54.05,2.0,0.1,34.0,1.1,342.5,316.0,28.3,0.0,0.4
2022-11-04 12:00:00,2022-11-04 13:00:00,,,1.1,25.5,14.4,32.93,9.7,1.32,79.7,0.75,50.85,2.2,0.1,27.75,1.35,113.67,305.5,29.22,0.0,0.55
2022-11-04 13:00:00,2022-11-04 14:00:00,29.0,139.0,1.4,22.35,13.08,29.65,8.88,1.19,93.97,0.73,47.88,2.08,0.1,24.25,1.6,17.75,261.75,29.5,0.0,1.25
2022-11-04 14:00:00,2022-11-04 15:00:00,30.0,119.75,1.35,23.5,13.6,26.32,9.03,1.23,102.3,0.58,36.7,2.17,0.1,25.0,1.73,22.25,189.25,29.65,0.0,0.93
2022-11-04 15:00:00,2022-11-04 16:00:00,32.5,119.75,1.48,23.95,13.9,24.5,8.8,1.25,100.05,0.75,28.38,2.6,0.1,24.5,1.5,21.0,103.5,29.73,0.0,1.1
2022-11-04 16:00:00,2022-11-04 17:00:00,33.25,123.5,1.28,34.1,19.17,23.23,8.23,1.56,83.0,1.0,21.55,2.85,0.15,28.5,0.9,21.0,32.75,29.32,0.0,1.68
2022-11-04 17:00:00,2022-11-04 18:00:00,38.0,161.5,2.65,73.6,41.32,24.2,12.0,2.8,34.17,2.3,26.75,3.17,0.5,34.75,0.45,98.75,13.5,28.28,0.0,3.9
2022-11-04 18:00:00,2022-11-04 19:00:00,69.25,261.0,5.25,79.53,46.55,34.12,65.78,2.88,8.85,4.58,48.0,5.42,1.0,47.75,0.47,305.75,11.5,26.9,0.0,7.22
2022-11-04 19:00:00,2022-11-04 20:00:00,123.75,363.75,65.6,105.05,109.22,41.02,63.73,5.93,3.07,6.62,55.93,15.05,1.25,47.25,0.53,182.25,11.0,26.88,0.0,9.2
2022-11-04 20:00:00,2022-11-04 21:00:00,225.0,564.5,47.25,119.12,101.78,55.4,34.83,5.17,1.98,10.67,75.53,36.85,2.15,50.25,0.48,141.25,11.0,26.52,0.0,15.45
2022-11-04 21:00:00,2022-11-04 22:00:00,346.75,545.0,13.33,94.67,61.23,56.75,26.02,3.25,16.67,5.62,44.42,19.15,1.18,53.5,0.33,217.0,11.0,25.97,0.0,8.5
2022-11-04 22:00:00,2022-11-04 23:00:00,342.0,515.0,1.83,75.93,41.88,51.2,27.27,2.45,24.12,3.48,28.15,8.7,0.52,54.5,0.25,256.0,11.0,25.58,0.0,4.35
2022-11-04 23:00:00,2022-11-05 00:00:00,396.5,580.0,14.95,76.62,52.95,49.65,36.13,2.31,15.45,3.73,30.62,9.4,0.62,59.75,0.25,268.0,11.0,25.23,0.0,4.67
2022-11-05 00:00:00,2022-11-05 01:00:00,481.75,653.5,13.4,57.12,41.25,55.02,80.62,0.97,1.57,4.25,31.25,9.2,0.62,65.0,0.38,302.0,11.0,24.65,0.0,4.5
2022-11-05 01:00:00,2022-11-05 02:00:00,321.75,462.5,4.92,58.38,35.05,56.9,180.73,0.6,6.37,2.98,25.62,5.58,0.33,67.25,0.5,293.0,11.25,24.23,0.0,3.0
2022-11-05 02:00:00,2022-11-05 03:00:00,204.5,335.75,0.82,44.92,24.58,54.85,196.7,0.51,29.45,2.23,20.55,3.62,0.15,67.75,0.55,293.0,11.5,24.15,0.0,1.83
2022-11-05 03:00:00,2022-11-05 04:00:00,206.75,310.75,0.7,37.15,20.32,52.53,76.2,0.6,56.0,2.05,17.7,2.8,0.12,68.25,0.55,297.0,11.75,24.15,0.0,1.23
2022-11-05 04:00:00,2022-11-05 05:00:00,216.5,325.5,0.4,27.15,14.78,51.02,52.5,0.51,66.7,2.08,15.5,1.77,0.05,68.0,0.68,292.0,11.75,24.12,0.0,0.7
2022-11-05 05:00:00,2022-11-05 06:00:00,219.0,311.25,0.25,25.38,13.7,48.85,52.08,0.54,83.8,1.98,15.22,1.78,0.05,67.5,0.62,294.75,11.75,24.2,0.0,0.7
2022-11-05 06:00:00,2022-11-05 07:00:00,223.0,298.75,2.82,40.5,23.85,47.12,53.7,0.7,56.55,1.98,15.33,1.93,0.1,68.5,0.53,285.0,20.25,24.12,0.0,0.8
2022-11-05 07:00:00,2022-11-05 08:00:00,233.75,346.0,1.93,41.62,23.73,48.12,41.45,0.88,70.4,2.85,19.6,4.57,0.27,65.25,0.43,261.0,66.5,24.62,0.0,2.3
2022-11-05 08:00:00,2022-11-05 09:00:00,249.5,372.0,1.25,31.9,17.95,50.27,42.05,0.79,94.75,2.68,16.48,3.0,0.15,59.75,0.73,232.0,142.25,25.38,0.0,1.23
2022-11-05 09:00:00,2022-11-05 10:00:00,242.5,345.0,1.18,33.1,18.52,49.58,18.85,0.76,103.6,1.93,21.98,1.75,0.08,54.25,0.88,229.5,219.25,26.35,0.0,0.88
2022-11-05 10:00:00,2022-11-05 11:00:00,198.75,309.0,1.33,33.15,18.7,47.13,13.1,0.5,101.12,1.3,32.25,1.25,,46.75,0.82,228.75,278.0,27.4,0.0,0.35
2022-11-05 11:00:00,2022-11-05 12:00:00,150.25,259.0,1.25,31.55,17.75,43.48,8.5,0.49,108.32,1.15,45.4,1.27,0.03,41.0,0.6,232.75,301.0,28.3,0.0,0.48
2022-11-05 12:00:00,2022-11-05 13:00:00,129.75,238.25,1.13,29.1,16.4,39.9,7.45,0.41,116.57,1.07,52.8,1.3,0.05,35.75,0.65,224.25,291.75,28.82,0.0,0.45
2022-11-05 13:00:00,2022-11-05 14:00:00,99.0,196.5,1.2,26.07,14.85,34.3,8.2,0.29,117.68,1.2,54.9,3.6,0.12,30.75,0.75,260.5,253.75,29.25,0.0,1.8
2022-11-05 14:00:00,2022-11-05 15:00:00,74.25,156.5,1.2,35.98,20.12,30.92,7.83,0.6,135.93,1.07,47.4,2.85,0.12,31.5,0.73,134.25,180.5,29.32,0.0,1.45
2022-11-05 15:00:00,2022-11-05 16:00:00,77.5,173.5,1.4,49.58,27.5,30.7,7.9,0.88,145.5,1.83,38.53,4.5,0.25,32.25,0.73,162.25,98.25,29.1,0.0,2.65
2022-11-05 16:00:00,2022-11-05 17:00:00,85.0,188.75,2.2,101.78,55.9,30.83,10.12,1.78,103.65,2.42,31.88,5.05,0.38,34.25,0.65,160.0,35.25,28.8,0.0,4.22
2022-11-05 17:00:00,2022-11-05 18:00:00,102.0,250.5,2.62,122.37,67.25,44.1,12.45,3.0,40.08,6.85,46.23,12.32,1.1,40.5,,,13.5,28.25,0.0,9.05
2022-11-05 18:00:00,2022-11-05 19:00:00,162.0,431.25,8.45,124.22,72.95,65.2,14.62,3.48,22.12,16.87,48.3,15.6,1.43,46.75,,,12.0,27.6,0.0,9.28
2022-11-05 19:00:00,2022-11-05 20:00:00,209.25,399.5,4.95,96.97,55.62,60.27,11.42,2.47,31.62,5.95,40.52,11.97,1.1,53.25,,,12.0,26.97,0.0,8.12
2022-11-05 20:00:00,2022-11-05 21:00:00,190.5,357.5,2.83,73.4,41.35,52.3,7.45,2.06,40.62,4.57,32.73,8.78,0.82,57.5,,,12.0,26.43,0.0,6.1
2022-11-05 21:00:00,2022-11-05 22:00:00,196.25,342.25,1.28,65.4,35.8,49.8,6.68,1.97,47.52,4.17,29.65,10.93,0.7,60.5,,,12.0,26.05,0.0,5.73
2022-11-05 22:00:00,2022-11-05 23:00:00,190.5,319.75,2.58,51.52,29.48,48.52,7.85,1.29,63.75,3.95,25.25,8.55,0.5,63.75,,,12.0,25.6,0.0,4.27
2022-11-05 23:00:00,2022-11-06 00:00:00,197.25,309.25,1.2,41.58,23.1,51.78,13.37,1.01,38.3,3.27,25.17,5.55,0.33,68.0,,,12.0,25.08,0.0,2.95
2022-11-06 00:00:00,2022-11-06 01:00:00,212.25,298.5,0.75,41.1,22.48,53.55,26.43,0.75,41.57,3.0,18.95,3.73,0.18,69.75,,,12.0,24.75,0.0,1.82
2022-11-06 01:00:00,2022-11-06 02:00:00,220.75,300.25,0.2,60.95,32.52,52.4,98.2,0.67,34.93,2.15,17.07,2.62,0.1,71.25,,,12.0,24.4,0.0,1.15
2022-11-06 02:00:00,2022-11-06 03:00:00,198.25,294.75,0.5,39.65,21.47,49.9,32.87,0.53,47.0,1.85,15.5,1.67,0.03,72.0,,,12.0,24.25,0.0,0.73
2022-11-06 03:00:00,2022-11-06 04:00:00,188.75,306.5,0.53,34.27,18.65,50.52,18.9,0.58,37.2,2.25,15.2,1.73,0.08,72.0,,,12.0,24.12,0.0,0.7
2022-11-06 04:00:00,2022-11-06 05:00:00,187.25,290.0,0.4,25.95,14.12,50.52,31.75,0.51,59.6,2.27,14.78,1.7,0.03,72.5,,,12.0,24.05,0.0,0.67
2022-11-06 05:00:00,2022-11-06 06:00:00,183.25,258.5,0.38,27.93,15.18,49.62,33.52,0.55,50.62,1.85,13.82,1.7,0.05,73.25,,,12.0,24.02,0.0,0.7
2022-11-06 06:00:00,2022-11-06 07:00:00,191.5,256.5,0.72,32.0,17.62,48.85,14.88,0.69,25.95,2.12,15.18,1.82,0.1,75.25,,,20.5,23.85,0.0,1.1
2022-11-06 07:00:00,2022-11-06 08:00:00,200.5,296.5,1.82,37.35,21.35,53.6,29.02,0.8,45.85,2.45,15.53,2.55,0.1,72.0,,,68.75,24.23,0.0,1.2
2022-11-06 08:00:00,2022-11-06 09:00:00,225.5,316.5,1.48,31.4,17.93,55.58,16.08,0.85,70.95,2.48,15.65,3.15,0.2,66.0,,,126.0,25.18,0.0,1.5
2022-11-06 09:00:00,2022-11-06 10:00:00,215.5,315.25,1.78,30.6,17.7,55.23,10.17,0.69,106.17,2.17,22.45,2.12,0.12,60.25,,,194.25,25.95,0.0,1.37
2022-11-06 10:00:00,2022-11-06 11:00:00,193.25,300.75,1.32,34.95,19.67,50.88,8.45,0.7,111.38,1.52,31.65,1.43,0.45,51.0,,,257.75,27.37,0.0,0.7
