From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree)
2022-04-30 16:00:00,2022-04-30 17:00:00,46.5,123.26,0.28,2.93,3.21,4.18,0.48,41.2,20.47,3.29,264.77,170.37,800.24,36.41
2022-04-30 17:00:00,2022-04-30 18:00:00,60.43,168.36,0.27,3.48,3.74,4.5,0.6,53.14,26.63,0.83,209.18,76.55,800.24,35.49
2022-04-30 18:00:00,2022-04-30 19:00:00,25.31,170.78,0.26,3.15,3.41,4.37,0.62,35.25,37.31,1.03,144.78,18.8,800.24,31.86
2022-04-30 19:00:00,2022-04-30 20:00:00,56.23,209.1,0.27,3.16,3.43,4.67,0.69,25.65,38.48,1.11,154.28,0.7,800.24,29.36
2022-04-30 20:00:00,2022-04-30 21:00:00,63.34,200.65,0.28,3.81,4.09,4.93,0.8,21.21,41.77,1.23,169.16,0.62,800.24,28.43
2022-04-30 21:00:00,2022-04-30 22:00:00,63.72,188.9,0.28,4.29,4.56,5.51,0.81,17.43,42.16,0.88,161.63,0.61,800.24,27.47
2022-04-30 22:00:00,2022-04-30 23:00:00,68.03,146.77,0.29,4.38,4.66,6.04,0.73,16.04,42.71,0.43,196.34,0.61,800.24,26.86
2022-04-30 23:00:00,2022-05-01 00:00:00,69.12,142.45,0.27,3.66,3.93,5.42,0.72,13.49,46.1,1.95,197.74,0.6,800.24,25.95
2022-05-01 00:00:00,2022-05-01 01:00:00,78.08,146.18,0.28,4.1,4.37,5.21,0.72,12.05,40.64,1.7,156.26,0.61,800.24,26.56
2022-05-01 01:00:00,2022-05-01 02:00:00,89.14,137.36,0.28,3.67,3.95,4.91,0.7,10.89,42.98,1.1,172.36,0.61,800.24,25.73
2022-05-01 02:00:00,2022-05-01 03:00:00,78.78,132.23,0.27,3.15,3.42,4.89,0.68,11.12,42.63,1.89,127.83,0.61,800.25,25.09
2022-05-01 03:00:00,2022-05-01 04:00:00,84.95,121.34,0.28,2.57,2.85,4.95,0.66,10.99,43.67,1.79,185.8,0.61,800.26,24.51
2022-05-01 04:00:00,2022-05-01 05:00:00,79.58,124.54,0.28,2.06,2.33,4.71,0.61,15.89,31.27,3.5,151.39,0.61,800.24,27.45
2022-05-01 05:00:00,2022-05-01 06:00:00,74.15,102.84,0.27,2.75,3.01,5.07,0.59,14.75,36.31,2.08,81.35,3.13,800.25,25.92
2022-05-01 06:00:00,2022-05-01 07:00:00,65.72,101.35,0.28,2.82,3.1,5.51,0.64,11.03,43.47,1.17,210.87,35.84,800.25,24.35
2022-05-01 07:00:00,2022-05-01 08:00:00,52.25,127.64,0.3,2.88,3.17,5.56,0.68,8.39,45.86,1.51,242.59,94.79,800.24,24.64
2022-05-01 08:00:00,2022-05-01 09:00:00,45.15,133.87,0.3,3.33,3.64,5.46,0.7,9.36,36.93,1.4,133.94,262.34,800.24,28.22
2022-05-01 09:00:00,2022-05-01 10:00:00,50.2,108.54,0.29,2.5,2.79,5.08,0.64,14.21,28.41,2.0,163.36,401.26,800.24,31.1
2022-05-01 10:00:00,2022-05-01 11:00:00,56.42,82.06,0.28,2.34,2.62,4.55,0.56,23.25,29.03,2.98,161.37,495.51,800.24,31.7
2022-05-01 11:00:00,2022-05-01 12:00:00,30.86,101.77,0.24,2.61,2.85,4.38,0.58,29.38,32.5,2.06,175.36,549.0,800.24,32.68
2022-05-01 12:00:00,2022-05-01 13:00:00,25.8,118.24,0.28,2.88,3.17,4.41,0.58,32.16,32.03,3.02,166.99,556.13,800.24,33.62
2022-05-01 13:00:00,2022-05-01 14:00:00,23.02,128.97,0.28,2.45,2.73,4.6,0.55,31.69,30.6,2.91,194.18,509.27,800.24,34.62
2022-05-01 14:00:00,2022-05-01 15:00:00,25.95,133.18,0.28,2.22,2.5,5.05,0.52,33.96,30.85,2.96,224.88,426.45,800.25,34.44
2022-05-01 15:00:00,2022-05-01 16:00:00,35.14,149.19,0.28,2.23,2.5,5.17,0.51,34.13,32.66,2.86,197.43,330.41,800.24,34.33
2022-05-01 16:00:00,2022-05-01 17:00:00,32.21,149.57,0.28,2.57,2.84,4.9,0.51,37.74,34.56,2.21,190.13,170.65,800.24,33.9
2022-05-01 17:00:00,2022-05-01 18:00:00,28.28,159.15,0.27,2.4,2.67,5.04,0.53,34.67,38.37,2.14,178.36,67.44,800.24,32.5
2022-05-01 18:00:00,2022-05-01 19:00:00,70.76,183.5,0.27,3.27,3.53,4.46,0.53,35.23,24.04,2.81,72.77,7.57,800.24,32.06
2022-05-01 19:00:00,2022-05-01 20:00:00,89.1,143.19,0.27,2.83,3.09,4.45,0.54,22.27,30.22,1.74,169.89,0.67,800.24,29.72
2022-05-01 20:00:00,2022-05-01 21:00:00,53.2,122.6,0.28,3.19,3.46,4.69,0.61,17.01,35.63,1.75,127.39,0.61,800.24,28.31
2022-05-01 21:00:00,2022-05-01 22:00:00,38.14,122.8,0.28,3.2,3.48,4.96,0.66,13.03,42.22,1.07,236.86,0.61,800.24,26.77
2022-05-01 22:00:00,2022-05-01 23:00:00,30.34,119.83,0.28,3.26,3.53,5.02,0.63,12.85,48.44,1.01,97.53,0.61,800.25,26.65
2022-05-01 23:00:00,2022-05-02 00:00:00,30.76,133.62,0.28,3.56,3.85,4.93,0.67,11.46,59.85,0.87,138.41,0.61,800.25,25.53
2022-05-02 00:00:00,2022-05-02 01:00:00,30.76,131.97,0.29,4.29,4.59,4.89,0.64,11.26,63.72,0.53,168.12,0.62,800.26,24.48
2022-05-02 01:00:00,2022-05-02 02:00:00,30.76,100.62,0.28,3.64,3.92,4.7,0.59,11.53,54.57,0.85,176.37,0.61,800.25,24.11
2022-05-02 02:00:00,2022-05-02 03:00:00,30.76,81.7,0.27,2.74,3.01,4.74,0.52,10.98,58.28,0.58,193.48,0.62,800.26,23.56
2022-05-02 03:00:00,2022-05-02 04:00:00,30.76,89.27,0.28,2.81,3.09,4.69,0.52,10.05,58.16,0.37,187.61,0.62,800.25,23.43
2022-05-02 04:00:00,2022-05-02 05:00:00,30.76,87.01,0.29,2.66,2.94,4.7,0.56,10.7,55.49,0.49,173.37,0.6,800.26,23.55
2022-05-02 05:00:00,2022-05-02 06:00:00,30.76,90.3,0.28,2.82,3.1,5.33,0.57,10.82,57.07,0.7,173.85,2.61,800.26,23.21
2022-05-02 06:00:00,2022-05-02 07:00:00,30.76,107.15,0.29,3.03,3.31,5.88,0.62,9.3,57.66,0.81,196.88,30.39,800.26,23.36
2022-05-02 07:00:00,2022-05-02 08:00:00,30.76,116.84,0.29,3.41,3.71,5.93,0.62,8.56,57.01,0.87,188.79,77.22,800.25,24.3
2022-05-02 08:00:00,2022-05-02 09:00:00,30.76,131.56,0.32,4.01,4.33,6.02,0.67,7.66,49.96,1.37,238.67,160.02,800.24,26.24
2022-05-02 09:00:00,2022-05-02 10:00:00,30.76,127.84,0.3,3.49,3.79,5.69,0.7,10.36,42.73,2.66,225.78,269.08,800.24,28.01
2022-05-02 10:00:00,2022-05-02 11:00:00,30.76,87.74,0.29,2.83,3.11,5.01,0.63,16.89,37.45,2.49,187.47,390.41,800.24,30.06
2022-05-02 11:00:00,2022-05-02 12:00:00,30.76,106.96,0.28,2.77,3.05,4.82,0.62,23.2,37.96,2.18,152.16,479.4,800.24,31.38
2022-05-02 12:00:00,2022-05-02 13:00:00,26.13,123.29,0.28,2.63,2.91,4.72,0.63,24.36,36.99,2.42,160.83,489.47,800.24,32.56
2022-05-02 13:00:00,2022-05-02 14:00:00,5.33,129.55,0.29,2.67,2.96,4.72,0.62,21.71,39.12,2.89,199.06,458.75,800.24,33.1
2022-05-02 14:00:00,2022-05-02 15:00:00,14.6,119.99,0.29,2.78,3.07,4.97,0.58,27.77,40.34,3.12,194.93,378.94,800.24,33.22
2022-05-02 15:00:00,2022-05-02 16:00:00,32.92,130.44,0.27,2.44,2.71,5.03,0.56,31.69,40.06,2.91,201.13,293.01,800.24,33.13
2022-05-02 16:00:00,2022-05-02 17:00:00,33.23,127.87,0.28,2.44,2.72,4.78,0.54,28.12,42.49,2.98,187.15,185.32,800.24,32.49
2022-05-02 17:00:00,2022-05-02 18:00:00,31.61,136.82,0.27,2.38,2.66,4.71,0.56,23.95,45.34,2.35,191.44,85.92,800.24,31.78
2022-05-02 18:00:00,2022-05-02 19:00:00,32.56,143.54,0.28,2.57,2.84,4.74,0.56,20.49,49.71,1.47,173.35,20.39,800.24,30.26
2022-05-02 19:00:00,2022-05-02 20:00:00,42.91,145.19,0.28,2.99,3.27,5.07,0.58,16.12,55.7,0.66,125.15,0.86,800.24,28.66
2022-05-02 20:00:00,2022-05-02 21:00:00,37.48,145.57,0.27,3.08,3.35,4.57,0.63,18.71,59.94,0.46,121.93,0.61,800.24,27.38
2022-05-02 21:00:00,2022-05-02 22:00:00,37.79,129.07,0.28,3.02,3.29,5.05,0.62,22.0,62.15,0.52,148.64,0.63,800.24,26.58
2022-05-02 22:00:00,2022-05-02 23:00:00,40.93,111.55,0.29,3.34,3.63,5.27,0.64,20.51,64.84,0.35,162.86,0.62,800.24,25.98
2022-05-02 23:00:00,2022-05-03 00:00:00,37.47,111.58,0.29,3.17,3.46,4.92,0.65,20.75,67.44,0.44,149.58,0.61,800.24,25.23
2022-05-03 00:00:00,2022-05-03 01:00:00,41.61,102.3,0.29,3.07,3.36,4.96,0.64,19.98,69.1,0.31,182.28,0.61,800.24,24.89
2022-05-03 01:00:00,2022-05-03 02:00:00,44.15,106.35,0.29,3.23,3.52,5.12,0.64,17.91,70.63,0.56,141.26,0.61,800.25,24.56
2022-05-03 02:00:00,2022-05-03 03:00:00,48.09,105.91,0.29,3.23,3.53,5.2,0.65,17.01,70.46,0.4,156.34,0.62,800.24,24.46
2022-05-03 03:00:00,2022-05-03 04:00:00,41.37,96.34,0.3,3.45,3.75,5.97,0.66,9.69,72.16,0.36,187.18,0.69,800.29,24.08
2022-05-03 04:00:00,2022-05-03 05:00:00,55.14,102.12,0.29,2.79,3.08,5.79,0.63,14.35,74.01,0.76,211.37,0.63,800.25,23.6
2022-05-03 05:00:00,2022-05-03 06:00:00,53.73,94.23,0.29,2.85,3.15,5.83,0.64,11.88,73.94,0.79,200.09,3.49,800.25,23.69
2022-05-03 06:00:00,2022-05-03 07:00:00,49.87,123.52,0.31,3.31,3.61,6.44,0.73,9.25,72.62,0.69,214.17,46.03,800.24,24.25
2022-05-03 07:00:00,2022-05-03 08:00:00,39.08,146.17,0.31,3.37,3.68,5.81,0.75,13.82,61.49,0.79,241.84,155.64,800.24,27.24
2022-05-03 08:00:00,2022-05-03 09:00:00,48.22,123.45,0.29,2.85,3.15,5.62,0.7,17.73,55.31,1.65,232.84,261.64,800.24,29.09
2022-05-03 09:00:00,2022-05-03 10:00:00,57.69,124.12,0.3,2.54,2.84,5.8,0.68,26.75,50.97,1.3,223.81,384.82,800.24,30.32
2022-05-03 10:00:00,2022-05-03 11:00:00,50.19,128.38,0.29,2.53,2.82,5.21,0.68,40.76,45.94,1.73,242.32,382.98,800.24,31.72
2022-05-03 11:00:00,2022-05-03 12:00:00,58.29,125.92,0.28,2.46,2.74,5.2,0.66,47.53,45.96,2.38,183.81,374.12,800.24,31.64
2022-05-03 12:00:00,2022-05-03 13:00:00,48.42,124.38,0.28,2.42,2.7,5.07,0.63,51.98,44.43,2.54,198.44,401.85,800.26,32.42
2022-05-03 13:00:00,2022-05-03 14:00:00,42.58,122.37,0.27,2.26,2.53,5.39,0.61,55.27,42.79,2.71,206.52,442.64,800.24,32.93
2022-05-03 14:00:00,2022-05-03 15:00:00,43.21,121.1,0.28,2.25,2.53,5.33,0.59,55.73,41.41,2.91,213.25,413.92,800.24,33.37
2022-05-03 15:00:00,2022-05-03 16:00:00,42.13,126.82,0.27,2.3,1.93,5.09,0.44,60.86,41.89,1.82,148.96,164.49,800.24,32.96
2022-05-03 16:00:00,2022-05-03 17:00:00,39.73,131.03,0.28,2.15,2.42,4.79,0.58,63.15,41.8,1.99,227.61,198.99,800.24,33.22
2022-05-03 17:00:00,2022-05-03 18:00:00,39.87,130.98,0.27,2.19,2.46,4.7,0.58,65.85,43.42,2.77,271.82,92.59,800.24,32.51
2022-05-03 18:00:00,2022-05-03 19:00:00,69.26,242.0,0.27,3.11,3.37,4.17,0.55,54.64,29.29,5.38,123.67,25.77,800.24,31.74
2022-05-03 19:00:00,2022-05-03 20:00:00,102.12,237.29,0.27,2.69,2.95,4.07,0.5,46.12,27.18,2.14,100.18,1.19,800.24,30.61
2022-05-03 20:00:00,2022-05-03 21:00:00,68.66,117.06,0.27,2.49,2.76,4.38,0.54,36.65,35.21,1.55,220.95,0.61,800.24,27.68
2022-05-03 21:00:00,2022-05-03 22:00:00,30.43,94.46,0.28,2.71,2.99,4.96,0.58,33.67,40.78,0.62,192.6,0.61,800.24,25.79
2022-05-03 22:00:00,2022-05-03 23:00:00,23.53,97.39,0.28,2.69,2.98,5.7,0.56,29.98,44.48,0.67,166.94,0.61,800.24,24.94
2022-05-03 23:00:00,2022-05-04 00:00:00,24.13,83.61,0.33,4.3,4.63,5.06,0.52,17.66,47.92,0.31,191.62,0.61,800.24,23.56
2022-05-04 00:00:00,2022-05-04 01:00:00,30.37,77.81,0.29,5.16,5.45,4.85,0.53,30.2,48.42,0.31,164.83,0.62,800.25,22.88
2022-05-04 01:00:00,2022-05-04 02:00:00,28.23,54.75,0.28,2.54,2.81,4.71,0.48,29.69,48.69,0.31,163.9,0.61,800.25,22.38
2022-05-04 02:00:00,2022-05-04 03:00:00,24.17,42.7,0.28,2.45,2.74,4.61,0.47,27.78,49.77,0.31,160.0,0.6,800.25,22.09
2022-05-04 03:00:00,2022-05-04 04:00:00,24.11,48.51,0.28,2.16,2.43,4.41,0.48,26.59,52.35,1.07,157.13,0.62,800.25,21.78
2022-05-04 04:00:00,2022-05-04 05:00:00,31.55,47.77,0.28,1.98,2.25,4.39,0.48,27.18,52.42,0.7,184.77,0.6,800.26,21.31
2022-05-04 05:00:00,2022-05-04 06:00:00,30.82,49.56,0.27,2.01,2.28,4.76,0.47,25.42,54.82,0.59,207.07,4.99,800.25,21.14
2022-05-04 06:00:00,2022-05-04 07:00:00,29.36,60.61,0.29,2.6,2.89,5.13,0.56,18.07,52.91,0.31,181.22,57.64,800.25,22.05
2022-05-04 07:00:00,2022-05-04 08:00:00,32.05,84.03,0.3,2.95,3.25,5.16,0.65,18.66,45.26,0.83,226.11,166.41,800.24,24.85
2022-05-04 08:00:00,2022-05-04 09:00:00,42.73,113.57,0.31,2.87,3.18,4.81,0.67,23.2,37.22,1.67,259.87,283.81,800.24,27.43
2022-05-04 09:00:00,2022-05-04 10:00:00,59.95,126.21,0.29,3.12,3.41,4.41,0.69,46.82,33.2,1.37,210.21,395.81,800.24,30.85
2022-05-04 10:00:00,2022-05-04 11:00:00,25.87,114.28,0.28,2.25,2.54,4.34,0.62,52.22,40.55,3.25,179.05,486.08,800.24,30.71
2022-05-04 11:00:00,2022-05-04 12:00:00,59.87,118.16,0.27,2.18,2.46,4.43,0.58,42.92,44.0,4.1,186.12,474.13,800.24,31.33
2022-05-04 12:00:00,2022-05-04 13:00:00,67.25,114.93,0.28,2.2,2.47,4.75,0.6,38.19,46.35,2.41,202.9,180.7,800.24,31.45
2022-05-04 13:00:00,2022-05-04 14:00:00,39.41,228.08,0.28,2.65,2.92,4.31,0.58,33.6,64.75,7.76,277.19,12.05,842.59,23.87
2022-05-04 14:00:00,2022-05-04 15:00:00,30.47,295.46,0.27,2.9,0.79,3.64,0.12,29.85,78.44,0.75,47.85,3.31,909.18,19.38
2022-05-04 15:00:00,2022-05-04 16:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-04 16:00:00,2022-05-04 17:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-04 17:00:00,2022-05-04 18:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-04 18:00:00,2022-05-04 19:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-04 19:00:00,2022-05-04 20:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-04 20:00:00,2022-05-04 21:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-04 21:00:00,2022-05-04 22:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-04 22:00:00,2022-05-04 23:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-04 23:00:00,2022-05-05 00:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-05 00:00:00,2022-05-05 01:00:00,17.27,89.62,0.32,5.23,4.17,5.05,0.37,9.5,76.05,0.52,111.64,0.46,800.24,20.13
2022-05-05 01:00:00,2022-05-05 02:00:00,15.24,88.69,0.32,5.26,5.58,5.1,0.49,7.52,79.32,0.87,193.76,0.62,800.24,19.0
2022-05-05 02:00:00,2022-05-05 03:00:00,21.07,89.4,0.44,6.29,6.72,5.13,0.5,4.02,81.28,1.28,227.16,0.67,800.24,18.86
2022-05-05 03:00:00,2022-05-05 04:00:00,28.08,76.19,0.56,5.94,6.5,5.42,0.54,6.23,77.56,0.91,138.4,0.66,800.24,19.16
2022-05-05 04:00:00,2022-05-05 05:00:00,29.45,68.01,0.36,4.94,5.3,5.19,0.53,6.49,76.65,0.76,161.58,0.64,800.24,19.05
2022-05-05 05:00:00,2022-05-05 06:00:00,34.14,69.14,0.41,5.34,5.75,5.58,0.52,6.19,77.86,0.7,174.83,5.82,800.24,18.5
2022-05-05 06:00:00,2022-05-05 07:00:00,32.73,68.89,0.43,4.97,5.41,6.63,0.55,6.53,75.14,0.56,179.97,71.72,800.24,19.45
2022-05-05 07:00:00,2022-05-05 08:00:00,28.9,76.01,0.41,4.5,4.92,5.06,0.58,12.5,60.57,0.74,222.44,200.56,800.24,23.21
2022-05-05 08:00:00,2022-05-05 09:00:00,36.91,92.95,0.37,4.73,5.1,4.7,0.59,25.91,45.33,0.63,187.69,334.24,800.24,27.14
2022-05-05 09:00:00,2022-05-05 10:00:00,42.28,75.52,0.31,3.24,3.55,4.82,0.54,44.03,36.12,1.21,203.77,455.26,800.24,28.82
2022-05-05 10:00:00,2022-05-05 11:00:00,44.92,49.25,0.29,2.84,3.13,4.31,0.48,50.99,32.59,1.56,176.12,543.94,800.24,30.52
2022-05-05 11:00:00,2022-05-05 12:00:00,32.84,89.75,0.28,2.73,2.25,3.93,0.35,43.5,34.25,1.75,137.74,438.48,800.24,30.66
2022-05-05 12:00:00,2022-05-05 13:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-05 13:00:00,2022-05-05 14:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-05 14:00:00,2022-05-05 15:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-05 15:00:00,2022-05-05 16:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-05 16:00:00,2022-05-05 17:00:00,29.4,87.23,0.27,3.21,2.61,3.51,0.36,63.76,31.29,2.87,205.79,175.07,800.24,31.48
2022-05-05 17:00:00,2022-05-05 18:00:00,34.49,91.1,0.27,3.54,3.81,3.61,0.54,63.57,35.33,3.56,270.65,104.97,800.24,30.51
2022-05-05 18:00:00,2022-05-05 19:00:00,46.25,152.43,0.27,5.09,5.37,3.92,0.7,75.74,41.76,2.4,255.43,22.09,800.24,29.21
2022-05-05 19:00:00,2022-05-05 20:00:00,48.48,163.66,0.27,5.56,5.84,4.23,0.8,54.55,52.12,0.58,162.32,0.82,800.24,26.81
2022-05-05 20:00:00,2022-05-05 21:00:00,38.88,127.41,0.28,4.55,4.83,4.24,0.77,43.97,56.82,0.31,171.84,0.61,800.24,25.05
2022-05-05 21:00:00,2022-05-05 22:00:00,43.1,125.79,0.28,4.3,4.58,4.56,0.73,41.74,59.29,0.31,132.56,0.6,800.24,24.36
2022-05-05 22:00:00,2022-05-05 23:00:00,47.98,111.97,0.28,4.06,4.34,4.96,0.68,37.17,61.44,0.75,134.13,0.6,800.24,23.95
2022-05-05 23:00:00,2022-05-06 00:00:00,54.52,126.43,0.27,4.34,4.62,4.7,0.73,30.23,64.16,0.5,139.74,0.6,800.24,23.34
2022-05-06 00:00:00,2022-05-06 01:00:00,45.09,121.84,0.28,4.38,4.66,4.8,0.75,24.03,66.78,0.42,180.34,0.6,800.24,22.5
2022-05-06 01:00:00,2022-05-06 02:00:00,49.07,101.02,0.27,3.83,4.1,4.71,0.67,25.36,66.1,0.32,163.44,0.61,800.24,21.96
2022-05-06 02:00:00,2022-05-06 03:00:00,52.93,83.37,0.29,3.5,3.79,4.38,0.6,25.12,66.62,0.54,140.06,0.61,800.24,21.71
2022-05-06 03:00:00,2022-05-06 04:00:00,49.6,80.1,0.28,3.24,3.52,4.41,0.58,24.09,67.2,0.76,153.48,0.6,800.24,21.36
2022-05-06 04:00:00,2022-05-06 05:00:00,41.17,87.25,0.28,3.47,3.75,4.5,0.58,19.22,74.62,0.78,217.16,0.6,800.24,20.54
2022-05-06 05:00:00,2022-05-06 06:00:00,35.68,89.06,0.28,3.65,3.92,4.85,0.58,18.07,75.04,0.79,179.21,5.64,800.25,20.02
2022-05-06 06:00:00,2022-05-06 07:00:00,43.82,92.72,0.3,4.45,4.74,5.2,0.66,16.25,72.47,0.69,201.29,69.03,800.24,21.22
2022-05-06 07:00:00,2022-05-06 08:00:00,42.14,104.43,0.32,4.26,4.58,4.76,0.71,16.84,62.12,1.32,254.81,194.32,800.24,24.09
2022-05-06 08:00:00,2022-05-06 09:00:00,44.89,99.83,0.32,3.46,3.77,4.56,0.68,34.92,48.37,1.3,219.44,323.78,800.24,27.72
2022-05-06 09:00:00,2022-05-06 10:00:00,54.34,81.25,0.28,2.6,2.88,4.13,0.61,52.65,40.96,2.51,173.1,443.83,800.24,29.3
2022-05-06 10:00:00,2022-05-06 11:00:00,50.89,94.86,0.27,2.62,2.89,4.22,0.61,56.07,41.97,3.33,173.39,519.36,800.24,29.63
2022-05-06 11:00:00,2022-05-06 12:00:00,41.81,95.54,0.28,2.83,3.11,4.32,0.62,54.14,41.92,3.2,192.96,549.73,800.24,30.57
2022-05-06 12:00:00,2022-05-06 13:00:00,45.99,122.55,0.28,2.87,3.14,4.55,0.67,67.3,38.3,2.82,224.94,578.72,800.24,31.55
2022-05-06 13:00:00,2022-05-06 14:00:00,50.52,135.8,0.28,3.32,3.59,4.78,0.69,109.63,35.19,2.38,218.02,522.51,800.24,32.78
2022-05-06 14:00:00,2022-05-06 15:00:00,61.13,144.68,0.28,3.08,3.36,4.98,0.69,93.55,32.02,3.12,258.98,464.88,800.24,33.27
2022-05-06 15:00:00,2022-05-06 16:00:00,70.23,132.83,0.28,2.65,2.92,4.34,0.63,103.17,25.96,5.0,280.7,343.98,800.24,33.3
2022-05-06 16:00:00,2022-05-06 17:00:00,77.76,113.34,0.27,2.56,2.83,4.02,0.61,110.14,26.5,2.99,237.64,246.99,800.24,33.74
2022-05-06 17:00:00,2022-05-06 18:00:00,53.15,115.53,0.27,2.82,3.08,4.34,0.65,109.66,29.9,2.84,264.56,105.87,800.24,32.95
2022-05-06 18:00:00,2022-05-06 19:00:00,50.25,130.71,0.27,3.63,3.9,4.64,0.72,69.6,38.11,1.82,221.76,23.46,800.24,30.8
2022-05-06 19:00:00,2022-05-06 20:00:00,50.45,140.37,0.27,3.66,3.93,4.78,0.75,59.98,47.77,0.34,152.51,0.84,800.24,27.76
2022-05-06 20:00:00,2022-05-06 21:00:00,52.88,133.6,0.28,3.38,3.66,4.8,0.81,67.97,50.78,0.59,144.85,0.63,800.24,26.62
2022-05-06 21:00:00,2022-05-06 22:00:00,65.43,149.71,0.28,3.5,3.77,5.53,0.9,64.06,52.96,0.76,135.07,0.62,800.24,26.25
2022-05-06 22:00:00,2022-05-06 23:00:00,66.55,160.46,0.27,3.59,3.87,6.16,0.93,52.16,60.62,0.66,193.34,0.67,800.24,25.02
2022-05-06 23:00:00,2022-05-07 00:00:00,64.74,175.13,0.28,4.14,4.42,5.97,0.97,44.34,64.7,0.57,168.42,0.71,800.24,24.3
2022-05-07 00:00:00,2022-05-07 01:00:00,62.83,171.85,0.28,3.98,4.25,5.87,0.93,37.3,65.29,0.69,155.14,0.74,800.24,23.5
2022-05-07 01:00:00,2022-05-07 02:00:00,63.72,129.56,0.28,3.26,3.54,5.59,0.83,28.13,65.99,0.52,202.31,0.79,800.24,22.51
2022-05-07 02:00:00,2022-05-07 03:00:00,65.85,105.2,0.28,2.92,3.19,4.94,0.76,29.25,64.83,0.31,157.03,0.71,800.24,22.07
2022-05-07 03:00:00,2022-05-07 04:00:00,60.3,95.69,0.27,2.85,3.12,4.92,0.74,26.46,67.09,0.51,193.83,0.73,800.24,21.55
2022-05-07 04:00:00,2022-05-07 05:00:00,58.32,92.75,0.28,2.93,3.21,4.87,0.75,24.21,68.98,0.35,191.03,0.76,800.24,21.0
2022-05-07 05:00:00,2022-05-07 06:00:00,56.01,98.03,0.28,2.98,3.27,5.28,0.75,21.1,71.44,0.49,196.23,5.0,800.24,20.5
2022-05-07 06:00:00,2022-05-07 07:00:00,53.16,97.24,0.29,3.36,3.63,6.03,0.79,20.46,67.78,0.48,186.71,56.88,800.24,21.45
2022-05-07 07:00:00,2022-05-07 08:00:00,44.3,112.61,0.31,3.45,3.76,5.54,0.81,21.27,61.76,1.53,230.74,163.56,800.24,23.6
2022-05-07 08:00:00,2022-05-07 09:00:00,56.86,129.98,0.31,3.47,3.78,5.24,0.83,36.18,50.2,1.72,255.45,289.42,800.24,26.42
2022-05-07 09:00:00,2022-05-07 10:00:00,58.05,113.81,0.3,3.24,0.89,5.12,0.2,51.96,41.4,0.22,54.63,92.71,800.24,29.53
2022-05-07 10:00:00,2022-05-07 11:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-07 11:00:00,2022-05-07 12:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-07 12:00:00,2022-05-07 13:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-07 13:00:00,2022-05-07 14:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-07 14:00:00,2022-05-07 15:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-07 15:00:00,2022-05-07 16:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-05-07 16:00:00,2022-05-07 17:00:00,60.1,91.71,0.28,2.44,2.04,4.17,0.48,109.36,27.41,2.51,208.84,169.83,800.24,33.47
2022-05-07 17:00:00,2022-05-07 18:00:00,53.8,92.8,0.27,2.58,2.85,4.14,0.65,95.59,28.45,1.87,165.14,126.82,800.24,33.25
2022-05-07 18:00:00,2022-05-07 19:00:00,32.43,93.42,0.27,2.79,3.06,4.18,0.65,68.7,37.14,2.33,159.69,26.77,800.24,29.7
2022-05-07 19:00:00,2022-05-07 20:00:00,24.49,78.2,0.27,2.59,2.86,4.04,0.64,48.65,43.12,1.45,196.69,0.84,800.24,27.42
2022-05-07 20:00:00,2022-05-07 21:00:00,21.63,73.72,0.28,2.38,2.65,4.05,0.65,33.66,47.32,1.64,175.67,0.61,800.24,26.04
2022-05-07 21:00:00,2022-05-07 22:00:00,25.23,79.35,0.27,2.88,3.15,4.5,0.69,21.24,52.39,0.53,175.01,0.61,800.24,24.84
2022-05-07 22:00:00,2022-05-07 23:00:00,26.84,71.44,0.27,2.43,2.71,4.96,0.67,17.05,55.9,0.56,145.95,0.62,800.24,23.7
2022-05-07 23:00:00,2022-05-08 00:00:00,20.17,57.67,0.28,2.2,2.47,4.56,0.64,15.68,59.1,0.54,166.04,0.61,800.24,22.65
