From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2021-07-22 18:00:00,2021-07-22 19:00:00,4.25,96.5,3.53,26.8,17.12,21.68,4.8,0.87,11.62,2.33,167.78,32.2,79.82,,29.57,54.5,0.33,73.5,13.25,27.25,33.4,0.0
2021-07-22 19:00:00,2021-07-22 20:00:00,3.5,88.0,0.65,14.42,8.18,22.3,2.8,0.57,15.35,2.1,134.2,18.5,47.8,,29.28,59.75,0.27,89.25,9.5,17.2,32.9,0.0
2021-07-22 20:00:00,2021-07-22 21:00:00,8.0,44.5,0.2,11.38,6.15,21.0,2.42,0.49,13.55,,,,,,29.35,63.5,0.18,263.0,9.5,,32.73,0.0
2021-07-22 21:00:00,2021-07-22 22:00:00,8.0,54.0,0.47,11.07,6.25,20.7,2.35,0.48,11.75,,,,,,29.25,65.5,0.23,55.75,9.25,,32.57,0.0
2021-07-22 22:00:00,2021-07-22 23:00:00,8.25,61.0,0.6,11.8,6.75,20.35,2.25,0.38,11.65,,,,,,29.3,63.5,0.25,133.25,9.25,,32.5,0.0
2021-07-22 23:00:00,2021-07-23 00:00:00,8.75,60.0,0.4,6.53,3.78,19.2,1.97,0.32,13.2,,,,,,29.3,66.5,0.2,60.0,9.25,,32.23,0.0
2021-07-23 00:00:00,2021-07-23 01:00:00,8.0,25.25,0.32,5.83,3.33,18.62,2.35,0.34,13.77,,,,,,29.23,68.25,0.2,144.0,9.25,,32.1,0.0
2021-07-23 01:00:00,2021-07-23 02:00:00,8.0,27.5,0.62,5.05,3.17,18.75,2.62,0.35,10.95,,,,,,29.35,70.0,0.25,322.25,9.5,,31.95,0.0
2021-07-23 02:00:00,2021-07-23 03:00:00,8.0,22.5,0.35,4.12,2.53,17.38,2.45,0.35,12.1,,,,,,29.3,72.25,0.33,348.25,9.25,,31.82,0.0
2021-07-23 03:00:00,2021-07-23 04:00:00,8.0,23.75,0.52,4.6,2.88,17.23,2.25,0.35,9.52,,,,,,29.35,70.75,0.3,350.0,10.0,,31.88,0.0
2021-07-23 04:00:00,2021-07-23 05:00:00,7.25,25.0,0.78,7.4,4.55,16.1,2.42,0.34,7.05,,,,,,29.32,69.5,0.22,319.75,10.0,,31.87,0.0
2021-07-23 05:00:00,2021-07-23 06:00:00,5.0,34.75,0.83,11.38,6.7,15.57,2.35,0.4,5.8,,,,,,29.3,69.25,0.2,334.25,18.75,,31.8,0.0
2021-07-23 06:00:00,2021-07-23 07:00:00,5.25,48.0,1.18,10.95,6.75,15.45,2.62,0.41,6.12,,,,,,29.38,67.0,0.3,44.0,28.0,,32.15,0.0
2021-07-23 07:00:00,2021-07-23 08:00:00,6.0,56.75,1.95,11.82,7.88,14.83,2.58,0.5,11.78,,,,,,29.27,58.5,0.7,127.0,46.5,,32.88,0.0
2021-07-23 08:00:00,2021-07-23 09:00:00,5.75,80.25,2.2,15.68,10.15,14.23,3.1,0.63,14.85,,,,,,29.12,51.75,0.77,135.25,201.0,,33.45,0.0
2021-07-23 09:00:00,2021-07-23 10:00:00,5.75,90.5,2.38,16.53,10.75,38.35,3.9,0.76,12.35,,,,,,29.28,48.25,0.75,138.0,340.25,,33.83,0.0
2021-07-23 10:00:00,2021-07-23 11:00:00,7.25,78.0,2.55,16.77,10.97,40.97,6.45,0.82,12.97,1.9,181.3,29.9,67.13,,29.02,46.25,0.62,98.75,344.5,24.83,34.23,0.0
2021-07-23 11:00:00,2021-07-23 12:00:00,4.75,81.75,2.8,18.27,11.97,54.15,6.77,0.84,12.78,1.98,186.47,32.88,74.53,,28.62,43.75,0.73,127.25,412.25,26.55,34.4,0.0
2021-07-23 12:00:00,2021-07-23 13:00:00,4.25,95.25,3.17,18.7,12.53,73.3,7.12,0.84,9.35,2.23,189.38,36.55,87.17,,28.77,43.25,0.8,125.75,339.75,30.18,34.48,0.0
2021-07-23 13:00:00,2021-07-23 14:00:00,5.0,98.75,2.9,18.68,12.3,70.88,7.6,0.82,12.25,2.27,188.98,39.15,96.47,,28.65,41.25,0.7,122.0,278.0,32.93,34.7,0.0
2021-07-23 14:00:00,2021-07-23 15:00:00,5.0,101.25,4.22,19.9,14.0,70.53,7.67,0.89,8.05,2.1,191.3,40.52,100.23,,28.67,42.5,0.8,131.0,201.5,33.95,34.35,0.0
2021-07-23 15:00:00,2021-07-23 16:00:00,4.75,116.5,4.38,20.7,14.57,68.95,7.83,0.92,9.78,2.32,192.53,41.48,103.42,,28.8,43.0,0.85,129.0,241.75,34.88,34.45,0.0
2021-07-23 16:00:00,2021-07-23 17:00:00,3.75,110.5,2.3,19.05,12.05,51.18,3.62,0.62,13.32,1.98,161.12,24.82,62.12,,28.75,44.75,0.67,96.0,40.75,21.75,34.33,0.0
2021-07-23 17:00:00,2021-07-23 18:00:00,3.0,70.25,1.73,13.72,8.72,59.77,5.45,0.62,11.38,1.7,171.2,25.97,59.58,,28.85,46.75,0.62,102.0,29.75,21.55,33.95,0.0
2021-07-23 18:00:00,2021-07-23 19:00:00,3.0,59.25,0.92,14.52,8.5,23.73,3.75,0.4,11.8,1.62,158.22,22.93,51.75,,29.82,53.25,0.47,19.25,11.0,18.65,33.08,0.0
2021-07-23 19:00:00,2021-07-23 20:00:00,4.5,50.5,0.43,12.12,6.82,23.93,2.7,0.41,12.82,1.4,126.4,15.2,36.3,,29.33,56.5,0.35,132.5,9.75,13.2,32.88,0.0
2021-07-23 20:00:00,2021-07-23 21:00:00,8.5,50.25,0.72,10.53,6.18,22.32,2.48,0.37,13.38,,,,,,29.25,53.0,0.55,98.25,9.5,,33.07,0.0
2021-07-23 21:00:00,2021-07-23 22:00:00,7.25,50.0,1.15,9.42,5.95,21.4,2.5,0.28,15.25,,,,,,29.48,54.25,0.5,79.25,10.0,,32.95,0.0
2021-07-23 22:00:00,2021-07-23 23:00:00,7.5,39.25,0.88,8.2,5.1,21.1,2.45,0.24,12.35,,,,,,29.5,54.0,0.65,115.25,9.75,,32.77,0.0
2021-07-23 23:00:00,2021-07-24 00:00:00,6.0,51.75,0.57,7.0,4.17,19.12,2.27,0.21,13.7,,,,,,29.43,54.5,0.5,93.5,9.5,,32.47,0.0
2021-07-24 00:00:00,2021-07-24 01:00:00,6.0,50.25,0.17,4.88,2.73,19.3,1.67,0.25,13.35,,,,,,29.4,59.5,0.6,113.75,9.75,,32.08,0.0
2021-07-24 01:00:00,2021-07-24 02:00:00,5.5,23.5,0.4,4.7,2.85,18.62,1.57,0.25,13.43,,,,,,29.4,62.25,0.53,92.0,9.5,,31.9,0.0
2021-07-24 02:00:00,2021-07-24 03:00:00,3.5,16.25,0.62,3.6,2.4,18.2,1.72,0.25,12.0,,,,,,29.5,63.5,0.5,80.75,9.5,,31.75,0.0
2021-07-24 03:00:00,2021-07-24 04:00:00,2.25,9.5,0.4,4.25,2.6,17.08,1.62,0.24,12.38,,,,,,29.43,62.0,0.77,117.5,9.0,,31.77,0.0
2021-07-24 04:00:00,2021-07-24 05:00:00,3.25,22.25,0.75,5.58,3.58,16.92,1.73,0.25,11.1,,,,,,29.38,61.25,0.9,118.5,9.5,,31.7,0.0
2021-07-24 05:00:00,2021-07-24 06:00:00,3.75,37.75,0.78,5.53,3.55,16.25,1.6,0.25,11.62,,,,,,29.45,61.75,0.82,88.0,23.0,,31.63,0.0
2021-07-24 06:00:00,2021-07-24 07:00:00,3.75,33.25,0.78,5.85,3.77,15.35,1.7,0.26,11.9,,,,,,29.48,59.75,0.82,86.25,45.75,,31.77,0.0
2021-07-24 07:00:00,2021-07-24 08:00:00,5.5,46.0,1.85,9.55,6.6,15.02,1.73,0.32,9.88,,,,,,29.42,55.25,0.9,103.0,63.75,,32.35,0.0
2021-07-24 08:00:00,2021-07-24 09:00:00,4.0,66.25,1.57,10.88,7.05,14.38,1.93,0.35,13.27,,,,,,29.35,51.0,1.02,100.5,189.5,,32.85,0.0
2021-07-24 09:00:00,2021-07-24 10:00:00,4.25,86.5,3.05,14.1,10.0,40.55,2.98,0.56,8.67,1.4,166.0,21.1,45.6,,29.25,49.0,1.05,113.25,254.75,17.4,33.1,0.0
2021-07-24 10:00:00,2021-07-24 11:00:00,4.5,113.0,4.08,15.68,11.62,49.12,4.78,0.66,8.62,1.55,181.9,26.6,55.27,,28.75,48.25,1.23,126.5,233.5,20.75,33.2,0.0
2021-07-24 11:00:00,2021-07-24 12:00:00,3.0,124.25,4.93,16.95,12.97,58.7,5.67,0.74,7.02,1.72,187.67,32.0,69.85,,28.7,47.5,1.02,121.25,202.75,25.0,33.32,0.0
2021-07-24 12:00:00,2021-07-24 13:00:00,4.0,115.75,4.85,17.57,13.32,63.72,6.55,0.73,7.15,1.83,192.67,35.7,80.42,,28.7,45.0,1.32,123.75,393.75,27.98,33.58,0.0
2021-07-24 13:00:00,2021-07-24 14:00:00,7.0,138.75,4.0,17.6,12.62,63.47,6.27,0.68,8.93,1.82,190.27,36.65,85.62,,28.58,44.25,1.38,128.5,338.0,29.4,33.75,0.0
2021-07-24 14:00:00,2021-07-24 15:00:00,7.0,125.5,3.92,17.2,12.32,72.85,5.9,0.66,6.95,1.7,183.25,32.95,79.15,,28.93,43.25,1.35,125.25,336.25,27.18,33.98,0.0
2021-07-24 15:00:00,2021-07-24 16:00:00,6.5,103.75,3.62,17.85,12.42,70.47,6.17,0.65,10.83,1.75,190.55,36.4,86.03,,28.95,42.75,1.25,126.5,245.75,29.35,34.0,0.0
2021-07-24 16:00:00,2021-07-24 17:00:00,4.0,92.25,3.88,24.6,16.27,42.08,1.25,0.53,19.95,1.53,107.18,16.12,40.23,,29.42,43.5,1.1,133.0,32.0,14.07,34.05,0.0
2021-07-24 17:00:00,2021-07-24 18:00:00,1.75,88.5,4.12,22.0,15.03,63.65,2.47,0.67,8.62,1.77,126.43,13.77,34.62,,28.38,46.0,0.92,135.5,27.75,12.93,33.85,0.0
2021-07-24 18:00:00,2021-07-24 19:00:00,5.25,92.75,6.52,24.93,18.57,55.62,3.75,0.88,6.57,1.95,166.3,24.27,58.42,,28.62,51.5,0.75,138.25,12.5,20.9,33.45,0.0
2021-07-24 19:00:00,2021-07-24 20:00:00,9.5,121.25,5.6,24.73,17.73,43.48,3.02,1.02,6.95,,,,,,28.65,53.75,0.67,148.0,10.0,,33.12,0.0
2021-07-24 20:00:00,2021-07-24 21:00:00,11.25,106.5,5.18,22.18,15.95,37.45,2.82,0.78,9.12,,,,,,28.62,58.0,0.55,151.25,9.75,,32.83,0.0
2021-07-24 21:00:00,2021-07-24 22:00:00,11.25,96.5,3.7,17.68,12.4,34.52,2.47,0.63,9.23,,,,,,28.55,59.75,0.45,149.75,10.5,,32.65,0.0
2021-07-24 22:00:00,2021-07-24 23:00:00,8.25,87.0,3.17,17.02,11.65,33.08,2.27,0.46,10.78,,,,,,28.52,58.25,0.7,131.0,10.25,,32.55,0.0
2021-07-24 23:00:00,2021-07-25 00:00:00,9.75,61.5,1.02,9.15,5.67,30.25,2.37,0.3,15.73,,,,,,28.65,61.25,0.5,65.67,10.0,,32.25,0.0
2021-07-25 00:00:00,2021-07-25 01:00:00,11.5,27.0,0.57,5.05,3.15,29.4,2.15,0.25,14.65,,,,,,28.62,63.0,0.5,82.25,10.0,,32.0,0.0
2021-07-25 01:00:00,2021-07-25 02:00:00,9.0,17.0,0.53,4.4,2.77,27.8,2.25,0.25,16.77,,,,,,28.75,65.25,0.55,72.75,10.0,,31.8,0.0
2021-07-25 02:00:00,2021-07-25 03:00:00,6.75,17.75,0.53,5.1,3.15,27.0,2.08,0.25,15.72,,,,,,28.8,67.0,0.6,115.25,9.25,,31.65,0.0
2021-07-25 03:00:00,2021-07-25 04:00:00,9.0,21.5,0.4,6.2,3.62,26.97,2.25,0.26,10.57,,,,,,28.8,68.25,0.6,126.5,10.0,,31.55,0.0
2021-07-25 04:00:00,2021-07-25 05:00:00,8.0,30.25,0.95,8.15,5.1,27.25,2.27,0.32,18.53,,,,,,28.65,68.75,0.62,109.75,10.0,,31.45,0.0
2021-07-25 05:00:00,2021-07-25 06:00:00,4.25,47.75,1.7,10.28,6.85,25.98,2.2,0.35,12.78,,,,,,28.4,70.0,0.6,127.5,20.25,,31.4,0.0
2021-07-25 06:00:00,2021-07-25 07:00:00,5.0,61.75,1.9,12.55,8.22,25.85,2.45,0.45,8.43,,,,,,28.48,69.25,0.7,121.5,38.75,,31.5,0.0
2021-07-25 07:00:00,2021-07-25 08:00:00,5.25,62.5,1.5,10.88,7.03,24.07,2.62,0.42,13.72,,,,,,28.58,63.75,0.62,96.75,76.0,,32.03,0.0
2021-07-25 08:00:00,2021-07-25 09:00:00,5.75,48.25,1.18,10.2,6.4,24.35,2.45,0.47,14.57,,,,,,28.38,60.75,0.75,98.75,171.75,,32.3,0.0
2021-07-25 09:00:00,2021-07-25 10:00:00,4.75,61.75,1.9,12.6,8.23,51.5,4.58,0.52,17.07,,,,,,31.85,55.5,0.77,103.0,246.25,,32.77,0.0
2021-07-25 10:00:00,2021-07-25 11:00:00,4.0,76.75,1.85,12.88,8.35,47.25,6.47,0.63,12.03,1.67,194.63,31.6,61.3,,28.55,49.75,0.9,129.5,380.5,22.73,33.33,0.0
2021-07-25 11:00:00,2021-07-25 12:00:00,4.5,96.0,2.0,14.0,9.05,59.95,6.62,0.64,15.35,1.7,190.57,34.95,78.75,,28.6,45.75,0.9,132.5,432.75,27.5,33.65,0.0
2021-07-25 12:00:00,2021-07-25 13:00:00,5.5,81.75,1.47,12.95,8.1,67.62,7.12,0.58,14.75,1.62,190.12,36.98,88.8,,28.9,46.25,0.95,144.25,323.5,30.3,33.6,0.0
2021-07-25 13:00:00,2021-07-25 14:00:00,4.5,68.25,1.35,12.78,7.9,65.97,6.92,0.57,15.62,1.52,189.4,38.4,96.38,,28.48,46.5,1.02,155.25,294.25,32.5,33.73,0.0
2021-07-25 14:00:00,2021-07-25 15:00:00,6.25,67.75,0.97,11.82,7.1,65.57,6.82,0.55,16.75,1.4,184.88,37.85,98.3,,28.65,46.25,1.1,155.75,244.25,33.15,33.75,0.0
2021-07-25 15:00:00,2021-07-25 16:00:00,7.0,61.5,1.1,12.0,7.28,78.03,8.05,0.5,14.82,1.3,186.28,38.92,100.8,,31.47,49.0,1.07,157.25,155.75,26.38,33.65,0.0
2021-07-25 16:00:00,2021-07-25 17:00:00,8.0,60.67,1.57,14.1,8.8,57.27,10.9,0.54,11.1,1.4,196.87,45.57,112.17,,34.3,49.0,0.83,150.33,81.0,39.07,33.63,0.0
2021-07-25 17:00:00,2021-07-25 18:00:00,8.0,77.0,2.45,15.75,10.35,57.8,11.6,0.6,10.95,1.5,203.5,50.8,123.45,,34.4,47.5,0.75,156.0,33.0,42.7,33.5,0.0
2021-07-25 18:00:00,2021-07-25 19:00:00,6.0,92.75,2.4,21.08,13.17,34.6,9.33,0.81,11.9,1.68,198.88,51.3,127.0,,32.3,52.0,0.45,219.25,12.25,43.17,33.45,0.0
2021-07-25 19:00:00,2021-07-25 20:00:00,12.25,92.75,0.43,14.92,8.28,12.75,1.93,0.55,15.83,,,,,,25.93,60.25,0.47,110.75,9.25,,32.92,0.0
2021-07-25 20:00:00,2021-07-25 21:00:00,12.5,64.0,0.4,9.45,5.37,11.9,0.65,0.44,15.25,,,,,,24.88,63.5,0.33,56.5,8.75,,32.73,0.0
2021-07-25 21:00:00,2021-07-25 22:00:00,10.75,58.25,0.55,8.68,5.08,11.57,0.6,0.42,13.43,,,,,,24.95,64.5,0.4,97.0,8.0,,32.65,0.0
2021-07-25 22:00:00,2021-07-25 23:00:00,11.0,67.0,1.43,14.47,8.85,11.65,0.55,0.47,11.62,,,,,,24.95,65.0,0.43,131.75,8.75,,32.6,0.0
2021-07-25 23:00:00,2021-07-26 00:00:00,12.75,88.25,0.78,11.32,6.65,12.7,0.63,0.43,15.55,,,,,,24.88,64.5,0.38,110.5,9.0,,32.5,0.0
2021-07-26 00:00:00,2021-07-26 01:00:00,8.25,65.0,0.62,7.82,4.65,12.48,0.97,0.37,15.88,,,,,,24.8,66.0,0.3,65.0,10.0,,32.33,0.0
2021-07-26 01:00:00,2021-07-26 02:00:00,5.75,48.75,0.28,4.5,2.6,12.28,1.08,0.35,17.07,,,,,,24.87,67.5,0.33,98.0,10.0,,32.15,0.0
2021-07-26 02:00:00,2021-07-26 03:00:00,6.25,43.25,0.2,4.12,2.25,12.12,0.93,0.36,15.9,,,,,,24.85,68.5,0.35,72.0,10.0,,32.05,0.0
2021-07-26 03:00:00,2021-07-26 04:00:00,10.75,49.25,0.4,5.85,3.45,12.15,0.77,0.38,13.93,,,,,,24.83,68.75,0.35,128.0,9.5,,32.12,0.0
2021-07-26 04:00:00,2021-07-26 05:00:00,12.25,55.25,0.78,7.95,4.85,11.78,1.32,0.42,12.3,,,,,,24.88,69.5,0.3,61.0,9.75,,32.03,0.0
2021-07-26 05:00:00,2021-07-26 06:00:00,9.5,57.25,0.47,6.58,3.88,11.43,1.1,0.39,12.77,,,,,,24.93,70.25,0.25,36.25,17.75,,31.85,0.0
2021-07-26 06:00:00,2021-07-26 07:00:00,8.75,42.75,0.47,5.78,3.48,10.93,0.95,0.4,12.13,,,,,,24.85,68.75,0.33,19.5,52.5,,32.05,0.0
2021-07-26 07:00:00,2021-07-26 08:00:00,12.5,51.25,1.02,7.58,4.85,10.72,1.05,0.47,13.7,,,,,,24.73,63.75,0.43,69.0,90.75,,32.58,0.0
2021-07-26 08:00:00,2021-07-26 09:00:00,12.5,80.5,2.27,14.02,9.3,10.25,1.12,0.68,14.05,,,,,,24.7,60.5,0.6,129.25,144.75,,32.85,0.0
2021-07-26 09:00:00,2021-07-26 10:00:00,7.25,105.25,2.02,16.02,10.15,13.35,1.32,0.71,20.25,,,,,,24.92,57.25,0.57,137.75,158.25,,33.05,0.0
2021-07-26 10:00:00,2021-07-26 11:00:00,4.75,97.5,3.25,17.17,11.82,50.48,3.68,0.94,9.8,2.1,166.6,21.7,48.6,,29.02,54.75,0.47,168.0,243.0,14.6,33.08,0.0
2021-07-26 11:00:00,2021-07-26 12:00:00,4.0,115.0,3.1,16.88,11.5,60.12,7.1,1.04,12.8,2.35,187.23,29.55,61.78,,29.53,54.5,0.8,159.75,176.0,23.35,33.4,0.0
2021-07-26 12:00:00,2021-07-26 13:00:00,,123.25,2.38,17.9,11.48,64.35,8.1,1.05,14.65,2.48,198.78,37.6,81.28,,29.35,52.0,0.62,170.0,194.0,29.25,33.62,0.0
2021-07-26 13:00:00,2021-07-26 14:00:00,3.0,105.25,0.62,13.77,7.83,62.8,8.22,0.79,15.0,2.38,202.18,40.75,92.15,,29.17,52.0,0.4,224.25,136.25,32.25,33.58,0.0
2021-07-26 14:00:00,2021-07-26 15:00:00,3.0,68.25,0.55,12.3,7.02,62.68,7.93,0.64,15.6,1.92,201.18,42.23,100.37,,29.23,62.5,0.88,242.0,44.0,34.42,32.23,0.0
2021-07-26 15:00:00,2021-07-26 16:00:00,4.0,58.75,0.8,10.65,6.35,62.45,7.25,0.54,13.1,1.73,200.05,37.83,82.67,,29.3,70.0,0.77,351.75,33.5,28.8,31.3,0.0
2021-07-26 16:00:00,2021-07-26 17:00:00,6.5,16.5,1.38,13.75,8.42,60.45,7.62,0.6,10.68,1.72,204.15,38.17,79.35,,29.2,69.5,0.33,162.75,32.75,27.73,31.62,0.0
2021-07-26 17:00:00,2021-07-26 18:00:00,4.75,21.25,1.38,13.12,8.07,60.4,8.43,0.6,10.73,1.85,207.4,42.9,93.15,,29.12,68.5,0.35,233.25,29.75,32.3,31.82,0.0
2021-07-26 18:00:00,2021-07-26 19:00:00,3.75,97.25,1.93,20.0,12.2,27.15,5.35,0.84,8.18,,,,,,29.03,65.75,0.38,164.5,11.25,,31.7,0.0
2021-07-26 19:00:00,2021-07-26 20:00:00,4.5,281.25,3.45,22.02,14.55,14.65,1.8,1.08,8.43,,,,,,25.5,67.75,0.25,208.75,10.0,,31.73,0.0
2021-07-26 20:00:00,2021-07-26 21:00:00,9.0,196.0,1.38,15.4,9.3,15.73,1.55,1.0,10.72,,,,,,25.2,68.0,0.27,233.0,9.75,,31.62,0.0
2021-07-26 21:00:00,2021-07-26 22:00:00,5.0,198.25,0.88,11.15,6.67,15.12,1.38,0.71,8.62,,,,,,25.2,71.0,0.2,255.5,9.75,,31.52,0.0
2021-07-26 22:00:00,2021-07-26 23:00:00,3.0,104.75,2.95,16.9,11.38,13.55,1.25,0.62,5.7,,,,,,25.3,70.5,0.15,152.75,9.75,,31.5,0.0
2021-07-26 23:00:00,2021-07-27 00:00:00,7.0,164.75,0.85,12.77,7.47,13.85,1.1,0.52,8.43,,,,,,25.38,72.5,0.23,294.0,10.0,,31.42,0.0
2021-07-27 00:00:00,2021-07-27 01:00:00,6.5,59.25,0.4,7.33,4.22,13.62,0.92,0.41,9.47,,,,,,25.45,75.5,0.25,234.0,10.0,,31.23,0.0
2021-07-27 01:00:00,2021-07-27 02:00:00,5.0,40.75,0.35,5.55,3.23,12.93,0.82,0.37,10.18,,,,,,25.38,76.75,0.3,223.5,10.0,,31.1,0.0
2021-07-27 02:00:00,2021-07-27 03:00:00,5.0,35.75,0.2,3.65,2.1,11.65,0.9,0.33,11.15,,,,,,25.42,77.75,0.25,328.75,10.0,,30.98,0.0
2021-07-27 03:00:00,2021-07-27 04:00:00,3.75,22.5,0.4,3.95,2.42,10.65,0.88,0.31,11.17,,,,,,25.45,76.25,0.25,72.0,9.75,,30.85,0.0
2021-07-27 04:00:00,2021-07-27 05:00:00,3.25,23.25,0.2,5.87,3.25,9.8,0.9,0.29,10.6,,,,,,25.45,76.0,0.23,256.0,10.0,,30.75,0.0
2021-07-27 05:00:00,2021-07-27 06:00:00,4.5,20.0,1.38,9.98,6.4,8.95,0.9,0.35,7.65,,,,,,25.45,74.5,0.25,207.25,12.75,,30.88,0.0
2021-07-27 06:00:00,2021-07-27 07:00:00,5.75,28.75,2.9,15.4,10.55,9.1,1.07,0.69,8.0,,,,,,25.42,72.25,0.38,165.0,19.75,,31.02,0.0
2021-07-27 07:00:00,2021-07-27 08:00:00,5.0,59.5,2.72,17.43,11.5,8.97,1.12,0.65,9.38,,,,,,25.38,70.75,0.45,111.5,58.5,,31.15,0.0
2021-07-27 08:00:00,2021-07-27 09:00:00,5.75,41.25,2.17,15.9,10.22,10.75,1.02,0.56,12.62,,,,,,25.32,70.0,0.47,77.0,71.25,,31.3,0.0
2021-07-27 09:00:00,2021-07-27 10:00:00,7.75,71.0,4.12,14.53,11.05,42.1,3.12,0.72,6.35,1.65,156.2,16.85,37.45,,29.45,67.5,0.62,126.0,95.0,2.35,31.5,0.0
2021-07-27 10:00:00,2021-07-27 11:00:00,6.0,118.75,9.78,19.82,18.5,55.12,7.7,1.06,6.12,1.8,180.9,23.3,46.4,,31.82,64.25,0.77,133.75,155.75,13.7,31.65,0.0
2021-07-27 11:00:00,2021-07-27 12:00:00,2.33,163.33,10.23,20.97,19.47,64.1,9.57,1.12,8.97,2.6,225.5,43.7,76.7,,31.37,60.33,0.83,140.33,233.33,28.7,32.03,0.0
2021-07-27 12:00:00,2021-07-27 13:00:00,,148.25,8.0,19.9,17.08,66.55,10.83,1.1,10.25,2.7,227.52,46.67,83.38,,30.95,59.5,0.92,134.0,190.75,30.8,32.2,0.0
2021-07-27 13:00:00,2021-07-27 14:00:00,4.0,126.5,5.05,18.75,14.05,80.85,11.0,1.06,16.6,2.6,228.85,49.75,93.45,,31.05,55.0,0.8,142.5,286.5,33.8,32.75,0.0
2021-07-27 14:00:00,2021-07-27 15:00:00,4.0,123.0,3.6,18.0,12.5,83.4,10.5,0.96,10.2,2.6,226.0,51.0,98.0,,31.1,55.0,1.1,147.0,213.0,34.9,32.8,0.0
2021-07-27 15:00:00,2021-07-27 16:00:00,3.0,126.0,4.63,19.8,14.3,95.17,10.57,1.02,10.77,2.5,226.8,49.7,99.6,,31.33,54.0,0.67,138.0,133.67,35.5,33.03,0.0
2021-07-27 16:00:00,2021-07-27 17:00:00,,,1.6,16.47,8.2,113.87,11.1,1.39,9.03,0.0,17.0,1.0,2.3,,31.43,75.33,0.2,155.67,44.67,0.3,31.43,0.07
2021-07-27 17:00:00,2021-07-27 18:00:00,,,4.48,21.97,15.32,112.05,13.1,1.44,16.2,2.17,208.55,50.25,96.65,,30.93,71.25,0.33,135.25,27.75,34.1,31.93,0.0
2021-07-27 18:00:00,2021-07-27 19:00:00,6.0,27.25,4.72,24.33,16.77,40.63,8.88,1.11,7.72,2.5,207.6,45.83,91.2,,30.25,67.5,0.33,188.75,11.0,32.3,32.12,0.0
2021-07-27 19:00:00,2021-07-27 20:00:00,7.25,100.75,4.15,24.93,16.65,16.25,3.57,1.37,7.92,,,,,,25.35,70.0,0.22,240.25,9.75,,31.93,0.0
2021-07-27 20:00:00,2021-07-27 21:00:00,8.0,188.75,0.93,19.5,11.12,16.55,2.72,0.95,7.0,,,,,,24.77,73.0,0.1,291.25,9.75,,31.72,0.0
2021-07-27 21:00:00,2021-07-27 22:00:00,8.25,77.75,0.65,12.23,7.05,15.4,2.35,0.68,9.05,,,,,,24.92,73.25,0.17,267.75,9.75,,31.65,0.0
2021-07-27 22:00:00,2021-07-27 23:00:00,8.25,68.0,1.08,14.55,8.57,13.75,2.3,0.65,7.02,,,,,,24.95,75.0,0.2,258.0,10.0,,31.62,0.0
2021-07-27 23:00:00,2021-07-28 00:00:00,5.5,79.75,0.6,11.1,6.38,13.35,2.0,0.56,8.3,,,,,,24.93,73.5,0.15,238.5,9.75,,31.6,0.0
2021-07-28 00:00:00,2021-07-28 01:00:00,4.75,40.0,0.95,11.23,6.78,13.18,0.88,0.48,12.97,,,,,,24.88,73.75,0.22,335.5,9.75,,31.6,0.0
2021-07-28 01:00:00,2021-07-28 02:00:00,6.5,30.5,0.23,6.1,3.42,13.25,0.77,0.49,11.45,,,,,,24.95,74.25,0.45,351.75,9.5,,31.55,0.0
2021-07-28 02:00:00,2021-07-28 03:00:00,5.25,32.75,0.12,5.5,3.02,12.85,0.82,0.49,21.4,,,,,,24.85,75.25,0.17,224.25,10.0,,31.48,0.0
2021-07-28 03:00:00,2021-07-28 04:00:00,6.25,33.25,0.37,6.12,3.47,12.22,0.75,0.48,4.7,,,,,,24.9,76.75,0.2,296.75,10.0,,31.3,0.0
2021-07-28 04:00:00,2021-07-28 05:00:00,7.25,26.25,0.55,6.35,3.83,11.55,0.78,0.43,4.85,,,,,,24.92,75.75,0.2,250.25,9.75,,31.27,0.0
2021-07-28 05:00:00,2021-07-28 06:00:00,8.25,22.75,1.05,7.75,4.97,10.62,0.6,0.4,3.9,,,,,,24.83,74.0,0.2,224.5,18.0,,31.33,0.0
2021-07-28 06:00:00,2021-07-28 07:00:00,9.75,23.25,1.82,9.48,6.52,10.43,0.78,0.36,4.6,,,,,,24.92,69.25,0.28,329.75,49.75,,31.65,0.0
2021-07-28 07:00:00,2021-07-28 08:00:00,9.75,27.0,0.9,7.67,4.83,10.48,0.72,0.38,10.03,,,,,,24.95,62.5,0.4,333.75,61.0,,32.17,0.0
2021-07-28 08:00:00,2021-07-28 09:00:00,11.0,26.0,1.15,8.0,5.18,9.43,0.6,0.44,14.35,,,,,,24.85,57.5,0.3,236.25,153.0,,32.85,0.0
2021-07-28 09:00:00,2021-07-28 10:00:00,7.75,48.75,2.38,13.9,9.38,42.55,1.88,0.71,11.67,,,,,,28.35,52.5,0.35,166.25,268.0,,33.25,0.0
