From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF ()
2019-10-13 18:00:00,2019-10-13 19:00:00,42.0,82.0,14.05,118.97,74.72,22.73,10.4,0.7,28.5,1.4,6.8,7.4,0.1,,53.0,1.68,99.75,19.0,740.0,0.23,28.42,0.0
2019-10-13 19:00:00,2019-10-13 20:00:00,82.0,130.0,62.6,157.8,134.8,31.85,16.73,0.74,11.35,3.15,9.83,10.45,0.27,,56.5,1.7,100.25,19.0,740.0,0.15,27.62,0.0
2019-10-13 20:00:00,2019-10-13 21:00:00,92.0,152.0,72.92,151.3,139.8,49.18,18.43,0.79,8.18,3.4,10.55,14.18,0.03,,60.0,1.65,105.0,19.0,740.0,0.0,26.88,0.0
2019-10-13 21:00:00,2019-10-13 22:00:00,130.0,158.0,63.08,148.15,130.05,51.25,19.5,0.81,5.9,3.45,9.0,7.67,0.33,,61.0,1.85,110.5,19.0,740.0,0.1,26.48,0.0
2019-10-13 22:00:00,2019-10-13 23:00:00,112.0,162.0,18.85,91.25,63.85,51.2,17.28,0.85,14.85,2.9,6.33,4.97,0.17,,64.5,1.65,115.25,19.0,740.0,0.03,25.67,0.0
2019-10-13 23:00:00,2019-10-14 00:00:00,101.0,148.0,17.23,86.88,60.23,51.48,14.55,0.88,11.73,1.98,3.3,2.95,0.08,,70.0,1.55,101.75,19.0,740.0,0.0,24.85,0.0
2019-10-14 00:00:00,2019-10-14 01:00:00,92.0,141.0,23.65,80.28,61.95,54.48,12.03,0.88,7.45,1.85,5.72,3.15,0.12,,74.5,1.65,109.5,19.0,740.0,0.08,24.23,0.0
2019-10-14 01:00:00,2019-10-14 02:00:00,102.0,140.0,16.52,71.62,51.52,58.38,11.5,0.92,7.9,1.62,2.7,2.05,0.03,,75.5,1.52,127.0,19.0,740.0,0.05,24.27,0.0
2019-10-14 02:00:00,2019-10-14 03:00:00,120.0,150.0,18.2,66.68,50.25,59.83,11.3,0.93,5.15,1.6,4.65,2.15,0.05,,79.0,1.1,100.0,19.0,740.0,0.05,23.78,0.0
2019-10-14 03:00:00,2019-10-14 04:00:00,132.0,162.0,20.43,63.2,50.23,60.05,12.8,0.97,3.3,1.88,3.23,2.83,0.1,,83.5,1.12,61.25,19.0,740.0,0.08,23.25,0.0
2019-10-14 04:00:00,2019-10-14 05:00:00,132.0,162.0,17.28,67.65,50.0,60.05,77.1,1.01,3.35,2.35,3.8,3.4,,,84.75,1.3,52.0,19.0,740.0,0.05,22.9,0.0
2019-10-14 05:00:00,2019-10-14 06:00:00,128.0,191.0,12.3,54.17,38.8,55.2,54.25,1.0,6.65,2.95,5.38,3.15,0.12,,86.5,1.52,52.0,19.0,740.0,0.0,22.6,0.0
2019-10-14 06:00:00,2019-10-14 07:00:00,116.0,140.0,20.35,60.82,48.88,56.42,98.33,1.02,4.1,2.17,7.17,4.62,0.08,,87.0,1.5,51.5,25.25,740.0,0.03,22.5,0.0
2019-10-14 07:00:00,2019-10-14 08:00:00,120.0,166.0,22.1,70.2,55.3,63.3,,1.13,7.78,3.95,4.1,5.25,0.05,,84.0,1.7,58.25,64.5,740.0,0.08,23.12,0.0
2019-10-14 08:00:00,2019-10-14 09:00:00,118.0,158.0,17.32,67.58,50.02,66.5,46.4,1.08,24.4,4.38,14.62,7.65,0.03,,79.75,1.83,68.75,133.25,740.0,0.0,24.52,0.0
2019-10-14 09:00:00,2019-10-14 10:00:00,118.0,156.0,4.62,46.9,28.7,68.1,24.55,1.09,35.58,2.48,8.35,4.1,,,74.75,1.73,93.5,205.0,740.0,0.15,26.4,0.0
2019-10-14 10:00:00,2019-10-14 11:00:00,90.0,124.0,2.45,36.62,21.45,56.77,19.93,1.04,55.25,1.88,6.58,3.15,0.05,,65.25,2.23,84.5,257.75,740.0,0.05,28.52,0.0
2019-10-14 11:00:00,2019-10-14 12:00:00,76.75,115.75,1.8,33.15,19.07,43.05,13.77,1.04,69.95,1.35,6.35,2.92,,,58.0,2.95,98.75,279.75,740.0,0.08,29.88,0.0
2019-10-14 12:00:00,2019-10-14 13:00:00,91.25,146.75,1.87,31.35,18.2,33.85,13.28,1.19,72.72,1.0,3.25,2.08,,,52.0,3.15,114.25,261.5,740.0,0.08,30.75,0.0
2019-10-14 13:00:00,2019-10-14 14:00:00,75.5,134.0,1.48,32.55,18.5,30.42,19.3,0.88,85.57,0.97,3.55,2.4,,,48.25,2.85,117.25,177.25,740.0,0.1,31.32,0.0
2019-10-14 14:00:00,2019-10-14 15:00:00,79.75,134.75,,,,,,,89.25,0.75,3.7,2.08,,,45.5,3.02,122.5,211.5,740.0,0.12,31.68,0.0
2019-10-14 15:00:00,2019-10-14 16:00:00,76.75,135.25,1.95,26.83,15.27,32.3,17.3,0.64,80.6,0.93,4.53,2.2,,,46.5,3.35,107.5,110.75,740.0,0.3,31.45,0.0
2019-10-14 16:00:00,2019-10-14 17:00:00,68.75,128.0,3.45,32.08,19.9,30.9,9.82,0.4,70.45,0.88,3.05,2.27,,,49.0,2.45,108.25,65.25,740.0,0.03,30.8,0.0
2019-10-14 17:00:00,2019-10-14 18:00:00,70.5,134.0,4.88,70.7,41.58,31.35,9.57,0.46,51.68,1.05,6.35,4.32,,,53.75,1.62,102.5,27.75,740.0,0.07,29.9,0.0
2019-10-14 18:00:00,2019-10-14 19:00:00,92.75,175.5,8.62,90.78,55.27,41.7,12.42,0.57,37.42,1.73,3.02,7.43,0.05,,59.0,1.48,109.75,19.0,740.0,0.15,28.93,0.0
2019-10-14 19:00:00,2019-10-14 20:00:00,116.5,201.5,28.65,132.17,93.58,44.38,12.75,0.91,12.45,2.2,8.2,9.7,,,63.5,0.8,139.75,19.0,740.0,0.08,28.1,0.0
2019-10-14 20:00:00,2019-10-14 21:00:00,136.75,233.5,44.73,140.5,111.12,51.58,12.05,0.57,4.3,2.67,8.93,11.72,,,66.75,0.88,150.0,19.0,740.0,0.15,27.4,0.0
2019-10-14 21:00:00,2019-10-14 22:00:00,136.0,235.0,20.42,103.82,71.82,61.4,11.08,0.11,10.12,2.48,4.28,9.2,0.15,,67.75,0.85,187.5,19.0,740.0,0.0,26.98,0.0
2019-10-14 22:00:00,2019-10-14 23:00:00,169.0,278.0,4.95,61.28,36.57,70.28,9.72,,15.72,1.77,8.42,9.17,0.08,,71.5,0.68,231.5,19.0,740.0,0.12,26.48,0.0
2019-10-14 23:00:00,2019-10-15 00:00:00,184.0,283.0,112.3,99.0,143.97,70.95,10.53,0.25,5.1,2.33,6.3,7.55,0.03,,75.25,0.55,169.75,19.0,740.0,0.1,25.85,0.0
2019-10-15 00:00:00,2019-10-15 01:00:00,236.0,361.0,128.78,100.92,158.43,71.35,9.47,,8.6,2.32,1.3,6.17,,,80.5,0.48,200.25,19.0,740.0,0.1,25.2,0.0
2019-10-15 01:00:00,2019-10-15 02:00:00,218.0,345.0,175.85,81.42,186.27,72.0,8.82,,,2.38,8.1,6.88,,,85.0,0.45,152.0,19.0,740.0,0.15,24.57,0.0
2019-10-15 02:00:00,2019-10-15 03:00:00,217.0,342.0,40.88,62.3,66.35,78.83,7.23,1.09,5.43,2.15,6.08,5.75,,,86.0,1.15,234.5,19.0,740.0,0.08,24.2,0.0
2019-10-15 03:00:00,2019-10-15 04:00:00,221.0,272.0,4.5,35.35,22.5,84.0,6.52,1.0,13.15,2.28,0.6,3.35,0.03,,89.75,1.35,241.25,19.0,740.0,0.05,23.45,0.0
2019-10-15 04:00:00,2019-10-15 05:00:00,184.0,226.0,3.6,21.75,14.48,89.0,6.27,0.98,12.78,2.28,1.8,2.67,,,92.75,1.1,257.5,19.0,740.0,0.05,23.15,0.0
2019-10-15 05:00:00,2019-10-15 06:00:00,260.0,294.0,3.67,23.08,15.25,77.1,6.6,0.92,11.2,2.75,3.0,2.58,,,94.5,1.33,287.5,19.0,740.0,0.0,22.82,0.0
2019-10-15 06:00:00,2019-10-15 07:00:00,,,19.43,41.92,38.05,68.38,6.55,1.02,6.25,2.52,4.5,2.73,,,94.25,0.8,170.25,24.0,740.0,0.0,22.88,0.0
2019-10-15 07:00:00,2019-10-15 08:00:00,244.0,262.0,5.8,26.5,18.9,71.1,7.9,0.98,5.05,3.12,7.78,4.92,,,92.25,1.18,253.75,56.0,740.0,0.0,23.27,0.0
2019-10-15 08:00:00,2019-10-15 09:00:00,221.0,321.0,6.1,26.82,19.22,76.53,9.62,1.02,17.5,3.1,8.7,4.55,0.03,,88.0,1.42,257.5,116.25,740.0,0.08,24.2,0.0
2019-10-15 09:00:00,2019-10-15 10:00:00,208.0,262.0,5.72,31.45,21.43,73.2,42.27,1.05,24.3,3.17,8.85,3.72,0.07,,78.5,1.23,234.5,177.0,740.0,0.05,26.3,0.0
2019-10-15 10:00:00,2019-10-15 11:00:00,201.0,267.0,6.4,45.65,29.48,65.13,43.85,1.02,50.67,3.53,10.0,5.05,0.17,,67.0,1.38,191.0,226.25,740.0,0.03,28.15,0.0
2019-10-15 11:00:00,2019-10-15 12:00:00,193.0,288.0,4.5,39.67,24.75,58.08,48.9,0.83,77.7,3.1,14.3,4.95,0.12,,58.75,1.4,192.0,219.75,740.0,0.0,29.83,0.0
2019-10-15 12:00:00,2019-10-15 13:00:00,188.0,269.0,3.72,21.77,14.6,46.7,13.62,0.43,80.95,1.57,7.47,2.65,0.05,,50.75,1.65,119.5,214.25,740.0,0.15,30.85,0.0
2019-10-15 13:00:00,2019-10-15 14:00:00,121.0,185.0,4.93,31.33,20.63,36.47,10.63,0.47,76.57,1.13,3.13,2.87,,,49.67,1.73,168.33,171.67,740.0,0.13,31.5,0.0
2019-10-15 14:00:00,2019-10-15 15:00:00,129.0,199.0,3.8,18.58,12.97,37.35,11.97,0.43,81.55,0.95,4.9,4.4,0.05,,49.25,1.73,168.25,177.75,740.0,0.42,31.52,0.0
2019-10-15 15:00:00,2019-10-15 16:00:00,102.0,210.0,3.5,21.75,14.43,34.73,7.25,0.67,73.03,0.8,2.4,2.58,,,46.75,1.7,154.75,96.25,740.0,0.17,31.73,0.0
2019-10-15 16:00:00,2019-10-15 17:00:00,179.0,188.0,2.73,12.95,9.12,35.83,7.28,0.78,72.38,0.88,3.3,2.73,,,52.25,1.82,212.5,59.75,740.0,0.12,31.0,0.0
2019-10-15 17:00:00,2019-10-15 18:00:00,,212.0,2.82,22.18,14.1,35.73,7.3,1.1,56.45,1.08,6.9,3.53,,,58.75,1.47,227.75,27.25,740.0,0.03,30.07,0.0
2019-10-15 18:00:00,2019-10-15 19:00:00,,,3.35,32.08,19.8,41.4,8.8,1.34,42.58,2.02,4.67,9.4,,,64.75,1.58,220.75,19.0,740.0,0.03,28.93,0.0
2019-10-15 19:00:00,2019-10-15 20:00:00,168.0,290.0,3.62,31.6,19.75,51.88,10.68,1.36,36.22,2.32,0.85,5.57,0.03,,70.25,1.72,231.5,19.0,740.0,0.0,27.88,0.0
2019-10-15 20:00:00,2019-10-15 21:00:00,189.0,287.0,4.75,46.8,28.77,55.4,8.25,1.68,26.3,3.23,0.9,8.25,0.15,,73.0,1.25,243.5,19.0,740.0,0.15,27.3,0.0
2019-10-15 21:00:00,2019-10-15 22:00:00,200.0,300.0,4.02,40.4,24.8,61.12,7.33,1.6,25.18,3.0,5.9,10.8,,,74.25,1.27,263.0,19.0,740.0,0.03,26.77,0.0
2019-10-15 22:00:00,2019-10-15 23:00:00,256.0,335.0,3.22,32.18,19.73,59.65,6.48,1.3,26.75,3.0,3.53,7.55,,,77.0,1.37,282.5,19.0,740.0,0.08,26.23,0.0
2019-10-15 23:00:00,2019-10-16 00:00:00,212.0,290.0,3.05,20.98,13.62,56.45,5.6,1.17,27.8,2.28,2.23,4.78,,,79.75,0.95,255.0,19.0,740.0,0.25,25.7,0.0
2019-10-16 00:00:00,2019-10-16 01:00:00,201.0,254.0,3.05,16.62,11.33,57.15,5.42,1.08,29.2,2.22,2.42,3.53,,,82.5,1.03,279.75,19.0,740.0,0.1,25.18,0.0
2019-10-16 01:00:00,2019-10-16 02:00:00,184.0,222.0,2.83,14.72,10.12,57.2,5.03,1.1,26.92,2.3,1.88,2.62,0.08,,83.25,1.08,278.25,19.0,740.0,0.03,24.93,0.0
2019-10-16 02:00:00,2019-10-16 03:00:00,184.0,215.0,3.35,14.0,10.2,59.83,4.42,1.11,25.02,2.45,0.5,2.25,,,87.0,1.2,245.75,19.0,740.0,0.0,24.07,0.0
2019-10-16 03:00:00,2019-10-16 04:00:00,201.0,226.0,3.05,14.48,10.18,59.55,5.0,1.08,21.32,2.2,0.45,1.83,,,90.25,1.17,234.75,19.0,740.0,0.03,23.38,0.0
2019-10-16 04:00:00,2019-10-16 05:00:00,165.0,195.0,3.17,14.55,10.28,60.73,5.12,1.14,20.23,2.45,2.25,1.6,,,91.75,1.48,237.75,19.0,740.0,0.08,22.98,0.0
2019-10-16 05:00:00,2019-10-16 06:00:00,171.0,206.0,3.28,14.35,10.3,61.02,4.77,1.19,17.43,2.58,1.33,1.5,,,94.5,1.58,239.75,19.0,740.0,0.08,22.3,0.0
2019-10-16 06:00:00,2019-10-16 07:00:00,188.0,226.0,3.77,21.15,14.32,60.75,7.48,1.29,10.53,2.48,1.43,2.1,,,94.25,1.5,249.25,24.75,740.0,0.03,22.25,0.0
2019-10-16 07:00:00,2019-10-16 08:00:00,201.0,248.0,5.0,26.2,18.0,48.8,14.5,1.35,10.35,2.7,1.85,2.75,,,92.25,2.27,265.25,61.5,740.0,0.05,22.38,0.0
2019-10-16 08:00:00,2019-10-16 09:00:00,183.0,237.0,8.15,30.4,22.82,49.27,82.33,1.4,11.8,2.35,4.47,2.85,,,86.5,2.22,268.25,122.25,740.0,0.0,23.73,0.0
2019-10-16 09:00:00,2019-10-16 10:00:00,172.0,230.0,9.32,36.0,26.77,46.9,141.5,1.35,22.92,2.23,7.53,3.38,0.12,,79.25,2.47,262.25,187.0,740.0,0.05,25.4,0.0
2019-10-16 10:00:00,2019-10-16 11:00:00,174.0,230.0,5.35,27.0,18.73,41.6,98.6,1.32,41.75,1.77,6.75,3.03,0.1,,70.0,2.08,241.25,243.0,740.0,0.03,27.45,0.0
2019-10-16 11:00:00,2019-10-16 12:00:00,147.0,213.0,4.1,19.05,13.47,37.6,67.67,1.22,58.1,1.33,5.25,2.38,0.03,,63.5,1.92,240.75,268.25,740.0,0.03,28.88,0.0
2019-10-16 12:00:00,2019-10-16 13:00:00,130.0,196.0,3.3,13.85,10.03,33.57,32.4,1.15,68.22,0.95,3.48,1.55,,,57.0,1.55,218.25,189.25,740.0,0.0,29.98,0.0
2019-10-16 13:00:00,2019-10-16 14:00:00,116.0,172.0,4.12,13.33,10.43,29.57,18.52,1.16,67.65,0.8,4.65,2.1,,,51.5,1.77,201.5,149.5,740.0,0.03,30.7,0.0
2019-10-16 14:00:00,2019-10-16 15:00:00,92.0,160.0,3.38,14.18,10.28,26.98,16.32,1.15,68.98,0.7,1.65,1.88,,,47.75,1.35,179.5,190.75,740.0,0.08,31.42,0.0
2019-10-16 15:00:00,2019-10-16 16:00:00,96.0,160.0,5.33,21.45,15.75,26.57,10.12,0.88,66.23,1.0,4.88,5.0,0.03,,48.5,1.83,224.0,100.5,740.0,0.47,31.25,0.0
2019-10-16 16:00:00,2019-10-16 17:00:00,94.0,172.0,3.62,19.73,13.43,23.85,7.8,0.74,66.05,0.65,3.12,2.25,,,48.5,1.62,207.75,63.0,740.0,0.0,30.8,0.0
2019-10-16 17:00:00,2019-10-16 18:00:00,88.0,162.0,3.75,26.33,17.08,24.02,6.2,0.92,52.13,0.77,3.07,3.35,,,53.0,1.58,210.75,29.0,740.0,0.15,29.85,0.0
2019-10-16 18:00:00,2019-10-16 19:00:00,91.0,191.0,4.23,27.3,17.95,28.25,7.65,1.24,37.1,1.3,7.88,6.4,,,62.25,1.73,232.0,19.0,740.0,0.05,28.4,0.0
2019-10-16 19:00:00,2019-10-16 20:00:00,116.0,228.0,5.6,42.48,27.15,36.65,8.45,1.64,23.2,2.77,8.48,11.2,0.03,,69.0,1.65,238.75,19.0,740.0,0.25,27.12,0.0
2019-10-16 20:00:00,2019-10-16 21:00:00,195.0,300.0,4.83,34.38,22.2,40.57,13.75,1.38,23.73,4.23,3.8,8.93,,,71.25,1.77,236.75,19.0,740.0,0.28,26.42,0.0
2019-10-16 21:00:00,2019-10-16 22:00:00,175.0,254.0,4.17,27.1,17.83,39.75,8.82,1.32,26.05,1.82,4.95,6.1,,,71.0,1.75,240.25,19.0,740.0,0.15,25.82,0.0
2019-10-16 22:00:00,2019-10-16 23:00:00,124.0,186.0,4.08,29.65,19.1,41.33,8.12,1.36,21.93,2.4,7.28,6.05,0.03,,71.0,1.73,250.0,19.0,740.0,0.1,25.43,0.0
2019-10-16 23:00:00,2019-10-17 00:00:00,182.0,252.0,3.38,17.07,11.83,41.22,8.2,1.06,28.35,2.27,2.2,4.1,,,72.75,1.5,263.0,19.0,740.0,0.0,24.65,0.0
2019-10-17 00:00:00,2019-10-17 01:00:00,134.0,177.0,2.72,10.68,7.88,37.27,6.97,1.04,30.55,1.35,4.32,2.25,0.03,,74.25,1.5,270.5,19.0,740.0,0.0,24.35,0.0
2019-10-17 01:00:00,2019-10-17 02:00:00,121.0,153.0,2.85,9.62,7.45,37.92,7.53,1.08,27.98,1.22,4.45,1.83,0.05,,76.25,1.03,258.0,19.0,740.0,0.05,24.05,0.0
2019-10-17 02:00:00,2019-10-17 03:00:00,135.0,162.0,2.88,9.1,7.15,39.3,7.92,1.15,26.85,1.45,2.17,1.55,0.03,,80.5,1.72,236.5,19.0,740.0,0.1,23.43,0.0
2019-10-17 03:00:00,2019-10-17 04:00:00,149.0,182.0,3.02,9.82,7.65,40.4,7.97,1.22,23.05,2.08,2.93,1.4,0.05,,85.5,1.93,236.5,19.0,740.0,0.0,22.57,0.0
2019-10-17 04:00:00,2019-10-17 05:00:00,127.0,161.0,3.08,10.75,8.2,42.07,8.4,1.34,19.02,1.72,2.65,1.35,0.03,,89.25,1.77,236.75,19.0,740.0,0.05,22.0,0.0
2019-10-17 05:00:00,2019-10-17 06:00:00,152.0,183.0,3.2,13.02,9.5,42.7,13.32,1.39,13.85,1.88,2.05,1.43,0.08,,90.5,1.68,238.25,19.0,740.0,0.05,21.93,0.0
2019-10-17 06:00:00,2019-10-17 07:00:00,158.0,186.0,3.27,14.53,10.38,43.6,10.3,1.4,11.73,1.83,2.23,1.55,,,93.75,2.1,240.5,25.0,740.0,0.0,21.47,0.0
2019-10-17 07:00:00,2019-10-17 08:00:00,152.0,251.0,6.0,18.9,14.9,42.7,14.2,1.57,11.32,1.95,4.22,1.85,0.05,,89.25,1.78,262.0,64.75,740.0,0.08,22.25,0.0
2019-10-17 08:00:00,2019-10-17 09:00:00,153.0,213.0,7.35,23.45,18.45,46.58,28.0,1.59,17.1,2.08,5.57,2.77,0.1,,81.75,1.7,264.0,131.75,740.0,0.1,23.97,0.0
2019-10-17 09:00:00,2019-10-17 10:00:00,154.0,211.0,7.8,23.17,18.65,47.6,60.15,1.59,26.2,1.8,5.77,2.95,0.1,,75.5,2.33,270.0,200.5,740.0,0.03,25.8,0.0
2019-10-17 10:00:00,2019-10-17 11:00:00,147.0,201.0,15.22,33.85,30.38,43.25,18.12,1.58,41.7,1.62,7.05,4.0,0.12,,64.0,2.02,276.25,255.75,740.0,0.4,27.95,0.0
2019-10-17 11:00:00,2019-10-17 12:00:00,126.0,200.0,3.7,12.15,9.47,38.23,11.67,1.5,61.4,1.18,7.33,5.2,0.03,,54.25,2.02,263.25,288.0,740.0,0.35,29.6,0.0
2019-10-17 12:00:00,2019-10-17 13:00:00,104.0,172.0,5.05,16.9,13.1,34.62,11.85,1.55,69.15,1.2,8.43,9.55,0.68,,48.5,1.65,223.25,218.0,739.75,1.38,30.82,0.0
2019-10-17 13:00:00,2019-10-17 14:00:00,93.0,166.0,3.5,9.53,7.9,30.4,9.82,0.8,72.0,0.8,5.18,2.9,,,44.5,1.75,211.5,169.75,739.0,0.0,31.67,0.0
2019-10-17 14:00:00,2019-10-17 15:00:00,95.0,167.0,3.15,9.68,7.67,34.4,9.32,0.64,78.67,0.8,2.45,3.05,0.25,,42.0,1.67,236.5,187.75,740.5,0.1,31.73,0.0
2019-10-17 15:00:00,2019-10-17 16:00:00,103.0,177.0,3.45,15.92,11.27,35.48,8.38,0.65,76.6,0.95,1.3,4.45,0.05,,43.0,2.08,274.25,98.5,740.5,0.18,31.42,0.0
2019-10-17 16:00:00,2019-10-17 17:00:00,95.0,169.0,3.68,23.88,15.7,32.45,11.2,0.71,66.32,1.38,2.42,8.57,0.1,,46.5,1.88,241.25,59.5,740.25,0.73,30.85,0.0
2019-10-17 17:00:00,2019-10-17 18:00:00,81.0,184.0,3.3,29.48,18.4,32.85,7.97,1.08,47.08,1.38,1.57,7.88,0.03,,54.25,1.7,250.75,27.0,740.0,0.2,29.58,0.0
2019-10-17 18:00:00,2019-10-17 19:00:00,95.0,207.0,4.28,41.7,25.65,36.73,9.65,1.41,33.1,2.35,1.73,13.72,,,61.25,1.73,247.0,19.0,740.0,0.28,28.1,0.0
2019-10-17 19:00:00,2019-10-17 20:00:00,135.0,232.0,5.82,51.6,32.15,43.05,11.2,1.59,24.88,2.93,1.58,13.82,0.05,,62.25,1.45,250.0,19.0,740.0,0.1,27.38,0.0
2019-10-17 20:00:00,2019-10-17 21:00:00,185.0,277.0,3.7,34.2,21.2,47.9,11.2,1.29,28.35,2.82,1.35,9.82,0.1,,64.75,1.78,238.0,19.0,740.0,0.2,26.3,0.0
2019-10-17 21:00:00,2019-10-17 22:00:00,179.0,252.0,3.55,33.65,20.82,48.35,10.4,1.27,23.25,2.3,1.12,5.58,0.03,,66.25,1.43,249.25,19.0,740.0,0.0,25.7,0.0
2019-10-17 22:00:00,2019-10-17 23:00:00,169.0,251.0,3.45,28.45,17.93,48.23,11.8,1.07,26.75,2.15,1.15,5.9,,,67.75,1.52,251.25,19.0,740.0,0.05,25.15,0.0
2019-10-17 23:00:00,2019-10-18 00:00:00,154.0,227.0,3.08,17.0,11.58,47.88,12.38,1.02,28.73,1.83,0.85,3.12,,,72.5,1.55,250.25,19.0,740.0,0.0,24.4,0.0
2019-10-18 00:00:00,2019-10-18 01:00:00,151.0,205.0,2.62,14.82,10.05,48.25,9.55,1.01,30.92,2.2,0.85,2.72,,,74.75,1.3,270.5,19.0,740.0,0.0,24.2,0.0
2019-10-18 01:00:00,2019-10-18 02:00:00,149.0,197.0,3.05,11.72,8.73,47.02,8.07,0.98,31.47,1.62,0.8,2.22,,,77.5,1.32,255.25,19.0,740.0,0.05,23.7,0.0
2019-10-18 02:00:00,2019-10-18 03:00:00,135.0,179.0,2.93,12.75,9.17,49.2,7.67,1.05,27.65,1.77,0.8,1.98,,,81.0,1.4,268.5,19.0,740.0,0.08,23.2,0.0
2019-10-18 03:00:00,2019-10-18 04:00:00,142.0,184.0,3.23,13.48,9.8,51.35,8.45,1.09,23.98,1.92,0.8,1.98,,,83.25,1.6,255.0,19.0,740.0,0.05,22.77,0.0
2019-10-18 04:00:00,2019-10-18 05:00:00,154.0,188.0,3.3,13.57,9.93,51.62,8.8,1.13,20.9,1.92,0.77,1.85,,,86.75,2.1,239.5,19.0,740.0,0.1,21.9,0.0
2019-10-18 05:00:00,2019-10-18 06:00:00,147.0,183.0,3.3,13.62,9.93,48.93,11.6,1.2,14.0,1.95,0.73,1.7,,,89.25,2.17,246.25,19.75,740.0,0.15,21.52,0.0
2019-10-18 06:00:00,2019-10-18 07:00:00,142.0,182.0,3.7,15.85,11.43,45.85,12.88,1.23,10.03,2.0,0.75,2.08,,,89.5,2.05,237.5,25.0,740.0,0.05,21.25,0.0
2019-10-18 07:00:00,2019-10-18 08:00:00,149.0,217.0,5.1,11.8,10.4,47.9,12.0,1.16,9.57,1.85,0.7,1.97,,,90.75,2.88,236.5,61.25,740.0,0.1,21.25,0.0
2019-10-18 08:00:00,2019-10-18 09:00:00,135.0,168.0,4.42,12.2,10.08,44.23,12.95,1.18,21.8,1.52,0.67,1.85,,,84.75,2.9,237.5,126.0,740.0,0.08,22.9,0.0
2019-10-18 09:00:00,2019-10-18 10:00:00,118.0,171.0,4.45,13.4,10.8,40.77,13.62,1.17,31.52,1.45,0.7,2.25,,,73.0,3.2,247.0,192.25,740.0,0.05,25.4,0.0
2019-10-18 10:00:00,2019-10-18 11:00:00,107.0,169.0,3.42,9.5,7.85,35.52,11.82,1.18,41.85,1.1,0.72,2.45,0.03,,64.25,2.65,250.75,243.0,740.0,0.1,27.62,0.0
2019-10-18 11:00:00,2019-10-18 12:00:00,103.0,162.0,3.73,10.5,8.62,34.45,36.9,1.14,48.28,1.02,0.8,2.92,,,57.0,3.0,259.5,276.25,740.0,0.08,29.25,0.0
2019-10-18 12:00:00,2019-10-18 13:00:00,86.0,150.0,3.75,12.75,9.8,32.62,33.73,1.14,55.0,0.75,0.75,2.45,,,52.0,2.95,266.5,201.25,740.0,0.05,30.4,0.0
2019-10-18 13:00:00,2019-10-18 14:00:00,78.0,133.0,3.57,12.12,9.32,29.72,11.65,1.19,62.8,0.73,2.05,2.65,,,49.0,3.05,272.25,161.0,740.0,0.05,30.97,0.0
2019-10-18 14:00:00,2019-10-18 15:00:00,76.0,138.0,3.22,11.1,8.5,28.57,8.5,1.19,65.18,0.65,0.77,2.45,,,46.25,2.95,286.25,196.5,740.0,0.15,31.32,0.0
2019-10-18 15:00:00,2019-10-18 16:00:00,72.0,143.0,5.38,16.55,13.17,27.2,6.75,0.81,64.1,0.7,2.88,3.92,0.03,,46.0,2.05,272.5,97.25,740.25,0.45,31.3,0.0
2019-10-18 16:00:00,2019-10-18 17:00:00,75.0,144.0,2.98,11.33,8.45,28.43,8.28,0.65,63.8,0.9,6.08,8.58,0.1,,49.5,2.2,241.5,53.5,740.5,1.35,30.65,0.0
2019-10-18 17:00:00,2019-10-18 18:00:00,,182.0,3.35,18.75,12.75,28.1,5.03,0.85,48.43,0.95,1.05,5.2,,,56.25,1.7,226.0,22.5,740.5,0.03,29.38,0.0
2019-10-18 18:00:00,2019-10-18 19:00:00,82.0,166.0,70.53,113.77,117.85,25.77,6.72,2.19,10.03,1.9,4.58,10.57,,,59.5,0.72,165.75,19.0,740.0,0.2,28.8,0.0
2019-10-18 19:00:00,2019-10-18 20:00:00,122.0,295.0,100.17,126.77,148.88,38.33,8.0,2.41,0.1,3.67,1.7,21.17,,,63.0,0.65,131.75,19.0,740.0,0.08,28.18,0.0
2019-10-18 20:00:00,2019-10-18 21:00:00,133.0,300.0,8.35,29.95,22.73,40.08,8.55,0.76,33.93,2.33,1.33,11.95,,,59.25,4.33,73.5,19.0,740.0,0.05,26.05,0.0
2019-10-18 21:00:00,2019-10-18 22:00:00,58.0,195.0,3.58,10.18,8.3,30.12,4.22,0.47,44.15,0.4,0.82,2.22,,,60.25,4.47,99.0,19.0,740.0,0.08,24.07,0.0
2019-10-18 22:00:00,2019-10-18 23:00:00,34.0,171.0,3.6,31.35,19.6,28.32,27.38,0.66,33.5,0.62,0.75,2.3,0.03,,60.25,1.65,172.0,19.0,740.25,0.05,24.47,0.0
2019-10-18 23:00:00,2019-10-19 00:00:00,35.0,86.0,3.75,14.47,10.73,28.75,6.42,0.55,33.77,0.43,1.55,1.8,,,69.5,2.1,199.0,19.0,740.5,0.0,23.35,0.0
