From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3)
2021-01-23 09:00:00,2021-01-23 10:00:00,74.9,167.28,7.98,22.49,18.45,1.37,12.5
2021-01-23 10:00:00,2021-01-23 11:00:00,49.95,120.92,8.9,21.85,18.85,1.4,18.0
2021-01-23 11:00:00,2021-01-23 12:00:00,54.78,117.62,8.61,22.85,19.15,1.36,16.5
2021-01-23 12:00:00,2021-01-23 13:00:00,71.42,173.83,8.47,22.48,18.84,1.26,14.75
2021-01-23 13:00:00,2021-01-23 14:00:00,57.2,121.97,8.69,22.39,19.31,1.19,19.0
2021-01-23 14:00:00,2021-01-23 15:00:00,65.5,137.22,9.04,22.77,19.46,1.08,25.5
2021-01-23 15:00:00,2021-01-23 16:00:00,67.33,159.4,8.41,22.8,18.97,1.01,31.5
2021-01-23 16:00:00,2021-01-23 17:00:00,56.03,121.72,7.91,22.34,18.32,0.96,37.5
2021-01-23 17:00:00,2021-01-23 18:00:00,62.8,140.5,8.88,22.58,19.22,1.0,29.75
2021-01-23 18:00:00,2021-01-23 19:00:00,60.85,150.48,7.14,22.37,17.71,0.97,25.25
2021-01-23 19:00:00,2021-01-23 20:00:00,52.78,122.18,9.34,22.61,19.62,1.1,25.5
2021-01-23 20:00:00,2021-01-23 21:00:00,46.17,100.35,9.0,22.23,19.14,1.24,31.5
2021-01-23 21:00:00,2021-01-23 22:00:00,62.57,138.87,8.11,22.56,18.6,1.28,30.33
2021-01-23 22:00:00,2021-01-23 23:00:00,66.0,136.63,10.48,23.47,21.01,1.39,24.0
2021-01-23 23:00:00,2021-01-24 00:00:00,82.3,161.2,12.79,21.13,21.64,1.48,20.0
2021-01-24 00:00:00,2021-01-24 01:00:00,,,,,0.0,0.0,
2021-01-24 01:00:00,2021-01-24 02:00:00,60.4,144.1,8.94,22.61,6.43,0.45,16.0
2021-01-24 02:00:00,2021-01-24 03:00:00,68.05,146.38,8.69,22.84,19.22,1.35,15.25
2021-01-24 03:00:00,2021-01-24 04:00:00,85.67,171.07,8.5,22.24,18.74,1.25,14.33
2021-01-24 04:00:00,2021-01-24 05:00:00,60.17,135.1,8.26,22.34,18.59,1.18,15.0
2021-01-24 05:00:00,2021-01-24 06:00:00,59.8,128.67,8.82,22.49,19.13,1.11,14.33
2021-01-24 06:00:00,2021-01-24 07:00:00,70.37,147.37,10.34,23.02,20.65,1.12,15.0
2021-01-24 07:00:00,2021-01-24 08:00:00,52.63,121.37,8.6,22.58,19.01,1.29,11.67
2021-01-24 08:00:00,2021-01-24 09:00:00,57.67,125.82,8.82,22.5,19.14,1.42,16.0
2021-01-24 09:00:00,2021-01-24 10:00:00,65.43,154.63,6.55,21.51,16.77,1.39,16.0
2021-01-24 10:00:00,2021-01-24 11:00:00,56.58,122.65,9.07,22.48,19.34,1.35,16.5
2021-01-24 11:00:00,2021-01-24 12:00:00,60.4,120.15,8.4,22.17,18.62,1.24,16.75
2021-01-24 12:00:00,2021-01-24 13:00:00,63.73,128.75,7.83,22.46,18.31,1.17,12.75
2021-01-24 13:00:00,2021-01-24 14:00:00,60.65,124.55,8.42,22.21,18.66,1.1,21.5
2021-01-24 14:00:00,2021-01-24 15:00:00,61.83,128.3,8.54,23.34,19.36,0.99,19.5
2021-01-24 15:00:00,2021-01-24 16:00:00,67.28,143.05,8.66,21.61,18.54,0.86,22.75
2021-01-24 16:00:00,2021-01-24 17:00:00,46.12,103.25,7.92,22.7,18.51,0.8,28.0
2021-01-24 17:00:00,2021-01-24 18:00:00,43.17,97.82,9.55,22.5,19.74,0.77,29.0
2021-01-24 18:00:00,2021-01-24 19:00:00,45.42,102.9,7.73,22.54,18.27,0.81,32.0
2021-01-24 19:00:00,2021-01-24 20:00:00,42.42,97.82,8.59,21.9,18.63,0.85,34.25
2021-01-24 20:00:00,2021-01-24 21:00:00,49.07,106.97,8.59,22.35,18.88,0.96,32.75
2021-01-24 21:00:00,2021-01-24 22:00:00,59.67,134.25,8.36,22.65,18.84,1.06,28.0
2021-01-24 22:00:00,2021-01-24 23:00:00,52.18,121.95,15.21,22.83,24.51,1.15,22.25
2021-01-24 23:00:00,2021-01-25 00:00:00,57.17,130.37,8.21,23.17,19.01,1.21,21.0
2021-01-25 00:00:00,2021-01-25 01:00:00,,,,,0.0,0.0,
2021-01-25 01:00:00,2021-01-25 02:00:00,54.2,118.0,9.86,22.9,5.05,0.3,15.0
2021-01-25 02:00:00,2021-01-25 03:00:00,51.73,112.6,8.47,22.22,18.71,1.19,17.0
2021-01-25 03:00:00,2021-01-25 04:00:00,52.5,114.73,8.41,22.16,18.62,1.09,19.5
2021-01-25 04:00:00,2021-01-25 05:00:00,47.0,108.1,8.88,21.75,18.79,1.0,15.75
2021-01-25 05:00:00,2021-01-25 06:00:00,49.27,111.33,8.51,22.32,18.79,1.0,14.0
2021-01-25 06:00:00,2021-01-25 07:00:00,58.98,118.33,7.96,22.6,18.49,1.03,13.25
2021-01-25 07:00:00,2021-01-25 08:00:00,51.47,113.08,7.6,22.38,18.08,1.02,12.5
2021-01-25 08:00:00,2021-01-25 09:00:00,53.85,122.33,8.74,22.84,19.26,1.19,14.0
2021-01-25 09:00:00,2021-01-25 10:00:00,65.0,145.18,8.65,22.14,18.81,1.31,14.5
2021-01-25 10:00:00,2021-01-25 11:00:00,60.1,135.48,8.2,22.69,18.74,1.35,16.0
2021-01-25 11:00:00,2021-01-25 12:00:00,68.8,144.58,7.4,22.89,18.19,1.36,15.75
2021-01-25 12:00:00,2021-01-25 13:00:00,79.58,187.18,7.66,22.96,18.43,1.29,12.75
2021-01-25 13:00:00,2021-01-25 14:00:00,63.9,146.78,9.12,21.81,19.02,1.23,17.25
2021-01-25 14:00:00,2021-01-25 15:00:00,65.5,147.47,10.44,22.74,20.59,1.21,28.5
2021-01-25 15:00:00,2021-01-25 16:00:00,66.75,153.62,10.96,22.75,21.01,1.11,28.75
2021-01-25 16:00:00,2021-01-25 17:00:00,51.8,117.12,6.98,22.33,17.57,0.95,27.75
2021-01-25 17:00:00,2021-01-25 18:00:00,42.97,94.5,7.81,22.66,18.41,0.84,25.25
2021-01-25 18:00:00,2021-01-25 19:00:00,41.65,88.75,9.03,22.16,19.12,0.84,25.5
2021-01-25 19:00:00,2021-01-25 20:00:00,50.43,104.4,8.99,22.56,19.31,0.94,28.0
2021-01-25 20:00:00,2021-01-25 21:00:00,53.48,103.05,8.55,21.95,18.62,1.02,26.0
2021-01-25 21:00:00,2021-01-25 22:00:00,73.3,140.07,8.53,22.33,18.81,1.11,19.25
2021-01-25 22:00:00,2021-01-25 23:00:00,58.43,125.92,8.95,22.27,19.12,1.31,16.5
2021-01-25 23:00:00,2021-01-26 00:00:00,54.77,118.9,8.41,22.2,18.65,1.37,18.0
2021-01-26 00:00:00,2021-01-26 01:00:00,,,,,0.0,0.0,
2021-01-26 01:00:00,2021-01-26 02:00:00,50.5,115.9,9.2,22.73,4.89,0.29,18.0
2021-01-26 02:00:00,2021-01-26 03:00:00,53.12,114.7,8.48,22.2,18.7,1.13,15.0
2021-01-26 03:00:00,2021-01-26 04:00:00,58.6,132.18,8.14,22.45,18.56,1.08,13.75
2021-01-26 04:00:00,2021-01-26 05:00:00,43.78,102.57,9.4,22.85,19.8,1.0,14.75
2021-01-26 05:00:00,2021-01-26 06:00:00,44.02,98.58,8.39,22.51,18.8,0.93,14.75
2021-01-26 06:00:00,2021-01-26 07:00:00,57.95,133.88,7.71,22.9,18.45,0.92,14.5
2021-01-26 07:00:00,2021-01-26 08:00:00,48.4,109.92,7.58,22.93,18.36,1.09,11.25
2021-01-26 08:00:00,2021-01-26 09:00:00,46.1,105.12,8.9,22.53,19.22,1.14,16.0
2021-01-26 09:00:00,2021-01-26 10:00:00,43.62,95.2,8.32,22.84,18.91,1.14,14.0
2021-01-26 10:00:00,2021-01-26 11:00:00,46.33,90.4,8.3,22.3,18.61,1.11,16.25
2021-01-26 11:00:00,2021-01-26 12:00:00,46.5,84.08,8.87,22.45,19.15,0.97,15.0
2021-01-26 12:00:00,2021-01-26 13:00:00,51.17,96.83,8.32,22.77,18.88,0.92,11.75
2021-01-26 13:00:00,2021-01-26 14:00:00,48.7,103.45,8.42,22.8,18.97,0.85,16.25
2021-01-26 14:00:00,2021-01-26 15:00:00,44.12,93.65,8.09,22.57,18.58,0.81,16.75
2021-01-26 15:00:00,2021-01-26 16:00:00,46.95,113.15,9.14,22.79,19.55,0.73,19.5
2021-01-26 16:00:00,2021-01-26 17:00:00,31.07,77.97,9.39,22.08,19.38,0.68,22.0
2021-01-26 17:00:00,2021-01-26 18:00:00,33.55,80.42,8.7,22.54,19.06,0.65,22.75
2021-01-26 18:00:00,2021-01-26 19:00:00,39.5,97.7,8.9,22.66,19.29,0.59,24.5
2021-01-26 19:00:00,2021-01-26 20:00:00,38.88,94.83,8.36,22.66,18.85,0.66,29.0
2021-01-26 20:00:00,2021-01-26 21:00:00,41.73,95.72,9.49,22.5,19.68,0.75,35.25
2021-01-26 21:00:00,2021-01-26 22:00:00,52.05,117.93,8.87,22.43,19.14,0.92,24.25
2021-01-26 22:00:00,2021-01-26 23:00:00,54.98,119.03,8.77,22.38,19.05,1.15,18.25
2021-01-26 23:00:00,2021-01-27 00:00:00,60.93,128.73,8.31,22.84,18.91,1.26,17.67
2021-01-27 00:00:00,2021-01-27 01:00:00,,,,,0.0,0.0,
2021-01-27 01:00:00,2021-01-27 02:00:00,60.0,134.5,7.91,22.61,4.62,0.27,16.0
2021-01-27 02:00:00,2021-01-27 03:00:00,55.6,126.78,8.83,22.6,19.2,1.05,15.0
2021-01-27 03:00:00,2021-01-27 04:00:00,51.62,119.78,8.79,22.52,19.13,0.92,15.5
2021-01-27 04:00:00,2021-01-27 05:00:00,48.85,109.8,8.63,22.5,18.98,0.82,13.25
2021-01-27 05:00:00,2021-01-27 06:00:00,46.15,101.3,8.94,22.51,19.24,0.74,15.25
2021-01-27 06:00:00,2021-01-27 07:00:00,43.85,97.92,8.06,21.93,18.22,0.7,15.0
2021-01-27 07:00:00,2021-01-27 08:00:00,42.22,92.68,8.33,22.32,18.64,0.8,11.75
2021-01-27 08:00:00,2021-01-27 09:00:00,46.42,98.38,8.22,22.66,18.73,0.98,12.25
2021-01-27 09:00:00,2021-01-27 10:00:00,59.6,129.9,8.97,22.39,19.2,1.14,13.75
2021-01-27 10:00:00,2021-01-27 11:00:00,53.3,118.7,8.62,22.71,19.09,1.28,16.5
2021-01-27 11:00:00,2021-01-27 12:00:00,61.92,122.17,8.57,22.8,19.1,1.29,13.75
2021-01-27 12:00:00,2021-01-27 13:00:00,63.27,161.57,8.4,22.84,18.98,1.12,12.75
2021-01-27 13:00:00,2021-01-27 14:00:00,62.73,151.32,8.82,22.14,18.95,1.12,15.25
2021-01-27 14:00:00,2021-01-27 15:00:00,54.12,126.7,7.96,22.18,18.27,0.96,15.0
2021-01-27 15:00:00,2021-01-27 16:00:00,52.58,132.58,8.85,22.14,18.98,0.74,17.5
2021-01-27 16:00:00,2021-01-27 17:00:00,45.05,110.8,8.34,22.7,18.86,0.59,19.75
2021-01-27 17:00:00,2021-01-27 18:00:00,39.0,95.62,9.15,22.18,19.23,0.57,22.5
2021-01-27 18:00:00,2021-01-27 19:00:00,38.1,92.6,8.47,22.87,19.05,0.57,23.75
2021-01-27 19:00:00,2021-01-27 20:00:00,40.1,93.03,8.51,23.01,19.16,0.62,21.5
2021-01-27 20:00:00,2021-01-27 21:00:00,43.52,95.53,9.53,22.53,19.74,0.74,25.5
2021-01-27 21:00:00,2021-01-27 22:00:00,46.92,102.33,8.69,22.46,19.02,1.01,18.5
2021-01-27 22:00:00,2021-01-27 23:00:00,47.62,101.42,8.88,22.2,19.03,1.26,14.0
2021-01-27 23:00:00,2021-01-28 00:00:00,52.17,109.57,9.01,21.85,18.95,1.27,31.52
2021-01-28 00:00:00,2021-01-28 01:00:00,,,,,0.0,0.0,
2021-01-28 01:00:00,2021-01-28 02:00:00,51.7,111.4,9.19,22.32,4.83,0.25,33.72
2021-01-28 02:00:00,2021-01-28 03:00:00,55.67,117.38,8.56,22.49,18.92,0.91,37.87
2021-01-28 03:00:00,2021-01-28 04:00:00,68.0,143.28,8.35,22.44,18.72,0.81,33.24
2021-01-28 04:00:00,2021-01-28 05:00:00,48.65,111.55,7.3,22.39,17.84,0.77,34.16
2021-01-28 05:00:00,2021-01-28 06:00:00,47.65,105.08,9.08,22.67,19.44,0.7,31.73
2021-01-28 06:00:00,2021-01-28 07:00:00,53.35,116.5,9.37,22.51,19.59,0.73,30.3
2021-01-28 07:00:00,2021-01-28 08:00:00,41.83,94.95,8.77,22.71,19.21,0.79,28.7
2021-01-28 08:00:00,2021-01-28 09:00:00,44.75,100.47,8.31,22.59,18.77,0.86,32.3
2021-01-28 09:00:00,2021-01-28 10:00:00,50.8,118.23,8.98,22.74,19.4,0.99,32.4
2021-01-28 10:00:00,2021-01-28 11:00:00,49.1,110.32,8.18,22.37,18.55,1.14,34.91
2021-01-28 11:00:00,2021-01-28 12:00:00,55.4,121.12,8.64,22.33,18.9,1.24,34.23
2021-01-28 12:00:00,2021-01-28 13:00:00,66.83,154.05,8.67,22.51,19.02,1.21,23.71
2021-01-28 13:00:00,2021-01-28 14:00:00,64.6,145.72,8.85,22.18,18.99,1.15,35.83
2021-01-28 14:00:00,2021-01-28 15:00:00,59.77,135.1,8.52,22.29,18.79,1.02,28.05
2021-01-28 15:00:00,2021-01-28 16:00:00,47.08,110.78,8.16,22.62,18.66,0.74,39.47
2021-01-28 16:00:00,2021-01-28 17:00:00,35.95,80.15,8.12,22.39,18.51,0.62,44.86
2021-01-28 17:00:00,2021-01-28 18:00:00,36.68,80.3,8.05,22.25,18.38,0.6,52.41
2021-01-28 18:00:00,2021-01-28 19:00:00,41.15,88.03,8.74,22.36,19.0,0.66,51.29
2021-01-28 19:00:00,2021-01-28 20:00:00,49.62,102.05,8.2,22.48,18.63,0.79,52.22
2021-01-28 20:00:00,2021-01-28 21:00:00,56.45,113.97,8.73,22.33,18.98,0.92,73.59
2021-01-28 21:00:00,2021-01-28 22:00:00,74.57,146.75,8.1,22.65,18.63,1.02,62.67
2021-01-28 22:00:00,2021-01-28 23:00:00,68.5,136.55,8.76,22.39,19.03,1.08,55.74
2021-01-28 23:00:00,2021-01-29 00:00:00,63.53,131.33,8.79,22.47,19.1,1.14,22.0
2021-01-29 00:00:00,2021-01-29 01:00:00,,,,,0.0,0.0,
2021-01-29 01:00:00,2021-01-29 02:00:00,62.3,126.9,8.54,22.51,4.73,0.26,26.0
2021-01-29 02:00:00,2021-01-29 03:00:00,63.6,130.53,8.62,22.32,18.88,1.02,22.5
2021-01-29 03:00:00,2021-01-29 04:00:00,78.78,164.35,8.4,22.29,18.68,1.07,15.0
2021-01-29 04:00:00,2021-01-29 05:00:00,63.08,133.32,9.03,22.4,19.26,1.02,17.25
2021-01-29 05:00:00,2021-01-29 06:00:00,66.33,136.75,8.3,22.5,18.72,0.93,14.75
2021-01-29 06:00:00,2021-01-29 07:00:00,78.78,158.9,8.91,22.67,19.3,0.96,12.75
2021-01-29 07:00:00,2021-01-29 08:00:00,63.88,131.15,8.3,22.25,18.58,1.1,11.5
2021-01-29 08:00:00,2021-01-29 09:00:00,74.25,157.32,8.83,22.43,19.11,1.34,13.0
2021-01-29 09:00:00,2021-01-29 10:00:00,81.67,178.75,8.3,22.64,18.79,1.48,16.5
2021-01-29 10:00:00,2021-01-29 11:00:00,74.22,156.75,8.72,22.19,18.89,1.51,19.75
2021-01-29 11:00:00,2021-01-29 12:00:00,83.25,161.57,8.71,22.77,19.19,1.46,17.25
2021-01-29 12:00:00,2021-01-29 13:00:00,84.8,186.35,8.3,22.15,18.54,1.32,12.0
2021-01-29 13:00:00,2021-01-29 14:00:00,72.53,161.82,9.55,22.53,19.75,1.15,16.75
2021-01-29 14:00:00,2021-01-29 15:00:00,62.97,144.8,8.36,22.57,18.8,1.01,20.0
2021-01-29 15:00:00,2021-01-29 16:00:00,58.62,139.02,8.94,22.77,19.38,0.9,29.25
2021-01-29 16:00:00,2021-01-29 17:00:00,49.03,107.35,8.64,22.37,18.92,0.79,28.5
2021-01-29 17:00:00,2021-01-29 18:00:00,47.17,102.95,9.67,22.46,19.81,0.67,23.75
2021-01-29 18:00:00,2021-01-29 19:00:00,50.75,125.33,8.66,22.59,19.05,0.65,22.5
2021-01-29 19:00:00,2021-01-29 20:00:00,41.18,106.3,8.28,22.78,18.85,0.7,21.0
2021-01-29 20:00:00,2021-01-29 21:00:00,42.83,105.65,8.52,22.37,18.83,0.84,23.75
2021-01-29 21:00:00,2021-01-29 22:00:00,44.23,110.62,8.8,22.5,19.12,0.94,18.0
2021-01-29 22:00:00,2021-01-29 23:00:00,48.22,123.65,8.44,22.4,18.77,1.15,15.5
2021-01-29 23:00:00,2021-01-30 00:00:00,44.57,108.77,8.96,12.05,19.33,1.05,16.0
2021-01-30 00:00:00,2021-01-30 01:00:00,,,,,0.0,0.0,
2021-01-30 01:00:00,2021-01-30 02:00:00,48.7,121.7,8.72,22.44,4.75,0.29,12.0
2021-01-30 02:00:00,2021-01-30 03:00:00,54.02,126.12,8.42,22.46,18.8,1.1,17.0
2021-01-30 03:00:00,2021-01-30 04:00:00,68.65,144.4,8.23,23.05,18.95,1.05,14.75
2021-01-30 04:00:00,2021-01-30 05:00:00,51.72,122.4,8.38,22.69,18.88,1.02,13.5
2021-01-30 05:00:00,2021-01-30 06:00:00,49.85,116.6,8.08,22.41,18.48,0.93,12.25
2021-01-30 06:00:00,2021-01-30 07:00:00,56.17,132.72,8.54,22.5,18.91,0.97,11.5
2021-01-30 07:00:00,2021-01-30 08:00:00,51.28,122.67,8.87,22.02,18.93,1.13,13.5
2021-01-30 08:00:00,2021-01-30 09:00:00,59.27,138.27,8.79,22.55,19.14,1.17,12.25
2021-01-30 09:00:00,2021-01-30 10:00:00,63.08,148.18,8.62,22.27,18.86,1.39,13.75
2021-01-30 10:00:00,2021-01-30 11:00:00,71.62,143.03,8.32,22.56,18.77,1.44,16.0
2021-01-30 11:00:00,2021-01-30 12:00:00,81.83,155.45,8.54,22.57,18.95,1.27,11.75
2021-01-30 12:00:00,2021-01-30 13:00:00,81.3,196.4,8.78,22.32,19.01,1.11,13.25
2021-01-30 13:00:00,2021-01-30 14:00:00,67.03,150.35,8.46,22.39,18.79,1.04,19.25
2021-01-30 14:00:00,2021-01-30 15:00:00,70.83,151.9,9.08,22.5,19.35,0.94,16.75
2021-01-30 15:00:00,2021-01-30 16:00:00,72.93,173.0,8.1,22.3,18.45,0.86,26.0
2021-01-30 16:00:00,2021-01-30 17:00:00,50.42,122.5,8.46,22.69,18.95,0.81,27.0
2021-01-30 17:00:00,2021-01-30 18:00:00,59.28,141.43,8.21,22.73,18.77,0.86,22.75
2021-01-30 18:00:00,2021-01-30 19:00:00,86.22,213.27,8.64,21.9,18.67,1.04,25.25
2021-01-30 19:00:00,2021-01-30 20:00:00,65.75,154.22,8.54,22.8,19.06,1.09,22.0
2021-01-30 20:00:00,2021-01-30 21:00:00,61.42,135.32,8.55,22.41,18.87,1.08,22.75
2021-01-30 21:00:00,2021-01-30 22:00:00,93.3,210.45,8.18,23.1,18.94,1.1,24.0
2021-01-30 22:00:00,2021-01-30 23:00:00,64.75,155.75,8.78,22.25,18.98,1.14,20.75
2021-01-30 23:00:00,2021-01-31 00:00:00,64.17,144.7,8.93,22.52,19.23,1.15,17.5
2021-01-31 00:00:00,2021-01-31 01:00:00,,,,,0.0,0.0,
2021-01-31 01:00:00,2021-01-31 02:00:00,53.9,128.5,8.93,22.24,4.77,0.28,17.0
2021-01-31 02:00:00,2021-01-31 03:00:00,58.63,132.88,8.03,22.73,18.62,1.03,14.0
2021-01-31 03:00:00,2021-01-31 04:00:00,64.38,146.85,8.54,22.64,18.98,0.92,15.25
2021-01-31 04:00:00,2021-01-31 05:00:00,47.17,111.52,8.67,22.59,19.07,0.84,13.25
2021-01-31 05:00:00,2021-01-31 06:00:00,49.23,114.62,8.49,22.32,18.78,0.79,13.25
2021-01-31 06:00:00,2021-01-31 07:00:00,57.0,135.12,8.47,22.54,18.88,0.74,14.25
2021-01-31 07:00:00,2021-01-31 08:00:00,48.7,113.38,8.51,22.35,18.81,0.9,10.75
2021-01-31 08:00:00,2021-01-31 09:00:00,50.8,118.52,9.06,22.42,19.29,1.12,9.5
2021-01-31 09:00:00,2021-01-31 10:00:00,61.15,148.35,8.61,22.78,19.12,1.27,13.0
2021-01-31 10:00:00,2021-01-31 11:00:00,61.35,126.12,8.99,22.59,19.32,1.29,18.25
2021-01-31 11:00:00,2021-01-31 12:00:00,67.15,134.52,8.75,22.29,18.96,1.22,16.5
2021-01-31 12:00:00,2021-01-31 13:00:00,58.65,141.8,8.27,22.7,18.8,1.11,13.0
2021-01-31 13:00:00,2021-01-31 14:00:00,49.77,120.47,8.34,22.83,18.92,1.01,17.25
2021-01-31 14:00:00,2021-01-31 15:00:00,48.75,113.8,8.76,21.97,18.8,0.9,20.5
2021-01-31 15:00:00,2021-01-31 16:00:00,53.62,125.28,8.54,22.79,19.07,0.82,21.75
2021-01-31 16:00:00,2021-01-31 17:00:00,50.38,111.12,8.75,22.59,19.13,0.74,26.5
2021-01-31 17:00:00,2021-01-31 18:00:00,65.7,140.25,8.39,22.3,18.69,0.75,25.0
2021-01-31 18:00:00,2021-01-31 19:00:00,96.52,227.95,8.62,22.48,18.96,0.82,24.5
2021-01-31 19:00:00,2021-01-31 20:00:00,51.38,125.73,9.1,22.72,19.49,0.9,27.75
2021-01-31 20:00:00,2021-01-31 21:00:00,62.72,140.97,8.64,22.07,18.76,0.92,31.75
2021-01-31 21:00:00,2021-01-31 22:00:00,91.62,196.12,8.62,22.29,18.86,1.01,28.0
2021-01-31 22:00:00,2021-01-31 23:00:00,69.57,161.3,8.27,22.35,18.61,1.08,21.5
2021-01-31 23:00:00,2021-02-01 00:00:00,64.3,145.83,7.1,11.96,19.07,0.99,26.67
2021-02-01 00:00:00,2021-02-01 01:00:00,,,,,0.0,0.0,
2021-02-01 01:00:00,2021-02-01 02:00:00,63.6,144.3,8.71,22.7,4.79,0.3,17.0
2021-02-01 02:00:00,2021-02-01 03:00:00,70.15,151.4,8.52,22.62,18.96,1.22,13.75
2021-02-01 03:00:00,2021-02-01 04:00:00,88.12,193.7,8.83,22.55,19.17,1.19,14.25
2021-02-01 04:00:00,2021-02-01 05:00:00,63.8,149.45,8.61,22.57,19.0,1.12,13.25
2021-02-01 05:00:00,2021-02-01 06:00:00,65.62,145.05,8.42,22.38,18.75,1.05,18.75
2021-02-01 06:00:00,2021-02-01 07:00:00,77.75,165.97,8.98,22.33,19.18,1.0,16.0
2021-02-01 07:00:00,2021-02-01 08:00:00,67.5,151.65,8.45,22.74,18.97,1.06,10.5
2021-02-01 08:00:00,2021-02-01 09:00:00,74.6,167.3,8.23,22.48,18.65,1.21,10.75
2021-02-01 09:00:00,2021-02-01 10:00:00,84.32,189.75,8.32,22.72,18.85,1.37,12.75
2021-02-01 10:00:00,2021-02-01 11:00:00,76.25,173.75,8.83,22.46,19.13,1.41,15.5
2021-02-01 11:00:00,2021-02-01 12:00:00,76.0,171.88,9.01,22.31,19.19,1.27,13.25
2021-02-01 12:00:00,2021-02-01 13:00:00,69.92,171.28,8.39,22.41,18.74,1.12,11.5
2021-02-01 13:00:00,2021-02-01 14:00:00,61.58,142.32,8.13,22.67,18.67,0.94,12.0
2021-02-01 14:00:00,2021-02-01 15:00:00,54.98,127.65,9.0,22.34,19.2,0.78,15.75
2021-02-01 15:00:00,2021-02-01 16:00:00,49.93,115.0,9.05,22.31,19.23,0.63,24.5
2021-02-01 16:00:00,2021-02-01 17:00:00,46.77,102.97,8.39,22.45,18.76,0.58,25.0
2021-02-01 17:00:00,2021-02-01 18:00:00,49.55,108.35,8.45,22.69,18.93,0.53,22.5
2021-02-01 18:00:00,2021-02-01 19:00:00,53.45,119.6,8.81,22.56,19.16,0.7,16.25
2021-02-01 19:00:00,2021-02-01 20:00:00,48.22,110.38,8.83,22.0,18.88,0.91,10.75
2021-02-01 20:00:00,2021-02-01 21:00:00,54.8,120.05,7.8,22.41,18.27,1.17,9.25
2021-02-01 21:00:00,2021-02-01 22:00:00,75.17,162.62,8.73,22.33,18.98,1.39,10.75
2021-02-01 22:00:00,2021-02-01 23:00:00,65.83,147.8,9.22,22.42,19.42,1.53,11.25
2021-02-01 23:00:00,2021-02-02 00:00:00,67.27,146.8,7.24,11.85,19.09,1.46,10.0
2021-02-02 00:00:00,2021-02-02 01:00:00,,,,,0.0,0.0,
2021-02-02 01:00:00,2021-02-02 02:00:00,72.2,148.6,6.77,11.8,4.64,0.39,18.77
2021-02-02 02:00:00,2021-02-02 03:00:00,81.83,162.95,6.99,12.12,19.11,1.4,25.06
2021-02-02 03:00:00,2021-02-02 04:00:00,94.55,204.43,7.4,11.77,19.16,1.18,24.89
2021-02-02 04:00:00,2021-02-02 05:00:00,67.28,151.8,7.24,12.02,19.25,1.06,19.16
2021-02-02 05:00:00,2021-02-02 06:00:00,70.33,146.25,7.02,11.91,18.94,0.99,21.91
2021-02-02 06:00:00,2021-02-02 07:00:00,79.88,171.87,7.15,11.98,19.13,0.83,24.73
2021-02-02 07:00:00,2021-02-02 08:00:00,61.47,141.2,6.87,12.01,18.88,0.74,26.5
2021-02-02 08:00:00,2021-02-02 09:00:00,70.55,159.35,6.29,11.84,18.14,0.77,27.0
2021-02-02 09:00:00,2021-02-02 10:00:00,73.92,169.2,7.38,11.96,19.34,0.88,23.77
2021-02-02 10:00:00,2021-02-02 11:00:00,62.43,141.65,7.28,11.93,19.21,0.87,35.56
2021-02-02 11:00:00,2021-02-02 12:00:00,65.75,144.0,7.0,11.95,18.95,0.79,26.94
2021-02-02 12:00:00,2021-02-02 13:00:00,76.45,190.55,6.79,12.11,18.9,0.67,22.3
2021-02-02 13:00:00,2021-02-02 14:00:00,58.75,143.53,6.73,12.16,18.89,0.56,29.48
2021-02-02 14:00:00,2021-02-02 15:00:00,48.07,116.73,6.91,11.83,18.73,0.46,25.19
2021-02-02 15:00:00,2021-02-02 16:00:00,38.73,93.7,7.29,12.04,18.95,0.39,36.16
2021-02-02 16:00:00,2021-02-02 17:00:00,27.23,65.97,7.17,11.9,19.07,0.36,55.33
2021-02-02 17:00:00,2021-02-02 18:00:00,25.75,59.83,7.03,11.93,18.96,0.37,50.08
2021-02-02 18:00:00,2021-02-02 19:00:00,35.62,86.55,6.92,11.84,18.75,0.45,27.81
2021-02-02 19:00:00,2021-02-02 20:00:00,68.53,175.05,7.32,11.88,19.2,0.59,27.32
2021-02-02 20:00:00,2021-02-02 21:00:00,71.52,171.43,7.08,11.89,18.97,0.79,19.65
2021-02-02 21:00:00,2021-02-02 22:00:00,61.6,143.3,6.57,12.08,18.64,1.16,17.1
2021-02-02 22:00:00,2021-02-02 23:00:00,65.2,139.1,5.96,12.15,18.12,1.28,17.01
2021-02-02 23:00:00,2021-02-03 00:00:00,61.57,120.93,9.13,22.07,19.15,1.3,20.15
2021-02-03 00:00:00,2021-02-03 01:00:00,,,,,0.0,0.0,
2021-02-03 01:00:00,2021-02-03 02:00:00,54.3,113.7,8.68,23.2,4.85,0.42,8.0
2021-02-03 02:00:00,2021-02-03 03:00:00,58.43,119.18,8.82,21.95,18.84,1.53,9.5
2021-02-03 03:00:00,2021-02-03 04:00:00,55.67,131.38,8.68,22.28,18.91,1.29,9.75
2021-02-03 04:00:00,2021-02-03 05:00:00,42.73,103.57,9.01,22.59,19.34,0.96,11.75
