From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3)
2019-01-09 18:00:00,2019-01-09 19:00:00,100.4,246.95,,,100.98,6.88
2019-01-09 19:00:00,2019-01-09 20:00:00,168.72,299.23,,,119.16,7.19
2019-01-09 20:00:00,2019-01-09 21:00:00,157.27,261.47,,,123.84,7.67
2019-01-09 21:00:00,2019-01-09 22:00:00,131.07,234.61,,,127.74,7.76
2019-01-09 22:00:00,2019-01-09 23:00:00,114.83,208.41,,,114.34,7.75
2019-01-09 23:00:00,2019-01-10 00:00:00,104.29,186.09,,,109.9,7.23
2019-01-10 00:00:00,2019-01-10 01:00:00,87.59,156.9,,,97.86,7.07
2019-01-10 01:00:00,2019-01-10 02:00:00,82.39,141.12,,,70.55,7.48
2019-01-10 02:00:00,2019-01-10 03:00:00,79.16,126.34,,,56.57,7.17
2019-01-10 03:00:00,2019-01-10 04:00:00,74.72,121.08,,,47.01,7.85
2019-01-10 04:00:00,2019-01-10 05:00:00,74.53,128.34,,,53.37,7.34
2019-01-10 05:00:00,2019-01-10 06:00:00,68.88,118.94,,,45.78,7.61
2019-01-10 06:00:00,2019-01-10 07:00:00,74.93,138.39,,,51.19,11.22
2019-01-10 07:00:00,2019-01-10 08:00:00,92.78,181.03,,,57.15,16.8
2019-01-10 08:00:00,2019-01-10 09:00:00,84.44,186.36,,,50.95,13.06
2019-01-10 09:00:00,2019-01-10 10:00:00,83.23,160.54,,,52.3,11.42
2019-01-10 10:00:00,2019-01-10 11:00:00,73.57,165.42,,,52.21,9.37
2019-01-10 11:00:00,2019-01-10 12:00:00,63.63,146.89,,,49.41,8.82
2019-01-10 12:00:00,2019-01-10 13:00:00,63.42,118.04,,,48.98,9.36
2019-01-10 13:00:00,2019-01-10 14:00:00,60.39,129.35,,,55.23,11.73
2019-01-10 14:00:00,2019-01-10 15:00:00,49.71,108.9,,,52.79,8.98
2019-01-10 15:00:00,2019-01-10 16:00:00,33.68,98.28,,,49.31,7.76
2019-01-10 16:00:00,2019-01-10 17:00:00,32.38,87.0,,,54.04,7.15
2019-01-10 17:00:00,2019-01-10 18:00:00,36.02,116.87,,,65.27,6.7
2019-01-10 18:00:00,2019-01-10 19:00:00,62.59,190.71,,,87.92,6.48
2019-01-10 19:00:00,2019-01-10 20:00:00,100.18,241.26,,,120.65,7.84
2019-01-10 20:00:00,2019-01-10 21:00:00,104.02,252.26,,,136.7,8.62
2019-01-10 21:00:00,2019-01-10 22:00:00,70.67,165.83,,,115.91,7.96
2019-01-10 22:00:00,2019-01-10 23:00:00,64.26,163.0,,,104.92,7.42
2019-01-10 23:00:00,2019-01-11 00:00:00,58.31,170.54,,,90.19,7.27
2019-01-11 00:00:00,2019-01-11 01:00:00,49.39,114.45,,,65.66,8.96
2019-01-11 01:00:00,2019-01-11 02:00:00,37.89,77.77,,,39.87,9.72
2019-01-11 02:00:00,2019-01-11 03:00:00,45.84,84.83,,,48.1,8.82
2019-01-11 03:00:00,2019-01-11 04:00:00,50.31,93.98,,,62.59,8.14
2019-01-11 04:00:00,2019-01-11 05:00:00,52.4,84.15,,,54.35,8.3
2019-01-11 05:00:00,2019-01-11 06:00:00,43.17,93.33,,,43.61,8.75
2019-01-11 06:00:00,2019-01-11 07:00:00,51.49,105.46,,,38.17,10.34
2019-01-11 07:00:00,2019-01-11 08:00:00,54.7,124.96,,,38.83,9.73
2019-01-11 08:00:00,2019-01-11 09:00:00,61.17,168.21,,,45.57,7.65
2019-01-11 09:00:00,2019-01-11 10:00:00,64.49,187.45,,,54.86,7.63
2019-01-11 10:00:00,2019-01-11 11:00:00,60.5,162.04,,,51.13,8.25
2019-01-11 11:00:00,2019-01-11 12:00:00,64.35,159.63,,,54.1,7.88
2019-01-11 12:00:00,2019-01-11 13:00:00,60.0,142.7,,,52.71,8.07
2019-01-11 13:00:00,2019-01-11 14:00:00,54.29,123.67,,,47.95,8.54
2019-01-11 14:00:00,2019-01-11 15:00:00,53.28,124.22,,,47.66,8.45
2019-01-11 15:00:00,2019-01-11 16:00:00,50.98,138.74,,,51.52,10.5
2019-01-11 16:00:00,2019-01-11 17:00:00,55.41,133.48,,,59.4,9.72
2019-01-11 17:00:00,2019-01-11 18:00:00,48.94,133.84,,,71.18,8.35
2019-01-11 18:00:00,2019-01-11 19:00:00,52.44,161.24,,,105.46,7.99
2019-01-11 19:00:00,2019-01-11 20:00:00,61.34,177.47,,,116.66,9.15
2019-01-11 20:00:00,2019-01-11 21:00:00,54.75,162.66,,,102.73,8.65
2019-01-11 21:00:00,2019-01-11 22:00:00,61.2,166.48,,,97.81,8.34
2019-01-11 22:00:00,2019-01-11 23:00:00,54.32,156.3,,,83.48,8.84
2019-01-11 23:00:00,2019-01-12 00:00:00,64.37,146.49,,,72.71,9.34
2019-01-12 00:00:00,2019-01-12 01:00:00,44.34,125.14,,,42.33,11.13
2019-01-12 01:00:00,2019-01-12 02:00:00,44.66,104.78,,,28.78,12.01
2019-01-12 02:00:00,2019-01-12 03:00:00,42.83,67.35,,,29.79,11.19
2019-01-12 03:00:00,2019-01-12 04:00:00,46.96,76.37,,,25.96,11.14
2019-01-12 04:00:00,2019-01-12 05:00:00,41.49,81.37,,,25.09,9.78
2019-01-12 05:00:00,2019-01-12 06:00:00,45.33,80.67,,,27.39,9.05
2019-01-12 06:00:00,2019-01-12 07:00:00,50.72,115.07,,,43.98,8.05
2019-01-12 07:00:00,2019-01-12 08:00:00,58.36,122.18,,,51.09,8.96
2019-01-12 08:00:00,2019-01-12 09:00:00,58.15,142.11,,,45.92,9.27
2019-01-12 09:00:00,2019-01-12 10:00:00,62.21,145.37,,,40.8,8.65
2019-01-12 10:00:00,2019-01-12 11:00:00,41.55,136.87,,,42.25,8.24
2019-01-12 11:00:00,2019-01-12 12:00:00,63.69,136.88,,,42.82,9.21
2019-01-12 12:00:00,2019-01-12 13:00:00,68.95,150.69,,,47.66,9.49
2019-01-12 13:00:00,2019-01-12 14:00:00,82.86,159.11,,,48.11,12.69
2019-01-12 14:00:00,2019-01-12 15:00:00,78.13,138.41,,,48.17,11.33
2019-01-12 15:00:00,2019-01-12 16:00:00,74.37,121.29,,,48.55,9.94
2019-01-12 16:00:00,2019-01-12 17:00:00,68.17,130.7,,,56.16,9.94
2019-01-12 17:00:00,2019-01-12 18:00:00,60.43,149.71,,,65.64,8.59
2019-01-12 18:00:00,2019-01-12 19:00:00,40.59,164.68,,,80.35,6.71
2019-01-12 19:00:00,2019-01-12 20:00:00,,130.35,,,111.69,6.62
2019-01-12 20:00:00,2019-01-12 21:00:00,11.08,137.07,,,127.27,7.33
2019-01-12 21:00:00,2019-01-12 22:00:00,63.92,180.03,,,129.94,9.49
2019-01-12 22:00:00,2019-01-12 23:00:00,110.1,180.38,,,112.94,7.97
2019-01-12 23:00:00,2019-01-13 00:00:00,119.23,191.09,,,101.49,7.37
2019-01-13 00:00:00,2019-01-13 01:00:00,92.91,161.59,,,63.67,7.85
2019-01-13 01:00:00,2019-01-13 02:00:00,29.13,99.56,,,45.28,6.53
2019-01-13 02:00:00,2019-01-13 03:00:00,,36.31,,,40.06,6.68
2019-01-13 03:00:00,2019-01-13 04:00:00,3.9,48.48,,,29.54,6.45
2019-01-13 04:00:00,2019-01-13 05:00:00,17.36,58.09,,,32.65,6.21
2019-01-13 05:00:00,2019-01-13 06:00:00,57.18,100.57,,,46.61,6.27
2019-01-13 06:00:00,2019-01-13 07:00:00,102.96,128.31,,,56.19,6.7
2019-01-13 07:00:00,2019-01-13 08:00:00,92.59,135.01,,,62.36,8.75
2019-01-13 08:00:00,2019-01-13 09:00:00,89.5,171.64,,,60.52,14.76
2019-01-13 09:00:00,2019-01-13 10:00:00,42.16,122.92,,,61.79,11.84
2019-01-13 10:00:00,2019-01-13 11:00:00,6.76,107.0,,,51.37,8.68
2019-01-13 11:00:00,2019-01-13 12:00:00,18.88,102.72,,,41.87,7.44
2019-01-13 12:00:00,2019-01-13 13:00:00,41.59,111.7,,,37.88,7.27
2019-01-13 13:00:00,2019-01-13 14:00:00,70.83,138.75,,,39.27,9.79
2019-01-13 14:00:00,2019-01-13 15:00:00,116.94,160.12,,,37.82,10.09
2019-01-13 15:00:00,2019-01-13 16:00:00,,,,,37.35,8.82
2019-01-13 16:00:00,2019-01-13 17:00:00,83.29,148.21,,,40.85,8.22
2019-01-13 17:00:00,2019-01-13 18:00:00,28.13,123.38,,,46.18,6.55
2019-01-13 18:00:00,2019-01-13 19:00:00,,104.84,,,59.05,6.09
2019-01-13 19:00:00,2019-01-13 20:00:00,23.9,142.25,,,82.06,6.53
2019-01-13 20:00:00,2019-01-13 21:00:00,56.62,169.73,,,94.04,7.19
2019-01-13 21:00:00,2019-01-13 22:00:00,84.53,186.88,,,104.27,9.91
2019-01-13 22:00:00,2019-01-13 23:00:00,129.91,199.39,,,87.3,11.61
2019-01-13 23:00:00,2019-01-14 00:00:00,125.63,187.93,,,68.4,10.81
2019-01-14 00:00:00,2019-01-14 01:00:00,98.94,155.94,,,57.49,8.63
2019-01-14 01:00:00,2019-01-14 02:00:00,45.5,112.07,,,65.86,6.33
2019-01-14 02:00:00,2019-01-14 03:00:00,,52.41,,,52.26,6.66
2019-01-14 03:00:00,2019-01-14 04:00:00,20.39,75.35,,,45.09,6.51
2019-01-14 04:00:00,2019-01-14 05:00:00,43.66,85.45,,,65.69,5.98
2019-01-14 05:00:00,2019-01-14 06:00:00,81.28,119.45,,,52.63,6.96
2019-01-14 06:00:00,2019-01-14 07:00:00,123.64,152.69,,,49.34,7.09
2019-01-14 07:00:00,2019-01-14 08:00:00,127.99,168.47,,,58.85,6.85
2019-01-14 08:00:00,2019-01-14 09:00:00,149.58,213.29,,,62.45,6.99
2019-01-14 09:00:00,2019-01-14 10:00:00,85.51,194.29,,,53.69,7.84
2019-01-14 10:00:00,2019-01-14 11:00:00,51.47,162.97,,,45.17,7.71
2019-01-14 11:00:00,2019-01-14 12:00:00,77.02,161.9,,,44.1,7.62
2019-01-14 12:00:00,2019-01-14 13:00:00,84.57,166.48,,,44.9,7.81
2019-01-14 13:00:00,2019-01-14 14:00:00,77.81,267.61,,,44.43,10.96
2019-01-14 14:00:00,2019-01-14 15:00:00,151.12,71.21,,,48.67,11.04
2019-01-14 15:00:00,2019-01-14 16:00:00,,,,,56.12,10.11
2019-01-14 16:00:00,2019-01-14 17:00:00,116.08,198.9,,,59.59,9.6
2019-01-14 17:00:00,2019-01-14 18:00:00,67.89,212.29,,,66.73,7.09
2019-01-14 18:00:00,2019-01-14 19:00:00,26.85,219.74,,,102.52,6.47
2019-01-14 19:00:00,2019-01-14 20:00:00,77.32,233.41,,,128.27,6.75
2019-01-14 20:00:00,2019-01-14 21:00:00,72.49,210.11,,,124.86,7.21
2019-01-14 21:00:00,2019-01-14 22:00:00,111.5,237.78,,,106.19,8.17
2019-01-14 22:00:00,2019-01-14 23:00:00,140.86,223.03,,,74.07,8.19
2019-01-14 23:00:00,2019-01-15 00:00:00,136.21,212.85,,,56.02,7.95
2019-01-15 00:00:00,2019-01-15 01:00:00,109.44,172.31,,,52.75,6.9
2019-01-15 01:00:00,2019-01-15 02:00:00,80.33,129.06,,,56.47,5.95
2019-01-15 02:00:00,2019-01-15 03:00:00,11.41,93.07,,,53.61,6.07
2019-01-15 03:00:00,2019-01-15 04:00:00,34.12,95.5,,,32.29,6.29
2019-01-15 04:00:00,2019-01-15 05:00:00,53.6,108.45,,,27.19,6.63
2019-01-15 05:00:00,2019-01-15 06:00:00,68.28,123.71,,,29.84,6.83
2019-01-15 06:00:00,2019-01-15 07:00:00,112.61,159.09,,,37.52,6.71
2019-01-15 07:00:00,2019-01-15 08:00:00,127.21,204.65,,,58.18,6.73
2019-01-15 08:00:00,2019-01-15 09:00:00,117.28,209.69,,,54.7,7.12
2019-01-15 09:00:00,2019-01-15 10:00:00,67.05,175.38,,,48.09,6.54
2019-01-15 10:00:00,2019-01-15 11:00:00,17.05,135.48,,,49.12,6.29
2019-01-15 11:00:00,2019-01-15 12:00:00,34.23,130.79,,,48.5,6.41
2019-01-15 12:00:00,2019-01-15 13:00:00,40.76,107.85,,,50.64,6.7
2019-01-15 13:00:00,2019-01-15 14:00:00,70.94,110.77,,,50.81,7.45
2019-01-15 14:00:00,2019-01-15 15:00:00,107.96,133.96,,,48.24,7.35
2019-01-15 15:00:00,2019-01-15 16:00:00,99.96,125.01,,,50.92,7.47
2019-01-15 16:00:00,2019-01-15 17:00:00,84.45,133.78,,,60.43,8.12
2019-01-15 17:00:00,2019-01-15 18:00:00,43.19,158.41,,,76.48,6.55
2019-01-15 18:00:00,2019-01-15 19:00:00,5.52,198.54,,,86.62,6.5
2019-01-15 19:00:00,2019-01-15 20:00:00,69.11,292.45,,,123.04,7.25
2019-01-15 20:00:00,2019-01-15 21:00:00,68.66,244.15,,,128.34,7.23
2019-01-15 21:00:00,2019-01-15 22:00:00,89.01,225.77,,,115.62,7.45
2019-01-15 22:00:00,2019-01-15 23:00:00,115.33,232.73,,,102.28,7.52
2019-01-15 23:00:00,2019-01-16 00:00:00,101.07,194.99,,,85.32,7.33
2019-01-16 00:00:00,2019-01-16 01:00:00,79.3,134.02,,,55.48,7.41
2019-01-16 01:00:00,2019-01-16 02:00:00,34.34,83.79,,,40.01,6.15
2019-01-16 02:00:00,2019-01-16 03:00:00,,50.33,,,33.48,6.02
2019-01-16 03:00:00,2019-01-16 04:00:00,10.79,62.19,,,30.08,6.13
2019-01-16 04:00:00,2019-01-16 05:00:00,31.98,74.32,,,28.01,6.04
2019-01-16 05:00:00,2019-01-16 06:00:00,68.22,130.13,,,37.98,6.26
2019-01-16 06:00:00,2019-01-16 07:00:00,133.46,220.07,,,66.56,6.28
2019-01-16 07:00:00,2019-01-16 08:00:00,126.34,213.93,,,75.68,7.04
2019-01-16 08:00:00,2019-01-16 09:00:00,104.81,227.41,,,78.89,7.55
2019-01-16 09:00:00,2019-01-16 10:00:00,106.75,277.04,,,78.48,7.95
2019-01-16 10:00:00,2019-01-16 11:00:00,95.95,243.19,,,74.89,8.18
2019-01-16 11:00:00,2019-01-16 12:00:00,91.66,158.75,,,61.13,8.52
2019-01-16 12:00:00,2019-01-16 13:00:00,80.75,129.31,,,53.61,8.38
2019-01-16 13:00:00,2019-01-16 14:00:00,58.0,103.57,,,47.89,8.16
2019-01-16 14:00:00,2019-01-16 15:00:00,59.8,85.81,,,41.08,7.69
2019-01-16 15:00:00,2019-01-16 16:00:00,52.04,89.8,,,38.25,8.03
2019-01-16 16:00:00,2019-01-16 17:00:00,52.89,118.13,,,49.89,8.29
2019-01-16 17:00:00,2019-01-16 18:00:00,54.91,148.76,,,77.52,8.09
2019-01-16 18:00:00,2019-01-16 19:00:00,58.8,197.28,,,100.19,7.61
2019-01-16 19:00:00,2019-01-16 20:00:00,51.79,224.11,,,115.61,7.7
2019-01-16 20:00:00,2019-01-16 21:00:00,81.87,276.16,,,117.73,7.84
2019-01-16 21:00:00,2019-01-16 22:00:00,68.63,252.49,,,115.84,8.12
2019-01-16 22:00:00,2019-01-16 23:00:00,103.87,326.17,,,135.98,9.04
2019-01-16 23:00:00,2019-01-17 00:00:00,80.47,321.35,,,128.73,9.43
2019-01-17 00:00:00,2019-01-17 01:00:00,53.91,145.78,,,92.41,8.78
2019-01-17 01:00:00,2019-01-17 02:00:00,72.92,144.17,,,72.2,7.82
2019-01-17 02:00:00,2019-01-17 03:00:00,62.83,146.76,,,65.39,7.6
2019-01-17 03:00:00,2019-01-17 04:00:00,59.79,126.82,,,54.06,7.84
2019-01-17 04:00:00,2019-01-17 05:00:00,68.58,131.96,,,58.28,7.79
2019-01-17 05:00:00,2019-01-17 06:00:00,76.96,133.44,,,66.32,7.95
2019-01-17 06:00:00,2019-01-17 07:00:00,70.14,172.02,,,67.92,8.31
2019-01-17 07:00:00,2019-01-17 08:00:00,113.16,240.12,,,71.38,8.58
2019-01-17 08:00:00,2019-01-17 09:00:00,143.88,324.98,,,82.8,9.44
2019-01-17 09:00:00,2019-01-17 10:00:00,138.82,302.25,,,90.14,10.26
2019-01-17 10:00:00,2019-01-17 11:00:00,97.55,160.46,,,50.06,13.31
2019-01-17 11:00:00,2019-01-17 12:00:00,81.69,128.35,,,51.02,15.93
2019-01-17 12:00:00,2019-01-17 13:00:00,65.35,108.1,,,58.9,16.64
2019-01-17 13:00:00,2019-01-17 14:00:00,61.14,109.5,,,51.28,19.71
2019-01-17 14:00:00,2019-01-17 15:00:00,86.26,111.56,,,50.84,15.62
2019-01-17 15:00:00,2019-01-17 16:00:00,75.38,125.93,,,59.21,16.88
2019-01-17 16:00:00,2019-01-17 17:00:00,70.75,105.37,,,73.93,12.7
2019-01-17 17:00:00,2019-01-17 18:00:00,25.26,104.7,,,78.88,8.86
2019-01-17 18:00:00,2019-01-17 19:00:00,,125.8,,,111.67,7.39
2019-01-17 19:00:00,2019-01-17 20:00:00,36.01,202.44,,,140.38,8.13
2019-01-17 20:00:00,2019-01-17 21:00:00,6.38,135.41,,,135.68,8.09
2019-01-17 21:00:00,2019-01-17 22:00:00,48.75,164.67,,,113.54,11.31
2019-01-17 22:00:00,2019-01-17 23:00:00,123.59,192.73,,,88.37,11.86
2019-01-17 23:00:00,2019-01-18 00:00:00,117.95,179.05,,,61.66,11.43
2019-01-18 00:00:00,2019-01-18 01:00:00,93.2,146.85,,,45.02,10.84
2019-01-18 01:00:00,2019-01-18 02:00:00,37.41,78.49,,,30.69,8.16
2019-01-18 02:00:00,2019-01-18 03:00:00,,29.6,,,27.05,7.55
2019-01-18 03:00:00,2019-01-18 04:00:00,,28.7,,,30.83,7.33
2019-01-18 04:00:00,2019-01-18 05:00:00,9.75,45.25,,,28.02,7.51
2019-01-18 05:00:00,2019-01-18 06:00:00,46.45,86.36,,,28.41,8.23
2019-01-18 06:00:00,2019-01-18 07:00:00,99.2,122.92,,,34.16,8.59
2019-01-18 07:00:00,2019-01-18 08:00:00,93.61,126.55,,,34.87,11.15
2019-01-18 08:00:00,2019-01-18 09:00:00,87.5,156.2,,,41.65,11.04
2019-01-18 09:00:00,2019-01-18 10:00:00,40.93,116.83,,,41.11,7.74
2019-01-18 10:00:00,2019-01-18 11:00:00,,83.61,,,43.44,7.64
2019-01-18 11:00:00,2019-01-18 12:00:00,10.21,85.16,,,47.22,8.05
2019-01-18 12:00:00,2019-01-18 13:00:00,27.38,111.31,,,50.42,8.16
2019-01-18 13:00:00,2019-01-18 14:00:00,53.64,127.58,,,43.73,10.82
2019-01-18 14:00:00,2019-01-18 15:00:00,101.94,140.31,,,42.15,10.9
2019-01-18 15:00:00,2019-01-18 16:00:00,115.49,140.85,,,46.66,9.34
2019-01-18 16:00:00,2019-01-18 17:00:00,37.63,88.84,,,53.4,8.86
2019-01-18 17:00:00,2019-01-18 18:00:00,10.37,134.07,,,64.59,7.61
2019-01-18 18:00:00,2019-01-18 19:00:00,47.03,281.66,,,86.27,7.28
2019-01-18 19:00:00,2019-01-18 20:00:00,72.39,366.3,,,108.84,8.0
2019-01-18 20:00:00,2019-01-18 21:00:00,53.2,216.82,,,115.02,8.15
2019-01-18 21:00:00,2019-01-18 22:00:00,54.42,221.86,,,116.58,8.29
2019-01-18 22:00:00,2019-01-18 23:00:00,61.8,199.74,,,106.07,8.42
2019-01-18 23:00:00,2019-01-19 00:00:00,59.2,173.31,,,91.96,7.74
2019-01-19 00:00:00,2019-01-19 01:00:00,46.38,110.19,,,69.2,7.3
2019-01-19 01:00:00,2019-01-19 02:00:00,34.59,99.45,,,52.55,7.51
2019-01-19 02:00:00,2019-01-19 03:00:00,33.66,85.98,,,54.1,7.21
2019-01-19 03:00:00,2019-01-19 04:00:00,33.38,69.8,,,59.47,6.95
2019-01-19 04:00:00,2019-01-19 05:00:00,33.3,70.96,,,54.65,7.19
2019-01-19 05:00:00,2019-01-19 06:00:00,40.98,77.3,,,49.11,7.12
2019-01-19 06:00:00,2019-01-19 07:00:00,32.09,93.7,,,45.74,7.72
2019-01-19 07:00:00,2019-01-19 08:00:00,53.79,130.11,,,50.83,7.05
2019-01-19 08:00:00,2019-01-19 09:00:00,63.65,240.07,,,63.24,6.97
2019-01-19 09:00:00,2019-01-19 10:00:00,43.81,184.72,,,58.28,7.45
2019-01-19 10:00:00,2019-01-19 11:00:00,35.61,158.17,,,56.05,7.67
2019-01-19 11:00:00,2019-01-19 12:00:00,41.05,117.77,,,50.21,8.11
2019-01-19 12:00:00,2019-01-19 13:00:00,40.05,117.15,,,50.45,8.27
2019-01-19 13:00:00,2019-01-19 14:00:00,34.84,119.71,,,50.77,8.47
2019-01-19 14:00:00,2019-01-19 15:00:00,49.55,105.68,,,48.74,8.84
2019-01-19 15:00:00,2019-01-19 16:00:00,39.94,110.71,,,49.48,8.88
2019-01-19 16:00:00,2019-01-19 17:00:00,34.81,94.26,,,53.95,8.89
2019-01-19 17:00:00,2019-01-19 18:00:00,34.52,108.47,,,73.97,7.57
2019-01-19 18:00:00,2019-01-19 19:00:00,39.23,160.2,,,95.45,7.66
2019-01-19 19:00:00,2019-01-19 20:00:00,37.57,197.77,,,110.47,7.76
2019-01-19 20:00:00,2019-01-19 21:00:00,43.48,190.63,,,120.09,8.11
2019-01-19 21:00:00,2019-01-19 22:00:00,51.87,169.4,,,121.17,7.94
2019-01-19 22:00:00,2019-01-19 23:00:00,55.35,164.72,,,121.79,8.28
2019-01-19 23:00:00,2019-01-20 00:00:00,68.96,164.86,,,103.12,7.67
2019-01-20 00:00:00,2019-01-20 01:00:00,44.72,141.88,,,88.54,7.52
2019-01-20 01:00:00,2019-01-20 02:00:00,43.84,120.91,,,73.81,7.92
2019-01-20 02:00:00,2019-01-20 03:00:00,42.37,101.72,,,62.24,7.84
2019-01-20 03:00:00,2019-01-20 04:00:00,41.7,94.12,,,55.58,7.76
2019-01-20 04:00:00,2019-01-20 05:00:00,43.21,84.41,,,44.71,8.13
2019-01-20 05:00:00,2019-01-20 06:00:00,40.98,87.48,,,37.45,8.16
2019-01-20 06:00:00,2019-01-20 07:00:00,50.57,106.71,,,47.32,7.56
2019-01-20 07:00:00,2019-01-20 08:00:00,76.03,170.68,,,80.84,7.63
2019-01-20 08:00:00,2019-01-20 09:00:00,62.17,210.57,,,84.5,7.85
2019-01-20 09:00:00,2019-01-20 10:00:00,38.74,168.11,,,64.41,8.27
2019-01-20 10:00:00,2019-01-20 11:00:00,37.91,168.63,,,52.72,8.12
2019-01-20 11:00:00,2019-01-20 12:00:00,50.71,117.85,,,46.72,8.86
2019-01-20 12:00:00,2019-01-20 13:00:00,53.23,108.01,,,40.25,9.25
2019-01-20 13:00:00,2019-01-20 14:00:00,43.23,45.85,,,32.4,8.92
2019-01-20 14:00:00,2019-01-20 15:00:00,37.46,96.03,,,27.43,8.99
2019-01-20 15:00:00,2019-01-20 16:00:00,40.02,100.24,,,26.0,9.02
2019-01-20 16:00:00,2019-01-20 17:00:00,50.37,107.85,,,29.7,9.26
2019-01-20 17:00:00,2019-01-20 18:00:00,47.37,137.82,,,30.77,8.59
2019-01-20 18:00:00,2019-01-20 19:00:00,75.06,228.73,,,48.12,7.62
2019-01-20 19:00:00,2019-01-20 20:00:00,144.37,537.69,,,108.32,8.65
2019-01-20 20:00:00,2019-01-20 21:00:00,232.32,844.25,,,109.32,11.99
2019-01-20 21:00:00,2019-01-20 22:00:00,187.76,726.85,,,0.0,13.65
2019-01-20 22:00:00,2019-01-20 23:00:00,194.17,739.04,,,0.0,14.25
2019-01-20 23:00:00,2019-01-21 00:00:00,218.17,761.07,,,0.0,15.39
2019-01-21 00:00:00,2019-01-21 01:00:00,159.67,536.48,,,0.0,15.61
2019-01-21 01:00:00,2019-01-21 02:00:00,106.3,272.7,,,89.69,14.34
2019-01-21 02:00:00,2019-01-21 03:00:00,107.53,248.99,,,161.8,13.43
2019-01-21 03:00:00,2019-01-21 04:00:00,68.65,134.46,,,118.8,12.46
2019-01-21 04:00:00,2019-01-21 05:00:00,53.25,89.32,,,82.87,10.99
2019-01-21 05:00:00,2019-01-21 06:00:00,51.2,83.7,,,62.14,10.04
2019-01-21 06:00:00,2019-01-21 07:00:00,67.87,158.8,,,63.95,10.09
2019-01-21 07:00:00,2019-01-21 08:00:00,67.37,178.59,,,65.08,9.93
2019-01-21 08:00:00,2019-01-21 09:00:00,78.13,193.2,,,56.91,10.16
2019-01-21 09:00:00,2019-01-21 10:00:00,63.2,217.36,,,60.75,9.91
2019-01-21 10:00:00,2019-01-21 11:00:00,61.17,166.07,,,57.35,9.78
2019-01-21 11:00:00,2019-01-21 12:00:00,59.93,154.04,,,51.06,10.19
2019-01-21 12:00:00,2019-01-21 13:00:00,65.23,172.39,,,47.85,10.7
2019-01-21 13:00:00,2019-01-21 14:00:00,62.6,262.53,,,39.77,11.36
2019-01-21 14:00:00,2019-01-21 15:00:00,70.77,287.11,,,36.34,11.12
2019-01-21 15:00:00,2019-01-21 16:00:00,74.61,254.06,,,37.04,10.91
2019-01-21 16:00:00,2019-01-21 17:00:00,65.72,302.92,,,33.43,11.03
2019-01-21 17:00:00,2019-01-21 18:00:00,59.8,194.82,,,34.45,10.19
2019-01-21 18:00:00,2019-01-21 19:00:00,65.69,187.35,,,39.21,9.24
2019-01-21 19:00:00,2019-01-21 20:00:00,74.24,201.74,,,46.83,8.95
2019-01-21 20:00:00,2019-01-21 21:00:00,71.06,178.97,,,49.61,8.86
2019-01-21 21:00:00,2019-01-21 22:00:00,66.49,154.87,,,49.01,8.82
2019-01-21 22:00:00,2019-01-21 23:00:00,69.42,163.32,,,44.43,9.35
2019-01-21 23:00:00,2019-01-22 00:00:00,85.37,148.91,,,42.02,9.04
2019-01-22 00:00:00,2019-01-22 01:00:00,81.64,126.84,,,38.71,9.38
2019-01-22 01:00:00,2019-01-22 02:00:00,78.69,119.26,,,33.4,9.5
2019-01-22 02:00:00,2019-01-22 03:00:00,87.85,131.16,,,31.66,9.61
2019-01-22 03:00:00,2019-01-22 04:00:00,85.25,120.62,,,30.25,9.38
2019-01-22 04:00:00,2019-01-22 05:00:00,71.67,100.79,,,29.66,9.2
2019-01-22 05:00:00,2019-01-22 06:00:00,68.56,95.14,,,31.51,9.23
2019-01-22 06:00:00,2019-01-22 07:00:00,79.11,125.05,,,38.0,9.17
2019-01-22 07:00:00,2019-01-22 08:00:00,75.23,140.29,,,40.24,9.31
2019-01-22 08:00:00,2019-01-22 09:00:00,65.49,131.37,,,36.49,9.3
2019-01-22 09:00:00,2019-01-22 10:00:00,69.9,165.27,,,36.34,9.36
2019-01-22 10:00:00,2019-01-22 11:00:00,62.57,163.12,,,36.18,8.88
2019-01-22 11:00:00,2019-01-22 12:00:00,65.29,170.31,,,34.66,9.52
2019-01-22 12:00:00,2019-01-22 13:00:00,58.28,162.82,,,31.54,9.24
2019-01-22 13:00:00,2019-01-22 14:00:00,48.59,178.54,,,31.0,9.28
2019-01-22 14:00:00,2019-01-22 15:00:00,52.41,259.45,,,29.96,9.98
2019-01-22 15:00:00,2019-01-22 16:00:00,49.48,223.4,,,28.5,10.32
2019-01-22 16:00:00,2019-01-22 17:00:00,54.15,243.37,,,29.87,9.4
2019-01-22 17:00:00,2019-01-22 18:00:00,53.87,201.6,,,33.97,8.25
2019-01-22 18:00:00,2019-01-22 19:00:00,29.16,136.38,,,33.75,7.97
2019-01-22 19:00:00,2019-01-22 20:00:00,46.71,158.62,,,35.8,7.54
2019-01-22 20:00:00,2019-01-22 21:00:00,57.01,173.5,,,39.47,7.62
2019-01-22 21:00:00,2019-01-22 22:00:00,55.72,188.6,,,46.39,8.59
2019-01-22 22:00:00,2019-01-22 23:00:00,77.88,313.6,,,45.52,9.1
