From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-08-02 08:00:00,2021-08-02 09:00:00,10.77,,0.49,5.52,5.93,21.63,2.11,0.47,22.03,,,,,,89.29,2.59,40.23,59.67,733.76,,27.28,0.01
2021-08-02 09:00:00,2021-08-02 10:00:00,19.74,,0.81,4.64,5.56,19.02,2.15,0.49,17.72,,,,,,89.38,2.3,46.8,85.68,734.04,,27.18,0.09
2021-08-02 10:00:00,2021-08-02 11:00:00,13.65,,0.96,4.35,5.5,17.63,2.18,0.46,17.26,,,,,,87.08,2.76,60.06,112.14,734.05,,27.49,0.08
2021-08-02 11:00:00,2021-08-02 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-02 12:00:00,2021-08-02 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-02 13:00:00,2021-08-02 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-02 14:00:00,2021-08-02 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-02 15:00:00,2021-08-02 16:00:00,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,0.0
2021-08-02 16:00:00,2021-08-02 17:00:00,13.26,,0.57,3.68,4.21,22.35,1.41,0.28,33.78,,,,,,81.05,2.77,39.5,75.84,732.42,,28.97,0.0
2021-08-02 17:00:00,2021-08-02 18:00:00,,,0.91,5.47,3.21,27.92,1.94,0.2,27.61,0.0,,327.68,327.68,,80.48,2.57,44.86,59.3,732.59,,29.18,0.0
2021-08-02 18:00:00,2021-08-02 19:00:00,,,0.77,7.45,8.14,25.27,2.2,0.48,30.64,,,,,,80.84,2.06,63.84,19.55,732.73,,29.22,0.01
2021-08-02 19:00:00,2021-08-02 20:00:00,16.01,,0.37,8.39,8.45,26.1,2.4,0.54,26.09,,,,,,81.42,2.21,35.34,,732.87,,28.86,0.0
2021-08-02 20:00:00,2021-08-02 21:00:00,15.12,,0.47,8.6,8.78,25.02,2.39,0.53,25.16,,,,,,81.88,2.5,38.98,,733.23,,28.74,0.0
2021-08-02 21:00:00,2021-08-02 22:00:00,16.6,,0.53,7.53,7.86,24.52,2.21,0.49,24.44,,,,,,82.15,2.46,45.01,,733.76,,28.67,0.0
2021-08-02 22:00:00,2021-08-02 23:00:00,12.1,,0.54,6.84,7.24,23.87,2.13,0.45,21.13,,,,,,82.2,2.65,49.9,,733.9,,28.55,0.0
2021-08-02 23:00:00,2021-08-03 00:00:00,11.61,,0.59,4.0,4.6,21.96,2.26,0.39,23.39,,,,,,81.94,3.12,39.79,,733.66,,28.41,0.0
2021-08-03 00:00:00,2021-08-03 01:00:00,10.1,,0.47,3.27,3.71,20.78,2.25,0.35,23.41,,,,,,82.3,3.39,45.34,,733.43,,28.27,0.0
2021-08-03 01:00:00,2021-08-03 02:00:00,12.1,,0.46,2.68,3.18,19.87,2.24,0.34,23.0,,,,,,84.5,3.1,42.65,,733.2,,27.88,0.0
2021-08-03 02:00:00,2021-08-03 03:00:00,9.1,,0.42,2.44,2.87,19.9,2.26,0.33,20.35,,,,,,86.82,3.15,52.17,,732.97,,27.38,0.01
2021-08-03 03:00:00,2021-08-03 04:00:00,9.1,,0.52,2.17,2.77,19.4,2.31,0.32,19.43,,,,,,86.86,3.6,57.74,,732.74,,27.27,0.01
2021-08-03 04:00:00,2021-08-03 05:00:00,11.1,,0.57,2.15,2.84,16.79,2.32,0.32,12.42,,,,,,88.08,2.76,85.7,,732.87,,26.88,0.01
2021-08-03 05:00:00,2021-08-03 06:00:00,8.15,,0.53,1.94,2.56,16.21,2.33,0.3,14.71,,,,,,85.06,3.91,52.58,0.35,733.12,,26.98,0.0
2021-08-03 06:00:00,2021-08-03 07:00:00,4.3,,0.56,2.69,3.34,20.12,2.37,0.32,13.32,,,,,,85.88,4.26,48.26,11.98,733.26,,26.63,0.01
2021-08-03 07:00:00,2021-08-03 08:00:00,4.1,,0.57,3.32,3.92,25.07,2.94,0.33,7.25,,,,,,89.83,3.86,58.7,65.14,733.46,,25.98,0.04
2021-08-03 08:00:00,2021-08-03 09:00:00,2.6,,0.51,2.95,3.52,12.24,2.69,0.34,8.52,,,,,,87.42,4.33,62.39,80.41,733.7,,26.41,0.0
2021-08-03 09:00:00,2021-08-03 10:00:00,4.1,,0.76,3.33,4.25,19.64,2.71,0.36,9.43,,,,,,89.04,4.06,67.86,81.61,733.7,,26.22,0.03
2021-08-03 10:00:00,2021-08-03 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-03 11:00:00,2021-08-03 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-03 12:00:00,2021-08-03 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-03 13:00:00,2021-08-03 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-03 14:00:00,2021-08-03 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-03 15:00:00,2021-08-03 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-08-03 16:00:00,2021-08-03 17:00:00,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,0.0
2021-08-03 17:00:00,2021-08-03 18:00:00,4.1,,0.52,2.64,2.59,27.73,1.45,0.24,51.26,,,,,,81.82,2.71,95.62,36.31,732.52,,27.94,0.03
2021-08-03 18:00:00,2021-08-03 19:00:00,,,0.44,2.65,3.06,20.58,2.19,0.29,31.46,,,,,,82.22,2.51,87.61,4.18,732.75,,27.67,0.03
2021-08-03 19:00:00,2021-08-03 20:00:00,,9.12,0.59,3.42,4.03,17.54,2.27,0.32,20.39,,,,,,82.49,2.53,86.72,,733.38,,27.47,0.01
2021-08-03 20:00:00,2021-08-03 21:00:00,,11.34,0.54,5.08,5.55,15.95,2.3,0.34,18.52,,,,,,83.54,2.98,70.22,,733.78,,27.2,0.0
2021-08-03 21:00:00,2021-08-03 22:00:00,3.83,14.97,0.41,3.67,4.04,15.82,2.35,0.31,17.26,,,,,,89.06,2.38,97.34,,734.17,,26.22,0.01
2021-08-03 22:00:00,2021-08-03 23:00:00,3.5,6.09,0.61,4.91,5.52,15.58,2.42,0.3,13.5,,,,,,92.14,2.9,88.14,,734.37,,25.62,0.0
2021-08-03 23:00:00,2021-08-04 00:00:00,1.3,4.04,0.64,3.88,4.55,14.99,2.55,0.29,11.98,,,,,,93.25,2.52,97.83,,734.1,,25.28,0.0
2021-08-04 00:00:00,2021-08-04 01:00:00,0.1,40.52,0.67,5.39,6.06,14.36,2.54,0.29,10.85,,,,,,93.61,3.02,88.96,,733.96,,25.19,0.0
2021-08-04 01:00:00,2021-08-04 02:00:00,1.2,3.05,0.67,2.03,2.86,13.62,2.38,0.28,12.76,,,,,,93.29,2.56,99.35,,733.91,,25.13,0.0
2021-08-04 02:00:00,2021-08-04 03:00:00,0.6,,0.71,3.3,3.71,12.66,2.61,0.28,12.65,,,,,,93.26,3.05,97.39,,733.74,,25.05,0.0
2021-08-04 03:00:00,2021-08-04 04:00:00,,,0.69,1.73,2.61,12.7,2.59,0.28,12.36,,,,,,94.2,2.75,99.03,,733.76,,24.84,0.0
2021-08-04 04:00:00,2021-08-04 05:00:00,1.2,66.1,0.48,1.85,2.46,12.82,2.65,0.27,11.57,,,,,,94.72,2.86,92.12,,733.88,,24.76,0.0
2021-08-04 05:00:00,2021-08-04 06:00:00,,4.41,0.66,2.09,2.88,12.7,2.62,0.27,11.8,,,,,,93.36,2.52,85.45,,734.0,,24.91,0.0
2021-08-04 06:00:00,2021-08-04 07:00:00,3.15,7.17,0.57,5.36,5.95,13.21,2.65,0.28,9.36,,,,,,95.24,2.6,89.76,7.49,734.25,,24.63,0.0
2021-08-04 07:00:00,2021-08-04 08:00:00,5.6,13.2,0.88,4.43,5.44,11.88,2.73,0.29,11.07,,,,,,95.64,2.42,98.34,51.91,734.54,,24.77,0.0
2021-08-04 08:00:00,2021-08-04 09:00:00,9.1,83.81,0.95,2.65,3.85,15.43,2.75,0.29,9.29,,,,,,94.77,2.31,105.05,53.66,734.91,,24.97,0.0
2021-08-04 09:00:00,2021-08-04 10:00:00,8.2,14.91,0.67,2.29,3.12,10.54,2.67,0.3,8.81,,,,,,93.58,2.44,93.88,94.98,735.4,,25.3,0.0
2021-08-04 10:00:00,2021-08-04 11:00:00,7.4,22.16,0.86,2.66,3.75,10.23,2.58,0.32,12.55,,,,,,90.2,2.6,88.47,154.12,735.62,,26.01,0.02
2021-08-04 11:00:00,2021-08-04 12:00:00,16.1,35.2,1.17,4.04,5.5,11.54,2.61,0.34,15.71,,,,,,85.44,3.08,89.22,233.43,735.56,,27.19,0.0
2021-08-04 12:00:00,2021-08-04 13:00:00,17.73,100.47,1.18,4.56,6.02,16.91,2.72,0.34,16.3,,,,,,82.12,2.97,91.3,221.0,735.27,,28.26,0.01
2021-08-04 13:00:00,2021-08-04 14:00:00,18.2,32.96,0.54,2.5,3.08,9.48,2.85,0.31,14.54,,,,,,79.06,3.41,110.77,361.58,734.8,,29.15,0.01
2021-08-04 14:00:00,2021-08-04 15:00:00,7.6,23.64,0.42,1.12,1.65,7.35,2.58,0.3,19.09,,,,,,75.87,2.6,104.72,348.68,734.39,,30.17,0.0
2021-08-04 15:00:00,2021-08-04 16:00:00,8.1,18.98,0.53,1.32,1.99,10.78,2.65,0.31,21.41,,,,,,76.03,2.98,75.18,177.3,733.95,,30.0,0.0
2021-08-04 16:00:00,2021-08-04 17:00:00,7.6,22.54,0.49,3.13,3.62,12.77,2.61,0.34,26.04,,,,,,81.55,1.97,66.93,120.64,733.67,,29.19,0.07
2021-08-04 17:00:00,2021-08-04 18:00:00,11.2,27.64,0.55,4.34,4.88,14.4,2.53,0.37,28.06,,,,,,81.27,1.66,53.91,75.1,733.66,,29.38,0.05
2021-08-04 18:00:00,2021-08-04 19:00:00,17.5,33.9,0.65,8.38,8.82,20.07,2.51,0.48,27.32,,,,,,81.1,1.56,55.58,56.09,733.99,,29.51,0.0
2021-08-04 19:00:00,2021-08-04 20:00:00,20.2,52.61,0.49,5.95,6.36,20.56,2.61,0.47,23.13,,,,,,83.77,1.7,63.92,0.32,734.35,,28.71,0.0
2021-08-04 20:00:00,2021-08-04 21:00:00,19.6,38.25,0.33,11.51,11.31,23.82,2.59,0.73,20.52,,,,,,86.61,0.79,53.04,,734.83,,28.19,0.0
2021-08-04 21:00:00,2021-08-04 22:00:00,28.1,52.47,0.72,15.35,15.52,29.29,2.69,0.81,14.98,,,,,,89.86,1.51,68.24,,735.43,,27.38,0.45
2021-08-04 22:00:00,2021-08-04 23:00:00,21.63,101.31,0.77,8.49,9.16,23.04,2.77,0.53,19.74,,,,,,92.4,1.34,44.55,,735.49,,26.49,0.49
2021-08-04 23:00:00,2021-08-05 00:00:00,10.22,18.34,0.79,8.5,9.19,19.43,2.77,0.46,17.29,,,,,,91.94,1.42,53.23,,735.31,,26.28,0.0
2021-08-05 00:00:00,2021-08-05 01:00:00,9.19,16.65,0.74,9.15,9.68,21.63,2.84,0.44,18.35,,,,,,92.37,1.19,37.41,,735.23,,26.3,0.0
2021-08-05 01:00:00,2021-08-05 02:00:00,6.46,16.28,1.32,12.16,13.38,25.65,2.78,0.45,12.48,,,,,,93.5,1.37,31.12,,734.99,,26.15,0.0
2021-08-05 02:00:00,2021-08-05 03:00:00,13.83,30.2,1.18,6.96,8.3,23.61,2.83,0.42,12.92,,,,,,93.47,1.84,53.48,,734.68,,26.13,0.0
2021-08-05 03:00:00,2021-08-05 04:00:00,11.1,63.37,1.1,5.67,6.96,23.05,2.8,0.4,12.88,,,,,,93.6,2.0,43.2,,734.81,,26.08,0.0
2021-08-05 04:00:00,2021-08-05 05:00:00,6.8,16.01,1.04,3.73,5.01,20.68,2.83,0.39,11.15,,,,,,93.28,2.02,66.22,,734.93,,25.94,0.0
2021-08-05 05:00:00,2021-08-05 06:00:00,6.8,18.64,0.83,3.86,4.83,21.4,2.81,0.4,12.92,,,,,,93.87,1.65,50.89,5.12,734.94,,25.77,0.0
2021-08-05 06:00:00,2021-08-05 07:00:00,13.4,20.57,1.47,5.5,7.33,29.29,2.97,0.42,9.17,,,,,,92.86,1.84,41.78,70.01,735.19,,26.11,0.0
2021-08-05 07:00:00,2021-08-05 08:00:00,14.4,50.49,1.57,5.02,7.04,22.11,3.14,0.41,10.34,,,,,,89.41,2.48,45.98,211.64,735.57,,27.01,0.05
2021-08-05 08:00:00,2021-08-05 09:00:00,11.7,30.15,0.96,3.56,4.77,17.51,2.93,0.4,21.42,,,,,,83.23,2.65,46.45,280.05,735.83,,28.38,0.02
2021-08-05 09:00:00,2021-08-05 10:00:00,12.6,27.05,1.02,2.87,4.2,16.82,2.75,0.39,21.73,,,,,,76.45,2.49,64.85,560.1,735.98,,29.88,0.0
2021-08-05 10:00:00,2021-08-05 11:00:00,10.5,22.86,0.66,2.06,2.87,12.86,2.71,0.38,25.86,,,,,,73.48,2.86,55.88,476.16,736.04,,30.46,0.0
2021-08-05 11:00:00,2021-08-05 12:00:00,9.1,17.49,0.53,1.65,2.3,12.13,2.61,0.37,27.32,,,,,,72.16,2.14,139.88,548.13,735.97,,30.99,0.0
2021-08-05 12:00:00,2021-08-05 13:00:00,5.18,13.42,0.68,1.66,2.55,12.57,2.74,0.37,28.23,,,,,,68.43,2.4,68.07,676.27,735.63,,31.97,0.0
2021-08-05 13:00:00,2021-08-05 14:00:00,6.75,14.25,0.69,1.33,2.25,10.99,2.63,0.35,34.31,,,,,,65.16,2.46,74.8,468.41,735.14,,32.62,0.0
2021-08-05 14:00:00,2021-08-05 15:00:00,9.9,20.26,0.51,2.0,2.6,13.04,2.73,0.35,29.84,,,,,,77.43,2.44,94.04,41.56,734.64,,29.67,0.54
2021-08-05 15:00:00,2021-08-05 16:00:00,8.98,19.89,0.8,5.46,6.31,12.55,2.69,0.41,33.99,,,,,,88.86,1.08,279.51,214.4,734.17,,27.64,1.06
2021-08-05 16:00:00,2021-08-05 17:00:00,8.53,112.6,0.94,5.12,6.22,15.93,2.63,0.42,36.02,,,,,,80.23,0.96,252.28,271.91,733.83,,29.83,0.01
2021-08-05 17:00:00,2021-08-05 18:00:00,12.7,28.63,0.74,4.34,5.16,20.53,2.86,0.42,28.12,,,,,,81.75,0.65,200.65,58.66,733.65,,29.59,0.01
2021-08-05 18:00:00,2021-08-05 19:00:00,13.1,29.16,0.56,10.2,10.44,18.17,3.06,0.55,25.98,,,,,,84.67,0.6,151.22,25.25,733.88,,29.46,0.01
2021-08-05 19:00:00,2021-08-05 20:00:00,22.91,52.8,3.0,31.9,34.54,27.46,3.16,1.0,8.9,,,,,,88.23,0.62,262.71,0.01,734.37,,29.0,0.0
2021-08-05 20:00:00,2021-08-05 21:00:00,29.4,110.33,5.44,32.08,38.24,26.36,3.17,1.16,3.26,,,,,,91.4,0.82,307.48,,734.85,,28.73,0.0
2021-08-05 21:00:00,2021-08-05 22:00:00,31.3,108.35,1.77,20.44,21.93,28.33,3.1,0.93,10.19,,,,,,90.99,1.42,310.18,,735.23,,28.68,0.0
2021-08-05 22:00:00,2021-08-05 23:00:00,36.4,76.19,1.36,21.42,22.28,31.06,2.91,0.92,12.11,,,,,,89.03,1.73,339.9,,735.41,,28.55,0.0
2021-08-05 23:00:00,2021-08-06 00:00:00,35.7,92.96,3.41,26.48,30.01,31.52,2.98,0.84,10.87,,,,,,88.97,1.21,286.13,,735.4,,28.23,0.0
2021-08-06 00:00:00,2021-08-06 01:00:00,35.8,119.52,2.69,26.87,29.31,31.54,2.97,0.69,11.21,,,,,,89.72,0.97,216.35,,735.32,,27.92,0.0
2021-08-06 01:00:00,2021-08-06 02:00:00,32.8,70.47,1.34,25.94,26.5,38.19,3.04,0.75,8.03,,,,,,89.8,1.12,37.52,,734.98,,27.93,0.0
2021-08-06 02:00:00,2021-08-06 03:00:00,29.7,87.53,2.02,27.63,29.09,35.24,2.91,0.63,7.01,,,,,,89.28,1.01,227.08,,734.86,,27.86,0.0
2021-08-06 03:00:00,2021-08-06 04:00:00,33.5,99.51,2.06,23.44,25.16,38.5,2.98,0.61,3.86,,,,,,91.12,1.29,145.75,,734.57,,27.66,0.0
2021-08-06 04:00:00,2021-08-06 05:00:00,33.0,103.5,1.33,18.91,19.83,38.28,2.96,0.57,4.91,,,,,,89.73,1.4,31.36,,734.14,,27.94,0.0
2021-08-06 05:00:00,2021-08-06 06:00:00,31.4,74.25,1.19,12.53,13.56,39.39,3.0,0.56,7.54,,,,,,89.49,1.64,29.07,2.9,734.23,,27.85,0.0
2021-08-06 06:00:00,2021-08-06 07:00:00,34.9,70.67,2.55,19.14,21.82,47.72,3.19,0.66,3.77,,,,,,89.2,1.74,59.06,45.48,734.91,,28.06,0.0
2021-08-06 07:00:00,2021-08-06 08:00:00,38.1,110.77,2.41,12.42,15.24,51.37,3.57,0.66,7.72,,,,,,86.81,1.47,46.35,75.01,735.55,,28.88,0.0
2021-08-06 08:00:00,2021-08-06 09:00:00,47.3,100.3,1.73,9.1,11.17,43.75,3.14,0.65,13.64,,,,,,85.49,1.14,62.08,126.56,736.17,,29.49,0.03
2021-08-06 09:00:00,2021-08-06 10:00:00,47.1,98.93,1.83,6.96,9.27,38.39,3.15,0.62,22.37,,,,,,79.09,1.63,52.66,453.68,736.49,,31.26,0.01
2021-08-06 10:00:00,2021-08-06 11:00:00,41.8,110.21,1.53,6.16,8.07,32.28,3.09,0.53,42.33,,,,,,71.07,2.22,65.69,597.18,736.34,,32.83,0.0
2021-08-06 11:00:00,2021-08-06 12:00:00,29.1,62.31,1.7,6.34,8.45,32.66,2.88,0.42,52.92,,,,,,67.66,2.77,44.52,541.16,735.91,,33.03,0.0
2021-08-06 12:00:00,2021-08-06 13:00:00,26.0,57.86,2.18,5.93,8.79,29.15,3.08,0.36,42.98,,,,,,62.55,2.89,53.86,688.15,735.51,,33.36,0.0
2021-08-06 13:00:00,2021-08-06 14:00:00,16.3,40.3,1.4,4.47,6.24,19.44,3.07,0.33,50.64,,,,,,64.32,3.78,84.22,448.72,734.93,,33.33,0.01
2021-08-06 14:00:00,2021-08-06 15:00:00,24.7,58.59,2.08,5.12,7.85,27.97,3.2,0.29,30.19,,,,,,89.53,2.96,102.88,121.55,734.57,,26.7,0.99
2021-08-06 15:00:00,2021-08-06 16:00:00,7.3,17.01,0.96,4.6,5.73,18.31,2.98,0.29,36.81,,,,,,86.34,1.64,62.16,94.58,734.22,,28.23,0.32
2021-08-06 16:00:00,2021-08-06 17:00:00,19.9,37.64,1.04,7.93,8.99,17.93,2.9,0.34,38.52,,,,,,83.23,1.41,141.42,100.64,733.99,,29.03,0.0
2021-08-06 17:00:00,2021-08-06 18:00:00,18.83,43.87,1.16,16.25,17.07,22.12,2.95,0.43,44.66,,,,,,81.39,0.84,103.39,82.73,733.84,,29.7,0.0
2021-08-06 18:00:00,2021-08-06 19:00:00,33.15,79.13,1.04,18.83,19.3,21.82,2.88,0.52,37.85,,,,,,85.25,0.79,262.06,10.63,734.13,,29.37,0.0
2021-08-06 19:00:00,2021-08-06 20:00:00,35.01,89.58,0.83,31.42,30.92,25.72,2.98,0.71,26.49,,,,,,87.58,0.86,271.98,,734.67,,29.02,0.0
2021-08-06 20:00:00,2021-08-06 21:00:00,38.32,100.51,0.91,23.77,23.79,27.18,2.98,0.83,19.32,,,,,,90.05,0.95,228.05,,735.02,,28.66,0.0
2021-08-06 21:00:00,2021-08-06 22:00:00,42.2,97.4,2.28,33.01,17.29,27.87,2.94,0.43,12.14,0.0,,327.68,327.68,,91.34,0.64,252.13,,735.29,,28.51,0.0
2021-08-06 22:00:00,2021-08-06 23:00:00,29.07,71.47,1.79,24.04,25.37,28.24,3.0,0.87,11.02,,,,,,90.69,0.8,296.81,,735.83,,28.35,0.0
2021-08-06 23:00:00,2021-08-07 00:00:00,28.5,73.49,10.04,26.73,39.86,31.85,3.08,0.84,7.64,,,,,,91.12,0.86,304.14,,735.68,,28.26,0.0
2021-08-07 00:00:00,2021-08-07 01:00:00,30.28,103.31,7.04,25.91,34.74,33.01,3.05,0.8,4.61,,,,,,93.02,0.63,222.69,,735.39,,27.88,0.0
2021-08-07 01:00:00,2021-08-07 02:00:00,25.11,72.15,4.34,18.2,23.52,32.62,3.02,0.75,8.28,,,,,,93.2,1.02,273.66,,735.33,,27.73,0.0
2021-08-07 02:00:00,2021-08-07 03:00:00,20.02,46.08,3.39,15.02,19.12,32.63,3.02,0.67,9.79,,,,,,93.15,1.23,321.78,,735.25,,27.64,0.0
2021-08-07 03:00:00,2021-08-07 04:00:00,18.44,44.67,2.27,14.63,17.12,34.98,2.99,0.6,8.93,,,,,,92.95,0.96,141.47,,735.09,,27.69,0.0
2021-08-07 04:00:00,2021-08-07 05:00:00,20.23,55.08,3.22,14.86,18.74,37.75,3.08,0.56,6.51,,,,,,93.68,1.23,329.38,,735.31,,27.62,0.0
2021-08-07 05:00:00,2021-08-07 06:00:00,20.59,52.95,2.61,14.4,17.41,51.33,3.27,0.54,3.98,,,,,,94.22,0.69,167.42,4.72,735.5,,27.58,0.0
2021-08-07 06:00:00,2021-08-07 07:00:00,,,8.72,14.22,26.11,42.67,3.71,0.55,1.01,,,,,,93.37,0.54,262.43,49.69,736.01,,27.95,0.0
2021-08-07 07:00:00,2021-08-07 08:00:00,26.8,67.59,5.23,13.09,19.98,42.73,3.3,0.61,7.4,,,,,,89.69,0.62,270.39,132.26,736.48,,29.12,0.0
2021-08-07 08:00:00,2021-08-07 09:00:00,31.71,71.37,2.77,11.29,14.71,39.84,3.23,0.66,22.89,,,,,,80.59,1.24,204.8,272.8,736.92,,31.15,0.0
2021-08-07 09:00:00,2021-08-07 10:00:00,31.34,68.57,1.33,10.16,11.55,38.15,3.39,0.68,27.12,,,,,,74.16,1.11,146.99,287.62,737.37,,32.09,0.0
2021-08-07 10:00:00,2021-08-07 11:00:00,24.76,59.08,2.12,7.72,10.37,39.94,4.25,0.65,17.66,,,,,,68.16,1.07,92.85,409.83,737.51,,33.34,0.07
2021-08-07 11:00:00,2021-08-07 12:00:00,19.15,95.48,3.95,9.96,15.16,51.77,3.78,0.56,30.62,,,,,,65.02,2.06,94.5,659.94,737.2,,33.99,0.01
2021-08-07 12:00:00,2021-08-07 13:00:00,15.81,33.9,1.8,5.04,7.41,26.07,3.43,0.47,49.4,,,,,,62.72,1.53,107.33,568.97,736.63,,34.56,0.0
2021-08-07 13:00:00,2021-08-07 14:00:00,14.77,32.95,1.38,3.89,5.69,19.14,3.17,0.41,40.47,,,,,,68.14,2.28,122.55,134.67,736.22,,32.74,0.01
2021-08-07 14:00:00,2021-08-07 15:00:00,13.45,33.71,1.15,4.12,5.56,16.39,3.0,0.38,39.47,,,,,,78.47,2.35,173.42,75.66,735.65,,30.58,0.03
2021-08-07 15:00:00,2021-08-07 16:00:00,15.59,28.91,1.12,5.41,6.75,17.34,2.86,0.38,48.18,,,,,,80.76,2.09,299.97,114.55,735.58,,29.58,0.01
2021-08-07 16:00:00,2021-08-07 17:00:00,14.67,29.71,1.64,7.3,9.29,25.01,3.1,0.36,45.2,,,,,,81.98,4.15,326.86,120.99,735.6,,29.1,0.0
2021-08-07 17:00:00,2021-08-07 18:00:00,12.52,51.46,1.73,8.45,10.53,29.19,4.04,0.35,37.23,,,,,,79.96,2.84,236.22,63.2,735.85,,28.82,0.01
2021-08-07 18:00:00,2021-08-07 19:00:00,7.47,33.3,1.54,7.29,9.14,20.57,4.62,0.38,22.48,,,,,,83.51,1.46,105.54,2.23,736.39,,28.43,0.05
2021-08-07 19:00:00,2021-08-07 20:00:00,6.93,20.09,0.93,5.16,6.24,10.34,3.49,0.38,26.29,,,,,,87.11,1.44,151.12,,736.56,,27.14,0.0
2021-08-07 20:00:00,2021-08-07 21:00:00,6.96,10.48,0.58,5.7,6.21,12.68,2.92,0.39,38.63,,,,,,89.13,0.61,206.24,,736.73,,26.77,0.05
2021-08-07 21:00:00,2021-08-07 22:00:00,5.39,22.62,0.78,12.23,12.7,18.21,2.92,0.42,27.52,,,,,,90.62,0.59,269.85,,737.21,,26.82,0.0
2021-08-07 22:00:00,2021-08-07 23:00:00,6.53,8.72,0.78,9.65,10.04,23.52,2.92,0.44,28.1,,,,,,90.4,1.38,281.62,,737.38,,26.95,0.0
2021-08-07 23:00:00,2021-08-08 00:00:00,6.67,16.54,4.19,19.8,24.81,24.38,3.0,0.45,17.29,,,,,,91.8,1.07,267.27,,737.66,,27.12,0.0
2021-08-08 00:00:00,2021-08-08 01:00:00,12.35,48.45,3.41,16.25,20.31,27.96,3.06,0.46,14.01,,,,,,93.42,1.19,297.82,,737.43,,27.0,0.0
2021-08-08 01:00:00,2021-08-08 02:00:00,12.85,36.34,1.89,12.45,14.52,27.3,3.07,0.47,15.96,,,,,,94.22,0.5,195.08,,736.97,,26.81,0.0
2021-08-08 02:00:00,2021-08-08 03:00:00,12.02,28.92,2.56,14.35,17.29,27.03,3.0,0.48,14.68,,,,,,94.74,0.84,273.12,,736.8,,26.79,0.0
2021-08-08 03:00:00,2021-08-08 04:00:00,14.23,59.71,2.78,14.13,17.42,29.62,3.02,0.48,13.82,,,,,,95.0,0.92,251.69,,736.8,,26.8,0.0
2021-08-08 04:00:00,2021-08-08 05:00:00,15.02,49.0,3.79,11.46,16.36,31.5,3.08,0.47,14.23,,,,,,95.11,1.38,301.37,,737.0,,26.85,0.0
2021-08-08 05:00:00,2021-08-08 06:00:00,11.98,35.83,2.13,8.05,10.71,28.29,3.08,0.46,18.34,,,,,,95.01,1.53,317.0,1.34,737.23,,27.0,0.0
2021-08-08 06:00:00,2021-08-08 07:00:00,14.71,28.99,1.83,7.4,9.68,28.48,3.05,0.45,20.33,,,,,,93.25,1.65,323.95,29.32,737.68,,27.29,0.0
2021-08-08 07:00:00,2021-08-08 08:00:00,13.06,31.32,2.96,12.53,16.18,29.19,3.06,0.49,24.47,,,,,,89.99,1.73,241.32,143.03,738.04,,28.19,0.0
2021-08-08 08:00:00,2021-08-08 09:00:00,25.24,74.48,1.82,8.36,10.56,27.15,3.12,0.55,34.8,,,,,,81.3,1.14,89.36,258.93,738.3,,30.41,0.02
2021-08-08 09:00:00,2021-08-08 10:00:00,20.8,49.34,4.06,9.46,14.85,52.68,3.94,0.54,14.84,,,,,,72.23,0.81,123.56,570.67,738.45,,32.77,0.01
2021-08-08 10:00:00,2021-08-08 11:00:00,18.83,41.51,2.08,5.74,8.46,25.93,4.62,0.51,25.89,,,,,,62.78,0.97,129.05,722.96,738.59,,34.59,0.0
2021-08-08 11:00:00,2021-08-08 12:00:00,10.22,31.96,0.95,3.29,4.47,15.65,3.6,0.46,54.39,,,,,,60.64,1.37,157.08,688.66,738.33,,34.55,0.0
2021-08-08 12:00:00,2021-08-08 13:00:00,12.08,26.12,0.89,5.82,6.79,18.68,3.25,0.46,61.47,,,,,,69.47,2.83,312.09,507.34,737.79,,32.82,0.0
2021-08-08 13:00:00,2021-08-08 14:00:00,18.71,50.47,1.04,6.12,7.29,17.19,3.0,0.45,45.29,,,,,,75.45,2.2,307.87,181.27,737.06,,30.52,0.02
2021-08-08 14:00:00,2021-08-08 15:00:00,9.82,26.36,0.76,4.98,5.77,16.76,2.98,0.43,51.73,,,,,,72.51,2.12,310.59,351.38,736.52,,31.77,0.01
2021-08-08 15:00:00,2021-08-08 16:00:00,12.65,33.09,0.7,4.86,5.6,16.89,2.88,0.43,70.39,,,,,,68.09,1.81,296.58,320.69,736.33,,32.97,0.0
