From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2023-01-24 01:00:00,2023-01-24 02:00:00,21.43,68.69,7.42,37.73,27.09,18.21,7.62,0.98,14.04,0.1,89.49,0.18,103.77,33.92,17.74,0.0
2023-01-24 02:00:00,2023-01-24 03:00:00,20.5,66.59,10.47,40.67,31.08,17.66,4.12,1.1,7.78,0.1,92.02,0.16,236.35,34.1,16.04,0.0
2023-01-24 03:00:00,2023-01-24 04:00:00,24.14,68.28,9.58,31.61,25.63,18.05,0.61,1.22,8.82,0.11,94.14,0.19,111.87,34.05,15.64,0.0
2023-01-24 04:00:00,2023-01-24 05:00:00,23.07,64.88,18.33,39.9,36.98,16.49,0.39,1.07,6.03,0.17,94.78,0.15,249.62,34.12,15.69,0.0
2023-01-24 05:00:00,2023-01-24 06:00:00,22.93,74.11,25.59,45.71,45.83,15.19,,1.0,5.12,0.13,95.56,0.14,166.64,34.02,15.4,0.0
2023-01-24 06:00:00,2023-01-24 07:00:00,33.63,80.73,16.35,34.48,32.56,18.91,6.24,1.13,5.81,0.16,96.02,0.26,261.02,36.75,15.69,0.0
2023-01-24 07:00:00,2023-01-24 08:00:00,30.17,76.31,18.96,39.43,37.24,16.81,6.83,1.2,8.44,0.1,92.5,0.24,182.06,62.33,17.6,0.0
2023-01-24 08:00:00,2023-01-24 09:00:00,30.53,78.4,9.11,44.01,31.74,19.87,15.35,1.24,22.22,0.1,75.8,0.39,173.57,85.45,22.26,0.0
2023-01-24 09:00:00,2023-01-24 10:00:00,23.65,73.5,4.98,37.49,25.02,21.71,50.55,1.27,51.83,0.1,57.0,0.33,133.09,53.7,26.72,0.0
2023-01-24 10:00:00,2023-01-24 11:00:00,27.73,71.56,3.16,28.96,19.09,22.58,,1.09,76.58,2.51,38.49,0.29,196.74,66.12,31.66,0.0
2023-01-24 11:00:00,2023-01-24 12:00:00,30.21,68.8,3.14,24.49,16.75,22.08,,0.71,83.56,1.15,32.67,0.43,243.55,79.6,33.89,0.0
2023-01-24 12:00:00,2023-01-24 13:00:00,26.41,59.34,36.88,100.15,83.33,18.21,14.79,0.64,60.19,0.52,28.21,0.38,312.33,70.78,36.0,0.0
2023-01-24 13:00:00,2023-01-24 14:00:00,24.88,51.68,35.63,175.54,121.72,2.13,,0.61,33.09,0.14,26.18,0.47,248.81,152.28,36.16,0.0
2023-01-24 14:00:00,2023-01-24 15:00:00,21.66,54.07,7.53,90.59,54.8,17.84,,0.66,62.59,0.1,27.83,0.57,90.02,145.82,35.94,0.0
2023-01-24 15:00:00,2023-01-24 16:00:00,22.27,55.1,3.54,61.08,36.18,23.17,,0.87,84.03,0.1,28.32,0.36,290.26,72.62,35.35,0.0
2023-01-24 16:00:00,2023-01-24 17:00:00,23.36,59.27,2.71,36.84,22.84,25.45,,0.92,85.25,0.1,32.55,0.31,233.14,46.68,33.98,0.0
2023-01-24 17:00:00,2023-01-24 18:00:00,20.25,59.85,2.63,32.41,20.48,24.98,,0.78,65.12,0.12,42.09,0.22,197.31,36.4,30.36,0.0
2023-01-24 18:00:00,2023-01-24 19:00:00,23.75,64.66,9.86,101.32,62.28,13.85,67.07,1.25,28.14,0.68,52.31,0.37,43.84,34.83,27.5,0.0
2023-01-24 19:00:00,2023-01-24 20:00:00,28.78,106.02,33.5,124.91,93.56,7.89,42.08,1.56,11.49,2.56,61.51,0.31,131.27,34.55,25.39,0.0
2023-01-24 20:00:00,2023-01-24 21:00:00,35.22,182.32,11.38,82.27,53.54,17.04,21.92,1.37,13.82,3.29,73.69,0.15,104.44,34.38,23.17,0.0
2023-01-24 21:00:00,2023-01-24 22:00:00,32.82,116.83,3.26,34.94,22.3,25.54,19.06,0.94,32.18,1.7,75.08,0.19,88.59,34.15,22.39,0.0
2023-01-24 22:00:00,2023-01-24 23:00:00,26.8,46.68,3.15,37.81,23.71,23.8,12.34,0.92,23.01,0.73,79.44,0.2,244.45,34.3,21.16,0.0
2023-01-24 23:00:00,2023-01-25 00:00:00,29.8,43.39,2.96,27.09,17.95,22.9,8.59,0.97,22.57,1.57,83.27,0.19,106.2,34.12,20.41,0.0
2023-01-25 00:00:00,2023-01-25 01:00:00,20.95,31.29,2.99,17.93,13.2,22.37,16.4,0.83,26.11,1.45,83.36,0.16,96.32,34.12,20.02,0.0
2023-01-25 01:00:00,2023-01-25 02:00:00,19.34,28.24,6.38,36.68,25.7,18.1,14.61,0.86,15.22,0.53,86.28,0.14,132.18,34.25,19.15,0.0
2023-01-25 02:00:00,2023-01-25 03:00:00,13.37,38.26,8.34,31.82,24.75,19.02,12.06,1.0,11.38,0.12,90.83,0.19,186.97,34.2,18.3,0.0
2023-01-25 03:00:00,2023-01-25 04:00:00,9.59,52.38,5.41,29.51,21.19,18.32,9.25,0.93,11.33,0.1,91.65,0.19,82.47,34.08,17.87,0.0
2023-01-25 04:00:00,2023-01-25 05:00:00,7.77,43.08,11.95,40.8,32.33,17.6,5.96,0.9,7.43,0.1,92.3,0.21,313.99,34.12,17.27,0.0
2023-01-25 05:00:00,2023-01-25 06:00:00,7.1,44.34,11.16,29.64,25.87,19.71,3.78,0.94,6.42,0.1,93.97,0.18,151.06,34.25,16.65,0.0
2023-01-25 06:00:00,2023-01-25 07:00:00,12.08,60.35,22.86,41.62,41.5,16.03,6.45,0.89,5.29,0.1,94.84,0.19,255.83,36.73,16.41,0.0
2023-01-25 07:00:00,2023-01-25 08:00:00,15.18,80.91,25.06,45.2,45.14,15.18,6.99,0.98,7.08,0.1,88.31,0.23,131.85,54.7,18.67,0.0
2023-01-25 08:00:00,2023-01-25 09:00:00,16.71,80.37,6.15,33.33,23.78,21.98,19.82,0.98,27.06,0.1,67.6,0.29,219.71,78.53,23.71,0.0
2023-01-25 09:00:00,2023-01-25 10:00:00,12.72,49.18,4.08,32.39,21.63,21.42,60.12,1.19,52.78,1.03,51.85,0.3,224.61,54.3,28.16,0.0
2023-01-25 10:00:00,2023-01-25 11:00:00,,,3.94,37.65,24.26,16.32,,0.7,68.53,2.02,34.95,0.4,162.29,66.6,34.4,0.0
2023-01-25 11:00:00,2023-01-25 12:00:00,0.11,19.13,3.64,28.83,19.42,13.74,,0.66,78.2,1.41,30.49,0.46,196.13,84.55,36.24,0.0
2023-01-25 12:00:00,2023-01-25 13:00:00,1.64,24.77,7.46,50.37,33.72,10.92,59.54,0.66,74.07,0.26,28.37,0.55,196.33,69.2,37.4,0.0
2023-01-25 13:00:00,2023-01-25 14:00:00,10.02,40.38,,,,7.55,91.12,0.68,86.48,0.1,27.38,0.56,157.76,153.0,38.07,0.0
2023-01-25 14:00:00,2023-01-25 15:00:00,19.76,40.27,2.98,9.86,8.98,7.7,77.74,0.66,91.73,0.1,27.68,0.37,167.3,164.3,38.32,0.0
2023-01-25 15:00:00,2023-01-25 16:00:00,13.74,33.96,2.78,8.91,8.31,9.86,72.2,0.64,92.08,0.1,28.1,0.45,235.78,79.15,37.63,0.0
2023-01-25 16:00:00,2023-01-25 17:00:00,11.95,31.13,2.73,11.99,9.89,12.01,71.19,0.64,87.68,0.1,31.28,0.51,234.16,52.38,36.11,0.0
2023-01-25 17:00:00,2023-01-25 18:00:00,17.52,32.03,2.74,16.82,12.41,14.18,69.28,0.68,72.3,0.1,40.77,0.29,200.54,36.55,32.62,0.0
2023-01-25 18:00:00,2023-01-25 19:00:00,15.55,66.49,8.08,83.32,51.45,10.08,35.47,1.19,30.51,0.35,54.41,0.45,41.5,34.75,28.88,0.0
2023-01-25 19:00:00,2023-01-25 20:00:00,26.82,161.06,9.94,77.46,49.88,11.72,26.7,1.21,19.49,2.19,63.66,0.31,41.32,34.55,27.04,0.0
2023-01-25 20:00:00,2023-01-25 21:00:00,25.14,143.87,8.14,68.43,43.71,14.65,14.24,1.05,17.84,2.66,72.04,0.19,87.93,34.35,25.2,0.0
2023-01-25 21:00:00,2023-01-25 22:00:00,16.44,105.06,3.58,43.45,27.01,18.96,11.12,0.97,26.4,2.19,75.84,0.22,120.97,34.38,24.12,0.0
2023-01-25 22:00:00,2023-01-25 23:00:00,11.07,78.34,15.46,62.88,46.68,14.21,7.46,0.93,14.05,1.77,79.96,0.11,261.05,34.22,22.99,0.0
2023-01-25 23:00:00,2023-01-26 00:00:00,10.6,79.18,5.98,46.17,30.35,18.79,1.71,0.95,13.5,1.64,83.79,0.1,213.05,34.23,22.39,0.0
2023-01-26 00:00:00,2023-01-26 01:00:00,18.64,75.08,4.18,39.67,25.51,20.5,8.98,0.93,14.44,2.18,86.43,0.22,143.74,34.1,21.65,0.0
2023-01-26 01:00:00,2023-01-26 02:00:00,20.96,90.51,4.34,29.68,20.43,21.03,10.52,0.89,17.44,2.82,88.0,0.24,149.59,34.23,21.04,0.0
2023-01-26 02:00:00,2023-01-26 03:00:00,22.58,61.1,7.96,31.82,24.44,17.86,10.97,0.84,16.64,1.3,88.72,0.24,274.76,34.18,20.82,0.0
2023-01-26 03:00:00,2023-01-26 04:00:00,20.4,49.55,6.1,31.25,22.65,18.2,8.06,0.97,6.92,0.11,92.0,0.18,208.68,34.23,20.74,0.0
2023-01-26 04:00:00,2023-01-26 05:00:00,15.91,52.95,20.32,51.28,44.53,15.05,4.6,0.92,4.64,0.1,93.64,0.21,113.47,34.17,20.25,0.0
2023-01-26 05:00:00,2023-01-26 06:00:00,22.84,100.97,31.76,56.77,56.56,12.74,2.48,0.95,4.72,0.1,94.63,0.12,123.75,34.2,19.53,0.0
2023-01-26 06:00:00,2023-01-26 07:00:00,31.14,95.9,25.91,44.64,45.54,16.79,3.33,0.97,4.82,0.14,95.21,0.17,132.94,35.98,19.24,0.0
2023-01-26 07:00:00,2023-01-26 08:00:00,30.75,99.14,36.26,54.68,59.08,14.48,2.64,1.12,4.57,0.14,92.43,0.13,212.38,55.38,20.6,0.0
2023-01-26 08:00:00,2023-01-26 09:00:00,23.45,93.09,12.86,55.57,40.77,19.98,7.54,1.23,17.79,0.1,74.61,0.24,151.41,77.12,25.78,0.0
2023-01-26 09:00:00,2023-01-26 10:00:00,20.68,85.85,4.68,32.83,22.34,24.94,43.49,1.25,55.26,0.77,55.63,0.32,88.09,53.83,30.35,0.0
2023-01-26 10:00:00,2023-01-26 11:00:00,19.32,67.69,3.01,19.73,14.16,24.99,,1.23,83.18,2.51,43.16,0.43,81.91,65.15,32.54,0.0
2023-01-26 11:00:00,2023-01-26 12:00:00,20.93,58.16,3.1,22.79,15.83,23.59,,1.05,91.02,1.68,38.13,0.4,256.37,81.2,34.75,0.0
2023-01-26 12:00:00,2023-01-26 13:00:00,19.92,51.19,54.09,164.58,130.8,17.98,17.7,0.75,49.93,0.46,32.36,0.48,254.75,72.38,36.87,0.0
2023-01-26 13:00:00,2023-01-26 14:00:00,17.17,51.92,50.52,215.55,154.56,3.15,,0.75,32.83,0.12,30.97,0.57,266.54,135.25,37.89,0.0
2023-01-26 14:00:00,2023-01-26 15:00:00,26.66,59.52,6.79,103.32,60.86,21.37,,0.74,68.16,0.1,29.61,0.4,113.85,146.28,38.04,0.0
2023-01-26 15:00:00,2023-01-26 16:00:00,27.32,59.86,6.72,120.47,69.77,18.29,,0.72,58.79,0.1,29.94,0.37,117.06,79.8,37.59,0.0
2023-01-26 16:00:00,2023-01-26 17:00:00,24.73,56.84,4.37,132.14,73.98,17.09,,0.71,41.32,0.1,33.48,0.24,153.09,51.97,36.57,0.0
2023-01-26 17:00:00,2023-01-26 18:00:00,26.27,56.01,4.18,153.33,84.89,14.03,,0.79,24.84,0.1,44.92,0.18,198.12,36.93,31.29,0.0
2023-01-26 18:00:00,2023-01-26 19:00:00,25.56,76.69,12.22,138.26,83.47,14.37,26.22,0.94,16.84,0.37,60.19,0.23,177.38,34.75,27.23,0.0
2023-01-26 19:00:00,2023-01-26 20:00:00,29.55,99.84,7.68,93.74,56.56,19.18,,1.03,20.55,1.54,69.36,0.33,122.9,34.5,25.35,0.0
2023-01-26 20:00:00,2023-01-26 21:00:00,31.59,111.28,11.58,58.73,41.41,22.67,60.47,1.06,34.93,2.19,72.43,0.13,84.25,34.32,25.74,0.0
2023-01-26 21:00:00,2023-01-26 22:00:00,26.93,87.98,4.2,35.36,23.28,26.39,45.88,0.93,38.88,1.08,76.03,0.17,183.3,34.38,24.67,0.0
2023-01-26 22:00:00,2023-01-26 23:00:00,17.58,83.47,8.93,78.78,49.76,17.88,31.83,0.97,13.41,0.9,82.14,0.07,176.17,34.25,22.93,0.0
2023-01-26 23:00:00,2023-01-27 00:00:00,12.44,92.08,6.94,48.62,32.4,22.0,25.2,1.03,17.64,1.17,85.89,0.23,237.71,34.27,22.35,0.0
2023-01-27 00:00:00,2023-01-27 01:00:00,11.66,72.07,3.26,23.9,16.54,24.99,20.79,0.8,24.72,1.55,86.67,0.17,201.89,34.2,21.66,0.0
2023-01-27 01:00:00,2023-01-27 02:00:00,14.04,64.34,11.67,53.7,38.84,19.32,16.43,0.84,10.05,0.82,89.33,0.15,213.04,34.25,20.66,0.0
2023-01-27 02:00:00,2023-01-27 03:00:00,18.44,79.14,7.07,41.78,28.93,20.79,10.98,1.07,7.15,2.24,91.96,0.21,80.56,34.23,20.0,0.0
2023-01-27 03:00:00,2023-01-27 04:00:00,19.9,73.52,5.8,33.77,23.73,20.49,6.58,0.93,7.19,2.8,93.08,0.2,146.61,34.18,19.01,0.0
2023-01-27 04:00:00,2023-01-27 05:00:00,22.79,68.49,29.09,52.25,52.05,13.88,4.13,0.93,5.7,0.1,93.77,0.18,151.91,34.23,19.23,0.0
2023-01-27 05:00:00,2023-01-27 06:00:00,35.32,79.59,44.73,56.9,67.03,12.24,2.85,0.95,4.66,0.12,94.66,0.21,140.09,34.27,18.09,0.0
2023-01-27 06:00:00,2023-01-27 07:00:00,37.06,103.4,30.19,47.58,50.5,18.37,9.17,1.04,5.28,0.1,95.27,0.2,172.93,35.85,18.07,0.0
2023-01-27 07:00:00,2023-01-27 08:00:00,36.19,108.34,20.54,42.12,39.9,21.21,9.21,1.01,5.9,0.1,92.66,0.24,160.39,54.33,19.44,0.0
2023-01-27 08:00:00,2023-01-27 09:00:00,33.12,96.3,8.62,38.24,28.32,23.99,17.62,1.07,20.33,0.1,78.73,0.31,218.19,71.78,23.06,0.0
2023-01-27 09:00:00,2023-01-27 10:00:00,29.57,86.78,5.02,35.84,24.18,24.78,55.31,0.98,42.48,1.21,63.85,0.3,87.77,58.03,27.45,0.0
2023-01-27 10:00:00,2023-01-27 11:00:00,28.94,76.19,2.94,20.02,14.25,18.95,,0.77,76.9,1.44,47.7,0.3,222.82,68.42,32.28,0.0
2023-01-27 11:00:00,2023-01-27 12:00:00,25.41,68.29,2.92,20.66,14.57,15.79,65.55,0.74,91.48,0.68,40.39,0.25,219.07,83.12,33.96,0.0
2023-01-27 12:00:00,2023-01-27 13:00:00,34.7,67.7,134.18,282.62,257.17,6.98,19.17,0.73,44.48,0.22,36.99,0.8,96.78,79.53,34.96,0.0
2023-01-27 13:00:00,2023-01-27 14:00:00,37.3,72.02,5.47,73.3,44.12,27.35,,0.73,91.48,0.11,32.81,0.55,220.39,135.33,35.44,0.0
2023-01-27 14:00:00,2023-01-27 15:00:00,24.77,70.64,3.05,39.61,24.57,23.51,23.58,0.82,109.61,0.1,32.19,0.65,169.69,146.57,36.11,0.0
2023-01-27 15:00:00,2023-01-27 16:00:00,31.56,74.35,3.41,51.74,31.2,18.49,,0.7,88.04,0.1,33.02,0.53,299.62,83.22,36.08,0.0
2023-01-27 16:00:00,2023-01-27 17:00:00,25.03,63.07,2.8,37.71,23.38,17.34,,0.68,96.0,0.1,35.75,0.46,319.71,53.62,34.7,0.0
2023-01-27 17:00:00,2023-01-27 18:00:00,34.15,65.25,2.59,37.92,23.32,14.68,21.35,0.75,73.24,0.1,43.66,0.36,27.29,37.52,31.5,0.0
2023-01-27 18:00:00,2023-01-27 19:00:00,26.37,72.45,2.67,41.8,25.41,16.34,26.01,0.83,64.19,0.13,54.01,0.18,102.96,34.75,28.07,0.0
2023-01-27 19:00:00,2023-01-27 20:00:00,35.73,85.92,2.82,41.96,25.61,14.68,71.43,0.96,54.81,0.92,64.39,0.19,150.58,34.52,26.02,0.0
2023-01-27 20:00:00,2023-01-27 21:00:00,15.75,88.39,3.09,48.09,29.04,14.95,54.37,0.81,43.73,1.34,74.15,0.23,210.16,34.45,24.5,0.0
2023-01-27 21:00:00,2023-01-27 22:00:00,35.34,85.25,2.97,45.88,27.79,15.72,46.85,0.84,40.54,1.05,78.8,0.21,180.33,34.4,23.91,0.0
2023-01-27 22:00:00,2023-01-27 23:00:00,46.41,86.38,3.01,50.42,30.18,17.55,39.88,0.93,30.84,1.86,82.23,0.24,136.27,34.25,23.17,0.0
2023-01-27 23:00:00,2023-01-28 00:00:00,17.52,89.67,3.48,36.85,23.48,18.15,34.29,0.89,31.46,2.34,83.48,0.1,186.76,34.27,23.01,0.0
2023-01-28 00:00:00,2023-01-28 01:00:00,10.75,78.53,4.82,50.91,31.9,17.84,19.55,0.87,13.51,1.67,90.02,0.14,145.94,34.33,21.42,0.0
2023-01-28 01:00:00,2023-01-28 02:00:00,25.63,82.89,10.86,52.36,37.5,16.49,12.14,0.89,8.25,1.76,92.02,0.18,250.78,34.33,20.83,0.0
2023-01-28 02:00:00,2023-01-28 03:00:00,25.48,84.55,6.95,37.16,26.41,21.32,6.76,0.89,7.5,1.76,93.22,0.24,155.5,34.33,20.21,0.0
2023-01-28 03:00:00,2023-01-28 04:00:00,24.98,89.79,15.02,48.12,38.62,17.81,1.57,0.97,5.31,1.92,94.43,0.19,174.79,34.2,19.83,0.0
2023-01-28 04:00:00,2023-01-28 05:00:00,29.31,101.58,42.65,72.52,73.52,11.12,0.15,1.07,5.4,2.32,95.25,0.13,169.23,34.27,19.61,0.0
2023-01-28 05:00:00,2023-01-28 06:00:00,38.83,115.07,43.91,58.77,67.35,16.01,,1.14,4.88,0.74,95.56,0.2,218.84,34.4,19.01,0.0
2023-01-28 06:00:00,2023-01-28 07:00:00,61.23,139.27,58.33,71.79,85.72,12.87,9.39,1.28,4.6,0.1,96.11,0.24,172.79,36.0,18.83,0.0
2023-01-28 07:00:00,2023-01-28 08:00:00,46.43,158.44,30.52,52.88,53.53,22.28,6.72,1.09,5.74,0.1,94.46,0.24,125.28,55.9,19.9,0.0
2023-01-28 08:00:00,2023-01-28 09:00:00,39.94,133.14,9.17,48.62,34.19,27.4,11.99,1.08,20.79,0.1,82.11,0.34,175.83,71.62,23.29,0.0
2023-01-28 09:00:00,2023-01-28 10:00:00,43.81,114.81,4.79,36.11,24.14,29.5,46.5,1.03,46.23,3.08,66.82,0.43,66.79,60.6,27.22,0.0
2023-01-28 10:00:00,2023-01-28 11:00:00,32.56,92.05,2.72,16.03,11.99,27.12,75.91,0.81,77.36,1.65,53.09,0.41,179.93,70.48,30.46,0.0
2023-01-28 11:00:00,2023-01-28 12:00:00,25.98,56.88,2.64,13.24,10.47,21.32,,0.76,91.5,0.88,45.33,0.49,227.15,84.72,33.0,0.0
2023-01-28 12:00:00,2023-01-28 13:00:00,25.03,50.83,2.73,14.43,11.16,17.85,68.09,0.69,93.17,0.26,37.96,0.32,316.06,72.22,34.8,0.0
2023-01-28 13:00:00,2023-01-28 14:00:00,47.54,57.81,2.63,12.75,10.21,14.91,73.02,0.61,89.57,0.11,33.42,0.53,259.18,131.1,37.03,0.0
2023-01-28 14:00:00,2023-01-28 15:00:00,26.61,56.93,3.09,22.28,15.55,15.6,54.9,0.64,83.49,0.1,30.91,0.82,14.75,151.7,36.28,0.0
2023-01-28 15:00:00,2023-01-28 16:00:00,21.05,52.31,3.17,17.25,12.98,16.16,44.8,0.54,78.92,0.1,31.35,0.97,184.52,88.6,36.3,0.0
2023-01-28 16:00:00,2023-01-28 17:00:00,14.21,54.83,3.15,17.52,13.12,16.63,33.96,0.49,66.52,0.1,32.62,0.71,6.05,54.77,34.74,0.0
2023-01-28 17:00:00,2023-01-28 18:00:00,11.58,50.53,3.38,33.23,21.51,18.09,24.59,0.55,37.19,0.1,39.58,0.21,135.65,37.55,31.14,0.0
2023-01-28 18:00:00,2023-01-28 19:00:00,19.05,59.27,3.46,46.76,28.63,17.59,14.18,0.57,32.84,0.14,49.01,0.26,175.19,34.48,27.18,0.0
2023-01-28 19:00:00,2023-01-28 20:00:00,39.45,65.59,2.69,20.29,14.19,18.73,19.56,0.76,37.41,1.14,58.77,0.22,133.4,34.38,25.47,0.0
2023-01-28 20:00:00,2023-01-28 21:00:00,30.12,51.84,2.66,16.07,11.96,18.85,18.45,0.62,39.61,1.04,66.52,0.37,158.12,34.15,24.04,0.0
2023-01-28 21:00:00,2023-01-28 22:00:00,24.23,46.56,7.23,36.16,26.12,17.67,18.81,0.81,22.5,1.86,74.09,0.18,191.08,34.33,22.51,0.0
2023-01-28 22:00:00,2023-01-28 23:00:00,29.71,47.64,17.31,66.19,49.9,13.93,13.36,0.9,8.96,2.98,79.15,0.27,210.47,34.2,21.31,0.0
2023-01-28 23:00:00,2023-01-29 00:00:00,27.98,72.5,14.44,53.77,41.11,16.14,5.6,0.91,6.31,2.65,85.61,0.27,113.16,34.38,20.1,0.0
2023-01-29 00:00:00,2023-01-29 01:00:00,22.89,101.58,11.12,59.3,41.33,17.36,5.32,0.88,6.54,2.98,87.63,0.21,239.55,34.05,19.42,0.0
2023-01-29 01:00:00,2023-01-29 02:00:00,32.96,119.37,15.04,60.28,44.99,17.4,2.7,0.91,7.27,3.27,89.3,0.16,216.58,34.12,18.91,0.0
2023-01-29 02:00:00,2023-01-29 03:00:00,34.32,125.84,18.61,49.51,42.22,18.46,1.18,0.84,5.81,0.12,91.3,0.19,190.39,34.12,18.34,0.0
2023-01-29 03:00:00,2023-01-29 04:00:00,42.42,131.91,17.66,45.75,39.5,18.78,0.04,0.73,5.79,0.13,91.81,0.12,248.3,34.1,17.88,0.0
2023-01-29 04:00:00,2023-01-29 05:00:00,25.07,114.06,35.88,53.2,58.0,13.86,,0.74,4.87,0.1,93.23,0.1,245.05,34.15,17.38,0.0
2023-01-29 05:00:00,2023-01-29 06:00:00,14.51,115.72,51.23,57.55,72.58,13.33,,0.78,4.69,0.14,94.38,0.18,188.64,34.2,16.91,0.0
2023-01-29 06:00:00,2023-01-29 07:00:00,14.7,130.68,60.32,57.41,79.79,12.76,10.17,0.8,4.39,0.13,95.05,0.11,125.96,36.0,16.65,0.0
2023-01-29 07:00:00,2023-01-29 08:00:00,20.9,136.87,32.61,41.09,49.05,21.32,9.66,0.82,6.29,0.12,91.84,0.3,136.43,55.95,18.11,0.0
2023-01-29 08:00:00,2023-01-29 09:00:00,18.07,123.72,6.6,30.24,22.53,28.71,14.36,0.84,20.62,0.1,72.05,0.15,99.67,71.47,23.78,0.0
2023-01-29 09:00:00,2023-01-29 10:00:00,21.28,101.83,3.48,28.59,19.16,29.85,40.81,1.03,56.56,1.73,58.66,0.54,129.37,60.02,28.16,0.0
2023-01-29 10:00:00,2023-01-29 11:00:00,14.59,83.19,3.38,34.86,22.36,28.5,,1.29,83.16,2.18,51.09,0.74,158.54,68.72,30.82,0.0
2023-01-29 11:00:00,2023-01-29 12:00:00,16.87,76.58,2.74,39.55,24.3,26.16,,1.53,108.2,2.68,43.35,0.57,134.4,88.1,33.05,0.0
2023-01-29 12:00:00,2023-01-29 13:00:00,28.46,75.05,2.75,32.27,20.5,25.12,21.68,0.96,94.94,0.66,36.2,0.39,121.03,73.9,35.26,0.0
2023-01-29 13:00:00,2023-01-29 14:00:00,17.37,70.2,3.21,47.41,28.78,23.1,,0.86,91.17,0.12,33.31,0.19,151.24,116.28,35.44,0.0
2023-01-29 14:00:00,2023-01-29 15:00:00,14.12,64.73,4.88,86.98,50.79,17.8,,0.77,77.24,0.1,29.14,0.34,221.47,136.2,35.37,0.0
2023-01-29 15:00:00,2023-01-29 16:00:00,21.38,59.92,2.94,55.45,32.77,20.66,,0.75,88.07,0.1,30.69,0.29,148.16,77.75,35.51,0.0
2023-01-29 16:00:00,2023-01-29 17:00:00,25.11,53.01,2.34,19.83,13.67,22.94,,0.7,92.49,0.1,34.77,0.29,135.78,52.58,33.77,0.0
2023-01-29 17:00:00,2023-01-29 18:00:00,30.77,55.5,2.37,37.31,22.82,22.63,79.05,0.72,72.49,0.11,43.98,0.17,121.84,36.88,30.58,0.0
2023-01-29 18:00:00,2023-01-29 19:00:00,18.71,64.5,2.42,25.15,16.5,22.6,52.85,0.76,60.85,0.34,60.39,0.15,126.15,34.67,26.75,0.0
2023-01-29 19:00:00,2023-01-29 20:00:00,31.19,110.27,10.3,88.25,55.8,13.42,36.88,1.28,19.09,1.89,68.29,0.2,117.59,34.42,25.59,0.0
2023-01-29 20:00:00,2023-01-29 21:00:00,80.55,225.98,16.62,96.99,65.44,11.47,19.41,1.14,11.59,2.75,75.26,0.21,189.17,34.25,24.72,0.0
2023-01-29 21:00:00,2023-01-29 22:00:00,32.9,150.01,5.79,57.27,36.0,20.21,14.99,1.02,18.47,1.77,80.36,0.3,63.11,34.23,23.95,0.0
2023-01-29 22:00:00,2023-01-29 23:00:00,1.71,143.19,2.77,29.23,18.93,23.46,10.77,0.85,26.02,1.12,82.9,0.38,100.87,34.08,22.74,0.0
2023-01-29 23:00:00,2023-01-30 00:00:00,6.81,98.42,4.81,36.15,24.18,21.55,7.26,0.8,21.12,2.57,83.5,0.23,71.61,34.1,21.95,0.0
2023-01-30 00:00:00,2023-01-30 01:00:00,4.1,89.56,5.5,32.24,22.69,20.19,11.38,0.74,18.77,0.61,85.85,0.18,40.53,34.05,22.68,0.0
2023-01-30 01:00:00,2023-01-30 02:00:00,1.63,52.84,3.81,27.86,19.05,21.81,9.78,0.77,13.4,0.65,89.89,0.2,201.75,34.25,20.78,0.0
2023-01-30 02:00:00,2023-01-30 03:00:00,3.48,44.25,5.49,30.0,21.51,20.64,7.17,0.77,10.43,0.71,91.65,0.19,198.41,34.15,19.91,0.0
2023-01-30 03:00:00,2023-01-30 04:00:00,7.4,45.17,8.13,34.82,26.15,18.31,4.3,0.77,8.46,0.1,92.11,0.13,195.25,34.15,18.67,0.0
2023-01-30 04:00:00,2023-01-30 05:00:00,24.04,48.43,15.57,44.73,37.28,16.99,0.7,0.87,6.36,0.1,93.33,0.17,244.69,34.12,18.07,0.0
2023-01-30 05:00:00,2023-01-30 06:00:00,14.63,112.77,33.07,52.12,55.19,13.98,0.81,0.89,4.75,0.1,94.36,0.23,186.6,34.17,17.54,0.0
2023-01-30 06:00:00,2023-01-30 07:00:00,35.96,164.11,38.07,48.2,57.15,15.49,9.36,0.94,4.48,0.1,95.2,0.27,145.16,36.0,17.18,0.0
2023-01-30 07:00:00,2023-01-30 08:00:00,38.73,161.81,41.18,54.85,63.12,15.48,8.52,1.04,4.89,0.1,92.19,0.29,189.14,53.12,18.84,0.0
2023-01-30 08:00:00,2023-01-30 09:00:00,37.05,138.0,8.3,43.68,30.91,23.83,12.81,1.09,21.85,0.1,74.0,0.28,163.4,69.15,23.26,0.0
2023-01-30 09:00:00,2023-01-30 10:00:00,22.68,91.59,3.94,37.49,24.18,25.69,50.22,1.08,64.63,1.81,53.12,0.28,138.58,61.47,27.81,0.0
2023-01-30 10:00:00,2023-01-30 11:00:00,28.59,67.3,4.05,50.65,31.15,23.49,,1.26,81.79,3.22,46.2,0.68,168.22,70.12,30.84,0.0
2023-01-30 11:00:00,2023-01-30 12:00:00,18.09,71.85,3.16,46.27,28.14,21.26,,1.5,113.54,2.06,42.92,0.43,170.69,87.95,32.63,0.0
