From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (ug/m3),RF (mm),AT (degree C)
2023-01-20 01:00:00,2023-01-20 02:00:00,62.8,116.12,3.15,16.47,12.56,17.34,9.96,0.94,6.49,0.71,99.93,0.15,109.33,22.98,0.0,15.36
2023-01-20 02:00:00,2023-01-20 03:00:00,59.43,105.14,4.1,17.86,14.05,17.37,7.8,0.87,4.28,0.74,,0.21,108.94,23.02,0.0,14.88
2023-01-20 03:00:00,2023-01-20 04:00:00,59.34,87.61,2.75,14.45,11.18,17.5,7.25,0.93,9.31,0.71,,0.2,48.94,23.0,0.0,14.33
2023-01-20 04:00:00,2023-01-20 05:00:00,49.99,58.64,3.33,14.53,11.7,17.75,8.68,0.9,5.46,0.72,,0.17,131.9,22.98,0.0,13.87
2023-01-20 05:00:00,2023-01-20 06:00:00,44.07,45.27,2.91,10.45,9.22,17.71,7.85,0.83,10.45,0.71,,0.19,174.96,23.05,0.0,13.51
2023-01-20 06:00:00,2023-01-20 07:00:00,40.51,51.05,12.35,13.02,18.13,17.64,6.79,0.93,3.99,0.72,,0.18,69.26,28.42,0.0,13.0
2023-01-20 07:00:00,2023-01-20 08:00:00,39.54,67.25,16.01,20.25,24.85,18.2,6.77,1.09,6.75,0.76,99.76,0.23,61.2,75.25,0.05,13.73
2023-01-20 08:00:00,2023-01-20 09:00:00,37.95,76.78,7.16,14.11,15.11,18.57,9.79,0.83,32.5,0.74,89.1,0.34,220.06,153.15,0.0,16.17
2023-01-20 09:00:00,2023-01-20 10:00:00,39.98,67.83,4.3,20.55,15.62,18.13,30.98,1.01,56.94,0.72,75.31,0.65,67.45,306.35,0.0,19.64
2023-01-20 10:00:00,2023-01-20 11:00:00,40.39,65.99,5.61,35.05,24.24,17.73,39.31,1.31,60.83,0.84,67.62,0.6,165.12,402.15,0.0,22.25
2023-01-20 11:00:00,2023-01-20 12:00:00,63.19,132.2,,,,17.99,72.68,1.26,85.88,0.83,62.78,0.32,324.88,472.67,0.0,24.58
2023-01-20 12:00:00,2023-01-20 13:00:00,63.92,132.6,,,,17.54,11.19,1.0,127.25,0.76,57.66,0.32,81.85,525.62,0.0,26.25
2023-01-20 13:00:00,2023-01-20 14:00:00,65.73,133.49,3.47,20.67,15.01,16.93,80.63,0.84,145.13,0.71,53.05,0.29,123.51,479.4,0.0,27.22
2023-01-20 14:00:00,2023-01-20 15:00:00,63.45,130.44,3.07,18.46,13.54,16.49,,0.79,145.77,0.68,51.08,0.3,207.53,285.73,0.0,27.18
2023-01-20 15:00:00,2023-01-20 16:00:00,59.55,121.82,2.83,11.54,9.73,15.98,57.8,0.7,144.86,0.69,46.07,0.36,227.52,276.35,0.0,27.75
2023-01-20 16:00:00,2023-01-20 17:00:00,51.86,108.22,2.64,11.78,9.7,15.61,53.61,0.72,132.88,0.67,53.99,0.19,162.1,108.98,0.0,26.44
2023-01-20 17:00:00,2023-01-20 18:00:00,52.44,98.81,2.58,15.1,11.39,15.51,50.34,0.76,101.96,0.68,72.08,0.21,25.21,30.42,0.0,23.43
2023-01-20 18:00:00,2023-01-20 19:00:00,57.87,106.2,9.22,32.52,27.94,15.55,40.48,1.02,50.31,0.69,84.74,0.3,29.25,23.1,0.0,21.28
2023-01-20 19:00:00,2023-01-20 20:00:00,63.71,171.83,13.89,60.88,45.41,15.98,31.94,1.65,8.04,0.85,91.56,0.21,156.93,22.93,0.0,19.72
2023-01-20 20:00:00,2023-01-20 21:00:00,77.16,312.68,4.29,36.8,24.09,16.14,17.57,1.37,10.62,0.79,95.54,0.14,88.88,22.9,0.0,18.65
2023-01-20 21:00:00,2023-01-20 22:00:00,71.46,169.36,14.95,40.11,34.37,16.45,13.04,1.44,4.54,0.82,96.34,0.2,133.53,22.8,0.0,18.15
2023-01-20 22:00:00,2023-01-20 23:00:00,74.98,187.68,3.13,22.98,15.95,16.65,11.23,1.14,10.91,0.76,98.45,0.14,154.45,22.9,0.0,17.44
2023-01-20 23:00:00,2023-01-21 00:00:00,68.41,116.23,4.01,16.25,13.14,16.57,10.29,1.01,13.88,0.74,98.97,0.2,197.21,22.82,0.0,16.88
2023-01-21 00:00:00,2023-01-21 01:00:00,60.6,89.97,6.89,17.54,16.12,16.39,9.56,0.95,12.68,0.73,99.62,0.22,85.14,23.0,0.0,16.32
2023-01-21 01:00:00,2023-01-21 02:00:00,56.1,99.5,5.71,23.2,18.14,16.51,7.69,0.95,6.62,0.72,,0.36,76.45,23.02,0.0,15.71
2023-01-21 02:00:00,2023-01-21 03:00:00,56.39,104.85,3.41,20.11,14.68,16.55,6.36,0.94,5.04,0.72,,0.18,159.7,22.85,0.0,15.24
2023-01-21 03:00:00,2023-01-21 04:00:00,48.68,89.3,3.03,18.32,13.43,16.59,6.79,0.95,15.39,0.73,,0.3,229.57,23.7,0.0,15.12
2023-01-21 04:00:00,2023-01-21 05:00:00,36.83,70.1,2.7,11.21,9.45,16.39,9.0,0.94,19.55,0.73,,0.29,238.38,23.5,0.0,14.58
2023-01-21 05:00:00,2023-01-21 06:00:00,32.8,48.32,3.02,9.62,8.88,16.23,9.88,0.92,24.42,0.72,,0.28,202.13,23.57,0.0,14.48
2023-01-21 06:00:00,2023-01-21 07:00:00,28.75,41.09,3.57,10.25,9.64,16.12,10.96,0.97,23.73,0.73,,0.23,210.69,27.7,0.0,14.16
2023-01-21 07:00:00,2023-01-21 08:00:00,27.44,30.59,7.12,12.74,14.89,16.03,10.15,1.01,19.04,0.74,,0.18,217.56,65.88,0.0,14.44
2023-01-21 08:00:00,2023-01-21 09:00:00,24.85,33.12,7.03,13.93,14.52,16.12,10.24,1.07,20.47,0.75,,0.3,221.44,140.9,0.0,15.28
2023-01-21 09:00:00,2023-01-21 10:00:00,25.8,48.25,5.61,14.68,13.61,16.2,11.21,1.14,29.3,0.77,,0.44,244.45,300.67,0.0,17.49
2023-01-21 10:00:00,2023-01-21 11:00:00,35.72,72.87,7.99,17.49,16.72,15.99,37.73,1.11,69.69,0.76,78.04,0.32,199.62,439.1,0.0,22.04
2023-01-21 11:00:00,2023-01-21 12:00:00,41.55,79.33,4.81,25.64,18.69,15.98,76.93,1.06,102.81,0.75,62.01,0.45,235.12,510.57,0.0,25.32
2023-01-21 12:00:00,2023-01-21 13:00:00,46.6,103.63,3.97,24.84,17.6,17.48,17.92,1.14,133.49,0.74,54.0,0.38,123.01,533.85,0.0,27.14
2023-01-21 13:00:00,2023-01-21 14:00:00,53.36,126.68,3.13,15.39,11.98,17.44,65.5,0.94,148.27,0.76,45.21,0.49,216.66,490.68,0.0,28.1
2023-01-21 14:00:00,2023-01-21 15:00:00,50.05,107.05,2.73,9.53,8.6,17.34,42.52,0.72,145.86,0.68,43.29,0.5,224.65,411.1,0.0,28.53
2023-01-21 15:00:00,2023-01-21 16:00:00,46.2,78.13,2.76,9.78,8.76,17.15,39.32,0.67,139.18,0.67,45.65,0.53,303.26,275.25,0.0,28.34
2023-01-21 16:00:00,2023-01-21 17:00:00,42.96,75.21,2.7,9.94,8.79,17.01,33.32,0.66,127.6,0.68,50.45,0.35,243.21,120.33,0.0,27.35
2023-01-21 17:00:00,2023-01-21 18:00:00,43.9,115.72,3.85,40.23,26.08,14.15,28.46,0.91,69.52,0.7,66.14,0.33,34.9,31.68,0.0,24.16
2023-01-21 18:00:00,2023-01-21 19:00:00,57.77,285.35,9.3,62.6,43.13,12.5,22.0,1.43,8.38,0.8,83.57,0.46,17.33,23.15,0.0,21.52
2023-01-21 19:00:00,2023-01-21 20:00:00,73.62,368.73,3.8,40.31,25.54,12.58,15.66,1.23,14.88,0.81,90.44,0.2,51.77,22.95,0.0,19.87
2023-01-21 20:00:00,2023-01-21 21:00:00,66.91,147.59,4.29,31.39,21.27,12.65,12.78,1.14,12.55,0.77,94.87,0.18,81.62,22.75,0.0,18.65
2023-01-21 21:00:00,2023-01-21 22:00:00,65.18,162.27,21.7,34.93,37.08,13.06,11.6,1.35,5.0,0.81,94.72,0.25,112.36,22.73,0.0,18.1
2023-01-21 22:00:00,2023-01-21 23:00:00,67.73,181.82,3.51,21.0,15.23,13.34,9.62,1.01,8.24,0.75,96.72,0.15,120.13,22.83,0.0,17.15
2023-01-21 23:00:00,2023-01-22 00:00:00,61.23,104.13,4.38,15.25,12.92,13.22,8.52,0.91,13.42,0.72,98.91,0.13,95.7,22.88,0.0,16.65
2023-01-22 00:00:00,2023-01-22 01:00:00,56.71,96.25,6.88,22.56,18.74,13.31,7.26,0.98,2.69,0.73,99.56,0.24,45.03,22.88,0.0,16.18
2023-01-22 01:00:00,2023-01-22 02:00:00,54.02,112.95,4.44,16.76,13.75,13.47,6.17,0.82,5.78,0.73,,0.17,169.79,22.9,0.0,15.52
2023-01-22 02:00:00,2023-01-22 03:00:00,49.86,96.98,3.86,13.71,11.69,13.38,6.23,0.79,9.27,0.71,,0.22,194.21,22.83,0.0,15.11
2023-01-22 03:00:00,2023-01-22 04:00:00,47.23,69.04,2.96,11.63,9.88,13.27,5.51,0.76,5.47,0.71,,0.16,171.87,23.02,0.0,14.7
2023-01-22 04:00:00,2023-01-22 05:00:00,38.15,51.32,3.94,12.85,11.31,13.24,6.56,0.84,2.7,0.72,,0.32,34.97,23.02,0.0,14.22
2023-01-22 05:00:00,2023-01-22 06:00:00,37.02,57.33,5.26,14.94,13.46,13.3,6.19,0.98,3.57,0.74,,0.63,17.72,23.48,0.0,13.95
2023-01-22 06:00:00,2023-01-22 07:00:00,35.12,64.38,12.79,21.0,22.66,13.47,6.18,1.19,1.6,0.81,,0.21,15.19,28.55,0.05,13.88
2023-01-22 07:00:00,2023-01-22 08:00:00,36.01,63.03,14.18,17.13,21.75,13.97,5.66,1.15,2.11,0.83,,0.15,171.47,72.75,0.0,14.16
2023-01-22 08:00:00,2023-01-22 09:00:00,36.7,63.1,10.27,22.38,21.33,14.38,6.76,1.03,16.73,0.81,92.14,0.19,88.88,144.0,0.0,17.16
2023-01-22 09:00:00,2023-01-22 10:00:00,41.39,83.46,6.77,31.28,23.21,14.29,39.61,1.15,41.74,0.78,69.76,0.22,77.93,335.85,0.0,22.03
2023-01-22 10:00:00,2023-01-22 11:00:00,46.84,122.55,8.29,46.69,32.48,13.88,,1.25,69.15,0.86,54.94,0.18,210.48,449.07,0.0,24.96
2023-01-22 11:00:00,2023-01-22 12:00:00,48.16,131.43,5.53,27.87,20.62,13.42,69.67,0.79,101.08,0.74,46.62,0.25,76.74,535.2,0.0,27.02
2023-01-22 12:00:00,2023-01-22 13:00:00,45.34,101.46,3.34,17.22,13.11,12.38,58.86,0.6,119.48,0.68,39.74,0.2,97.86,585.05,0.0,28.57
2023-01-22 13:00:00,2023-01-22 14:00:00,44.15,92.53,3.31,17.44,13.2,12.19,73.62,0.53,125.97,0.66,35.51,0.27,74.51,540.02,0.0,29.22
2023-01-22 14:00:00,2023-01-22 15:00:00,42.12,70.97,3.34,17.89,13.46,11.98,70.85,0.5,132.09,0.65,34.46,0.27,125.56,418.88,0.0,29.27
2023-01-22 15:00:00,2023-01-22 16:00:00,36.87,56.75,2.9,17.84,13.08,11.89,62.62,0.46,127.12,0.65,34.2,0.26,51.03,265.07,0.0,28.94
2023-01-22 16:00:00,2023-01-22 17:00:00,32.85,57.21,2.88,30.07,19.45,11.91,63.54,0.47,103.84,0.64,38.71,0.24,64.2,117.85,0.0,27.55
2023-01-22 17:00:00,2023-01-22 18:00:00,37.17,68.12,2.73,31.05,19.84,12.01,45.68,0.6,65.55,0.65,60.04,0.31,106.14,32.05,0.0,24.17
2023-01-22 18:00:00,2023-01-22 19:00:00,40.31,99.37,2.83,37.84,23.47,12.05,29.07,0.78,31.6,0.7,75.32,0.34,13.81,23.12,0.0,21.14
2023-01-22 19:00:00,2023-01-22 20:00:00,41.7,102.22,2.76,38.46,23.74,12.17,23.4,0.81,38.01,0.7,75.44,0.24,46.05,22.83,0.0,19.7
2023-01-22 20:00:00,2023-01-22 21:00:00,42.08,129.99,17.23,48.21,40.44,12.4,15.59,1.23,10.57,0.73,84.05,0.18,93.93,22.8,0.0,18.42
2023-01-22 21:00:00,2023-01-22 22:00:00,50.78,200.09,4.5,24.54,17.86,12.9,11.73,0.85,18.08,0.73,91.54,0.13,149.11,22.7,0.0,17.35
2023-01-22 22:00:00,2023-01-22 23:00:00,46.62,90.11,4.3,23.85,17.34,12.85,9.27,0.87,6.91,0.73,95.96,0.14,108.45,22.77,0.0,16.57
2023-01-22 23:00:00,2023-01-23 00:00:00,46.06,79.32,3.98,20.87,15.53,12.8,7.75,0.77,11.08,0.71,95.68,0.21,55.0,22.75,0.0,15.89
2023-01-23 00:00:00,2023-01-23 01:00:00,42.15,86.48,6.51,24.09,19.24,12.87,7.17,0.81,6.06,0.76,95.61,0.25,34.08,22.7,0.0,15.47
2023-01-23 01:00:00,2023-01-23 02:00:00,44.71,101.35,4.48,20.42,15.69,12.98,5.77,0.79,9.44,0.45,98.11,0.18,77.13,22.75,0.0,14.89
2023-01-23 02:00:00,2023-01-23 03:00:00,44.62,77.56,2.86,11.11,9.53,12.87,4.89,0.7,8.48,0.72,99.34,0.24,149.9,22.73,0.0,14.39
2023-01-23 03:00:00,2023-01-23 04:00:00,38.93,54.33,3.17,12.1,10.29,12.88,4.09,0.69,5.29,0.71,,0.22,140.89,22.82,0.0,14.1
2023-01-23 04:00:00,2023-01-23 05:00:00,31.75,43.54,3.34,13.45,11.14,12.93,6.7,0.77,7.08,0.7,,0.26,34.33,22.85,0.0,13.76
2023-01-23 05:00:00,2023-01-23 06:00:00,32.2,57.72,4.1,13.32,11.68,12.98,5.68,0.8,3.54,0.71,,0.22,31.48,22.82,0.0,13.38
2023-01-23 06:00:00,2023-01-23 07:00:00,40.11,84.08,17.29,15.08,23.17,13.24,5.12,0.88,2.2,0.74,,0.2,84.34,28.45,0.0,12.97
2023-01-23 07:00:00,2023-01-23 08:00:00,41.58,118.01,12.85,12.23,18.09,13.94,4.81,0.85,3.0,0.75,,0.25,175.29,70.28,0.0,13.28
2023-01-23 08:00:00,2023-01-23 09:00:00,42.4,99.48,13.68,21.93,23.86,14.53,6.74,1.09,11.74,0.77,93.02,0.35,201.63,138.12,0.0,16.18
2023-01-23 09:00:00,2023-01-23 10:00:00,45.82,105.68,7.17,26.68,21.12,14.62,25.0,1.16,47.29,0.82,75.86,0.41,239.6,387.1,0.0,20.34
2023-01-23 10:00:00,2023-01-23 11:00:00,51.8,118.77,6.08,30.57,22.27,13.82,58.81,1.08,76.45,0.81,56.97,0.37,236.09,501.53,0.0,24.47
2023-01-23 11:00:00,2023-01-23 12:00:00,54.9,119.54,8.03,39.57,28.55,13.29,,0.97,87.21,0.75,42.81,0.3,210.93,588.98,0.0,27.24
2023-01-23 12:00:00,2023-01-23 13:00:00,50.74,111.44,4.84,31.15,21.59,12.51,20.37,0.77,108.87,0.71,33.21,0.27,80.34,641.67,0.0,28.68
2023-01-23 13:00:00,2023-01-23 14:00:00,50.48,85.49,3.75,24.01,16.99,12.32,65.91,0.69,125.07,0.68,29.33,0.35,191.46,585.1,0.0,29.49
2023-01-23 14:00:00,2023-01-23 15:00:00,45.42,66.39,3.27,19.21,14.09,12.13,,0.74,143.2,0.68,29.12,0.32,172.13,447.6,0.0,29.77
2023-01-23 15:00:00,2023-01-23 16:00:00,40.41,96.02,3.22,28.61,18.96,12.2,62.27,0.77,131.36,0.68,31.7,0.33,128.47,279.6,0.0,29.46
2023-01-23 16:00:00,2023-01-23 17:00:00,46.07,118.7,3.04,30.86,20.0,12.53,68.16,1.12,99.05,0.84,36.15,0.2,50.28,129.1,0.0,28.07
2023-01-23 17:00:00,2023-01-23 18:00:00,63.16,149.04,2.85,38.15,23.65,12.36,46.88,0.78,79.23,0.76,44.66,0.34,21.12,33.3,0.0,24.86
2023-01-23 18:00:00,2023-01-23 19:00:00,58.35,141.53,3.23,51.34,30.84,12.42,35.21,0.83,30.55,0.73,69.94,0.41,20.54,23.18,0.0,21.43
2023-01-23 19:00:00,2023-01-23 20:00:00,55.34,128.68,2.96,48.33,29.06,12.56,31.04,0.77,28.31,0.71,72.96,0.39,11.5,22.85,0.0,19.39
2023-01-23 20:00:00,2023-01-23 21:00:00,49.15,104.61,7.2,42.17,29.24,12.51,23.9,0.96,26.48,0.68,75.44,0.2,63.83,22.75,0.0,18.29
2023-01-23 21:00:00,2023-01-23 22:00:00,48.25,108.72,12.25,35.73,29.92,12.44,16.34,0.89,13.77,0.71,85.02,0.17,81.67,22.73,0.0,16.69
2023-01-23 22:00:00,2023-01-23 23:00:00,44.73,107.62,8.48,32.64,25.29,12.75,12.76,0.88,5.31,0.71,92.34,0.12,139.61,22.55,0.0,15.8
2023-01-23 23:00:00,2023-01-24 00:00:00,45.21,106.24,3.32,17.86,13.42,12.81,11.18,0.79,13.91,0.73,94.2,0.17,81.39,22.62,0.0,14.92
2023-01-24 00:00:00,2023-01-24 01:00:00,40.86,84.04,2.78,18.49,13.33,12.6,11.55,0.76,10.61,0.77,94.97,0.17,102.64,22.5,0.0,14.18
2023-01-24 01:00:00,2023-01-24 02:00:00,38.87,83.02,2.83,14.61,11.34,12.37,9.02,0.74,9.6,0.72,98.34,0.21,67.73,22.6,0.0,13.54
2023-01-24 02:00:00,2023-01-24 03:00:00,37.18,76.65,4.1,16.57,13.38,12.28,7.42,0.8,4.76,0.74,98.47,0.24,41.88,22.6,0.0,13.18
2023-01-24 03:00:00,2023-01-24 04:00:00,35.6,73.61,2.99,12.18,10.19,12.38,6.52,0.85,5.68,0.74,99.73,0.15,97.59,22.68,0.0,12.74
2023-01-24 04:00:00,2023-01-24 05:00:00,30.47,67.28,3.69,9.41,9.3,12.3,8.94,0.78,2.48,0.73,,0.26,152.75,22.68,0.0,12.07
2023-01-24 05:00:00,2023-01-24 06:00:00,31.02,63.47,16.32,14.41,22.05,12.52,8.88,0.82,1.08,0.74,,0.39,24.66,22.77,0.0,11.88
2023-01-24 06:00:00,2023-01-24 07:00:00,35.32,70.02,14.86,15.76,21.59,13.11,8.24,0.96,1.35,0.77,,0.17,95.25,28.42,0.0,11.55
2023-01-24 07:00:00,2023-01-24 08:00:00,38.61,79.36,25.64,15.76,29.62,13.82,8.48,1.0,1.75,0.79,99.21,0.12,147.91,63.92,0.0,12.38
2023-01-24 08:00:00,2023-01-24 09:00:00,41.6,89.88,14.63,22.14,24.73,14.54,10.49,0.94,14.41,0.77,88.56,0.4,199.17,126.03,0.0,16.48
2023-01-24 09:00:00,2023-01-24 10:00:00,41.73,102.56,5.61,17.92,15.3,14.4,40.47,0.88,49.56,0.73,69.56,0.4,250.44,410.9,0.0,20.47
2023-01-24 10:00:00,2023-01-24 11:00:00,43.28,99.74,6.32,31.1,22.75,13.34,,0.97,73.35,0.79,47.4,0.27,166.01,527.2,0.0,24.83
2023-01-24 11:00:00,2023-01-24 12:00:00,45.08,99.49,5.44,28.03,20.44,12.69,,0.77,93.87,0.72,35.77,0.17,65.84,603.92,0.0,27.51
2023-01-24 12:00:00,2023-01-24 13:00:00,41.5,93.25,3.63,18.5,14.0,12.42,55.89,0.59,113.23,0.68,30.8,0.2,137.35,660.12,0.0,28.86
2023-01-24 13:00:00,2023-01-24 14:00:00,36.55,86.89,3.7,14.02,11.73,12.3,72.97,0.49,122.41,0.65,28.09,0.34,132.38,587.38,0.0,29.71
2023-01-24 14:00:00,2023-01-24 15:00:00,33.27,78.53,3.55,18.37,14.2,12.22,76.37,0.56,130.66,0.66,29.48,0.34,162.55,433.65,0.0,30.04
2023-01-24 15:00:00,2023-01-24 16:00:00,31.09,77.97,2.85,14.01,11.04,12.36,74.3,0.5,134.98,0.66,30.76,0.26,155.5,235.1,0.0,29.49
2023-01-24 16:00:00,2023-01-24 17:00:00,29.5,73.87,2.67,10.92,9.28,12.39,68.66,0.51,123.71,0.65,38.56,0.34,106.94,101.28,0.0,27.94
2023-01-24 17:00:00,2023-01-24 18:00:00,31.46,82.06,4.25,40.44,27.48,12.78,52.36,0.79,63.32,0.68,51.12,0.21,36.3,32.32,0.0,25.38
2023-01-24 18:00:00,2023-01-24 19:00:00,38.83,115.92,3.64,28.07,19.02,13.24,36.68,0.79,39.1,0.75,71.97,0.26,34.99,23.35,0.0,22.92
2023-01-24 19:00:00,2023-01-24 20:00:00,46.07,140.51,6.63,38.29,26.75,12.88,34.59,1.01,28.68,0.69,73.75,0.49,16.72,23.2,0.0,21.55
2023-01-24 20:00:00,2023-01-24 21:00:00,44.17,161.13,6.3,38.86,26.79,12.75,19.33,1.03,19.9,0.74,77.51,0.36,104.62,22.9,0.0,20.12
2023-01-24 21:00:00,2023-01-24 22:00:00,49.52,195.55,10.99,39.23,30.74,12.94,18.15,0.95,6.73,0.74,84.85,0.15,111.98,22.95,0.0,18.49
2023-01-24 22:00:00,2023-01-24 23:00:00,55.95,268.09,3.63,25.26,17.55,13.07,14.16,0.79,9.17,0.71,90.91,0.13,82.59,22.75,0.0,17.56
2023-01-24 23:00:00,2023-01-25 00:00:00,45.23,96.14,3.1,16.14,12.35,12.91,10.16,0.71,6.47,0.69,93.71,0.12,142.31,22.83,0.0,16.57
2023-01-25 00:00:00,2023-01-25 01:00:00,33.55,67.2,3.12,15.98,12.28,12.73,9.25,0.71,10.14,0.71,96.64,0.15,180.42,22.6,0.0,16.0
2023-01-25 01:00:00,2023-01-25 02:00:00,30.74,64.27,3.19,15.37,12.02,12.68,8.69,0.7,5.66,0.71,97.61,0.27,45.25,22.88,0.0,15.61
2023-01-25 02:00:00,2023-01-25 03:00:00,31.38,55.96,4.65,19.36,15.28,12.74,7.57,0.71,5.41,0.71,96.94,0.24,26.92,22.73,0.0,15.17
2023-01-25 03:00:00,2023-01-25 04:00:00,30.16,59.19,7.0,14.99,14.88,12.73,5.48,0.71,1.83,0.71,98.79,0.18,84.87,22.77,0.0,14.52
2023-01-25 04:00:00,2023-01-25 05:00:00,27.07,52.79,6.88,12.88,13.68,12.81,8.69,0.7,2.13,0.7,99.01,0.24,17.66,22.78,0.0,14.22
2023-01-25 05:00:00,2023-01-25 06:00:00,28.66,67.53,14.32,16.26,21.41,13.03,9.29,0.77,1.57,0.71,98.82,0.19,73.42,22.82,0.0,14.04
2023-01-25 06:00:00,2023-01-25 07:00:00,29.26,93.19,6.83,12.91,13.66,13.41,8.67,0.73,2.03,0.71,99.76,0.22,110.62,28.63,0.0,13.67
2023-01-25 07:00:00,2023-01-25 08:00:00,32.04,77.62,19.06,19.46,26.89,13.47,8.82,0.97,3.67,0.72,97.16,0.2,180.09,65.83,0.0,14.73
2023-01-25 08:00:00,2023-01-25 09:00:00,31.73,77.85,8.69,22.05,19.92,13.86,16.48,0.83,23.44,0.77,75.42,0.36,293.22,119.77,0.0,18.83
2023-01-25 09:00:00,2023-01-25 10:00:00,30.71,113.18,5.11,19.55,15.74,13.56,38.98,0.78,67.09,0.72,50.17,0.57,179.24,410.42,0.0,23.57
2023-01-25 10:00:00,2023-01-25 11:00:00,34.42,114.74,4.79,25.39,18.54,12.7,,0.84,86.33,0.73,40.06,0.55,13.75,521.08,0.0,26.43
2023-01-25 11:00:00,2023-01-25 12:00:00,38.44,133.79,7.02,42.02,29.02,12.3,57.69,0.94,89.44,0.76,36.32,0.36,156.52,574.38,0.0,28.35
2023-01-25 12:00:00,2023-01-25 13:00:00,39.06,135.18,6.8,49.26,32.62,12.93,67.8,0.97,89.27,0.73,32.86,0.35,163.67,608.45,0.0,29.59
2023-01-25 13:00:00,2023-01-25 14:00:00,40.8,97.66,7.32,46.15,31.75,12.89,65.38,0.78,93.52,0.68,29.89,0.36,50.1,585.8,0.0,30.31
2023-01-25 14:00:00,2023-01-25 15:00:00,39.05,93.91,7.28,28.41,23.15,12.79,35.18,0.54,107.44,0.26,29.13,0.46,129.87,465.1,0.0,30.72
2023-01-25 15:00:00,2023-01-25 16:00:00,34.98,85.29,2.78,20.0,14.12,12.1,30.36,0.64,116.38,0.65,29.72,0.28,89.11,316.1,0.0,31.0
2023-01-25 16:00:00,2023-01-25 17:00:00,31.89,88.7,2.42,19.01,13.3,11.86,23.73,0.62,114.23,0.64,32.94,0.25,47.44,144.3,0.0,29.84
2023-01-25 17:00:00,2023-01-25 18:00:00,29.3,85.52,2.3,33.62,20.85,11.79,22.36,0.75,85.61,0.66,45.24,0.34,37.82,33.6,0.0,26.38
2023-01-25 18:00:00,2023-01-25 19:00:00,33.62,121.7,3.49,43.41,26.91,11.69,15.69,0.95,32.64,0.71,70.01,0.35,22.23,23.3,0.0,22.94
2023-01-25 19:00:00,2023-01-25 20:00:00,40.38,148.55,3.46,35.32,22.88,11.66,13.39,1.03,32.82,0.71,73.92,0.28,41.44,23.0,0.0,21.26
2023-01-25 20:00:00,2023-01-25 21:00:00,41.48,131.29,7.44,49.2,33.61,11.78,11.97,1.15,11.6,0.72,76.25,0.18,36.97,23.27,0.0,20.61
2023-01-25 21:00:00,2023-01-25 22:00:00,45.98,177.01,5.78,50.05,32.22,11.97,11.24,1.19,7.11,0.73,79.93,0.22,49.53,23.05,0.0,19.57
2023-01-25 22:00:00,2023-01-25 23:00:00,49.15,197.39,4.65,39.46,25.78,12.0,10.38,1.07,4.91,0.72,86.89,0.18,82.17,22.88,0.0,18.34
2023-01-25 23:00:00,2023-01-26 00:00:00,50.71,207.65,7.35,31.17,23.61,12.04,9.5,0.95,4.69,0.72,90.91,0.19,128.29,22.75,0.0,17.55
2023-01-26 00:00:00,2023-01-26 01:00:00,47.11,176.02,4.09,20.03,15.18,12.17,9.44,0.82,7.04,0.71,94.26,0.2,156.3,22.73,0.0,16.84
2023-01-26 01:00:00,2023-01-26 02:00:00,42.6,129.71,7.69,21.01,18.58,12.2,8.88,0.85,3.3,0.71,96.24,0.17,77.57,22.8,0.0,16.23
2023-01-26 02:00:00,2023-01-26 03:00:00,42.69,99.32,3.15,15.05,11.83,12.18,8.34,0.78,8.4,0.76,97.45,0.19,159.85,22.62,0.0,15.66
2023-01-26 03:00:00,2023-01-26 04:00:00,38.85,68.02,9.02,19.86,19.04,12.12,8.09,0.81,4.5,0.72,97.98,0.41,23.68,22.85,0.0,15.57
2023-01-26 04:00:00,2023-01-26 05:00:00,32.03,78.43,8.87,18.6,18.26,12.37,8.98,0.87,2.04,0.75,97.83,0.29,42.68,22.75,0.0,15.14
2023-01-26 05:00:00,2023-01-26 06:00:00,33.04,81.8,4.45,14.05,12.34,12.44,8.66,0.77,4.33,0.73,99.27,0.13,132.65,22.85,0.0,14.58
2023-01-26 06:00:00,2023-01-26 07:00:00,31.38,71.92,18.93,16.27,25.11,12.29,8.5,0.9,4.6,0.71,99.91,0.27,50.89,28.3,0.0,14.41
2023-01-26 07:00:00,2023-01-26 08:00:00,36.54,110.7,22.15,24.96,32.24,13.09,8.65,1.07,3.13,0.8,96.64,0.31,20.13,62.7,0.0,15.45
2023-01-26 08:00:00,2023-01-26 09:00:00,47.27,190.91,14.99,25.63,26.61,13.82,9.41,1.03,21.84,0.79,80.16,0.27,221.75,116.03,0.0,19.28
2023-01-26 09:00:00,2023-01-26 10:00:00,46.34,125.79,6.23,20.7,17.25,13.55,13.43,0.81,55.28,0.72,61.56,0.26,60.77,399.35,0.0,23.5
2023-01-26 10:00:00,2023-01-26 11:00:00,44.88,96.71,5.13,19.47,15.86,12.74,30.35,0.79,84.09,0.71,49.25,0.23,146.31,518.67,0.0,26.33
2023-01-26 11:00:00,2023-01-26 12:00:00,44.33,104.04,5.15,30.01,21.24,12.06,51.3,0.72,95.36,0.73,39.95,0.38,190.76,584.3,0.0,28.6
