From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C)
2023-03-14 07:00:00,2023-03-14 08:00:00,189.76,416.11,9.5,23.9,24.28,30.5,14.55,0.1,12.96,0.12,30.57,11.5,2.96,1.18,,53.47,0.62,108.22,142.56,,,21.0
2023-03-14 08:00:00,2023-03-14 09:00:00,195.35,421.26,4.9,21.76,19.39,30.8,22.26,0.3,37.57,0.11,25.59,8.45,2.03,0.84,,43.68,0.93,119.12,264.76,,,23.69
2023-03-14 09:00:00,2023-03-14 10:00:00,176.26,360.93,4.03,22.06,18.85,31.46,36.5,0.1,67.08,0.08,34.21,7.38,1.08,0.43,,33.77,0.95,105.39,337.75,,,26.15
2023-03-14 10:00:00,2023-03-14 11:00:00,171.04,359.33,3.98,20.81,18.14,31.49,45.46,0.1,102.38,0.06,59.26,9.14,0.99,0.37,,27.23,0.87,112.35,504.89,,,29.21
2023-03-14 11:00:00,2023-03-14 12:00:00,157.12,264.88,3.47,18.07,16.27,31.17,41.85,0.15,123.67,0.05,28.56,5.62,0.53,0.23,,21.67,0.25,179.12,552.39,,,32.28
2023-03-14 12:00:00,2023-03-14 13:00:00,153.25,255.71,3.33,15.91,15.01,30.34,40.45,0.5,135.85,0.09,16.57,4.08,0.46,0.21,,17.68,0.59,225.45,525.54,,,33.68
2023-03-14 13:00:00,2023-03-14 14:00:00,,,3.2,16.16,15.03,29.71,40.94,2.29,146.04,0.08,11.7,2.86,0.4,0.18,,16.39,0.61,291.23,450.83,,,33.87
2023-03-14 14:00:00,2023-03-14 15:00:00,56.82,146.6,3.0,13.49,13.46,29.12,30.82,2.44,125.92,0.04,8.08,1.84,0.23,0.1,,14.21,0.98,211.57,299.12,,,33.64
2023-03-14 15:00:00,2023-03-14 16:00:00,64.56,160.23,3.0,13.6,13.51,28.93,29.47,1.85,129.15,0.02,2.73,0.8,0.13,0.06,,13.89,1.24,197.1,197.71,,,33.25
2023-03-14 16:00:00,2023-03-14 17:00:00,62.8,145.35,3.0,15.65,14.6,28.68,28.67,0.34,117.78,0.03,3.02,0.9,0.2,0.08,,13.36,0.87,219.0,84.44,,,32.54
2023-03-14 17:00:00,2023-03-14 18:00:00,64.19,147.71,3.86,33.64,24.87,28.78,24.75,0.1,66.03,0.32,4.64,3.63,1.71,0.53,,18.54,0.32,197.95,30.1,,,30.33
2023-03-14 18:00:00,2023-03-14 19:00:00,78.84,270.45,15.12,46.46,40.84,28.46,24.16,0.1,14.73,0.56,12.36,10.32,4.78,1.84,,25.69,0.21,173.41,15.67,,,27.41
2023-03-14 19:00:00,2023-03-14 20:00:00,112.18,423.96,27.81,38.49,46.92,28.5,25.87,0.1,12.86,0.47,16.47,12.24,4.54,1.79,,29.46,0.17,187.88,15.72,,,26.13
2023-03-14 20:00:00,2023-03-14 21:00:00,149.5,517.49,94.7,5.24,75.81,27.12,17.91,0.1,6.32,0.99,23.26,19.68,7.44,3.17,,38.23,0.23,126.83,15.03,,,24.44
2023-03-14 21:00:00,2023-03-14 22:00:00,190.21,587.62,35.52,25.42,46.24,28.69,17.22,0.2,10.51,1.44,24.27,23.6,9.18,4.18,,38.4,0.26,167.3,14.21,,,24.18
2023-03-14 22:00:00,2023-03-14 23:00:00,214.7,503.59,11.34,33.0,30.61,29.21,24.22,0.39,20.2,0.96,19.13,17.28,7.49,3.14,,36.1,0.64,120.4,13.8,,,24.61
2023-03-14 23:00:00,2023-03-15 00:00:00,203.31,413.49,7.87,32.7,27.63,29.65,25.04,0.24,15.04,0.33,27.02,11.23,4.16,1.66,,40.35,0.13,168.63,14.72,,,23.7
2023-03-15 00:00:00,2023-03-15 01:00:00,193.94,355.79,22.07,25.23,35.2,29.4,17.63,0.28,5.65,0.43,40.28,14.9,5.05,2.03,,46.79,0.26,169.39,14.7,,,22.25
2023-03-15 01:00:00,2023-03-15 02:00:00,190.96,389.24,16.86,25.87,31.3,30.29,13.0,0.11,4.89,0.47,40.15,16.52,5.03,2.1,,54.13,0.35,212.65,14.38,,,21.51
2023-03-15 02:00:00,2023-03-15 03:00:00,189.56,405.58,9.9,27.48,26.5,31.38,14.21,0.1,5.99,0.38,32.37,16.78,5.19,2.06,,52.22,0.35,192.79,14.46,,,20.78
2023-03-15 03:00:00,2023-03-15 04:00:00,196.28,438.0,15.89,20.83,27.83,31.82,13.09,0.1,5.68,0.24,41.09,18.36,5.62,1.87,,59.03,0.27,161.23,14.22,,,19.8
2023-03-15 04:00:00,2023-03-15 05:00:00,208.54,442.06,20.59,15.78,28.98,31.62,9.88,0.1,4.92,0.23,32.25,16.62,4.43,1.79,,62.95,0.38,201.93,13.97,,,19.38
2023-03-15 05:00:00,2023-03-15 06:00:00,209.61,382.7,12.11,21.48,25.11,31.63,8.54,0.1,5.53,0.21,29.47,14.7,3.59,1.42,,62.55,0.42,200.66,14.6,,,18.93
2023-03-15 06:00:00,2023-03-15 07:00:00,212.46,395.84,10.01,21.92,23.63,31.14,8.04,0.1,6.17,0.28,31.92,14.18,3.63,1.29,,61.39,0.61,231.62,49.84,,,19.38
2023-03-15 07:00:00,2023-03-15 08:00:00,224.42,434.58,7.86,26.02,24.07,31.2,10.62,0.1,11.95,0.23,43.05,17.59,4.81,1.61,,56.85,0.39,131.77,144.64,,,20.91
2023-03-15 08:00:00,2023-03-15 09:00:00,230.64,437.87,5.17,26.97,22.38,31.25,18.66,0.34,37.75,0.24,51.02,17.55,4.79,1.74,,44.92,0.44,142.1,275.06,,,24.07
2023-03-15 09:00:00,2023-03-15 10:00:00,234.25,441.32,3.9,25.71,20.68,31.58,22.18,0.1,74.45,0.23,51.2,15.08,3.76,1.48,,35.91,0.53,198.24,413.73,,,27.02
2023-03-15 10:00:00,2023-03-15 11:00:00,231.83,412.29,4.5,29.56,23.22,31.23,46.39,0.1,89.82,0.21,28.28,11.98,2.81,1.22,,25.45,0.3,176.14,481.29,,,30.59
2023-03-15 11:00:00,2023-03-15 12:00:00,206.98,329.79,4.73,26.35,21.7,30.35,64.47,0.1,84.31,0.13,30.57,8.13,1.42,0.62,,17.96,0.64,128.3,577.48,,,32.32
2023-03-15 12:00:00,2023-03-15 13:00:00,168.39,226.27,3.46,12.81,13.47,29.91,15.43,0.31,85.28,0.07,10.73,3.95,0.53,0.25,,13.12,0.33,186.97,633.65,,,34.04
2023-03-15 13:00:00,2023-03-15 14:00:00,,,3.3,11.3,12.53,29.67,9.45,0.48,89.26,0.03,3.49,2.0,0.25,0.13,,12.42,0.51,211.74,569.74,,,34.41
2023-03-15 14:00:00,2023-03-15 15:00:00,30.75,46.26,3.15,11.18,12.34,29.22,13.3,1.8,98.53,0.03,2.29,1.2,0.17,0.08,,12.54,0.32,212.71,347.49,,,34.02
2023-03-15 15:00:00,2023-03-15 16:00:00,43.61,59.41,3.0,10.4,11.81,28.82,10.87,2.66,90.19,0.01,1.91,0.66,0.12,0.05,,11.64,0.84,197.15,244.03,,,33.75
2023-03-15 16:00:00,2023-03-15 17:00:00,37.09,72.58,3.0,11.48,12.39,28.99,11.87,0.32,95.63,0.01,1.73,0.62,0.14,0.06,,13.85,0.85,201.96,98.08,,,32.51
2023-03-15 17:00:00,2023-03-15 18:00:00,37.15,72.41,3.07,20.41,17.19,28.92,18.55,0.19,67.0,0.07,2.84,1.76,0.62,0.23,,16.77,0.41,223.14,34.57,,,30.77
2023-03-15 18:00:00,2023-03-15 19:00:00,47.08,123.58,7.3,34.33,28.04,29.63,16.32,0.1,20.1,0.73,10.21,12.75,6.31,2.6,,26.38,0.21,183.7,15.39,,,27.49
2023-03-15 19:00:00,2023-03-15 20:00:00,77.83,410.89,8.26,33.0,28.11,30.1,13.36,0.1,15.48,1.07,18.51,22.82,10.01,4.43,,31.9,0.27,160.4,14.71,,,26.04
2023-03-15 20:00:00,2023-03-15 21:00:00,106.72,321.42,4.86,28.18,22.77,30.73,12.05,0.1,18.07,0.57,17.48,17.56,6.86,2.93,,35.57,0.3,177.91,14.62,,,24.85
2023-03-15 21:00:00,2023-03-15 22:00:00,117.66,315.33,6.27,26.86,23.22,31.01,11.17,0.1,13.44,0.31,18.37,13.53,4.84,2.04,,39.43,0.44,116.37,14.09,,,23.84
2023-03-15 22:00:00,2023-03-15 23:00:00,140.12,346.09,4.44,23.16,19.75,30.85,16.34,0.1,20.43,0.16,19.0,8.77,2.56,1.05,,38.62,0.59,83.03,14.04,,,23.52
2023-03-15 23:00:00,2023-03-16 00:00:00,155.8,327.21,3.82,25.89,20.72,30.81,20.83,0.12,15.67,0.14,24.02,8.19,1.74,0.69,,40.79,0.41,123.9,14.45,,,22.97
2023-03-16 00:00:00,2023-03-16 01:00:00,172.57,372.78,5.45,28.08,23.2,30.85,17.24,0.41,7.57,0.24,26.51,10.4,3.09,1.21,,46.5,0.42,157.86,14.45,,,21.87
2023-03-16 01:00:00,2023-03-16 02:00:00,202.66,447.99,8.29,27.28,25.09,31.12,17.0,0.34,5.53,0.37,28.81,12.65,7.02,2.27,,50.21,0.29,115.82,14.23,,,21.22
2023-03-16 02:00:00,2023-03-16 03:00:00,233.99,525.95,4.58,25.23,20.98,31.73,18.72,0.1,8.99,0.27,0.95,3.33,5.93,2.02,,48.53,0.24,111.96,14.16,,,21.29
2023-03-16 03:00:00,2023-03-16 04:00:00,222.81,385.26,4.64,22.48,19.57,32.33,21.45,0.1,12.72,0.17,1.97,2.59,3.52,1.26,,45.76,0.44,61.59,13.73,,,21.48
2023-03-16 04:00:00,2023-03-16 05:00:00,209.7,332.56,5.92,22.95,20.86,32.37,18.41,0.1,8.58,0.8,4.34,2.52,2.56,0.95,,51.0,0.31,188.21,14.22,,,20.7
2023-03-16 05:00:00,2023-03-16 06:00:00,200.26,311.87,8.46,23.13,23.02,32.52,15.46,0.1,5.53,0.22,2.19,1.99,3.31,1.26,,55.34,0.32,150.39,14.18,,,20.46
2023-03-16 06:00:00,2023-03-16 07:00:00,221.59,389.78,11.96,22.58,25.57,32.12,12.47,0.1,5.84,0.35,0.82,1.91,4.48,1.59,,57.3,0.3,183.19,40.94,,,20.4
2023-03-16 07:00:00,2023-03-16 08:00:00,239.03,469.88,7.63,26.69,24.24,31.72,13.43,0.1,8.68,0.4,0.0,2.76,6.38,1.98,,51.52,0.45,210.02,105.1,,,21.91
2023-03-16 08:00:00,2023-03-16 09:00:00,244.38,482.72,5.15,25.14,21.4,31.28,14.72,0.21,15.67,0.37,1.44,1.66,4.66,1.64,,44.81,0.52,198.26,178.66,,,23.87
2023-03-16 09:00:00,2023-03-16 10:00:00,232.65,372.95,5.44,27.77,23.03,31.6,17.66,0.59,38.34,0.33,3.37,2.65,3.29,1.33,,37.31,0.45,138.85,209.7,,,26.13
2023-03-16 10:00:00,2023-03-16 11:00:00,236.83,412.09,3.52,22.35,18.59,32.13,28.26,0.19,66.16,0.21,0.94,2.62,2.73,1.02,,33.85,0.67,139.0,228.57,,,27.49
2023-03-16 11:00:00,2023-03-16 12:00:00,237.19,377.6,3.58,17.67,16.15,32.56,34.43,0.1,82.64,0.07,2.11,5.32,0.79,0.3,,31.38,0.92,127.63,371.2,,,29.01
2023-03-16 12:00:00,2023-03-16 13:00:00,209.82,295.1,3.52,15.8,15.11,32.32,31.98,0.1,87.73,0.04,7.29,3.88,0.45,0.18,,28.43,0.89,78.64,362.17,,,30.41
2023-03-16 13:00:00,2023-03-16 14:00:00,178.68,217.41,3.39,15.4,14.79,32.12,28.54,0.15,98.46,0.04,10.05,3.73,0.38,0.17,,29.0,0.67,140.27,108.48,,,29.93
2023-03-16 14:00:00,2023-03-16 15:00:00,162.91,232.92,3.5,19.97,17.3,31.75,27.6,1.26,80.53,0.08,7.62,3.96,0.77,0.33,,29.77,0.81,246.58,92.13,,,29.16
2023-03-16 15:00:00,2023-03-16 16:00:00,163.16,260.85,3.31,20.75,17.56,30.81,53.11,3.4,85.41,0.05,7.06,3.58,0.54,0.28,,28.12,1.09,254.3,104.3,,,28.57
2023-03-16 16:00:00,2023-03-16 17:00:00,158.58,260.47,3.11,18.09,15.99,30.54,44.31,0.27,92.03,0.04,7.72,2.98,0.46,0.25,,28.58,1.19,245.12,43.76,,,27.92
2023-03-16 17:00:00,2023-03-16 18:00:00,136.03,230.45,3.11,19.98,17.0,30.32,45.38,0.76,84.49,0.06,6.66,2.85,0.56,0.28,,30.66,0.83,267.13,26.28,,,27.17
2023-03-16 18:00:00,2023-03-16 19:00:00,133.22,226.95,3.08,18.61,16.24,30.45,37.56,0.63,79.69,0.09,7.04,4.51,1.11,0.46,,31.51,0.67,85.99,14.0,,,26.31
2023-03-16 19:00:00,2023-03-16 20:00:00,117.66,195.64,3.37,16.05,15.12,31.33,25.27,0.1,77.52,0.1,5.9,5.34,1.07,0.52,,34.74,0.36,253.84,13.7,,,25.56
2023-03-16 20:00:00,2023-03-16 21:00:00,100.07,158.24,3.52,15.16,14.77,31.62,18.57,0.1,72.91,0.07,5.09,4.36,0.61,0.3,,37.28,0.57,35.39,13.84,,,25.06
2023-03-16 21:00:00,2023-03-16 22:00:00,86.23,129.38,3.54,16.69,15.6,31.46,13.77,0.1,62.7,0.17,5.32,6.33,1.3,0.59,,39.84,0.52,127.46,14.0,,,24.36
2023-03-16 22:00:00,2023-03-16 23:00:00,83.46,127.97,3.52,15.53,14.95,31.35,11.17,0.17,64.64,0.15,5.3,6.17,1.27,0.6,,41.32,0.36,246.62,13.88,,,23.95
2023-03-16 23:00:00,2023-03-17 00:00:00,70.66,109.63,3.29,14.49,14.22,30.91,9.12,1.08,62.12,0.1,4.72,3.6,0.69,0.31,,44.53,0.42,218.3,14.31,,,23.45
2023-03-17 00:00:00,2023-03-17 01:00:00,69.11,108.78,3.09,14.11,13.86,30.69,6.33,0.27,56.36,0.08,5.0,2.92,0.52,0.23,,46.05,0.42,165.98,14.3,,,23.13
2023-03-17 01:00:00,2023-03-17 02:00:00,70.86,103.08,3.08,13.41,13.47,30.87,6.51,0.29,63.7,0.07,5.42,2.88,0.42,0.2,,45.74,0.49,44.96,14.1,,,23.42
2023-03-17 02:00:00,2023-03-17 03:00:00,72.32,100.73,3.06,13.79,13.66,30.85,6.24,0.12,57.31,0.06,5.07,2.99,0.32,0.18,,46.75,1.21,36.82,14.03,,,23.1
2023-03-17 03:00:00,2023-03-17 04:00:00,71.63,93.83,3.2,13.48,13.61,31.59,6.6,0.1,55.2,0.04,4.1,3.83,0.31,0.21,,48.65,0.59,109.79,14.23,,,22.61
2023-03-17 04:00:00,2023-03-17 05:00:00,61.55,89.51,3.54,14.16,14.25,32.31,5.82,0.1,45.38,0.04,4.02,3.84,0.3,0.18,,53.21,0.36,68.27,14.17,,,21.98
2023-03-17 05:00:00,2023-03-17 06:00:00,62.26,94.0,3.65,17.68,16.21,32.45,5.08,0.1,29.19,0.05,8.51,5.24,0.47,0.27,,58.4,0.38,100.99,14.21,,,21.33
2023-03-17 06:00:00,2023-03-17 07:00:00,69.01,117.83,3.87,19.71,17.47,32.44,4.62,0.1,23.48,0.08,4.87,7.11,0.94,0.65,,61.76,0.31,106.97,38.11,,,20.98
2023-03-17 07:00:00,2023-03-17 08:00:00,73.74,157.66,3.73,17.88,16.38,31.73,4.4,0.1,37.51,0.09,6.54,5.42,0.71,0.37,,56.06,0.75,38.13,78.53,,,21.98
2023-03-17 08:00:00,2023-03-17 09:00:00,79.22,149.42,3.44,16.83,15.58,31.32,4.57,0.3,45.33,0.12,7.4,5.76,0.9,0.48,,52.78,0.83,56.3,133.16,,,22.75
2023-03-17 09:00:00,2023-03-17 10:00:00,84.23,130.6,3.31,16.38,15.24,31.16,4.56,0.2,51.49,0.07,5.92,3.78,0.61,0.31,,49.63,0.32,168.16,139.75,,,23.61
2023-03-17 10:00:00,2023-03-17 11:00:00,80.36,141.56,3.29,16.07,15.05,31.08,5.77,0.3,57.91,0.07,5.63,3.82,0.78,0.41,,46.61,0.32,230.82,209.97,,,24.5
2023-03-17 11:00:00,2023-03-17 12:00:00,83.21,138.65,3.4,17.67,16.0,31.69,10.39,0.1,54.97,0.06,7.21,4.22,0.76,0.47,,44.03,0.41,234.68,197.04,,,25.32
2023-03-17 12:00:00,2023-03-17 13:00:00,78.78,147.94,3.66,16.92,15.81,32.41,15.01,0.1,65.03,0.06,8.33,4.98,0.96,0.47,,40.96,0.42,279.99,287.37,,,26.31
2023-03-17 13:00:00,2023-03-17 14:00:00,77.14,152.78,3.57,17.52,16.06,32.21,17.48,0.1,76.28,0.05,6.37,4.47,0.49,0.28,,40.59,0.43,143.37,96.06,,,25.75
2023-03-17 14:00:00,2023-03-17 15:00:00,78.75,157.98,3.55,18.49,16.56,32.07,17.72,0.15,75.55,0.04,6.17,3.54,0.48,0.26,,43.11,0.52,173.66,88.8,,,25.16
2023-03-17 15:00:00,2023-03-17 16:00:00,86.12,165.53,3.42,17.18,15.75,31.59,18.95,1.94,84.87,0.05,5.87,3.25,0.6,0.35,,41.49,0.33,139.65,97.35,,,25.7
2023-03-17 16:00:00,2023-03-17 17:00:00,88.44,165.71,3.19,20.22,17.18,31.09,17.79,0.44,76.87,0.06,7.64,2.88,0.71,0.39,,41.78,0.32,226.71,82.28,,,25.73
2023-03-17 17:00:00,2023-03-17 18:00:00,91.8,160.2,3.18,23.5,18.93,30.7,18.11,0.1,65.57,0.19,7.38,4.54,1.65,0.7,,42.42,0.39,105.07,34.31,,,25.05
2023-03-17 18:00:00,2023-03-17 19:00:00,96.7,170.51,3.18,31.55,23.2,30.23,17.15,0.1,44.59,0.43,8.63,2.62,3.93,2.01,,45.82,0.22,87.69,15.03,,,23.84
2023-03-17 19:00:00,2023-03-17 20:00:00,95.01,192.81,25.71,32.34,41.95,29.71,13.31,0.1,7.44,0.75,5.41,2.29,5.43,6.09,,53.26,0.35,212.47,14.56,,,22.36
2023-03-17 20:00:00,2023-03-17 21:00:00,120.77,263.32,24.79,28.29,39.04,31.05,9.83,0.1,7.31,1.33,2.3,2.27,1.54,6.77,,58.01,0.27,203.31,14.26,,,21.68
2023-03-17 21:00:00,2023-03-17 22:00:00,130.46,304.04,24.57,25.55,37.4,31.4,7.5,0.1,5.74,1.17,2.43,2.4,4.7,5.91,,61.75,0.28,181.14,14.19,,,20.95
2023-03-17 22:00:00,2023-03-17 23:00:00,127.63,312.96,16.36,23.39,29.57,31.83,5.85,0.1,11.39,0.65,3.31,2.55,7.01,5.15,,62.86,0.49,224.02,13.76,,,20.93
2023-03-17 23:00:00,2023-03-18 00:00:00,123.27,270.12,5.49,24.06,21.09,31.89,4.63,0.1,14.19,0.29,7.76,3.0,4.03,2.14,,65.48,0.4,209.19,14.06,,,20.09
2023-03-18 00:00:00,2023-03-18 01:00:00,119.99,257.71,5.44,26.56,22.39,31.23,3.87,0.36,8.58,0.22,2.03,2.47,4.43,1.85,,67.04,0.4,209.19,14.06,,,19.71
2023-03-18 01:00:00,2023-03-18 02:00:00,124.05,267.71,4.49,24.21,20.36,31.17,3.45,0.46,9.36,0.17,2.75,2.57,4.13,1.71,,69.56,0.42,73.54,13.75,,,19.33
2023-03-18 02:00:00,2023-03-18 03:00:00,119.83,261.65,5.05,21.16,19.2,31.17,3.22,0.38,8.46,0.14,1.98,2.75,2.88,1.34,,71.59,0.24,188.24,14.13,,,18.86
2023-03-18 03:00:00,2023-03-18 04:00:00,117.21,254.93,6.05,21.82,20.36,31.25,2.81,0.12,6.02,0.13,2.26,2.96,2.37,1.26,,73.67,0.24,181.47,14.33,,,18.52
2023-03-18 04:00:00,2023-03-18 05:00:00,112.03,246.19,8.39,19.82,21.2,32.23,2.56,0.1,5.59,0.13,2.36,3.42,2.64,1.35,,74.28,0.39,205.96,13.62,,,18.42
2023-03-18 05:00:00,2023-03-18 06:00:00,109.73,236.17,10.28,18.89,22.24,32.7,2.52,0.1,5.3,0.14,2.31,3.4,2.88,1.34,,73.75,0.49,193.56,14.41,,,18.34
2023-03-18 06:00:00,2023-03-18 07:00:00,110.14,267.01,9.73,19.81,22.28,32.71,2.37,0.1,7.55,0.13,3.75,3.29,3.09,1.48,,73.17,1.05,106.9,55.36,,,18.65
2023-03-18 07:00:00,2023-03-18 08:00:00,113.67,280.47,5.36,18.71,18.14,32.6,2.4,0.1,18.09,0.09,3.73,4.17,2.06,0.91,,68.13,0.77,83.25,111.31,,,19.77
2023-03-18 08:00:00,2023-03-18 09:00:00,116.39,262.96,4.92,21.0,19.0,32.0,3.4,0.87,26.73,0.07,2.47,6.04,1.11,0.55,,61.04,0.59,93.46,199.57,,,21.63
2023-03-18 09:00:00,2023-03-18 10:00:00,125.57,264.83,6.17,25.95,22.66,31.61,5.0,0.98,38.19,0.07,2.12,6.28,1.31,0.56,,51.49,0.49,187.61,378.03,,,24.6
2023-03-18 10:00:00,2023-03-18 11:00:00,136.93,288.73,8.21,35.62,29.46,30.91,16.93,0.67,56.38,0.07,0.88,3.5,1.34,0.58,,40.49,0.36,182.42,464.19,,,27.79
2023-03-18 11:00:00,2023-03-18 12:00:00,150.86,300.27,3.7,25.05,20.16,31.43,23.43,0.51,92.44,0.11,0.56,4.43,1.45,0.73,,35.99,0.3,180.79,431.04,,,29.13
2023-03-18 12:00:00,2023-03-18 13:00:00,134.11,276.86,3.41,22.61,18.63,32.38,38.66,0.1,104.43,0.07,4.7,6.19,0.97,0.61,,32.53,0.53,138.34,471.48,,,30.48
2023-03-18 13:00:00,2023-03-18 14:00:00,133.18,261.91,3.33,18.25,16.25,32.92,36.21,0.1,113.5,0.06,2.58,5.31,0.73,0.42,,33.44,0.71,170.97,211.75,,,29.43
2023-03-18 14:00:00,2023-03-18 15:00:00,126.91,242.29,3.26,16.12,15.06,32.56,27.88,0.1,110.27,0.06,9.17,3.24,0.38,0.2,,33.16,0.55,60.85,98.45,,,29.18
2023-03-18 15:00:00,2023-03-18 16:00:00,116.7,205.23,3.38,16.27,15.24,32.84,13.87,0.1,70.62,0.08,6.03,2.83,0.32,0.17,,54.66,2.08,82.81,29.54,,,23.95
2023-03-18 16:00:00,2023-03-18 17:00:00,94.71,177.89,3.35,16.12,15.13,31.7,7.5,1.04,47.91,0.04,4.1,3.9,0.38,0.25,,66.37,0.56,192.44,27.07,,,20.51
2023-03-18 17:00:00,2023-03-18 18:00:00,73.09,125.75,4.23,25.33,20.75,31.65,4.77,1.22,21.0,0.05,3.84,4.0,0.64,0.36,,75.47,0.49,221.29,30.52,,,20.61
2023-03-18 18:00:00,2023-03-18 19:00:00,71.93,105.75,3.46,20.75,17.69,31.77,3.29,0.99,28.01,0.09,4.65,5.78,1.3,0.85,,70.83,0.54,218.03,15.42,,,20.8
2023-03-18 19:00:00,2023-03-18 20:00:00,49.45,85.89,3.16,19.6,16.83,31.86,2.59,0.86,29.54,0.07,3.37,5.28,0.83,0.5,,69.58,0.75,141.35,14.91,,,20.61
2023-03-18 20:00:00,2023-03-18 21:00:00,45.92,65.81,3.16,18.73,16.37,32.72,2.19,0.11,28.3,0.08,3.39,5.99,0.87,0.6,,69.15,0.71,65.85,14.54,,,20.39
2023-03-18 21:00:00,2023-03-18 22:00:00,34.39,64.15,3.55,17.63,16.1,34.5,2.07,0.1,24.69,0.1,3.41,7.28,1.15,0.73,,71.1,0.46,118.39,14.41,,,20.16
2023-03-18 22:00:00,2023-03-18 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-18 23:00:00,2023-03-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 00:00:00,2023-03-19 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 01:00:00,2023-03-19 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 02:00:00,2023-03-19 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 03:00:00,2023-03-19 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 04:00:00,2023-03-19 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 05:00:00,2023-03-19 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 06:00:00,2023-03-19 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 07:00:00,2023-03-19 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 08:00:00,2023-03-19 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 09:00:00,2023-03-19 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 10:00:00,2023-03-19 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 11:00:00,2023-03-19 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 12:00:00,2023-03-19 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 13:00:00,2023-03-19 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 14:00:00,2023-03-19 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 15:00:00,2023-03-19 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 16:00:00,2023-03-19 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 17:00:00,2023-03-19 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 18:00:00,2023-03-19 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 19:00:00,2023-03-19 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 20:00:00,2023-03-19 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 21:00:00,2023-03-19 22:00:00,,,,,,,0.17,0.1,3.22,0.06,0.79,1.29,0.43,0.2,,66.07,0.2,182.4,14.57,,,21.4
2023-03-19 22:00:00,2023-03-19 23:00:00,50.05,293.28,,,,,0.02,0.1,10.1,0.03,1.04,2.09,0.39,0.22,,67.98,0.39,85.44,13.71,,,20.94
2023-03-19 23:00:00,2023-03-20 00:00:00,41.1,101.28,,,,,,0.1,18.56,0.09,3.59,7.38,0.79,0.51,,64.57,0.59,94.76,13.68,,,21.21
2023-03-20 00:00:00,2023-03-20 01:00:00,34.47,78.83,,,,,1.75,0.27,29.5,0.06,3.79,6.44,0.46,0.32,,61.23,1.43,175.06,15.51,,,21.09
2023-03-20 01:00:00,2023-03-20 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 02:00:00,2023-03-20 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 03:00:00,2023-03-20 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 04:00:00,2023-03-20 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 05:00:00,2023-03-20 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 06:00:00,2023-03-20 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 07:00:00,2023-03-20 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 08:00:00,2023-03-20 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 09:00:00,2023-03-20 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 10:00:00,2023-03-20 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 11:00:00,2023-03-20 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 12:00:00,2023-03-20 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 13:00:00,2023-03-20 14:00:00,,,,,,,,,,,,,,,,,,,,,,
