From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (m/s),AT (degree C)
2023-01-26 23:00:00,2023-01-27 00:00:00,114.16,346.1,16.64,43.36,38.39,22.42,8.95,0.96,5.38,5.02,78.26,0.21,79.03,33.55,0.0,19.83
2023-01-27 00:00:00,2023-01-27 01:00:00,,115.13,18.24,37.78,36.76,21.11,7.67,1.01,2.8,5.52,84.6,0.27,171.84,33.6,0.0,18.69
2023-01-27 01:00:00,2023-01-27 02:00:00,,104.66,19.2,35.37,36.26,20.59,7.38,0.96,2.74,5.33,87.49,0.14,152.78,33.55,0.0,18.24
2023-01-27 02:00:00,2023-01-27 03:00:00,,112.33,20.37,34.47,36.73,20.68,6.64,0.94,2.27,5.12,89.44,0.19,179.12,33.52,0.0,17.77
2023-01-27 03:00:00,2023-01-27 04:00:00,32.18,104.65,21.16,32.02,36.09,20.92,6.44,0.93,2.17,5.07,90.05,0.19,158.88,33.6,0.0,17.7
2023-01-27 04:00:00,2023-01-27 05:00:00,28.42,84.34,19.51,31.0,34.23,20.43,6.37,0.87,3.17,4.88,90.78,0.25,175.03,33.58,0.0,17.3
2023-01-27 05:00:00,2023-01-27 06:00:00,22.16,90.74,30.19,33.33,44.02,18.43,6.05,0.87,2.25,4.36,91.17,0.28,109.32,33.62,0.0,16.92
2023-01-27 06:00:00,2023-01-27 07:00:00,27.56,101.68,24.68,32.37,39.09,21.03,6.0,0.94,2.81,4.61,91.78,0.16,283.63,38.38,0.0,16.89
2023-01-27 07:00:00,2023-01-27 08:00:00,37.82,90.65,24.75,31.07,38.46,21.41,6.24,1.08,3.57,6.58,90.62,0.45,237.65,71.47,0.0,17.91
2023-01-27 08:00:00,2023-01-27 09:00:00,38.74,91.76,10.49,21.57,22.07,23.94,8.94,0.88,20.87,5.33,76.53,1.07,350.91,152.95,0.0,21.14
2023-01-27 09:00:00,2023-01-27 10:00:00,23.53,64.85,6.13,20.05,17.78,22.78,16.37,0.77,45.95,4.06,58.53,0.97,259.23,319.38,0.0,24.86
2023-01-27 10:00:00,2023-01-27 11:00:00,9.87,53.8,2.82,13.72,11.81,17.05,19.96,0.68,71.92,2.91,48.73,0.79,109.39,400.12,0.0,27.92
2023-01-27 11:00:00,2023-01-27 12:00:00,7.12,49.46,2.59,13.21,11.37,15.5,34.13,0.74,91.37,3.12,39.59,0.92,170.5,456.9,0.0,30.06
2023-01-27 12:00:00,2023-01-27 13:00:00,,,2.63,16.02,12.87,14.86,,0.85,,1.95,32.03,1.07,258.7,455.38,0.0,31.47
2023-01-27 13:00:00,2023-01-27 14:00:00,,,2.52,14.86,12.17,14.87,111.47,0.66,,3.67,30.88,1.47,272.06,427.73,0.0,32.0
2023-01-27 14:00:00,2023-01-27 15:00:00,34.69,53.48,2.49,17.7,13.62,16.75,32.83,0.56,,4.82,29.62,1.56,336.62,382.1,0.0,32.33
2023-01-27 15:00:00,2023-01-27 16:00:00,34.12,54.92,3.71,19.2,15.22,16.59,28.42,0.53,,9.18,28.96,1.7,261.21,282.05,0.0,32.3
2023-01-27 16:00:00,2023-01-27 17:00:00,31.57,56.43,2.69,23.52,16.83,14.78,27.39,0.53,119.64,3.39,30.94,1.14,257.1,145.45,0.0,31.48
2023-01-27 17:00:00,2023-01-27 18:00:00,30.12,61.23,2.58,25.71,17.89,15.55,16.07,0.7,61.19,1.28,44.1,0.27,238.62,45.1,0.0,28.18
2023-01-27 18:00:00,2023-01-27 19:00:00,34.33,100.24,4.16,48.68,31.16,12.59,9.77,0.75,14.81,2.05,61.11,0.27,124.27,33.9,0.0,24.15
2023-01-27 19:00:00,2023-01-27 20:00:00,39.0,144.48,7.04,51.99,35.2,12.42,6.92,0.79,5.23,2.54,69.37,0.16,127.46,33.6,0.0,22.26
2023-01-27 20:00:00,2023-01-27 21:00:00,39.87,132.03,5.58,36.12,25.73,15.18,6.62,0.79,10.7,2.94,72.28,0.17,170.03,33.35,0.0,22.04
2023-01-27 21:00:00,2023-01-27 22:00:00,39.56,91.25,5.39,31.86,23.35,15.75,7.14,0.78,10.83,2.81,75.27,0.24,158.6,33.6,0.0,21.37
2023-01-27 22:00:00,2023-01-27 23:00:00,38.66,77.62,19.03,47.49,42.46,12.57,6.99,0.86,5.26,2.93,79.21,0.35,115.61,33.42,0.0,20.55
2023-01-27 23:00:00,2023-01-28 00:00:00,39.12,111.35,15.47,39.95,35.67,16.63,7.46,0.89,9.09,3.1,79.88,0.36,249.76,33.2,0.0,20.56
2023-01-28 00:00:00,2023-01-28 01:00:00,38.76,107.07,10.55,30.77,26.92,21.37,6.83,0.88,8.4,3.65,83.49,0.18,237.56,33.62,0.0,20.13
2023-01-28 01:00:00,2023-01-28 02:00:00,36.94,68.73,10.45,30.02,26.46,21.05,5.94,0.87,5.67,3.98,88.72,0.17,169.6,33.62,0.0,19.37
2023-01-28 02:00:00,2023-01-28 03:00:00,33.74,55.97,10.85,28.04,25.73,20.3,5.45,0.87,4.58,3.85,91.16,0.2,214.91,33.65,0.0,18.84
2023-01-28 03:00:00,2023-01-28 04:00:00,31.12,48.69,10.75,25.75,24.46,20.8,5.07,0.86,4.49,3.86,92.72,0.24,180.83,33.6,0.0,18.56
2023-01-28 04:00:00,2023-01-28 05:00:00,29.03,47.65,10.07,24.51,23.27,21.32,4.97,0.84,5.54,3.73,93.59,0.34,325.08,33.65,0.0,18.23
2023-01-28 05:00:00,2023-01-28 06:00:00,27.71,43.53,9.21,23.45,22.03,21.57,4.95,0.85,5.7,3.58,94.27,0.33,227.4,33.77,0.0,17.86
2023-01-28 06:00:00,2023-01-28 07:00:00,26.59,39.7,10.47,24.16,23.41,21.05,4.74,0.86,4.68,3.9,95.05,0.17,115.53,38.67,0.0,17.62
2023-01-28 07:00:00,2023-01-28 08:00:00,26.83,40.53,9.2,24.18,22.4,21.47,5.25,0.94,8.41,4.19,94.07,0.54,171.65,76.0,0.0,18.66
2023-01-28 08:00:00,2023-01-28 09:00:00,29.51,46.79,5.96,20.86,18.06,22.23,7.97,0.93,22.12,4.12,82.09,1.2,340.56,158.62,0.0,20.98
2023-01-28 09:00:00,2023-01-28 10:00:00,30.68,49.22,5.01,20.8,17.28,20.05,11.98,0.76,32.9,3.39,64.35,0.81,182.77,317.15,0.0,24.98
2023-01-28 10:00:00,2023-01-28 11:00:00,28.31,46.65,2.92,14.39,12.25,19.03,14.11,0.6,64.95,2.1,49.49,0.88,59.64,405.68,0.0,28.27
2023-01-28 11:00:00,2023-01-28 12:00:00,,,2.62,10.64,10.05,17.34,13.88,0.54,94.8,1.37,39.94,0.97,38.41,475.75,0.0,30.31
2023-01-28 12:00:00,2023-01-28 13:00:00,,,4.96,33.16,23.68,16.34,38.52,0.54,100.13,1.08,36.2,1.19,337.99,740.57,0.0,31.12
2023-01-28 13:00:00,2023-01-28 14:00:00,19.5,38.1,2.82,12.85,11.36,20.69,17.0,0.49,122.92,0.98,31.62,1.46,338.12,727.72,0.0,31.92
2023-01-28 14:00:00,2023-01-28 15:00:00,24.58,47.03,3.05,15.07,12.71,16.3,17.28,0.39,107.0,0.6,28.72,1.78,340.67,598.1,0.0,32.32
2023-01-28 15:00:00,2023-01-28 16:00:00,23.08,44.14,3.09,18.64,14.6,15.84,18.11,0.38,100.78,0.49,29.71,1.92,346.65,420.73,0.0,32.13
2023-01-28 16:00:00,2023-01-28 17:00:00,17.57,40.9,3.61,19.55,15.81,15.23,11.5,0.39,99.08,0.49,33.72,1.56,18.06,199.72,0.0,31.23
2023-01-28 17:00:00,2023-01-28 18:00:00,16.43,39.2,2.44,7.6,8.31,18.13,8.47,0.4,83.65,0.61,41.0,0.67,42.73,50.7,0.0,28.98
2023-01-28 18:00:00,2023-01-28 19:00:00,14.94,32.53,3.47,32.89,22.4,15.88,8.11,0.96,46.5,1.83,43.81,0.3,137.47,34.25,0.0,26.14
2023-01-28 19:00:00,2023-01-28 20:00:00,16.47,101.2,3.06,37.81,24.6,16.71,6.4,0.81,27.76,7.8,54.27,0.29,154.08,34.05,0.0,23.14
2023-01-28 20:00:00,2023-01-28 21:00:00,21.23,99.52,4.3,56.27,35.24,15.25,5.13,0.61,17.44,2.34,57.45,0.17,158.84,33.9,0.0,21.92
2023-01-28 21:00:00,2023-01-28 22:00:00,21.86,97.46,3.88,50.55,31.91,17.41,4.78,0.76,14.27,2.73,65.06,0.18,168.98,34.02,0.0,20.56
2023-01-28 22:00:00,2023-01-28 23:00:00,26.24,127.84,38.4,54.97,61.9,11.3,4.33,0.78,6.92,3.42,72.18,0.34,114.61,33.8,0.0,19.33
2023-01-28 23:00:00,2023-01-29 00:00:00,75.55,267.19,11.2,41.85,33.23,20.18,4.28,0.61,16.65,3.17,70.84,0.18,173.83,33.73,0.0,19.35
2023-01-29 00:00:00,2023-01-29 01:00:00,45.66,134.9,9.04,36.92,28.93,21.42,4.55,0.58,12.42,2.32,78.52,0.2,166.04,33.95,0.0,18.14
2023-01-29 01:00:00,2023-01-29 02:00:00,42.07,121.09,18.72,43.85,40.31,19.86,4.27,0.6,2.23,2.46,85.49,0.17,207.72,33.77,0.0,17.33
2023-01-29 02:00:00,2023-01-29 03:00:00,47.36,142.63,10.82,35.81,29.77,22.96,4.14,0.64,2.96,2.64,87.19,0.17,214.07,33.52,0.0,17.09
2023-01-29 03:00:00,2023-01-29 04:00:00,36.35,94.82,4.26,26.73,19.77,25.17,4.13,0.68,6.21,3.58,87.66,0.08,230.14,33.73,0.0,16.59
2023-01-29 04:00:00,2023-01-29 05:00:00,,,,,,,,,,,,,,,,
2023-01-29 05:00:00,2023-01-29 06:00:00,,,,,,,,,,,,,,,,
2023-01-29 06:00:00,2023-01-29 07:00:00,,,,,,,,,,,,,,,,
2023-01-29 07:00:00,2023-01-29 08:00:00,,,,,,,,,,,,,,,,
2023-01-29 08:00:00,2023-01-29 09:00:00,45.66,164.82,4.59,23.64,18.42,25.46,9.13,0.78,49.06,3.82,59.98,1.07,78.55,270.75,0.0,22.7
2023-01-29 09:00:00,2023-01-29 10:00:00,40.01,98.38,3.5,20.68,15.99,25.8,18.71,0.91,79.18,4.57,56.9,1.43,119.55,462.5,0.0,25.16
2023-01-29 10:00:00,2023-01-29 11:00:00,31.04,65.89,3.63,25.07,18.4,23.45,28.12,0.83,86.25,3.55,48.4,0.9,162.36,626.02,0.0,28.02
2023-01-29 11:00:00,2023-01-29 12:00:00,28.87,62.68,3.2,22.99,16.96,21.53,30.14,0.76,106.05,3.27,38.84,0.65,177.94,691.47,0.0,30.06
2023-01-29 12:00:00,2023-01-29 13:00:00,22.52,56.28,3.06,23.0,16.86,20.35,34.41,0.73,115.91,3.06,35.66,0.95,137.31,628.15,0.0,30.85
2023-01-29 13:00:00,2023-01-29 14:00:00,20.66,53.74,2.97,22.52,16.53,18.91,34.41,0.69,124.17,3.59,33.45,1.13,59.33,569.7,0.0,31.12
2023-01-29 14:00:00,2023-01-29 15:00:00,20.74,56.91,2.9,21.7,16.05,18.86,35.46,0.58,129.52,2.58,30.62,1.09,146.38,497.85,0.0,31.58
2023-01-29 15:00:00,2023-01-29 16:00:00,29.95,58.14,2.69,21.04,15.54,18.89,33.88,0.52,128.65,2.13,27.25,1.0,123.47,338.83,0.0,31.78
2023-01-29 16:00:00,2023-01-29 17:00:00,19.29,43.89,2.7,29.3,19.86,19.06,35.22,0.46,116.03,2.8,29.5,0.96,77.26,159.6,0.0,30.95
2023-01-29 17:00:00,2023-01-29 18:00:00,21.23,50.76,2.69,45.05,28.08,18.78,22.26,0.62,59.69,2.13,43.32,0.33,114.67,48.65,0.0,27.7
2023-01-29 18:00:00,2023-01-29 19:00:00,36.0,159.58,2.96,58.84,35.5,16.09,13.37,0.87,34.08,3.31,53.9,0.31,144.06,33.88,0.0,24.68
2023-01-29 19:00:00,2023-01-29 20:00:00,48.65,175.72,7.12,59.08,38.96,14.94,13.55,1.59,22.76,5.46,57.35,0.43,127.89,34.08,0.0,23.27
2023-01-29 20:00:00,2023-01-29 21:00:00,66.08,274.01,34.72,76.42,71.82,8.18,8.45,1.22,3.92,8.25,67.25,0.49,110.55,34.05,0.0,21.48
2023-01-29 21:00:00,2023-01-29 22:00:00,84.1,396.85,10.72,70.56,50.2,15.75,6.38,0.71,6.6,3.61,72.37,0.27,118.19,33.85,0.0,20.39
2023-01-29 22:00:00,2023-01-29 23:00:00,79.8,307.89,43.7,76.09,78.54,9.64,5.66,0.83,3.1,2.78,76.54,0.5,109.48,33.75,0.0,19.37
2023-01-29 23:00:00,2023-01-30 00:00:00,170.57,626.15,5.8,52.87,34.66,22.39,5.5,0.65,15.48,2.66,78.8,0.52,115.33,33.33,0.0,18.99
2023-01-30 00:00:00,2023-01-30 01:00:00,80.67,279.81,3.34,52.76,32.63,22.76,5.49,0.77,10.5,3.28,79.36,0.35,106.59,33.57,0.0,18.9
2023-01-30 01:00:00,2023-01-30 02:00:00,36.78,107.31,6.35,52.41,34.86,21.83,5.11,0.82,4.62,4.17,84.37,0.35,92.95,33.73,0.0,18.02
2023-01-30 02:00:00,2023-01-30 03:00:00,31.44,101.17,5.91,47.73,32.07,21.78,4.53,0.75,4.73,3.82,87.2,0.16,186.99,33.77,0.0,17.12
2023-01-30 03:00:00,2023-01-30 04:00:00,19.83,64.47,4.57,40.19,27.05,22.51,4.32,0.65,7.2,3.33,87.48,0.17,113.98,33.5,0.0,16.83
2023-01-30 04:00:00,2023-01-30 05:00:00,24.27,47.4,6.37,34.02,25.27,22.62,4.26,0.63,6.17,2.82,89.02,0.2,200.19,33.65,0.0,16.59
2023-01-30 05:00:00,2023-01-30 06:00:00,24.36,43.76,4.84,30.18,22.04,22.92,4.11,0.69,4.83,3.25,91.77,0.15,154.82,33.68,0.0,16.11
2023-01-30 06:00:00,2023-01-30 07:00:00,15.88,42.3,5.58,26.61,20.76,22.61,4.08,0.84,8.94,3.3,89.59,0.3,102.71,41.4,0.0,16.04
2023-01-30 07:00:00,2023-01-30 08:00:00,28.62,106.52,50.37,45.51,66.55,12.48,4.28,0.82,2.88,4.85,85.61,0.29,114.47,94.53,0.0,17.26
2023-01-30 08:00:00,2023-01-30 09:00:00,48.25,154.69,6.77,26.38,21.61,25.27,8.18,0.68,56.96,3.57,57.59,1.21,119.14,220.75,0.0,22.48
2023-01-30 09:00:00,2023-01-30 10:00:00,36.01,74.72,3.73,23.88,17.85,25.32,22.08,0.81,77.76,4.15,48.15,1.21,119.89,431.73,0.0,25.23
2023-01-30 10:00:00,2023-01-30 11:00:00,32.33,73.05,4.13,30.92,21.86,22.75,33.29,0.84,87.41,5.01,45.31,0.84,151.74,570.43,0.0,27.75
2023-01-30 11:00:00,2023-01-30 12:00:00,36.79,81.01,5.04,41.91,28.33,21.46,53.91,0.85,95.51,4.43,40.49,0.54,160.49,629.73,0.0,29.79
2023-01-30 12:00:00,2023-01-30 13:00:00,33.38,80.32,3.6,30.24,21.08,22.69,46.26,0.76,115.15,3.41,36.67,0.57,151.49,622.93,0.0,30.91
2023-01-30 13:00:00,2023-01-30 14:00:00,33.77,79.43,3.02,21.88,16.24,21.61,36.2,0.71,134.02,3.08,34.3,0.95,147.93,606.25,0.0,31.69
2023-01-30 14:00:00,2023-01-30 15:00:00,33.46,74.44,2.81,19.2,14.67,21.26,35.23,0.65,148.69,2.68,33.13,1.13,93.56,495.75,0.0,31.84
2023-01-30 15:00:00,2023-01-30 16:00:00,30.97,66.09,4.41,36.5,26.79,17.93,46.13,0.62,144.86,2.89,32.74,1.67,43.71,327.32,0.0,31.4
2023-01-30 16:00:00,2023-01-30 17:00:00,30.8,63.07,3.33,37.13,24.94,19.05,39.27,0.55,139.41,2.47,35.05,1.29,35.63,161.75,0.0,30.68
2023-01-30 17:00:00,2023-01-30 18:00:00,29.32,64.2,2.75,26.72,18.56,19.9,22.11,0.77,93.45,2.38,44.37,0.31,178.6,49.65,0.0,28.3
2023-01-30 18:00:00,2023-01-30 19:00:00,27.98,82.33,10.61,47.12,40.31,15.69,13.54,1.06,46.52,5.26,57.98,0.3,150.98,34.42,0.0,24.88
2023-01-30 19:00:00,2023-01-30 20:00:00,46.74,184.4,29.74,77.79,77.49,12.39,23.87,1.43,17.46,4.38,60.84,0.41,162.21,33.32,0.0,24.35
2023-01-30 20:00:00,2023-01-30 21:00:00,107.05,296.78,45.64,,88.78,7.87,12.11,1.08,3.54,7.04,71.5,0.47,115.17,34.33,0.0,22.14
2023-01-30 21:00:00,2023-01-30 22:00:00,93.8,378.63,29.57,70.38,64.35,15.83,8.98,0.99,8.8,5.11,74.62,0.58,114.6,33.9,0.0,21.28
2023-01-30 22:00:00,2023-01-30 23:00:00,64.83,243.9,4.33,54.47,34.32,25.21,6.71,1.01,9.34,3.55,78.02,0.22,222.44,33.8,0.0,21.05
2023-01-30 23:00:00,2023-01-31 00:00:00,49.36,147.16,3.61,45.19,28.89,26.1,6.35,0.83,18.11,4.06,78.12,0.33,119.7,33.62,0.0,20.87
2023-01-31 00:00:00,2023-01-31 01:00:00,43.1,112.47,9.88,49.91,36.38,22.34,6.0,0.78,9.06,3.53,83.66,0.2,95.16,34.05,0.0,19.96
2023-01-31 01:00:00,2023-01-31 02:00:00,41.05,135.91,6.06,38.97,27.61,25.18,5.2,0.82,7.49,3.38,88.44,0.23,210.51,33.6,0.0,19.33
2023-01-31 02:00:00,2023-01-31 03:00:00,36.84,101.93,3.74,30.92,21.54,26.66,4.91,0.81,7.5,3.86,90.3,0.24,201.07,33.62,0.0,18.69
2023-01-31 03:00:00,2023-01-31 04:00:00,36.5,78.06,3.19,22.72,16.81,26.91,5.08,0.78,17.52,3.72,88.31,0.28,266.99,33.58,0.0,18.42
2023-01-31 04:00:00,2023-01-31 05:00:00,35.45,65.74,3.19,19.63,15.21,26.12,4.89,0.82,12.48,4.86,91.06,0.2,226.0,33.57,0.0,17.79
2023-01-31 05:00:00,2023-01-31 06:00:00,29.83,55.81,3.03,18.2,14.33,25.89,4.57,0.8,9.05,4.41,93.84,0.57,97.32,33.4,0.0,17.77
2023-01-31 06:00:00,2023-01-31 07:00:00,28.28,49.63,2.88,15.07,12.57,25.89,4.56,0.72,14.81,3.79,94.46,0.74,25.51,46.1,0.0,17.75
2023-01-31 07:00:00,2023-01-31 08:00:00,28.8,41.23,3.19,14.79,12.67,24.98,5.59,0.7,28.2,2.88,83.18,0.97,253.44,137.32,0.0,19.18
2023-01-31 08:00:00,2023-01-31 09:00:00,27.46,45.73,3.4,15.96,13.45,23.43,7.34,0.64,45.72,2.86,65.29,1.08,177.46,210.6,0.0,21.8
2023-01-31 09:00:00,2023-01-31 10:00:00,21.43,45.29,2.98,15.0,12.62,23.17,8.76,0.45,80.13,1.89,47.56,1.47,43.48,316.2,0.0,24.19
2023-01-31 10:00:00,2023-01-31 11:00:00,15.94,43.62,2.85,13.95,11.96,20.67,8.56,0.43,86.53,1.54,36.52,1.27,16.75,587.6,0.0,27.04
2023-01-31 11:00:00,2023-01-31 12:00:00,17.38,47.58,2.61,9.25,9.32,19.73,9.49,0.35,98.42,1.0,24.25,1.15,33.8,750.47,0.0,30.12
2023-01-31 12:00:00,2023-01-31 13:00:00,13.07,36.69,2.77,12.67,11.22,18.32,14.27,0.41,108.84,1.44,26.75,0.99,129.47,737.62,0.0,31.24
2023-01-31 13:00:00,2023-01-31 14:00:00,10.39,33.02,2.59,9.33,9.34,21.4,10.23,0.33,112.35,1.12,20.79,1.23,37.61,659.27,0.0,31.93
2023-01-31 14:00:00,2023-01-31 15:00:00,13.69,35.09,2.64,8.92,9.17,15.97,12.18,0.31,116.19,0.59,20.35,1.23,33.69,586.88,0.0,32.24
2023-01-31 15:00:00,2023-01-31 16:00:00,12.52,25.62,3.0,19.45,14.96,15.65,23.91,0.34,110.53,0.77,22.81,1.29,260.69,409.23,0.0,32.23
2023-01-31 16:00:00,2023-01-31 17:00:00,12.38,36.23,2.76,16.51,13.23,15.16,16.79,0.35,112.66,0.68,25.0,1.22,326.68,209.2,0.0,31.34
2023-01-31 17:00:00,2023-01-31 18:00:00,12.86,42.14,2.67,15.53,12.64,15.96,9.31,0.42,79.58,0.79,35.12,0.53,330.56,53.1,0.0,28.55
2023-01-31 18:00:00,2023-01-31 19:00:00,16.84,50.19,2.75,29.23,19.86,16.79,6.63,0.72,49.66,2.17,45.88,0.26,211.29,34.17,0.0,24.85
2023-01-31 19:00:00,2023-01-31 20:00:00,17.62,58.23,2.76,22.85,16.54,18.26,5.78,0.79,32.6,2.79,57.2,0.07,171.76,34.3,0.0,22.45
2023-01-31 20:00:00,2023-01-31 21:00:00,22.17,72.16,2.78,31.53,21.09,17.62,5.67,0.76,32.7,3.42,55.73,0.39,141.37,32.88,0.0,22.23
2023-01-31 21:00:00,2023-01-31 22:00:00,26.99,129.28,5.92,52.34,34.48,15.75,5.14,0.61,16.24,2.64,59.69,0.23,155.81,34.2,0.0,20.78
2023-01-31 22:00:00,2023-01-31 23:00:00,30.74,121.31,2.88,31.14,20.96,19.13,5.37,0.51,36.91,1.79,59.34,0.26,124.66,33.52,0.0,20.64
2023-01-31 23:00:00,2023-02-01 00:00:00,30.15,80.03,3.02,34.28,22.72,19.15,5.01,0.56,20.78,1.8,68.77,0.2,128.49,34.08,0.0,19.42
2023-02-01 00:00:00,2023-02-01 01:00:00,28.16,120.56,4.42,36.48,24.99,20.14,4.61,0.57,8.27,1.94,80.95,0.32,166.72,33.6,0.0,18.37
2023-02-01 01:00:00,2023-02-01 02:00:00,25.59,91.67,3.13,25.53,18.24,21.75,5.52,0.56,26.4,1.94,74.74,0.32,339.95,33.38,0.0,18.63
2023-02-01 02:00:00,2023-02-01 03:00:00,23.93,57.21,2.76,20.66,15.4,21.88,5.91,0.53,28.4,1.96,76.54,0.26,124.57,33.77,0.0,18.27
2023-02-01 03:00:00,2023-02-01 04:00:00,22.54,48.61,2.81,20.8,15.51,21.81,5.89,0.51,25.97,1.8,78.94,0.16,185.81,33.72,0.0,17.57
2023-02-01 04:00:00,2023-02-01 05:00:00,22.26,41.4,2.83,19.94,15.08,21.82,6.02,0.48,21.05,1.62,80.6,0.08,176.58,33.83,0.0,17.12
2023-02-01 05:00:00,2023-02-01 06:00:00,20.33,35.59,4.09,26.83,19.69,20.71,5.45,0.49,13.22,1.55,85.61,0.15,165.38,33.83,0.0,16.21
2023-02-01 06:00:00,2023-02-01 07:00:00,21.68,43.04,5.67,31.87,23.58,19.49,4.74,0.72,5.41,2.3,90.38,0.22,263.51,42.7,0.0,15.68
2023-02-01 07:00:00,2023-02-01 08:00:00,23.64,56.34,7.94,34.16,26.6,20.01,6.04,0.63,12.05,4.03,79.49,0.32,118.6,96.92,0.0,17.56
2023-02-01 08:00:00,2023-02-01 09:00:00,24.57,69.08,12.57,40.12,33.42,18.77,8.99,0.64,25.42,2.29,64.98,0.77,260.92,223.28,0.0,20.98
2023-02-01 09:00:00,2023-02-01 10:00:00,23.27,72.02,4.89,22.26,17.93,22.02,16.7,0.37,58.42,1.88,41.73,1.17,35.53,476.4,0.0,24.34
2023-02-01 10:00:00,2023-02-01 11:00:00,16.66,39.31,4.21,19.39,15.89,18.89,16.76,0.3,73.65,0.7,31.14,1.66,23.48,640.48,0.0,26.4
2023-02-01 11:00:00,2023-02-01 12:00:00,16.22,32.47,4.49,21.99,17.48,20.12,21.65,0.37,75.55,0.92,30.96,1.63,196.43,727.7,0.0,28.01
2023-02-01 12:00:00,2023-02-01 13:00:00,16.71,41.04,4.49,24.13,18.6,21.16,24.44,0.34,85.85,0.78,27.29,1.79,331.45,770.15,0.0,29.37
2023-02-01 13:00:00,2023-02-01 14:00:00,13.41,43.99,3.21,15.07,12.84,16.55,15.52,0.28,96.61,0.41,22.09,2.49,334.89,716.85,0.0,30.5
2023-02-01 14:00:00,2023-02-01 15:00:00,13.94,37.95,2.78,10.19,9.94,14.05,10.71,0.26,97.61,0.37,20.51,2.23,248.94,614.98,0.0,30.84
2023-02-01 15:00:00,2023-02-01 16:00:00,11.5,38.66,3.05,12.94,11.6,14.63,12.34,0.23,95.53,0.3,15.81,2.14,104.14,471.35,0.0,31.23
2023-02-01 16:00:00,2023-02-01 17:00:00,8.65,29.17,2.48,7.3,8.19,13.07,7.18,0.19,90.63,0.21,11.64,1.74,31.51,240.85,0.0,30.48
2023-02-01 17:00:00,2023-02-01 18:00:00,6.29,17.78,2.48,8.61,8.87,10.38,5.69,0.34,74.51,0.27,16.77,0.78,101.48,60.28,0.0,27.48
2023-02-01 18:00:00,2023-02-01 19:00:00,8.77,81.57,3.18,39.53,25.9,8.32,6.02,0.9,32.7,4.82,31.36,0.3,234.4,34.38,0.0,22.82
2023-02-01 19:00:00,2023-02-01 20:00:00,13.86,77.8,2.72,29.21,19.83,12.2,5.15,0.68,28.15,4.24,45.08,0.15,222.74,34.02,0.0,19.99
2023-02-01 20:00:00,2023-02-01 21:00:00,14.83,59.51,5.12,34.81,24.68,12.06,6.09,0.54,25.64,2.57,50.45,0.22,212.86,33.48,0.0,18.66
2023-02-01 21:00:00,2023-02-01 22:00:00,11.44,35.19,2.72,19.95,14.99,15.23,5.83,0.53,27.47,1.89,58.59,0.29,165.55,33.6,0.0,17.2
2023-02-01 22:00:00,2023-02-01 23:00:00,15.05,79.94,27.16,53.86,52.31,8.75,4.59,0.56,6.25,1.66,64.78,0.25,170.55,33.55,0.0,14.82
2023-02-01 23:00:00,2023-02-02 00:00:00,20.5,114.03,3.39,38.81,25.38,16.93,4.44,0.47,18.08,1.61,59.4,0.38,117.37,32.95,0.0,14.88
2023-02-02 00:00:00,2023-02-02 01:00:00,21.46,74.18,2.99,25.43,18.07,17.74,4.67,0.4,28.32,2.12,52.67,0.18,174.21,33.5,0.0,14.55
2023-02-02 01:00:00,2023-02-02 02:00:00,16.41,42.65,2.88,22.49,16.45,18.01,4.65,0.44,27.11,1.61,61.53,0.2,226.49,33.55,0.0,13.99
2023-02-02 02:00:00,2023-02-02 03:00:00,15.84,35.51,2.86,18.82,14.52,18.36,4.45,0.48,20.7,1.78,73.05,0.26,135.65,33.25,0.0,12.7
2023-02-02 03:00:00,2023-02-02 04:00:00,13.29,27.79,2.86,18.27,14.23,17.83,4.32,0.51,14.28,2.15,82.14,0.29,281.58,33.48,0.0,11.45
2023-02-02 04:00:00,2023-02-02 05:00:00,12.47,26.59,3.04,16.66,13.53,17.51,4.18,0.53,9.14,2.2,88.54,0.18,238.19,33.3,0.0,10.71
2023-02-02 05:00:00,2023-02-02 06:00:00,10.56,21.5,3.17,14.69,12.61,17.72,4.09,0.53,6.54,2.54,92.49,0.34,134.56,33.15,0.0,10.22
2023-02-02 06:00:00,2023-02-02 07:00:00,11.09,30.0,4.84,17.65,15.49,17.04,3.88,0.66,4.06,2.98,94.24,0.23,245.14,41.3,0.0,9.67
2023-02-02 07:00:00,2023-02-02 08:00:00,14.15,46.36,5.31,18.46,16.29,16.88,4.17,0.75,14.44,4.16,84.42,0.36,211.22,70.47,0.0,12.13
2023-02-02 08:00:00,2023-02-02 09:00:00,18.22,55.7,4.14,15.74,13.93,17.5,5.93,0.57,47.88,4.14,47.84,0.98,339.5,217.57,0.0,17.74
2023-02-02 09:00:00,2023-02-02 10:00:00,16.11,33.49,2.94,10.07,10.01,17.96,7.26,0.38,63.23,1.6,30.06,0.72,256.79,579.45,0.0,22.18
2023-02-02 10:00:00,2023-02-02 11:00:00,11.93,20.95,2.69,8.68,9.08,14.31,7.36,0.34,76.22,1.3,21.53,0.88,261.61,731.82,0.0,24.77
