From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2022-11-01 18:00:00,2022-11-01 19:00:00,40.75,114.75,2.83,22.12,14.07,13.95,3.9,1.03,79.15,1.52,113.42,2.28,5.55,28.5,0.43,89.75,15.5,24.5,0.0,2.2
2022-11-01 19:00:00,2022-11-01 20:00:00,46.0,106.75,2.58,18.9,12.15,13.93,3.95,0.97,89.12,1.3,118.57,1.85,4.5,29.75,0.3,93.0,16.0,24.22,0.0,1.7
2022-11-01 20:00:00,2022-11-01 21:00:00,52.0,99.0,2.68,16.62,11.02,14.0,5.1,1.01,84.15,1.18,119.53,1.02,2.25,31.75,0.32,99.5,16.0,24.02,0.0,0.7
2022-11-01 21:00:00,2022-11-01 22:00:00,64.75,99.25,2.45,15.65,10.3,14.0,17.77,0.98,86.12,1.32,120.05,1.15,2.82,34.0,0.45,103.75,16.0,23.82,0.0,0.9
2022-11-01 22:00:00,2022-11-01 23:00:00,62.0,98.5,2.47,9.55,7.1,14.05,6.22,0.85,103.85,0.72,119.35,0.62,1.3,33.5,0.42,131.75,16.0,23.85,0.0,0.35
2022-11-01 23:00:00,2022-11-02 00:00:00,37.0,62.0,2.73,8.9,6.97,14.0,3.1,0.85,93.53,0.6,118.23,0.57,1.1,37.5,0.55,215.5,16.0,23.45,0.0,0.3
2022-11-02 00:00:00,2022-11-02 01:00:00,38.25,63.5,2.52,13.88,9.45,14.0,2.97,0.9,78.85,0.88,123.12,0.98,2.25,41.25,0.47,212.25,15.5,23.1,0.0,0.7
2022-11-02 01:00:00,2022-11-02 02:00:00,52.0,94.5,3.4,41.88,25.05,14.03,2.22,1.31,14.0,3.02,129.3,3.25,7.73,52.75,0.45,215.0,15.75,22.47,0.0,3.03
2022-11-02 02:00:00,2022-11-02 03:00:00,69.75,145.75,2.58,18.73,12.08,14.03,1.68,0.95,33.43,2.45,131.52,3.05,7.45,54.75,0.53,212.0,15.5,22.15,0.0,2.95
2022-11-02 03:00:00,2022-11-02 04:00:00,45.75,100.75,2.33,14.15,9.43,14.03,2.08,0.91,51.05,1.58,131.05,1.8,4.2,52.25,0.58,218.25,15.5,22.05,0.0,1.52
2022-11-02 04:00:00,2022-11-02 05:00:00,47.75,96.5,2.4,13.85,9.32,14.0,2.62,0.92,47.15,1.48,128.75,1.55,3.58,55.0,0.53,221.75,16.0,21.95,0.0,1.23
2022-11-02 05:00:00,2022-11-02 06:00:00,52.25,82.75,2.15,12.2,8.23,14.08,2.38,0.87,55.3,1.42,126.47,1.5,3.45,54.25,0.53,220.25,16.0,21.85,0.0,1.2
2022-11-02 06:00:00,2022-11-02 07:00:00,51.75,86.0,2.52,10.65,7.73,14.03,3.28,0.85,73.38,1.2,125.65,1.25,2.95,48.5,0.53,222.25,27.75,22.0,0.0,0.92
2022-11-02 07:00:00,2022-11-02 08:00:00,58.25,98.25,2.8,12.38,8.85,14.15,3.0,0.87,85.25,0.95,123.7,1.02,2.47,42.25,0.47,226.75,83.5,22.9,0.0,0.75
2022-11-02 08:00:00,2022-11-02 09:00:00,55.25,109.5,2.77,14.7,10.07,14.0,3.88,0.96,90.5,1.4,127.08,1.35,3.3,36.75,0.68,235.5,209.0,24.1,0.0,1.1
2022-11-02 09:00:00,2022-11-02 10:00:00,66.75,124.0,3.12,17.02,11.6,13.93,3.9,1.02,102.4,1.7,127.88,1.62,3.83,31.75,0.67,252.5,299.0,25.22,0.0,1.32
2022-11-02 10:00:00,2022-11-02 11:00:00,64.0,122.25,2.85,13.25,9.38,14.08,3.95,0.86,120.4,1.33,81.8,1.0,2.35,25.0,0.62,315.75,367.75,26.1,0.0,0.8
2022-11-02 11:00:00,2022-11-02 12:00:00,55.25,121.75,3.05,11.4,8.55,14.03,5.93,0.87,137.05,1.02,61.87,0.62,1.53,21.25,0.75,188.5,396.25,26.67,0.0,0.45
2022-11-02 12:00:00,2022-11-02 13:00:00,60.75,127.0,2.67,11.0,8.03,14.0,5.9,0.84,130.5,0.82,60.62,0.55,1.25,19.25,1.05,100.25,386.75,26.95,0.0,0.38
2022-11-02 13:00:00,2022-11-02 14:00:00,48.75,119.25,2.9,10.88,8.15,14.0,7.62,0.84,139.05,0.85,67.9,0.62,1.15,17.25,0.95,98.0,336.75,27.27,0.0,0.45
2022-11-02 14:00:00,2022-11-02 15:00:00,50.75,123.5,3.0,10.98,8.28,14.05,10.12,0.8,139.23,0.8,79.22,0.78,0.73,16.0,0.82,21.75,251.5,27.42,0.0,0.57
2022-11-02 15:00:00,2022-11-02 16:00:00,48.0,117.5,2.58,11.1,8.0,14.05,6.03,0.8,131.4,0.7,84.7,0.65,0.3,16.75,0.95,92.75,142.25,27.35,0.0,0.38
2022-11-02 16:00:00,2022-11-02 17:00:00,45.0,115.5,2.62,17.15,11.28,14.12,4.88,0.9,119.55,0.88,87.6,2.08,1.7,21.25,0.4,222.0,53.5,26.95,0.0,0.85
2022-11-02 17:00:00,2022-11-02 18:00:00,54.0,133.5,3.1,27.08,16.93,13.97,5.83,1.31,105.8,2.05,92.92,5.1,6.12,26.0,0.32,161.25,17.75,26.0,0.0,2.9
2022-11-02 18:00:00,2022-11-02 19:00:00,68.0,170.75,4.0,40.45,24.75,14.12,5.2,1.56,78.9,3.02,103.78,5.03,14.07,29.5,0.52,200.5,16.0,25.57,0.0,5.45
2022-11-02 19:00:00,2022-11-02 20:00:00,68.5,190.25,2.58,9.15,7.0,14.12,4.22,0.94,127.4,1.5,108.8,2.25,6.17,24.0,0.3,175.0,16.0,25.72,0.0,2.25
2022-11-02 20:00:00,2022-11-02 21:00:00,47.5,123.25,6.55,40.15,26.67,14.0,4.3,1.62,77.8,1.47,116.17,2.45,5.58,32.5,0.47,194.5,16.0,24.85,0.0,2.1
2022-11-02 21:00:00,2022-11-02 22:00:00,73.75,200.0,3.65,55.03,32.2,14.03,3.85,1.94,39.23,4.47,127.15,7.25,18.88,40.0,0.47,190.25,16.0,24.27,0.0,7.55
2022-11-02 22:00:00,2022-11-02 23:00:00,117.5,282.0,5.73,51.67,32.12,14.03,2.85,2.03,23.17,4.28,126.85,6.55,17.77,50.0,0.67,210.75,16.0,23.5,0.0,6.97
2022-11-02 23:00:00,2022-11-03 00:00:00,104.0,236.25,2.62,18.03,11.73,14.08,2.63,1.31,58.23,2.42,120.75,3.0,7.72,47.0,0.57,213.25,15.5,23.42,0.0,2.98
2022-11-03 00:00:00,2022-11-03 01:00:00,75.75,154.25,2.5,11.15,7.97,14.03,3.58,1.17,80.45,1.43,118.22,1.35,2.62,42.0,0.65,207.5,15.5,23.45,0.0,1.05
2022-11-03 01:00:00,2022-11-03 02:00:00,64.75,123.75,2.27,8.12,6.18,14.03,4.05,1.09,85.58,0.97,119.85,0.75,1.5,39.25,0.7,211.5,16.0,23.52,0.0,0.38
2022-11-03 02:00:00,2022-11-03 03:00:00,57.5,116.75,2.5,7.85,6.2,14.08,3.92,1.0,90.6,0.92,124.68,0.7,1.23,36.5,0.73,213.5,15.5,23.68,0.0,0.33
2022-11-03 03:00:00,2022-11-03 04:00:00,58.5,106.25,2.58,8.65,6.67,14.03,4.62,0.96,89.65,0.77,126.78,0.62,1.0,39.5,0.6,216.25,15.5,23.25,0.0,0.2
2022-11-03 04:00:00,2022-11-03 05:00:00,54.25,105.75,2.62,7.2,5.97,14.0,4.22,0.91,102.33,0.75,129.93,0.67,1.07,37.0,0.57,209.25,16.0,23.32,0.0,0.27
2022-11-03 05:00:00,2022-11-03 06:00:00,47.5,100.75,2.47,5.75,5.07,14.0,3.9,0.83,106.47,0.62,131.45,0.55,0.75,34.0,0.62,212.0,16.0,23.62,0.0,0.2
2022-11-03 06:00:00,2022-11-03 07:00:00,47.75,100.0,2.12,7.67,5.77,13.97,3.3,0.84,97.52,0.7,129.72,0.72,1.33,36.5,0.77,219.25,27.75,23.32,0.0,0.38
2022-11-03 07:00:00,2022-11-03 08:00:00,47.75,136.75,2.6,10.62,7.78,13.97,4.1,0.92,93.0,0.65,127.83,0.7,1.32,35.5,0.72,225.75,85.25,23.8,0.0,0.35
2022-11-03 08:00:00,2022-11-03 09:00:00,61.25,195.75,3.35,18.2,12.38,13.9,4.15,1.01,85.0,1.75,126.65,1.85,4.45,38.5,0.88,238.25,216.0,24.25,0.0,1.62
2022-11-03 09:00:00,2022-11-03 10:00:00,75.75,179.0,3.02,12.43,9.03,14.05,5.72,1.0,100.0,1.23,121.52,1.07,2.4,33.25,0.78,253.0,310.75,25.38,0.0,0.78
2022-11-03 10:00:00,2022-11-03 11:00:00,65.5,146.75,2.92,13.05,9.32,14.05,7.4,0.91,118.33,1.22,96.67,1.08,2.58,21.5,0.7,249.25,380.5,26.9,0.0,0.85
2022-11-03 11:00:00,2022-11-03 12:00:00,55.0,139.25,2.65,11.15,8.1,14.03,14.73,0.82,125.85,0.9,34.73,0.67,1.98,15.0,0.77,255.5,407.75,27.4,0.0,0.67
2022-11-03 12:00:00,2022-11-03 13:00:00,37.5,116.0,2.67,9.87,7.4,14.03,8.8,0.79,131.75,0.9,48.85,0.75,1.1,12.5,0.62,287.0,393.0,27.83,0.0,0.65
2022-11-03 13:00:00,2022-11-03 14:00:00,37.75,112.0,3.05,11.52,8.6,13.9,6.28,0.78,132.15,0.88,59.67,0.85,0.55,10.75,0.65,310.0,338.75,28.05,0.0,0.62
2022-11-03 14:00:00,2022-11-03 15:00:00,35.0,108.25,2.83,11.02,8.18,13.9,6.17,0.79,132.55,0.9,68.88,0.8,1.28,11.25,0.67,258.5,253.25,28.2,0.0,0.72
2022-11-03 15:00:00,2022-11-03 16:00:00,35.75,110.75,2.7,15.25,10.35,13.93,5.38,0.79,125.08,0.9,87.3,0.95,2.45,11.25,0.55,172.5,149.75,28.02,0.0,0.77
2022-11-03 16:00:00,2022-11-03 17:00:00,38.0,114.25,2.83,25.38,15.78,14.08,5.1,0.99,107.12,1.05,72.77,1.48,3.8,14.75,0.18,265.0,53.75,27.52,0.0,1.38
2022-11-03 17:00:00,2022-11-03 18:00:00,47.0,149.75,2.92,31.8,19.27,13.95,7.35,1.32,98.7,2.48,84.25,4.12,9.1,19.75,0.2,153.75,17.75,26.17,0.0,3.57
2022-11-03 18:00:00,2022-11-03 19:00:00,66.25,193.0,2.98,37.67,22.45,14.1,6.38,1.39,81.4,2.08,96.1,2.9,6.62,22.75,0.38,200.0,16.0,25.85,0.0,2.55
2022-11-03 19:00:00,2022-11-03 20:00:00,67.0,166.25,3.45,44.1,26.25,14.08,8.6,1.59,67.92,3.9,119.05,6.0,15.18,25.25,0.4,179.5,16.0,25.5,0.0,6.45
2022-11-03 20:00:00,2022-11-03 21:00:00,85.75,206.25,2.7,33.28,19.9,14.1,5.92,1.35,73.65,4.1,121.15,3.92,10.05,25.0,0.47,214.75,16.0,25.27,0.0,4.2
2022-11-03 21:00:00,2022-11-03 22:00:00,65.25,161.75,2.58,18.52,11.95,14.03,5.1,1.24,84.95,1.65,119.0,2.3,5.43,28.5,0.55,216.75,16.0,24.95,0.0,2.1
2022-11-03 22:00:00,2022-11-03 23:00:00,58.75,149.5,2.42,25.38,15.45,14.0,3.7,1.32,67.92,2.28,120.58,3.4,8.4,35.25,0.4,207.5,16.0,24.15,0.0,3.3
2022-11-03 23:00:00,2022-11-04 00:00:00,67.0,158.0,2.7,10.67,7.88,13.97,3.7,1.02,101.83,1.38,119.03,1.93,4.2,36.25,0.33,192.0,15.75,24.15,0.0,1.5
2022-11-04 00:00:00,2022-11-04 01:00:00,52.0,107.5,2.25,8.18,6.25,13.97,3.85,0.97,107.97,0.85,118.15,0.8,1.75,37.25,0.45,213.5,15.75,24.08,0.0,0.5
2022-11-04 01:00:00,2022-11-04 02:00:00,50.0,105.75,2.5,7.1,5.8,14.0,4.28,0.93,111.9,0.75,120.4,0.65,1.15,39.25,0.55,218.75,16.0,23.85,0.0,0.3
2022-11-04 02:00:00,2022-11-04 03:00:00,47.0,97.75,2.47,7.05,5.75,14.0,4.78,0.92,107.9,0.77,124.65,0.7,1.27,41.75,0.62,213.5,15.75,23.45,0.0,0.32
2022-11-04 03:00:00,2022-11-04 04:00:00,52.75,99.75,2.38,11.7,8.15,14.0,3.7,0.93,81.45,1.0,128.32,1.07,2.3,48.0,0.55,204.0,16.0,23.1,0.0,0.68
2022-11-04 04:00:00,2022-11-04 05:00:00,55.0,105.25,2.43,9.9,7.22,13.97,3.8,0.88,95.9,1.0,130.97,1.12,2.38,45.5,0.78,218.75,16.0,23.08,0.0,0.75
2022-11-04 05:00:00,2022-11-04 06:00:00,56.75,102.25,2.5,7.65,6.08,13.97,4.17,0.84,107.97,0.82,129.85,0.88,1.48,44.25,0.7,215.75,16.0,23.05,0.0,0.42
2022-11-04 06:00:00,2022-11-04 07:00:00,57.5,116.5,2.7,6.67,5.72,13.93,5.45,0.82,111.98,0.7,130.23,0.62,0.97,41.75,0.55,213.25,27.25,23.2,0.0,0.23
2022-11-04 07:00:00,2022-11-04 08:00:00,60.5,160.75,2.45,7.92,6.22,13.97,4.78,0.85,108.42,0.7,126.27,0.65,1.07,36.5,0.58,217.5,83.5,24.05,0.0,0.3
2022-11-04 08:00:00,2022-11-04 09:00:00,61.0,193.5,3.08,17.65,11.93,14.0,5.32,1.04,102.2,1.38,124.83,1.27,3.05,33.25,0.3,277.5,202.75,25.6,0.0,1.02
2022-11-04 09:00:00,2022-11-04 10:00:00,74.5,173.25,2.95,16.85,11.35,13.9,5.97,1.1,140.17,1.57,122.53,1.62,3.65,24.25,0.42,225.0,287.5,27.1,0.0,1.35
2022-11-04 10:00:00,2022-11-04 11:00:00,93.75,191.5,2.77,13.15,9.23,14.0,5.35,1.18,150.07,1.7,73.25,1.45,3.28,19.0,0.5,156.75,346.5,27.48,0.0,1.28
2022-11-04 11:00:00,2022-11-04 12:00:00,85.5,171.25,2.7,12.05,8.6,14.0,4.2,1.03,141.02,1.3,69.45,0.9,1.88,18.0,0.5,125.75,372.0,27.93,0.0,0.65
2022-11-04 12:00:00,2022-11-04 13:00:00,77.25,149.5,2.63,10.0,7.5,14.0,4.67,0.91,141.25,0.9,63.12,0.5,1.05,17.75,0.53,187.25,361.75,28.15,0.0,0.3
2022-11-04 13:00:00,2022-11-04 14:00:00,71.25,137.5,2.73,10.72,7.92,13.97,4.6,0.9,139.77,0.9,68.65,0.62,1.45,17.0,0.58,99.75,310.75,28.2,0.0,0.42
2022-11-04 14:00:00,2022-11-04 15:00:00,65.0,137.25,2.4,11.05,7.83,13.97,4.68,0.87,133.48,0.9,61.1,0.68,1.75,17.0,0.75,189.75,223.5,28.1,0.0,0.52
2022-11-04 15:00:00,2022-11-04 16:00:00,61.0,142.0,2.65,13.67,9.45,14.03,5.7,0.94,134.22,0.98,61.45,1.18,2.65,19.25,0.35,118.5,122.75,28.15,0.0,0.93
2022-11-04 16:00:00,2022-11-04 17:00:00,70.5,158.5,2.8,22.1,14.07,13.97,5.42,1.14,112.5,1.38,68.9,5.47,8.53,24.0,0.22,51.75,47.75,27.52,0.0,3.42
2022-11-04 17:00:00,2022-11-04 18:00:00,82.75,178.5,2.65,22.43,14.1,14.0,4.95,1.08,108.0,1.6,87.15,4.2,8.25,26.75,0.2,79.25,17.5,26.62,0.0,3.17
2022-11-04 18:00:00,2022-11-04 19:00:00,70.0,147.25,2.67,15.4,10.38,13.95,4.72,1.04,120.33,1.05,97.03,1.15,2.8,26.5,0.3,158.25,16.0,26.25,0.0,1.0
2022-11-04 19:00:00,2022-11-04 20:00:00,66.5,127.75,2.28,11.0,7.68,13.95,4.7,0.97,125.8,2.58,107.92,1.18,3.07,27.25,0.38,192.75,16.0,26.08,0.0,0.95
2022-11-04 20:00:00,2022-11-04 21:00:00,67.5,124.75,2.2,9.38,6.78,14.03,5.33,0.99,124.38,0.82,114.78,0.73,1.53,28.75,0.45,197.0,15.75,25.8,0.0,0.43
2022-11-04 21:00:00,2022-11-04 22:00:00,61.0,119.25,2.48,14.75,9.88,14.0,6.03,1.08,108.78,0.83,119.78,0.85,1.8,31.25,0.4,206.0,15.5,25.45,0.0,0.55
2022-11-04 22:00:00,2022-11-04 23:00:00,137.75,224.25,3.8,55.5,32.65,14.03,19.43,1.92,37.23,3.95,130.08,4.78,12.88,38.75,0.55,206.25,15.5,24.95,0.0,5.02
2022-11-04 23:00:00,2022-11-05 00:00:00,292.25,421.0,2.9,16.45,11.12,14.03,16.2,1.14,95.47,2.57,130.38,3.2,8.38,34.75,0.4,206.75,15.75,24.77,0.0,3.17
2022-11-05 00:00:00,2022-11-05 01:00:00,179.25,242.0,2.67,22.85,14.35,13.95,9.3,1.22,73.3,1.23,128.12,1.4,3.17,41.0,0.55,215.25,16.0,24.33,0.0,1.15
2022-11-05 01:00:00,2022-11-05 02:00:00,137.75,204.75,2.5,11.93,8.4,14.03,6.83,1.07,84.8,1.62,128.4,1.68,3.8,41.5,0.47,219.0,16.0,24.12,0.0,1.35
2022-11-05 02:00:00,2022-11-05 03:00:00,111.25,171.0,2.42,16.62,10.82,13.95,5.28,1.12,61.03,1.23,130.0,1.18,2.45,47.0,0.47,218.0,16.0,23.8,0.0,0.8
2022-11-05 03:00:00,2022-11-05 04:00:00,114.5,175.25,2.42,16.2,10.58,14.05,4.43,1.04,84.17,1.8,133.3,2.15,4.7,42.5,0.53,208.0,15.5,24.0,0.0,1.85
2022-11-05 04:00:00,2022-11-05 05:00:00,97.75,158.75,2.5,6.32,5.4,14.0,4.75,0.94,120.7,0.85,132.43,0.75,1.35,37.5,0.53,210.25,16.0,24.15,0.0,0.35
2022-11-05 05:00:00,2022-11-05 06:00:00,68.25,118.75,2.42,5.43,4.83,14.0,4.42,0.9,123.0,0.67,132.77,0.57,0.8,35.75,0.45,206.0,15.5,24.15,0.0,0.18
2022-11-05 06:00:00,2022-11-05 07:00:00,58.75,123.75,2.25,6.22,5.12,14.03,4.47,0.99,115.9,0.68,133.93,0.6,0.97,34.75,0.45,211.25,26.25,24.32,0.0,0.25
2022-11-05 07:00:00,2022-11-05 08:00:00,60.0,159.5,2.83,11.05,8.18,13.97,4.75,1.05,105.0,0.85,135.22,0.78,1.55,33.75,0.4,220.25,86.25,24.87,0.0,0.43
2022-11-05 08:00:00,2022-11-05 09:00:00,66.25,154.5,3.48,15.75,11.2,14.03,4.7,1.19,100.7,1.3,137.05,1.52,3.38,33.25,0.45,239.0,212.5,25.95,0.0,1.23
2022-11-05 09:00:00,2022-11-05 10:00:00,74.5,167.5,2.75,14.98,10.2,14.0,5.57,1.19,127.2,1.75,137.05,1.85,3.98,27.0,0.57,255.75,305.75,26.98,0.0,1.48
2022-11-05 10:00:00,2022-11-05 11:00:00,77.5,166.5,2.9,11.35,8.38,13.97,5.35,0.89,121.85,1.3,140.38,1.32,2.75,19.75,0.53,257.5,371.75,27.88,0.0,0.9
2022-11-05 11:00:00,2022-11-05 12:00:00,49.5,125.75,2.75,8.55,6.8,14.05,3.93,0.82,113.17,0.8,137.2,1.0,1.9,15.0,0.55,300.5,399.5,28.27,0.0,0.55
2022-11-05 12:00:00,2022-11-05 13:00:00,31.0,97.5,2.87,7.63,6.4,14.0,4.58,0.77,114.78,0.62,127.18,0.8,1.57,14.0,0.8,236.5,384.5,28.18,0.0,0.42
2022-11-05 13:00:00,2022-11-05 14:00:00,23.5,85.75,2.82,8.1,6.57,13.95,2.58,0.7,111.6,0.47,112.35,0.6,0.5,12.75,0.88,264.0,328.75,28.2,0.0,0.3
2022-11-05 14:00:00,2022-11-05 15:00:00,17.25,85.5,3.08,9.53,7.55,14.0,2.35,0.8,109.25,0.53,108.2,0.77,1.08,13.0,0.73,161.5,246.5,28.38,0.0,0.47
2022-11-05 15:00:00,2022-11-05 16:00:00,20.25,84.0,2.75,8.85,6.93,13.98,2.55,0.77,111.9,0.47,105.47,0.57,0.58,14.25,0.55,93.0,140.75,28.25,0.0,0.33
2022-11-05 16:00:00,2022-11-05 17:00:00,25.75,84.25,2.65,16.95,11.15,13.9,2.27,0.82,90.32,0.62,111.92,1.48,1.53,15.0,0.42,16.5,51.5,27.62,0.0,0.97
2022-11-05 17:00:00,2022-11-05 18:00:00,28.0,108.0,2.3,22.92,14.07,14.03,4.15,0.92,80.8,1.15,114.28,5.2,8.53,18.0,0.17,62.75,17.5,26.85,0.0,3.05
2022-11-05 18:00:00,2022-11-05 19:00:00,33.0,107.25,3.15,35.48,21.43,14.0,5.18,1.18,68.65,1.52,121.95,2.62,5.5,21.5,0.33,182.5,15.75,26.27,0.0,2.03
2022-11-05 19:00:00,2022-11-05 20:00:00,36.75,101.75,3.15,32.83,20.02,13.9,6.83,1.23,64.95,2.6,130.05,5.65,11.43,24.25,0.35,144.75,16.0,25.78,0.0,4.47
2022-11-05 20:00:00,2022-11-05 21:00:00,52.25,123.5,2.23,11.82,8.07,13.95,6.38,0.84,98.1,1.47,132.72,4.88,7.03,21.25,0.58,93.75,16.0,25.82,0.0,2.42
2022-11-05 21:00:00,2022-11-05 22:00:00,32.5,80.75,2.25,8.68,6.45,14.0,9.03,0.81,97.8,0.55,130.75,0.93,1.62,22.0,0.35,124.5,15.75,25.55,0.0,0.45
2022-11-05 22:00:00,2022-11-05 23:00:00,24.75,69.0,2.5,6.28,5.38,14.05,5.58,0.75,104.12,0.47,132.72,0.65,0.95,24.0,0.22,149.25,16.0,25.15,0.0,0.27
2022-11-05 23:00:00,2022-11-06 00:00:00,23.0,65.5,2.6,11.65,8.32,14.0,5.77,0.85,78.95,0.5,132.85,0.75,1.35,30.5,0.4,195.0,15.75,24.68,0.0,0.4
2022-11-06 00:00:00,2022-11-06 01:00:00,38.5,110.75,2.92,31.9,19.33,13.97,5.42,1.1,36.42,2.52,135.2,3.2,7.77,44.0,0.45,180.75,16.0,23.75,0.0,3.07
2022-11-06 01:00:00,2022-11-06 02:00:00,65.25,166.75,2.65,23.45,14.65,14.0,8.53,1.02,48.88,1.7,134.5,2.3,5.3,39.75,0.57,213.0,16.0,23.9,0.0,2.15
2022-11-06 02:00:00,2022-11-06 03:00:00,52.75,120.25,2.5,13.02,8.97,14.0,17.2,0.85,80.85,1.32,135.68,1.73,3.8,37.25,0.47,189.75,15.75,24.0,0.0,1.45
2022-11-06 03:00:00,2022-11-06 04:00:00,53.25,109.75,2.65,21.2,13.45,13.93,4.17,0.99,23.8,1.85,136.9,2.33,5.35,52.5,0.65,214.0,15.75,23.15,0.0,2.15
2022-11-06 04:00:00,2022-11-06 05:00:00,55.0,116.5,2.28,18.27,11.55,13.97,5.6,0.91,51.3,1.95,137.55,2.42,5.53,44.25,0.47,199.5,16.0,23.2,0.0,2.2
2022-11-06 05:00:00,2022-11-06 06:00:00,48.75,103.25,2.4,8.88,6.67,14.03,8.68,0.77,94.15,1.22,136.38,1.22,2.68,39.25,0.38,184.0,16.0,23.28,0.0,0.85
2022-11-06 06:00:00,2022-11-06 07:00:00,44.5,94.75,2.65,6.4,5.55,14.05,8.28,0.7,96.95,0.95,137.0,0.73,1.3,39.25,0.35,143.0,25.25,23.38,0.0,0.33
2022-11-06 07:00:00,2022-11-06 08:00:00,43.5,95.0,3.33,23.3,15.12,13.97,5.72,0.91,64.0,0.95,135.67,1.15,2.42,46.25,0.25,88.0,86.5,23.73,0.0,0.8
2022-11-06 08:00:00,2022-11-06 09:00:00,61.0,139.5,4.2,24.65,16.53,14.03,6.05,0.92,67.4,1.68,136.17,1.88,4.15,41.5,0.28,82.25,215.0,25.73,0.0,1.5
2022-11-06 09:00:00,2022-11-06 10:00:00,79.75,165.0,3.08,13.55,9.7,14.0,5.58,0.91,106.7,1.3,132.83,1.25,2.53,30.75,0.4,82.5,310.75,27.12,0.0,0.78
2022-11-06 10:00:00,2022-11-06 11:00:00,53.25,114.75,2.6,9.15,6.97,14.03,4.95,0.78,136.9,0.73,137.43,0.85,1.38,23.75,0.62,74.0,375.0,27.27,0.0,0.38
2022-11-06 11:00:00,2022-11-06 12:00:00,46.0,100.25,2.6,9.25,7.05,14.03,3.97,0.73,129.78,0.7,137.68,0.67,0.98,18.25,0.6,58.25,401.75,27.65,0.0,0.25
2022-11-06 12:00:00,2022-11-06 13:00:00,43.0,87.0,2.8,7.4,6.2,14.05,3.55,0.74,122.2,0.5,135.2,0.6,0.75,14.25,0.65,111.0,362.5,27.92,0.0,0.2
2022-11-06 13:00:00,2022-11-06 14:00:00,31.5,76.75,2.9,8.6,6.93,13.95,3.17,0.7,111.72,0.47,133.05,0.7,0.95,12.25,0.9,14.75,315.75,27.9,0.0,0.22
2022-11-06 14:00:00,2022-11-06 15:00:00,21.0,72.25,3.03,8.85,7.15,14.03,1.8,0.65,100.85,0.5,128.82,0.68,1.15,10.5,0.95,11.75,207.5,27.83,0.0,0.3
2022-11-06 15:00:00,2022-11-06 16:00:00,17.0,64.25,2.65,10.22,7.62,13.95,1.9,0.64,101.65,0.5,123.07,0.65,1.23,12.25,0.9,10.5,152.0,27.68,0.0,0.3
2022-11-06 16:00:00,2022-11-06 17:00:00,22.75,73.75,2.3,15.58,10.15,14.03,2.05,0.79,94.95,0.62,119.3,1.6,2.6,18.5,0.48,38.5,53.5,26.93,0.0,1.15
2022-11-06 17:00:00,2022-11-06 18:00:00,36.5,99.5,2.48,22.77,14.12,13.97,2.58,0.89,76.95,1.35,121.22,1.93,4.67,25.25,0.43,86.25,17.75,25.83,0.0,1.77
2022-11-06 18:00:00,2022-11-06 19:00:00,51.0,129.25,2.42,24.07,14.78,14.05,3.92,0.99,64.35,1.38,124.7,1.7,3.92,25.5,0.45,85.75,16.0,25.35,0.0,1.38
2022-11-06 19:00:00,2022-11-06 20:00:00,59.5,127.25,2.38,23.23,14.3,14.05,4.72,0.97,67.97,1.77,128.32,2.03,4.78,28.75,0.52,87.5,15.75,25.02,0.0,1.75
2022-11-06 20:00:00,2022-11-06 21:00:00,66.0,130.0,2.65,25.47,15.7,13.93,11.38,1.12,78.65,1.8,129.97,1.9,4.4,37.0,0.75,88.75,16.0,24.73,0.0,1.77
2022-11-06 21:00:00,2022-11-06 22:00:00,81.25,162.5,2.6,18.6,12.0,13.95,5.12,1.11,111.8,1.43,128.12,1.42,3.28,45.0,0.75,84.75,15.75,24.23,0.0,1.12
2022-11-06 22:00:00,2022-11-06 23:00:00,92.0,183.5,2.72,20.03,12.85,14.05,4.22,1.16,113.2,1.35,128.05,1.2,2.7,49.25,0.62,80.0,16.0,23.85,0.0,0.88
2022-11-06 23:00:00,2022-11-07 00:00:00,103.25,186.0,2.67,12.25,8.7,14.03,4.53,1.05,127.37,1.23,129.6,0.93,1.88,50.0,0.88,88.75,16.0,23.85,0.0,0.55
2022-11-07 00:00:00,2022-11-07 01:00:00,93.0,162.25,2.4,15.0,9.9,13.93,6.55,0.9,110.93,0.85,130.4,0.6,0.75,47.5,0.93,87.0,15.5,23.68,0.0,0.17
2022-11-07 01:00:00,2022-11-07 02:00:00,75.75,125.25,2.55,11.68,8.28,14.0,10.15,0.88,119.95,0.77,131.58,0.53,0.7,50.25,0.82,83.25,16.0,23.45,0.0,0.12
2022-11-07 02:00:00,2022-11-07 03:00:00,72.5,123.0,2.3,13.48,9.05,13.97,9.1,0.89,108.73,0.77,131.25,0.6,0.77,55.75,0.32,85.75,16.0,22.75,0.0,0.17
2022-11-07 03:00:00,2022-11-07 04:00:00,76.75,122.75,2.45,9.0,6.78,13.97,10.3,0.86,121.08,0.73,132.07,0.55,0.73,54.25,0.28,95.75,15.75,22.75,0.0,0.15
