From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3)
2017-12-18 09:00:00,2017-12-18 10:00:00,177.5,269.25,46.82,22.53,60.33,0.78,19.17,0.85
2017-12-18 10:00:00,2017-12-18 11:00:00,72.5,160.25,39.85,24.12,58.7,0.42,23.53,0.43
2017-12-18 11:00:00,2017-12-18 12:00:00,75.0,162.25,37.0,24.0,47.1,0.56,29.05,0.38
2017-12-18 12:00:00,2017-12-18 13:00:00,66.25,146.75,17.43,25.97,17.62,0.42,38.55,0.23
2017-12-18 13:00:00,2017-12-18 14:00:00,54.0,108.5,16.65,19.75,10.05,0.37,38.73,0.18
2017-12-18 14:00:00,2017-12-18 15:00:00,41.75,89.25,17.48,18.0,8.73,0.4,37.83,0.13
2017-12-18 15:00:00,2017-12-18 16:00:00,43.25,99.5,19.6,18.05,16.98,0.42,38.57,0.2
2017-12-18 16:00:00,2017-12-18 17:00:00,52.75,106.5,23.28,18.47,14.45,0.55,37.08,0.23
2017-12-18 17:00:00,2017-12-18 18:00:00,75.5,141.75,39.48,20.55,16.08,1.14,22.95,0.45
2017-12-18 18:00:00,2017-12-18 19:00:00,146.5,250.75,86.7,23.0,32.02,2.11,5.9,1.4
2017-12-18 19:00:00,2017-12-18 20:00:00,215.25,390.5,79.95,23.22,30.87,2.2,5.45,1.27
2017-12-18 20:00:00,2017-12-18 21:00:00,193.5,357.75,78.58,25.4,33.62,2.59,4.85,1.67
2017-12-18 21:00:00,2017-12-18 22:00:00,227.0,393.5,82.48,20.57,27.25,1.71,4.65,1.25
2017-12-18 22:00:00,2017-12-18 23:00:00,157.5,302.0,76.35,22.6,33.45,2.23,4.82,1.3
2017-12-18 23:00:00,2017-12-19 00:00:00,168.0,321.75,69.4,22.15,28.97,2.13,4.32,1.45
2017-12-19 00:00:00,2017-12-19 01:00:00,157.5,331.25,67.95,21.8,16.38,1.96,4.57,1.55
2017-12-19 01:00:00,2017-12-19 02:00:00,194.25,352.5,52.75,24.85,12.1,2.88,4.85,2.05
2017-12-19 02:00:00,2017-12-19 03:00:00,230.5,366.25,41.33,25.6,9.3,2.96,4.65,2.28
2017-12-19 03:00:00,2017-12-19 04:00:00,201.75,316.25,36.25,22.78,9.5,2.53,9.03,2.1
2017-12-19 04:00:00,2017-12-19 05:00:00,166.5,263.0,39.97,21.0,10.67,1.99,4.78,1.42
2017-12-19 05:00:00,2017-12-19 06:00:00,147.0,243.0,51.67,20.07,13.1,2.11,4.67,1.72
2017-12-19 06:00:00,2017-12-19 07:00:00,157.0,261.25,34.95,21.22,8.77,1.84,4.42,1.38
2017-12-19 07:00:00,2017-12-19 08:00:00,220.5,309.5,47.85,21.58,25.73,2.23,4.77,2.05
2017-12-19 08:00:00,2017-12-19 09:00:00,355.75,441.5,55.0,21.57,24.18,1.52,6.23,1.57
2017-12-19 09:00:00,2017-12-19 10:00:00,206.25,312.75,51.22,24.93,18.12,1.37,12.93,1.32
2017-12-19 10:00:00,2017-12-19 11:00:00,155.25,245.25,42.67,24.82,19.75,0.26,20.15,0.88
2017-12-19 11:00:00,2017-12-19 12:00:00,94.5,181.75,35.15,24.75,62.8,0.59,30.53,0.55
2017-12-19 12:00:00,2017-12-19 13:00:00,80.75,170.75,51.97,27.17,82.6,0.63,27.7,0.45
2017-12-19 13:00:00,2017-12-19 14:00:00,80.0,203.5,41.3,25.18,54.08,0.59,35.02,0.4
2017-12-19 14:00:00,2017-12-19 15:00:00,81.0,203.0,40.0,23.93,51.95,0.55,37.7,0.4
2017-12-19 15:00:00,2017-12-19 16:00:00,89.75,219.0,55.68,23.18,52.25,0.7,33.3,0.43
2017-12-19 16:00:00,2017-12-19 17:00:00,110.5,293.75,98.8,23.38,128.52,0.89,14.4,0.53
2017-12-19 17:00:00,2017-12-19 18:00:00,147.0,332.75,104.02,24.07,70.82,1.39,7.25,0.93
2017-12-19 18:00:00,2017-12-19 19:00:00,211.75,391.75,99.8,25.15,21.85,2.08,5.7,1.25
2017-12-19 19:00:00,2017-12-19 20:00:00,244.25,431.25,97.9,26.68,17.97,1.89,6.92,2.05
2017-12-19 20:00:00,2017-12-19 21:00:00,220.0,346.0,61.07,24.35,10.98,1.28,12.0,0.97
2017-12-19 21:00:00,2017-12-19 22:00:00,199.75,294.5,60.17,24.93,11.17,1.42,11.3,1.03
2017-12-19 22:00:00,2017-12-19 23:00:00,202.0,297.75,61.2,25.25,10.73,1.69,10.4,1.1
2017-12-19 23:00:00,2017-12-20 00:00:00,200.25,303.0,62.93,28.18,9.83,1.47,8.22,1.08
2017-12-20 00:00:00,2017-12-20 01:00:00,196.5,276.5,70.02,27.55,10.73,1.5,4.82,1.03
2017-12-20 01:00:00,2017-12-20 02:00:00,202.25,280.0,73.95,27.4,12.17,1.39,4.68,1.18
2017-12-20 02:00:00,2017-12-20 03:00:00,204.5,283.75,71.43,25.4,10.92,1.6,4.65,1.33
2017-12-20 03:00:00,2017-12-20 04:00:00,199.5,284.5,68.83,26.83,11.08,1.84,9.33,1.45
2017-12-20 04:00:00,2017-12-20 05:00:00,201.5,304.75,69.15,26.88,9.13,1.96,4.55,1.6
2017-12-20 05:00:00,2017-12-20 06:00:00,204.75,291.75,51.93,25.23,8.1,1.68,4.55,1.63
2017-12-20 06:00:00,2017-12-20 07:00:00,183.25,270.25,36.15,23.05,6.83,1.42,4.55,1.1
2017-12-20 07:00:00,2017-12-20 08:00:00,253.5,340.75,48.62,29.83,7.55,2.58,4.55,1.65
2017-12-20 08:00:00,2017-12-20 09:00:00,419.0,543.5,59.88,30.4,12.72,1.92,5.53,2.08
2017-12-20 09:00:00,2017-12-20 10:00:00,292.0,442.75,77.67,34.62,27.55,2.0,11.05,1.78
2017-12-20 10:00:00,2017-12-20 11:00:00,268.75,409.5,39.8,34.32,35.65,0.61,30.62,0.97
2017-12-20 11:00:00,2017-12-20 12:00:00,170.25,294.5,34.75,32.35,47.95,0.78,41.27,0.55
2017-12-20 12:00:00,2017-12-20 13:00:00,137.75,240.75,38.2,31.2,53.93,0.72,43.72,0.43
2017-12-20 13:00:00,2017-12-20 14:00:00,141.0,247.75,54.83,27.4,96.62,0.77,41.4,0.4
2017-12-20 14:00:00,2017-12-20 15:00:00,153.0,280.0,62.1,27.45,118.65,0.76,45.62,0.4
2017-12-20 15:00:00,2017-12-20 16:00:00,145.0,255.25,33.12,22.82,38.4,0.59,54.0,0.38
2017-12-20 16:00:00,2017-12-20 17:00:00,122.0,185.75,32.98,21.67,26.75,0.79,41.52,0.33
2017-12-20 17:00:00,2017-12-20 18:00:00,166.25,268.0,95.87,24.2,34.6,2.12,12.02,1.03
2017-12-20 18:00:00,2017-12-20 19:00:00,316.75,532.5,97.75,25.75,31.0,2.78,4.93,2.3
2017-12-20 19:00:00,2017-12-20 20:00:00,377.25,691.0,101.25,25.12,30.0,2.75,4.77,1.85
2017-12-20 20:00:00,2017-12-20 21:00:00,325.5,608.25,105.02,27.6,31.58,3.33,4.88,1.97
2017-12-20 21:00:00,2017-12-20 22:00:00,323.75,522.0,99.3,27.03,26.22,2.18,4.65,1.8
2017-12-20 22:00:00,2017-12-20 23:00:00,247.0,378.5,94.68,28.1,20.98,1.6,4.77,1.28
2017-12-20 23:00:00,2017-12-21 00:00:00,233.75,352.5,70.8,27.35,17.85,1.82,6.55,1.1
2017-12-21 00:00:00,2017-12-21 01:00:00,232.5,348.0,61.15,28.8,6.28,1.62,6.48,1.13
2017-12-21 01:00:00,2017-12-21 02:00:00,241.75,339.75,52.38,29.38,5.23,1.67,6.43,1.2
2017-12-21 02:00:00,2017-12-21 03:00:00,247.75,340.25,46.75,30.58,5.15,1.55,9.55,1.18
2017-12-21 03:00:00,2017-12-21 04:00:00,244.0,327.25,38.02,29.12,5.75,1.45,10.3,1.03
2017-12-21 04:00:00,2017-12-21 05:00:00,224.5,302.0,35.15,27.3,4.15,1.49,5.07,0.97
2017-12-21 05:00:00,2017-12-21 06:00:00,219.75,298.75,36.85,25.8,3.7,1.6,4.8,1.0
2017-12-21 06:00:00,2017-12-21 07:00:00,221.5,309.75,38.25,25.5,3.8,1.64,4.3,1.13
2017-12-21 07:00:00,2017-12-21 08:00:00,241.0,332.75,38.62,26.18,3.82,1.67,5.05,1.2
2017-12-21 08:00:00,2017-12-21 09:00:00,294.75,407.75,44.03,29.8,6.3,1.77,6.4,1.5
2017-12-21 09:00:00,2017-12-21 10:00:00,348.5,486.75,60.1,36.95,14.3,1.81,12.18,1.6
2017-12-21 10:00:00,2017-12-21 11:00:00,314.0,404.75,35.55,38.35,17.45,0.69,30.65,1.1
2017-12-21 11:00:00,2017-12-21 12:00:00,203.0,293.5,67.5,35.55,151.0,1.02,20.18,0.7
2017-12-21 12:00:00,2017-12-21 13:00:00,182.75,318.25,53.0,36.13,91.33,0.86,28.97,0.58
2017-12-21 13:00:00,2017-12-21 14:00:00,143.5,247.25,59.68,30.95,108.45,0.79,29.73,0.4
2017-12-21 14:00:00,2017-12-21 15:00:00,131.25,239.5,86.9,28.47,154.33,0.87,22.6,0.4
2017-12-21 15:00:00,2017-12-21 16:00:00,146.0,269.5,79.23,30.03,122.63,1.03,25.5,0.4
2017-12-21 16:00:00,2017-12-21 17:00:00,149.75,259.5,42.55,29.23,31.3,0.95,31.25,0.4
2017-12-21 17:00:00,2017-12-21 18:00:00,179.25,273.25,88.4,32.15,35.3,1.85,8.33,0.9
2017-12-21 18:00:00,2017-12-21 19:00:00,297.0,461.25,101.0,30.88,39.27,2.07,4.73,1.65
2017-12-21 19:00:00,2017-12-21 20:00:00,303.25,470.5,102.15,30.07,23.72,1.65,6.23,1.52
2017-12-21 20:00:00,2017-12-21 21:00:00,234.5,338.25,65.05,29.47,12.2,1.43,14.85,0.97
2017-12-21 21:00:00,2017-12-21 22:00:00,221.25,299.25,58.05,31.42,8.45,1.57,10.85,1.0
2017-12-21 22:00:00,2017-12-21 23:00:00,248.0,350.5,62.95,30.58,6.08,2.21,4.75,1.2
2017-12-21 23:00:00,2017-12-22 00:00:00,268.25,495.0,65.1,31.55,4.98,2.35,4.5,1.47
2017-12-22 00:00:00,2017-12-22 01:00:00,249.5,481.0,66.57,31.5,4.9,2.0,4.43,1.47
2017-12-22 01:00:00,2017-12-22 02:00:00,224.0,332.25,70.15,31.77,4.52,1.78,4.25,1.35
2017-12-22 02:00:00,2017-12-22 03:00:00,213.75,310.75,71.73,31.12,4.52,1.74,4.25,1.37
2017-12-22 03:00:00,2017-12-22 04:00:00,211.75,316.25,52.53,31.9,5.75,1.78,8.97,1.37
2017-12-22 04:00:00,2017-12-22 05:00:00,215.75,315.5,41.57,30.3,3.93,2.04,4.68,1.47
2017-12-22 05:00:00,2017-12-22 06:00:00,212.0,311.5,36.3,27.72,5.83,2.11,4.52,1.55
2017-12-22 06:00:00,2017-12-22 07:00:00,211.75,315.5,32.45,26.85,4.88,2.07,4.65,1.6
2017-12-22 07:00:00,2017-12-22 08:00:00,236.0,353.25,41.65,30.0,6.78,2.63,4.65,2.1
2017-12-22 08:00:00,2017-12-22 09:00:00,330.0,470.75,57.68,35.18,6.52,2.41,5.93,2.57
2017-12-22 09:00:00,2017-12-22 10:00:00,378.5,524.5,62.27,36.82,8.7,1.89,11.8,1.92
2017-12-22 10:00:00,2017-12-22 11:00:00,329.5,417.25,49.2,41.03,14.95,0.92,24.38,1.33
2017-12-22 11:00:00,2017-12-22 12:00:00,243.75,315.5,42.9,41.0,46.2,1.21,34.02,0.95
2017-12-22 12:00:00,2017-12-22 13:00:00,192.75,255.75,45.0,38.97,50.85,1.13,37.4,0.7
2017-12-22 13:00:00,2017-12-22 14:00:00,171.75,240.5,56.25,33.1,82.7,1.06,33.52,0.65
2017-12-22 14:00:00,2017-12-22 15:00:00,141.75,216.75,38.1,25.17,21.8,0.82,39.32,0.45
2017-12-22 15:00:00,2017-12-22 16:00:00,100.75,171.25,34.97,24.9,26.48,0.86,36.55,0.43
2017-12-22 16:00:00,2017-12-22 17:00:00,110.75,188.0,37.38,26.12,16.75,0.99,34.25,0.53
2017-12-22 17:00:00,2017-12-22 18:00:00,135.5,236.0,63.0,28.0,14.38,1.91,16.53,0.83
2017-12-22 18:00:00,2017-12-22 19:00:00,185.75,338.25,96.75,33.53,17.95,2.34,4.5,2.08
2017-12-22 19:00:00,2017-12-22 20:00:00,238.75,394.75,91.17,32.07,14.03,2.3,4.58,1.7
2017-12-22 20:00:00,2017-12-22 21:00:00,234.0,369.25,81.55,32.88,12.35,2.35,4.58,1.87
2017-12-22 21:00:00,2017-12-22 22:00:00,239.0,340.5,80.18,27.82,10.07,2.04,4.57,1.72
2017-12-22 22:00:00,2017-12-22 23:00:00,217.25,297.25,62.07,29.95,6.53,2.21,4.95,1.53
2017-12-22 23:00:00,2017-12-23 00:00:00,243.25,327.5,51.7,29.15,5.2,2.52,4.73,1.47
2017-12-23 00:00:00,2017-12-23 01:00:00,223.0,308.5,62.65,24.5,14.93,1.42,9.23,1.35
2017-12-23 01:00:00,2017-12-23 02:00:00,150.5,227.0,70.33,22.97,26.93,1.26,7.93,0.9
2017-12-23 02:00:00,2017-12-23 03:00:00,157.0,223.0,65.85,24.78,10.72,1.5,6.4,1.1
2017-12-23 03:00:00,2017-12-23 04:00:00,177.0,227.5,51.77,25.78,7.5,1.46,9.87,1.25
2017-12-23 04:00:00,2017-12-23 05:00:00,161.5,220.5,43.35,23.37,4.53,1.37,5.95,1.18
2017-12-23 05:00:00,2017-12-23 06:00:00,152.75,215.25,35.98,23.4,3.9,1.36,6.22,0.95
2017-12-23 06:00:00,2017-12-23 07:00:00,161.75,225.75,37.27,22.82,3.35,1.38,4.95,1.15
2017-12-23 07:00:00,2017-12-23 08:00:00,188.0,257.0,39.32,23.78,4.02,1.5,5.85,1.23
2017-12-23 08:00:00,2017-12-23 09:00:00,223.0,304.5,43.1,25.0,6.43,0.97,13.95,1.25
2017-12-23 09:00:00,2017-12-23 10:00:00,185.0,254.25,34.68,23.98,13.22,1.07,25.23,0.85
2017-12-23 10:00:00,2017-12-23 11:00:00,149.25,209.0,37.08,28.55,34.75,0.51,30.78,0.58
2017-12-23 11:00:00,2017-12-23 12:00:00,103.75,190.0,42.65,28.55,38.6,0.66,35.88,0.43
2017-12-23 12:00:00,2017-12-23 13:00:00,68.75,184.75,27.77,27.57,18.97,0.53,40.23,0.33
2017-12-23 13:00:00,2017-12-23 14:00:00,52.75,137.25,25.65,21.45,11.4,0.42,41.48,0.23
2017-12-23 14:00:00,2017-12-23 15:00:00,42.0,95.75,23.25,19.65,10.23,0.42,42.05,0.2
2017-12-23 15:00:00,2017-12-23 16:00:00,40.25,94.5,22.88,19.43,11.05,0.44,42.1,0.2
2017-12-23 16:00:00,2017-12-23 17:00:00,46.0,101.75,29.27,19.17,15.95,0.52,35.8,0.2
2017-12-23 17:00:00,2017-12-23 18:00:00,54.75,159.25,63.93,17.9,36.73,0.78,15.87,0.35
2017-12-23 18:00:00,2017-12-23 19:00:00,96.25,285.5,86.65,25.78,36.3,1.7,5.3,0.65
2017-12-23 19:00:00,2017-12-23 20:00:00,172.0,340.5,90.52,18.6,18.18,1.14,4.98,1.15
2017-12-23 20:00:00,2017-12-23 21:00:00,97.25,205.5,79.08,19.4,14.77,1.37,4.73,0.73
2017-12-23 21:00:00,2017-12-23 22:00:00,93.0,187.25,78.9,17.05,14.3,1.63,4.58,0.9
2017-12-23 22:00:00,2017-12-23 23:00:00,115.75,210.5,66.85,21.7,10.92,1.76,4.5,0.9
2017-12-23 23:00:00,2017-12-24 00:00:00,151.75,247.75,53.18,23.55,7.4,1.93,4.67,1.15
2017-12-24 00:00:00,2017-12-24 01:00:00,160.25,270.0,50.55,21.2,8.05,1.73,4.72,1.1
2017-12-24 01:00:00,2017-12-24 02:00:00,148.0,273.5,54.65,21.53,8.88,1.42,4.62,1.0
2017-12-24 02:00:00,2017-12-24 03:00:00,131.75,229.25,59.48,22.03,12.08,1.24,4.4,0.9
2017-12-24 03:00:00,2017-12-24 04:00:00,118.5,203.25,58.6,21.47,18.03,1.46,8.97,1.17
2017-12-24 04:00:00,2017-12-24 05:00:00,120.25,212.75,32.35,21.0,8.7,1.48,4.57,1.2
2017-12-24 05:00:00,2017-12-24 06:00:00,133.0,218.5,33.43,18.68,6.43,1.36,4.6,1.25
2017-12-24 06:00:00,2017-12-24 07:00:00,157.0,255.25,37.57,22.05,6.15,1.74,4.68,1.6
2017-12-24 07:00:00,2017-12-24 08:00:00,202.25,301.5,38.22,22.97,6.7,1.65,4.7,1.67
2017-12-24 08:00:00,2017-12-24 09:00:00,206.0,300.75,47.1,24.68,13.38,1.5,6.75,1.55
2017-12-24 09:00:00,2017-12-24 10:00:00,209.5,333.75,66.65,28.62,22.43,1.43,11.1,1.35
2017-12-24 10:00:00,2017-12-24 11:00:00,167.5,254.75,41.62,29.2,26.45,0.36,28.32,1.17
2017-12-24 11:00:00,2017-12-24 12:00:00,82.0,135.0,21.0,25.6,15.5,0.4,39.2,0.33
2017-12-24 12:00:00,2017-12-24 13:00:00,53.0,99.0,19.3,27.0,17.33,0.39,42.52,0.28
2017-12-24 13:00:00,2017-12-24 14:00:00,47.0,89.75,21.62,21.38,25.3,0.36,43.75,0.2
2017-12-24 14:00:00,2017-12-24 15:00:00,47.5,93.25,25.45,20.35,24.45,0.35,43.23,0.2
2017-12-24 15:00:00,2017-12-24 16:00:00,45.75,111.0,24.12,18.08,16.42,0.34,40.1,0.23
2017-12-24 16:00:00,2017-12-24 17:00:00,40.25,129.5,30.07,19.83,35.43,0.45,34.45,0.2
2017-12-24 17:00:00,2017-12-24 18:00:00,117.25,224.75,79.38,24.4,42.75,2.09,11.15,0.8
2017-12-24 18:00:00,2017-12-24 19:00:00,274.0,443.5,84.05,23.78,26.58,1.41,6.12,2.2
2017-12-24 19:00:00,2017-12-24 20:00:00,159.25,316.0,77.65,19.9,14.88,1.49,6.62,1.05
2017-12-24 20:00:00,2017-12-24 21:00:00,129.5,234.75,69.52,18.5,11.85,1.24,6.3,0.95
2017-12-24 21:00:00,2017-12-24 22:00:00,118.5,210.0,74.8,19.73,13.05,2.29,5.0,1.1
2017-12-24 22:00:00,2017-12-24 23:00:00,168.5,309.5,67.27,21.8,12.3,2.01,4.75,1.32
2017-12-24 23:00:00,2017-12-25 00:00:00,146.75,308.5,70.85,20.67,12.7,1.37,4.4,0.9
2017-12-25 00:00:00,2017-12-25 01:00:00,103.5,205.5,62.22,19.68,12.12,1.22,4.5,0.75
2017-12-25 01:00:00,2017-12-25 02:00:00,106.75,169.5,54.82,19.93,9.93,1.23,4.4,0.87
2017-12-25 02:00:00,2017-12-25 03:00:00,123.5,200.25,51.3,20.05,14.13,1.46,4.6,0.97
2017-12-25 03:00:00,2017-12-25 04:00:00,131.0,230.0,54.1,20.8,15.42,1.52,9.1,1.15
2017-12-25 04:00:00,2017-12-25 05:00:00,136.75,248.25,50.0,21.47,12.65,1.67,4.52,1.43
2017-12-25 05:00:00,2017-12-25 06:00:00,151.5,251.5,40.23,19.63,9.72,1.64,4.43,1.7
2017-12-25 06:00:00,2017-12-25 07:00:00,148.5,235.75,26.47,19.25,7.45,1.72,4.7,1.47
2017-12-25 07:00:00,2017-12-25 08:00:00,162.5,247.0,32.97,20.98,7.48,1.38,4.98,1.28
2017-12-25 08:00:00,2017-12-25 09:00:00,174.25,261.5,42.97,24.88,13.92,1.41,6.85,1.1
2017-12-25 09:00:00,2017-12-25 10:00:00,206.5,311.5,65.65,29.25,20.22,1.53,10.95,1.25
2017-12-25 10:00:00,2017-12-25 11:00:00,193.75,309.75,70.25,32.92,29.8,0.87,21.4,1.27
2017-12-25 11:00:00,2017-12-25 12:00:00,127.0,227.25,41.3,32.8,28.95,0.82,36.78,0.83
2017-12-25 12:00:00,2017-12-25 13:00:00,74.25,165.25,34.03,20.33,58.75,0.62,35.42,0.38
2017-12-25 13:00:00,2017-12-25 14:00:00,46.75,138.0,17.5,15.65,20.57,0.43,39.52,0.18
2017-12-25 14:00:00,2017-12-25 15:00:00,34.0,108.0,16.33,16.07,15.97,0.4,41.47,0.17
2017-12-25 15:00:00,2017-12-25 16:00:00,34.0,90.0,19.47,15.52,13.7,0.4,39.72,0.15
2017-12-25 16:00:00,2017-12-25 17:00:00,37.0,104.0,25.55,17.4,18.83,0.51,39.03,0.18
2017-12-25 17:00:00,2017-12-25 18:00:00,61.0,148.0,54.12,18.12,22.65,0.82,20.6,0.35
2017-12-25 18:00:00,2017-12-25 19:00:00,74.0,204.0,63.8,18.47,14.25,1.04,18.58,0.72
2017-12-25 19:00:00,2017-12-25 20:00:00,109.0,211.0,56.38,18.3,11.1,0.95,18.82,0.6
2017-12-25 20:00:00,2017-12-25 21:00:00,102.0,177.0,66.13,18.05,13.25,1.0,11.82,0.58
2017-12-25 21:00:00,2017-12-25 22:00:00,100.0,181.0,65.9,17.55,12.4,1.09,8.82,0.62
2017-12-25 22:00:00,2017-12-25 23:00:00,91.0,173.0,67.95,17.7,11.33,1.32,9.78,0.58
2017-12-25 23:00:00,2017-12-26 00:00:00,99.0,180.0,65.58,20.63,8.33,1.44,4.65,0.7
2017-12-26 00:00:00,2017-12-26 01:00:00,128.0,218.0,47.98,21.43,6.42,1.49,4.6,0.9
2017-12-26 01:00:00,2017-12-26 02:00:00,127.25,217.5,45.3,20.35,6.65,1.31,4.77,0.85
2017-12-26 02:00:00,2017-12-26 03:00:00,123.5,206.0,48.55,19.5,6.75,1.21,4.55,0.83
2017-12-26 03:00:00,2017-12-26 04:00:00,118.0,175.5,44.35,20.53,7.35,1.15,9.33,1.0
2017-12-26 04:00:00,2017-12-26 05:00:00,114.5,174.0,35.38,18.85,5.2,1.1,4.8,0.7
2017-12-26 05:00:00,2017-12-26 06:00:00,111.75,173.25,37.77,18.4,5.25,1.04,4.52,0.72
2017-12-26 06:00:00,2017-12-26 07:00:00,117.0,182.0,39.62,18.68,5.48,1.44,4.7,0.9
2017-12-26 07:00:00,2017-12-26 08:00:00,148.0,216.0,36.57,21.15,6.27,1.2,6.8,1.25
2017-12-26 08:00:00,2017-12-26 09:00:00,166.75,229.5,41.27,24.2,12.07,1.1,16.68,1.03
2017-12-26 09:00:00,2017-12-26 10:00:00,175.0,252.0,48.98,26.5,51.55,0.89,23.38,0.87
2017-12-26 10:00:00,2017-12-26 11:00:00,128.5,217.5,40.35,26.53,52.97,0.69,29.55,0.5
2017-12-26 11:00:00,2017-12-26 12:00:00,89.0,196.25,37.03,25.07,32.7,0.54,30.08,0.48
2017-12-26 12:00:00,2017-12-26 13:00:00,60.75,181.5,18.6,22.6,10.28,0.44,35.33,0.28
2017-12-26 13:00:00,2017-12-26 14:00:00,48.5,130.25,19.97,18.5,7.13,0.42,36.2,0.23
2017-12-26 14:00:00,2017-12-26 15:00:00,46.0,132.75,17.85,16.97,6.55,0.35,34.75,0.18
2017-12-26 15:00:00,2017-12-26 16:00:00,34.5,120.75,16.62,15.62,6.25,0.34,33.95,0.13
2017-12-26 16:00:00,2017-12-26 17:00:00,40.0,168.5,22.48,16.45,7.7,0.51,31.25,0.23
2017-12-26 17:00:00,2017-12-26 18:00:00,58.25,150.25,54.45,15.9,10.68,0.79,14.33,0.4
2017-12-26 18:00:00,2017-12-26 19:00:00,140.0,245.25,78.83,21.65,18.85,2.24,5.0,0.92
2017-12-26 19:00:00,2017-12-26 20:00:00,280.5,417.5,75.75,22.9,20.1,1.77,4.65,2.2
2017-12-26 20:00:00,2017-12-26 21:00:00,232.0,370.0,74.53,18.0,16.33,1.62,4.53,1.17
2017-12-26 21:00:00,2017-12-26 22:00:00,139.25,240.25,80.38,17.65,15.5,1.53,4.43,1.03
2017-12-26 22:00:00,2017-12-26 23:00:00,140.5,233.5,56.98,23.22,11.65,2.06,4.53,1.1
2017-12-26 23:00:00,2017-12-27 00:00:00,182.25,299.5,44.62,22.1,8.77,1.92,4.53,1.15
2017-12-27 00:00:00,2017-12-27 01:00:00,162.5,254.5,37.55,21.32,7.12,1.65,4.48,0.97
2017-12-27 01:00:00,2017-12-27 02:00:00,149.25,233.5,31.7,19.47,6.68,1.97,4.45,0.88
2017-12-27 02:00:00,2017-12-27 03:00:00,160.5,280.0,46.45,22.47,7.42,2.03,4.4,1.18
2017-12-27 03:00:00,2017-12-27 04:00:00,152.75,229.25,33.7,20.83,5.68,1.39,9.43,1.1
2017-12-27 04:00:00,2017-12-27 05:00:00,113.75,180.5,30.38,17.97,5.27,1.15,4.6,0.6
2017-12-27 05:00:00,2017-12-27 06:00:00,111.75,180.0,38.07,19.45,5.4,1.36,4.43,0.77
2017-12-27 06:00:00,2017-12-27 07:00:00,132.75,223.25,27.2,18.58,5.55,1.44,4.55,0.85
2017-12-27 07:00:00,2017-12-27 08:00:00,166.25,248.25,29.78,21.35,5.3,1.56,4.75,1.2
2017-12-27 08:00:00,2017-12-27 09:00:00,220.25,306.0,54.4,26.05,8.33,1.87,6.25,1.2
2017-12-27 09:00:00,2017-12-27 10:00:00,265.25,372.75,63.55,35.4,17.7,2.02,14.78,1.82
2017-12-27 10:00:00,2017-12-27 11:00:00,249.75,353.25,35.43,36.97,15.8,1.15,33.65,1.1
2017-12-27 11:00:00,2017-12-27 12:00:00,170.5,246.25,37.93,36.4,29.35,0.98,36.43,0.87
2017-12-27 12:00:00,2017-12-27 13:00:00,121.0,201.25,48.23,27.33,47.75,0.7,31.35,0.55
2017-12-27 13:00:00,2017-12-27 14:00:00,92.25,198.5,35.62,27.5,54.02,0.8,41.52,0.4
2017-12-27 14:00:00,2017-12-27 15:00:00,115.0,204.75,43.43,25.93,69.85,0.8,40.27,0.4
2017-12-27 15:00:00,2017-12-27 16:00:00,124.25,253.5,73.12,25.82,109.9,0.95,29.0,0.5
2017-12-27 16:00:00,2017-12-27 17:00:00,144.75,332.5,84.23,26.15,92.15,1.07,19.75,0.58
2017-12-27 17:00:00,2017-12-27 18:00:00,169.5,361.25,86.48,25.95,48.18,1.44,10.83,0.95
2017-12-27 18:00:00,2017-12-27 19:00:00,253.5,449.75,85.12,23.02,31.08,2.55,5.12,1.6
2017-12-27 19:00:00,2017-12-27 20:00:00,343.75,542.75,80.28,24.17,20.5,2.82,4.78,2.4
2017-12-27 20:00:00,2017-12-27 21:00:00,374.0,571.25,79.88,22.35,15.93,2.67,4.55,2.1
2017-12-27 21:00:00,2017-12-27 22:00:00,309.75,450.0,78.58,22.73,13.82,2.37,4.5,1.67
2017-12-27 22:00:00,2017-12-27 23:00:00,214.25,335.75,72.13,23.7,9.73,2.61,4.62,1.42
2017-12-27 23:00:00,2017-12-28 00:00:00,221.25,351.25,52.23,25.88,6.43,3.17,4.55,1.6
2017-12-28 00:00:00,2017-12-28 01:00:00,249.0,387.5,42.55,26.25,5.32,2.86,4.68,1.65
2017-12-28 01:00:00,2017-12-28 02:00:00,228.75,354.25,51.32,24.95,5.35,2.84,4.43,1.6
2017-12-28 02:00:00,2017-12-28 03:00:00,216.75,349.75,50.07,24.1,5.8,2.67,4.4,1.9
2017-12-28 03:00:00,2017-12-28 04:00:00,198.0,295.75,35.62,23.53,6.7,2.69,8.93,1.95
2017-12-28 04:00:00,2017-12-28 05:00:00,187.75,291.75,32.75,24.03,4.83,2.62,4.55,1.9
2017-12-28 05:00:00,2017-12-28 06:00:00,198.25,320.25,34.95,21.38,4.42,2.32,4.65,2.57
2017-12-28 06:00:00,2017-12-28 07:00:00,222.5,357.75,32.85,21.38,4.02,1.9,4.42,1.62
2017-12-28 07:00:00,2017-12-28 08:00:00,194.25,305.25,40.23,23.62,4.9,2.05,4.65,1.75
