From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm)
2020-11-17 20:00:00,2020-11-17 21:00:00,50.0,84.0,,36.25,30.52,21.52,,30.3,92.0,0.33,,14.0,759.5,0.0
2020-11-17 21:00:00,2020-11-17 22:00:00,34.25,63.0,,26.67,22.1,22.1,,30.25,93.5,0.85,,14.0,760.0,1.0
2020-11-17 22:00:00,2020-11-17 23:00:00,26.25,37.25,,14.55,12.45,20.38,,30.75,94.75,1.3,,14.0,760.0,0.5
2020-11-17 23:00:00,2020-11-18 00:00:00,10.75,15.75,,25.9,25.8,18.73,,30.83,96.0,0.3,,14.0,759.75,0.0
2020-11-18 00:00:00,2020-11-18 01:00:00,15.5,21.5,,28.2,30.75,20.38,,30.88,96.75,0.3,,14.0,758.5,1.25
2020-11-18 01:00:00,2020-11-18 02:00:00,15.0,23.5,,25.9,27.43,19.1,,30.68,98.0,0.3,,14.0,757.5,0.0
2020-11-18 02:00:00,2020-11-18 03:00:00,18.25,25.25,,21.28,21.38,21.35,,30.37,98.25,0.3,,14.0,757.0,2.5
2020-11-18 03:00:00,2020-11-18 04:00:00,17.0,26.75,,17.85,17.55,21.25,,30.2,99.0,0.3,,14.0,756.0,0.25
2020-11-18 04:00:00,2020-11-18 05:00:00,11.0,29.0,,21.65,19.62,21.25,,30.12,99.0,0.3,,14.0,756.5,0.0
2020-11-18 05:00:00,2020-11-18 06:00:00,73.0,82.0,,21.13,17.13,22.27,,30.13,99.0,0.3,,14.33,757.0,0.0
2020-11-18 06:00:00,2020-11-18 07:00:00,61.5,71.75,,21.95,23.15,20.6,,30.45,99.0,0.3,,34.25,758.5,0.0
2020-11-18 07:00:00,2020-11-18 08:00:00,29.5,42.5,,21.73,25.2,20.93,,30.93,97.0,0.3,,168.25,760.25,0.0
2020-11-18 08:00:00,2020-11-18 09:00:00,38.25,53.0,,23.12,22.57,20.92,,31.48,91.75,0.3,,240.5,762.0,0.0
2020-11-18 09:00:00,2020-11-18 10:00:00,38.75,65.75,,23.08,19.0,19.98,,30.85,89.25,0.3,,153.0,762.0,0.0
2020-11-18 10:00:00,2020-11-18 11:00:00,27.0,47.5,,18.82,15.53,22.05,,30.48,84.75,0.65,,273.25,762.0,0.0
2020-11-18 11:00:00,2020-11-18 12:00:00,19.75,36.0,,13.93,10.73,22.1,,30.62,81.25,2.42,,406.75,761.5,0.0
2020-11-18 12:00:00,2020-11-18 13:00:00,16.75,24.75,,14.75,9.82,21.55,,30.55,82.25,2.48,,297.0,759.75,0.0
2020-11-18 13:00:00,2020-11-18 14:00:00,17.75,24.5,,12.93,9.3,21.75,,30.53,80.0,2.58,,417.5,758.75,0.0
2020-11-18 14:00:00,2020-11-18 15:00:00,14.0,19.0,,11.6,9.57,20.08,,31.07,79.5,2.55,,322.0,758.0,0.0
2020-11-18 15:00:00,2020-11-18 16:00:00,13.5,24.75,,12.55,9.97,19.77,,31.15,80.5,2.65,,224.75,757.25,0.0
2020-11-18 16:00:00,2020-11-18 17:00:00,12.0,26.0,,12.45,9.32,19.95,,31.1,82.75,2.1,,105.5,757.25,0.0
2020-11-18 17:00:00,2020-11-18 18:00:00,11.75,32.25,,15.85,11.6,17.98,,30.3,85.75,2.27,,25.5,758.0,0.0
2020-11-18 18:00:00,2020-11-18 19:00:00,12.0,35.75,,22.25,14.35,20.23,,30.27,87.75,1.45,,13.5,758.5,0.0
2020-11-18 19:00:00,2020-11-18 20:00:00,17.0,44.5,,26.57,18.08,21.65,,30.35,88.25,1.55,,13.0,759.75,0.0
2020-11-18 20:00:00,2020-11-18 21:00:00,22.75,46.0,,22.88,15.6,21.67,,30.4,88.25,1.58,,13.0,760.75,0.0
2020-11-18 21:00:00,2020-11-18 22:00:00,19.5,42.0,,20.8,12.8,21.4,,30.4,89.0,1.45,,13.0,761.5,0.0
2020-11-18 22:00:00,2020-11-18 23:00:00,11.25,30.5,,18.43,12.48,20.48,,30.83,90.0,1.48,,13.0,761.5,0.0
2020-11-18 23:00:00,2020-11-19 00:00:00,9.25,29.25,,13.88,10.05,20.02,,30.9,89.5,1.43,,13.0,761.0,0.0
2020-11-19 00:00:00,2020-11-19 01:00:00,11.5,21.0,,13.18,10.28,20.05,,30.95,90.0,0.75,,13.0,759.75,0.0
2020-11-19 01:00:00,2020-11-19 02:00:00,14.75,21.0,,12.88,9.83,19.12,,30.25,91.0,0.5,,13.0,758.75,0.0
2020-11-19 02:00:00,2020-11-19 03:00:00,11.0,21.0,,12.35,9.58,20.73,,30.13,91.0,0.5,,13.0,758.0,0.0
2020-11-19 03:00:00,2020-11-19 04:00:00,10.0,19.0,,11.8,8.57,21.4,,30.18,91.0,0.52,,13.0,757.0,0.0
2020-11-19 04:00:00,2020-11-19 05:00:00,12.0,20.25,,15.3,10.57,21.33,,30.05,91.75,0.3,,13.0,757.0,0.0
2020-11-19 05:00:00,2020-11-19 06:00:00,21.5,28.0,,18.57,12.93,22.1,,30.15,93.0,0.3,,13.0,757.5,0.0
2020-11-19 06:00:00,2020-11-19 07:00:00,29.5,38.25,,21.73,16.3,20.1,,30.73,92.25,0.3,,44.25,759.0,0.0
2020-11-19 07:00:00,2020-11-19 08:00:00,22.5,37.5,,21.0,16.95,20.75,,31.38,86.5,0.47,,170.0,761.25,0.0
2020-11-19 08:00:00,2020-11-19 09:00:00,20.75,44.0,,13.05,10.8,19.98,,31.6,82.0,1.8,,306.25,762.75,0.0
2020-11-19 09:00:00,2020-11-19 10:00:00,11.0,24.75,,12.03,9.55,18.05,,30.65,77.0,2.3,,427.25,763.0,0.0
2020-11-19 10:00:00,2020-11-19 11:00:00,10.5,29.25,,11.23,9.9,21.0,,30.7,75.25,2.55,,518.25,763.25,0.0
2020-11-19 11:00:00,2020-11-19 12:00:00,9.0,25.25,,11.95,8.92,21.98,,30.65,74.25,2.6,,526.5,761.75,0.0
2020-11-19 12:00:00,2020-11-19 13:00:00,8.75,21.75,,11.6,8.2,21.38,,30.65,74.5,2.65,,427.25,760.5,0.0
2020-11-19 13:00:00,2020-11-19 14:00:00,8.25,26.0,,11.2,8.5,21.3,,30.8,74.25,2.7,,471.0,759.25,0.0
2020-11-19 14:00:00,2020-11-19 15:00:00,8.75,22.25,,10.75,8.35,19.82,,31.35,72.75,2.73,,462.25,758.25,0.0
2020-11-19 15:00:00,2020-11-19 16:00:00,8.0,20.0,,9.2,8.9,19.1,,31.4,73.0,2.5,,324.0,758.0,0.0
2020-11-19 16:00:00,2020-11-19 17:00:00,,,,,,,,,,,,,,
2020-11-19 17:00:00,2020-11-19 18:00:00,,,,,,,,,,,,,,
2020-11-19 18:00:00,2020-11-19 19:00:00,,,,,,,,,,,,,,
2020-11-19 19:00:00,2020-11-19 20:00:00,,,,,,,,,,,,,,
2020-11-19 20:00:00,2020-11-19 21:00:00,,,,,,,,,,,,,,
2020-11-19 21:00:00,2020-11-19 22:00:00,,,,,,,,,,,,,,
2020-11-19 22:00:00,2020-11-19 23:00:00,,,,,,,,,,,,,,
2020-11-19 23:00:00,2020-11-20 00:00:00,,,,,,,,,,,,,,
2020-11-20 00:00:00,2020-11-20 01:00:00,,,,,,,,,,,,,,
2020-11-20 01:00:00,2020-11-20 02:00:00,,,,,,,,,,,,,,
2020-11-20 02:00:00,2020-11-20 03:00:00,,,,,,,,,,,,,,
2020-11-20 03:00:00,2020-11-20 04:00:00,,,,,,,,,,,,,,
2020-11-20 04:00:00,2020-11-20 05:00:00,,,,,,,,,,,,,,
2020-11-20 05:00:00,2020-11-20 06:00:00,,,,,,,,,,,,,,
2020-11-20 06:00:00,2020-11-20 07:00:00,,,,,,,,,,,,,,
2020-11-20 07:00:00,2020-11-20 08:00:00,,,,,,,,,,,,,,
2020-11-20 08:00:00,2020-11-20 09:00:00,,,,,,,,,,,,,,
2020-11-20 09:00:00,2020-11-20 10:00:00,,,,,,,,,,,,,,
2020-11-20 10:00:00,2020-11-20 11:00:00,,,,,,,,,,,,,,
2020-11-20 11:00:00,2020-11-20 12:00:00,,,,,,,,,,,,,,
2020-11-20 12:00:00,2020-11-20 13:00:00,,,,,,,,,,,,,,
2020-11-20 13:00:00,2020-11-20 14:00:00,,,,,,,,,,,,,,
2020-11-20 14:00:00,2020-11-20 15:00:00,,,,,,,,,,,,,,
2020-11-20 15:00:00,2020-11-20 16:00:00,,,,,,,,,,,,,,
2020-11-20 16:00:00,2020-11-20 17:00:00,,,,,,,,,,,,,,
2020-11-20 17:00:00,2020-11-20 18:00:00,,,,,,,,,,,,,,
2020-11-20 18:00:00,2020-11-20 19:00:00,,,,,,,,,,,,,,
2020-11-20 19:00:00,2020-11-20 20:00:00,,,,,,,,,,,,,,
2020-11-20 20:00:00,2020-11-20 21:00:00,31.67,67.0,,27.9,18.43,21.93,,30.6,82.5,0.95,,13.5,762.0,0.0
2020-11-20 21:00:00,2020-11-20 22:00:00,28.0,74.33,,33.4,22.9,21.3,,30.63,83.33,0.5,,14.0,762.33,0.0
2020-11-20 22:00:00,2020-11-20 23:00:00,32.67,85.67,,35.07,24.57,21.53,,30.73,84.33,0.33,,13.67,762.0,0.0
2020-11-20 23:00:00,2020-11-21 00:00:00,31.5,88.75,,33.28,24.93,21.07,,31.13,85.5,0.68,,13.5,762.0,0.0
2020-11-21 00:00:00,2020-11-21 01:00:00,36.0,94.0,,28.3,20.23,21.5,,31.17,88.0,0.37,,13.67,761.0,0.0
2020-11-21 01:00:00,2020-11-21 02:00:00,32.0,77.0,,20.7,15.97,21.47,,31.3,87.67,1.1,,13.67,760.0,0.0
2020-11-21 02:00:00,2020-11-21 03:00:00,24.0,43.0,,22.57,15.63,18.7,,30.43,88.67,0.43,,14.0,759.33,0.0
2020-11-21 03:00:00,2020-11-21 04:00:00,32.5,54.75,,20.88,15.6,23.0,,30.35,91.5,0.47,,13.75,759.0,0.0
2020-11-21 04:00:00,2020-11-21 05:00:00,37.0,62.25,,18.17,13.92,22.52,,30.33,92.25,0.38,,13.75,759.0,0.0
2020-11-21 05:00:00,2020-11-21 06:00:00,24.25,38.25,,17.38,12.62,21.85,,30.3,92.0,0.38,,14.0,760.0,0.0
2020-11-21 06:00:00,2020-11-21 07:00:00,13.75,31.0,,20.15,13.98,21.15,,30.48,91.25,0.35,,46.5,761.25,0.0
2020-11-21 07:00:00,2020-11-21 08:00:00,19.0,42.25,,18.58,16.07,20.7,,31.58,86.0,1.35,,187.25,763.0,0.0
2020-11-21 08:00:00,2020-11-21 09:00:00,27.25,43.25,,16.35,13.33,20.8,,31.92,80.0,2.05,,346.5,764.5,0.0
2020-11-21 09:00:00,2020-11-21 10:00:00,25.25,54.25,,17.48,13.75,21.02,,31.85,74.75,2.2,,444.5,765.0,0.0
2020-11-21 10:00:00,2020-11-21 11:00:00,26.0,60.75,,18.85,14.3,20.65,,30.57,71.5,2.45,,543.75,764.25,0.0
2020-11-21 11:00:00,2020-11-21 12:00:00,27.5,68.0,,18.38,13.23,22.45,,30.7,60.75,2.77,,651.5,762.75,0.0
2020-11-21 12:00:00,2020-11-21 13:00:00,32.25,68.5,,20.15,14.35,22.32,,30.68,61.75,2.83,,607.25,761.25,0.0
2020-11-21 13:00:00,2020-11-21 14:00:00,31.33,75.67,,21.6,15.97,23.27,,30.87,57.0,2.83,,579.0,759.67,0.0
2020-11-21 14:00:00,2020-11-21 15:00:00,28.25,70.0,,20.83,13.9,18.7,,30.83,54.75,2.7,,478.5,759.0,0.0
2020-11-21 15:00:00,2020-11-21 16:00:00,28.75,72.25,,18.95,12.8,20.82,,31.33,55.75,2.75,,327.75,758.75,0.0
2020-11-21 16:00:00,2020-11-21 17:00:00,28.0,70.0,,22.15,15.45,20.75,,31.35,62.0,2.1,,168.5,758.0,0.0
2020-11-21 17:00:00,2020-11-21 18:00:00,22.0,71.25,3.95,25.48,16.73,21.37,0.6,31.25,71.0,1.83,,23.0,758.75,0.0
2020-11-21 18:00:00,2020-11-21 19:00:00,27.75,66.5,5.83,29.6,20.48,20.9,,30.43,75.5,1.25,,13.75,760.0,0.0
2020-11-21 19:00:00,2020-11-21 20:00:00,38.75,88.0,10.03,34.75,26.65,22.62,,30.6,78.5,0.85,,13.5,761.5,0.0
2020-11-21 20:00:00,2020-11-21 21:00:00,45.5,124.0,18.0,34.17,32.77,22.72,,30.6,80.25,0.68,,13.25,762.0,0.0
2020-11-21 21:00:00,2020-11-21 22:00:00,42.75,131.25,20.52,32.95,34.2,23.0,,30.63,82.0,0.35,,13.25,762.75,0.0
2020-11-21 22:00:00,2020-11-21 23:00:00,47.25,124.25,22.43,32.75,35.65,22.18,,30.68,83.5,0.3,,13.0,762.75,0.0
2020-11-21 23:00:00,2020-11-22 00:00:00,44.5,122.25,26.95,33.08,39.5,21.83,,31.15,85.5,0.3,,13.0,762.0,0.0
2020-11-22 00:00:00,2020-11-22 01:00:00,47.25,138.25,52.35,29.73,58.35,21.6,,31.2,88.5,0.3,,13.0,761.0,0.0
2020-11-22 01:00:00,2020-11-22 02:00:00,59.5,150.25,44.33,25.9,49.83,23.43,,31.25,91.0,0.3,,13.0,759.75,0.0
2020-11-22 02:00:00,2020-11-22 03:00:00,55.75,122.5,38.93,21.57,43.13,23.5,,30.3,92.5,0.3,,13.25,759.0,0.0
2020-11-22 03:00:00,2020-11-22 04:00:00,46.75,93.75,33.7,21.77,38.95,23.42,,30.45,93.0,0.32,,13.75,758.0,0.0
2020-11-22 04:00:00,2020-11-22 05:00:00,37.25,69.75,24.38,21.5,31.25,23.9,,30.32,93.75,0.3,,13.5,758.75,0.0
2020-11-22 05:00:00,2020-11-22 06:00:00,29.5,58.5,28.8,21.8,35.05,23.98,,30.2,93.0,0.3,,13.75,759.5,0.0
2020-11-22 06:00:00,2020-11-22 07:00:00,34.25,77.5,29.3,26.0,37.65,23.43,,30.3,89.25,0.32,,48.75,760.5,0.0
2020-11-22 07:00:00,2020-11-22 08:00:00,,,,,,,,,,,,,,
2020-11-22 08:00:00,2020-11-22 09:00:00,,,,,,,,,,,,,,
2020-11-22 09:00:00,2020-11-22 10:00:00,,,,,,,,,,,,,,
2020-11-22 10:00:00,2020-11-22 11:00:00,,,,,,,,,,,,,,
2020-11-22 11:00:00,2020-11-22 12:00:00,,,,,,,,,,,,,,
2020-11-22 12:00:00,2020-11-22 13:00:00,,,,,,,,,,,,,,
2020-11-22 13:00:00,2020-11-22 14:00:00,,,,,,,,,,,,,,
2020-11-22 14:00:00,2020-11-22 15:00:00,,,,,,,,,,,,,,
2020-11-22 15:00:00,2020-11-22 16:00:00,,,,,,,,,,,,,,
2020-11-22 16:00:00,2020-11-22 17:00:00,,,,,,,,,,,,,,
2020-11-22 17:00:00,2020-11-22 18:00:00,,,,,,,,,,,,,,
2020-11-22 18:00:00,2020-11-22 19:00:00,,,,,,,,,,,,,,
2020-11-22 19:00:00,2020-11-22 20:00:00,,,,,,,,,,,,,,
2020-11-22 20:00:00,2020-11-22 21:00:00,,,,,,,,,,,,,,
2020-11-22 21:00:00,2020-11-22 22:00:00,,,,,,,,,,,,,,
2020-11-22 22:00:00,2020-11-22 23:00:00,,,,,,,,,,,,,,
2020-11-22 23:00:00,2020-11-23 00:00:00,,,,,,,,,,,,,,
2020-11-23 00:00:00,2020-11-23 01:00:00,,,,,,,,,,,,,,
2020-11-23 01:00:00,2020-11-23 02:00:00,,,,,,,,,,,,,,
2020-11-23 02:00:00,2020-11-23 03:00:00,,,,,,,,,,,,,,
2020-11-23 03:00:00,2020-11-23 04:00:00,,,,,,,,,,,,,,
2020-11-23 04:00:00,2020-11-23 05:00:00,,,,,,,,,,,,,,
2020-11-23 05:00:00,2020-11-23 06:00:00,,,,,,,,,,,,,,
2020-11-23 06:00:00,2020-11-23 07:00:00,,,,,,,,,,,,,,
2020-11-23 07:00:00,2020-11-23 08:00:00,,,,,,,,,,,,,,
2020-11-23 08:00:00,2020-11-23 09:00:00,71.0,109.5,7.55,21.35,17.5,27.65,,,,,,,,
2020-11-23 09:00:00,2020-11-23 10:00:00,66.0,106.25,5.6,23.38,17.0,27.18,,31.28,83.75,1.73,,229.75,763.0,0.0
2020-11-23 10:00:00,2020-11-23 11:00:00,54.0,109.67,4.43,21.0,14.77,26.57,,31.23,74.0,3.03,,378.33,762.33,0.0
2020-11-23 11:00:00,2020-11-23 12:00:00,41.25,97.75,4.98,17.6,13.42,24.85,,30.75,68.75,3.45,,496.0,761.5,0.0
2020-11-23 12:00:00,2020-11-23 13:00:00,39.0,82.5,4.05,16.02,11.85,26.73,,30.62,69.5,3.88,,415.0,759.5,0.0
2020-11-23 13:00:00,2020-11-23 14:00:00,38.5,84.25,4.95,16.62,12.87,29.35,,30.8,69.25,3.78,,438.75,758.0,0.0
2020-11-23 14:00:00,2020-11-23 15:00:00,37.0,83.5,4.42,17.38,12.85,30.62,,30.85,70.25,3.5,,342.75,757.5,0.0
2020-11-23 15:00:00,2020-11-23 16:00:00,36.5,77.25,4.47,17.68,13.0,31.02,,31.02,73.5,3.42,,220.0,757.0,0.0
2020-11-23 16:00:00,2020-11-23 17:00:00,36.25,73.0,3.02,21.43,13.85,30.6,2.75,31.33,79.25,2.7,,81.5,756.75,0.0
2020-11-23 17:00:00,2020-11-23 18:00:00,40.67,73.33,2.3,21.23,13.2,26.9,,31.4,84.67,2.5,,22.67,757.67,0.0
2020-11-23 18:00:00,2020-11-23 19:00:00,40.75,61.75,3.15,18.12,12.2,24.48,,31.28,90.5,3.5,,13.0,759.0,1.25
2020-11-23 19:00:00,2020-11-23 20:00:00,38.0,43.5,3.6,21.27,14.25,22.55,,30.5,93.0,2.5,,13.0,759.75,0.0
2020-11-23 20:00:00,2020-11-23 21:00:00,44.25,50.25,4.23,28.6,18.62,25.1,2.75,30.35,93.0,0.57,,13.0,760.0,0.0
2020-11-23 21:00:00,2020-11-23 22:00:00,54.25,70.25,5.95,33.23,22.5,27.12,0.8,30.52,92.5,0.72,,13.0,760.0,0.0
2020-11-23 22:00:00,2020-11-23 23:00:00,54.5,78.75,4.28,19.23,13.7,27.35,0.6,30.4,92.0,2.25,,13.0,760.0,4.0
2020-11-23 23:00:00,2020-11-24 00:00:00,46.75,58.5,2.98,10.75,8.18,25.9,,30.5,95.25,1.9,,13.0,758.75,1.0
2020-11-24 00:00:00,2020-11-24 01:00:00,26.5,35.25,3.2,9.65,7.7,24.7,1.95,31.0,95.25,2.02,,13.5,758.0,2.25
2020-11-24 01:00:00,2020-11-24 02:00:00,24.25,33.5,3.05,11.68,8.7,23.8,,31.1,94.0,1.52,,13.75,756.75,0.0
2020-11-24 02:00:00,2020-11-24 03:00:00,29.0,34.5,3.03,8.78,7.12,24.2,,31.08,95.75,1.27,,13.0,755.75,5.75
2020-11-24 03:00:00,2020-11-24 04:00:00,23.0,33.0,3.48,10.32,8.3,22.53,,30.35,96.75,1.67,,13.0,755.0,2.5
2020-11-24 04:00:00,2020-11-24 05:00:00,,,3.2,10.53,7.53,24.43,2.55,30.1,98.25,2.4,,13.25,755.5,17.5
2020-11-24 05:00:00,2020-11-24 06:00:00,46.0,49.0,2.95,13.7,9.7,24.75,,30.18,99.0,1.23,,13.0,756.25,1.5
2020-11-24 06:00:00,2020-11-24 07:00:00,48.5,57.5,2.48,16.38,10.78,26.3,,30.25,98.0,1.85,,17.25,757.75,0.0
2020-11-24 07:00:00,2020-11-24 08:00:00,54.0,77.25,2.22,13.47,8.95,25.8,,30.2,91.5,3.0,,47.75,758.75,0.0
2020-11-24 08:00:00,2020-11-24 09:00:00,45.5,56.25,3.55,13.2,9.9,24.72,2.63,30.67,89.5,3.02,,58.75,760.0,0.75
2020-11-24 09:00:00,2020-11-24 10:00:00,34.0,40.5,3.97,14.5,10.95,23.17,,30.75,97.25,2.95,,35.5,761.0,7.75
2020-11-24 10:00:00,2020-11-24 11:00:00,24.5,30.5,2.27,15.82,9.72,23.32,,30.72,98.0,3.5,,49.25,760.5,3.25
2020-11-24 11:00:00,2020-11-24 12:00:00,33.5,43.25,3.75,15.05,11.07,22.7,,30.15,95.5,3.35,,159.0,759.25,0.0
2020-11-24 12:00:00,2020-11-24 13:00:00,39.0,52.25,3.07,14.75,10.32,24.57,4.38,30.07,92.25,3.28,,186.75,757.0,0.25
2020-11-24 13:00:00,2020-11-24 14:00:00,44.0,57.75,3.73,15.25,11.15,24.9,2.28,30.15,92.25,3.25,,121.25,755.25,0.25
2020-11-24 14:00:00,2020-11-24 15:00:00,47.5,54.5,2.88,13.43,9.5,24.88,2.7,30.05,93.25,3.27,,43.0,753.25,1.75
2020-11-24 15:00:00,2020-11-24 16:00:00,40.0,56.0,1.3,12.48,6.93,24.9,1.85,30.05,97.0,3.1,,16.25,754.0,32.75
2020-11-24 16:00:00,2020-11-24 17:00:00,15.0,17.0,2.27,17.3,11.05,21.38,3.1,30.18,,2.67,,19.5,754.75,8.25
2020-11-24 17:00:00,2020-11-24 18:00:00,17.25,20.5,3.08,15.42,10.7,22.68,0.8,30.48,99.0,3.05,,15.75,755.5,4.75
2020-11-24 18:00:00,2020-11-24 19:00:00,25.5,31.0,2.95,19.42,12.73,22.68,0.5,30.6,,2.48,,14.0,756.5,0.25
2020-11-24 19:00:00,2020-11-24 20:00:00,31.75,34.5,3.15,16.93,11.58,21.45,0.53,30.1,99.0,2.5,,13.75,757.25,1.75
2020-11-24 20:00:00,2020-11-24 21:00:00,34.25,43.5,3.18,13.28,9.65,22.92,2.4,29.83,98.25,2.85,,13.75,758.0,0.0
2020-11-24 21:00:00,2020-11-24 22:00:00,28.75,42.5,1.45,15.6,9.48,23.45,,29.7,98.0,2.2,,13.25,757.25,2.0
2020-11-24 22:00:00,2020-11-24 23:00:00,36.75,49.75,3.35,10.03,8.05,23.35,,29.5,98.0,2.8,,13.0,756.75,1.0
2020-11-24 23:00:00,2020-11-25 00:00:00,35.25,39.75,1.52,9.38,6.25,24.47,,29.77,98.5,2.45,,13.0,755.0,3.25
2020-11-25 00:00:00,2020-11-25 01:00:00,34.0,39.25,2.88,7.47,6.32,23.9,2.47,30.07,99.0,2.27,,13.0,754.25,0.75
2020-11-25 01:00:00,2020-11-25 02:00:00,37.25,41.25,2.98,6.75,6.03,23.38,0.5,30.22,99.0,2.83,,13.0,753.0,1.5
2020-11-25 02:00:00,2020-11-25 03:00:00,38.75,47.0,3.23,9.48,7.65,22.65,1.1,30.22,99.0,3.45,,13.0,751.0,8.5
2020-11-25 03:00:00,2020-11-25 04:00:00,35.75,49.0,2.95,12.45,9.03,19.95,,29.8,99.0,2.75,,13.5,751.0,0.0
2020-11-25 04:00:00,2020-11-25 05:00:00,16.5,32.25,3.1,13.07,9.47,20.15,4.55,29.48,97.0,2.52,,14.0,751.25,0.0
2020-11-25 05:00:00,2020-11-25 06:00:00,6.5,16.25,2.55,8.22,6.43,20.5,2.6,29.4,96.75,3.97,,13.25,750.75,7.0
2020-11-25 06:00:00,2020-11-25 07:00:00,7.25,10.75,3.1,9.03,7.33,19.58,1.5,29.38,99.0,2.97,,15.0,752.75,4.0
2020-11-25 07:00:00,2020-11-25 08:00:00,5.0,10.0,2.77,10.77,8.0,20.8,1.65,29.68,,2.28,,18.75,754.25,9.25
2020-11-25 08:00:00,2020-11-25 09:00:00,,,3.4,11.85,9.05,20.4,4.12,29.9,,1.92,,81.0,755.0,0.75
2020-11-25 09:00:00,2020-11-25 10:00:00,,,3.95,10.7,8.95,19.82,0.8,30.05,99.0,3.25,,44.75,754.75,5.0
2020-11-25 10:00:00,2020-11-25 11:00:00,,,3.1,15.58,10.82,19.08,1.08,29.95,,2.8,,31.75,754.25,2.75
2020-11-25 11:00:00,2020-11-25 12:00:00,,,3.72,11.67,9.2,18.85,0.55,29.8,,2.97,,19.0,752.5,5.75
2020-11-25 12:00:00,2020-11-25 13:00:00,3.0,11.0,3.38,15.57,11.0,18.92,3.3,29.48,,3.77,,19.75,751.5,10.0
2020-11-25 13:00:00,2020-11-25 14:00:00,4.75,12.75,3.43,17.88,12.3,19.45,1.22,29.4,,3.77,,38.75,749.25,2.25
2020-11-25 14:00:00,2020-11-25 15:00:00,9.25,17.75,3.95,11.67,9.43,19.8,2.17,29.37,,4.57,,74.75,747.75,3.0
2020-11-25 15:00:00,2020-11-25 16:00:00,6.5,14.75,1.32,9.7,6.18,20.25,1.92,29.55,99.0,4.65,,28.25,746.5,3.25
2020-11-25 16:00:00,2020-11-25 17:00:00,5.0,8.0,2.7,17.0,11.2,18.3,5.7,29.7,,2.8,,23.0,747.0,0.0
2020-11-25 17:00:00,2020-11-25 18:00:00,,,,,,,,,,,,,,
2020-11-25 18:00:00,2020-11-25 19:00:00,,,,,,,,,,,,,,
2020-11-25 19:00:00,2020-11-25 20:00:00,,,,,,,,,,,,,,
2020-11-25 20:00:00,2020-11-25 21:00:00,,,,,,,,,,,,,,
2020-11-25 21:00:00,2020-11-25 22:00:00,,,,,,,,,,,,,,
2020-11-25 22:00:00,2020-11-25 23:00:00,,,,,,,,,,,,,,
2020-11-25 23:00:00,2020-11-26 00:00:00,,,,,,,,,,,,,,
2020-11-26 00:00:00,2020-11-26 01:00:00,,,,,,,,,,,,,,
2020-11-26 01:00:00,2020-11-26 02:00:00,,,,,,,,,,,,,,
2020-11-26 02:00:00,2020-11-26 03:00:00,,,,,,,,,,,,,,
2020-11-26 03:00:00,2020-11-26 04:00:00,,,,,,,,,,,,,,
2020-11-26 04:00:00,2020-11-26 05:00:00,,,,,,,,,,,,,,
2020-11-26 05:00:00,2020-11-26 06:00:00,,,,,,,,,,,,,,
2020-11-26 06:00:00,2020-11-26 07:00:00,,,,,,,,,,,,,,
2020-11-26 07:00:00,2020-11-26 08:00:00,,,,,,,,,,,,,,
2020-11-26 08:00:00,2020-11-26 09:00:00,,,,,,,,,,,,,,
2020-11-26 09:00:00,2020-11-26 10:00:00,,,,,,,,,,,,,,
2020-11-26 10:00:00,2020-11-26 11:00:00,,,,,,,,,,,,,,
2020-11-26 11:00:00,2020-11-26 12:00:00,,,,,,,,,,,,,,
2020-11-26 12:00:00,2020-11-26 13:00:00,,,3.6,17.15,12.05,17.5,2.45,30.05,97.0,3.45,,155.5,745.0,0.0
2020-11-26 13:00:00,2020-11-26 14:00:00,7.0,17.0,5.9,14.93,12.78,15.02,1.38,29.7,93.75,3.95,,201.5,745.5,0.0
2020-11-26 14:00:00,2020-11-26 15:00:00,7.5,15.25,4.42,12.18,10.07,15.2,1.27,29.48,87.75,3.52,,133.5,744.5,0.0
2020-11-26 15:00:00,2020-11-26 16:00:00,9.0,10.0,4.78,15.1,11.9,15.18,0.33,29.4,92.5,3.22,,96.25,744.25,0.25
2020-11-26 16:00:00,2020-11-26 17:00:00,,,2.75,11.5,8.35,15.0,7.0,29.4,91.0,3.7,,34.5,745.0,0.0
2020-11-26 17:00:00,2020-11-26 18:00:00,,,,,,,,,,,,,,
2020-11-26 18:00:00,2020-11-26 19:00:00,,,,,,,,,,,,,,
2020-11-26 19:00:00,2020-11-26 20:00:00,,,,,,,,,,,,,,
2020-11-26 20:00:00,2020-11-26 21:00:00,,,,,,,,,,,,,,
2020-11-26 21:00:00,2020-11-26 22:00:00,,,,,,,,,,,,,,
2020-11-26 22:00:00,2020-11-26 23:00:00,,,,,,,,,,,,,,
2020-11-26 23:00:00,2020-11-27 00:00:00,,,,,,,,,,,,,,
2020-11-27 00:00:00,2020-11-27 01:00:00,,,,,,,,,,,,,,
2020-11-27 01:00:00,2020-11-27 02:00:00,,,,,,,,,,,,,,
2020-11-27 02:00:00,2020-11-27 03:00:00,,,,,,,,,,,,,,
2020-11-27 03:00:00,2020-11-27 04:00:00,,,,,,,,,,,,,,
